,parole_male,parole_female,tuple,average_male,average_female,female-male
0,0.33905202,0.2726757,"('unsociable', 'sociable')",0.339052,0.2726757,-0.0663763
1,1.5993444,1.4538705,"('unfriendly', 'friendly')",1.5993444,1.4538705,-0.1454739
2,0.33689952,0.34038663,"('unlikable', 'likable')",0.3368995,0.3403866,0.0034871
3,0.016722389,0.2681792,"('repellent', 'pleasant')",0.0167224,0.2681792,0.2514568
4,-7.8342676,-7.9026227,"('disliked', 'liked')",-7.8342676,-7.9026227,-0.0683551
5,-0.052875698,-0.09579581,"('distant', 'outgoing')",-0.0528757,-0.0957958,-0.0429201
6,0.4292727,0.31018776,"('distant', 'open')",0.4292727,0.3101878,-0.1190849
7,0.82132125,0.85744786,"('insensitive', 'sensitive')",0.8213212,0.8574479,0.0361267
8,1.5513862,1.4035553,"('unaffectionate', 'affectionate')",1.5513862,1.4035553,-0.1478309
9,1.8541694,1.8019809,"('unaffectionate', 'caring')",1.8541694,1.8019809,-0.0521885
10,0.5519691,0.65725046,"('unsympathetic', 'sympathetic')",0.5519691,0.6572505,0.1052814
11,1.7092723,1.7681274,"('unhelpful', 'helpful')",1.7092723,1.7681274,0.0588551
12,-1.3945907,-1.4138411,"('unsupportive', 'supportive')",-1.3945907,-1.4138411,-0.0192504
13,-0.017737009,0.09968562,"('impolite', 'polite')",-0.017737,0.0996856,0.1174226
14,-0.23965016,-0.142101,"('antisocial', 'social')",-0.2396502,-0.142101,0.0975492
15,0.7950643,0.65744257,"('boring', 'funny')",0.7950643,0.6574426,-0.1376217
16,-0.56984144,-0.5668274,"('unpopular', 'popular')",-0.5698414,-0.5668274,0.003014
17,0.24137199,0.26131585,"('nasty', 'nice')",0.241372,0.2613159,0.0199439
18,-0.78509474,-0.72262794,"('disagreeable', 'welcoming')",-0.7850947,-0.7226279,0.0624668
19,0.096490264,0.012767618,"('inhospitable', 'hospitable')",0.0964903,0.0127676,-0.0837227
20,0.049617052,0.024367228,"('rough', 'thoughtful')",0.0496171,0.0243672,-0.0252499
21,-0.3961179,-0.15912546,"('immoral', 'moral')",-0.3961179,-0.1591255,0.2369924
22,-0.49655718,-0.49757951,"('untrustworthy', 'trustworthy')",-0.4965572,-0.4975795,-0.0010223
23,6.716877,6.8007483,"('insincere', 'sincere')",6.716877,6.8007483,0.0838713
24,1.2903244,1.2446442,"('dishonest', 'honest')",1.2903244,1.2446442,-0.0456802
25,0.82673496,0.7551273,"('egoistic', 'altruistic')",0.826735,0.7551273,-0.0716077
26,1.9452665,1.6563126,"('hardhearted', 'benevolent')",1.9452665,1.6563126,-0.2889539
27,1.6840725,1.5765446,"('hardhearted', 'softhearted')",1.6840725,1.5765446,-0.1075279
28,1.3438356,1.1623083,"('disloyal', 'loyal')",1.3438356,1.1623083,-0.1815273
29,-0.439465,-0.531619,"('unfair', 'fair')",-0.439465,-0.531619,-0.092154
30,0.6951475,0.8038312,"('intolerant', 'tolerant')",0.6951475,0.8038312,0.1086837
31,-1.224471,-1.2855042,"('evil', 'good')",-1.224471,-1.2855042,-0.0610332
32,1.0965056,1.0554641,"('unkind', 'kind')",1.0965056,1.0554641,-0.0410415
33,0.055504784,-0.08640762,"('wrong', 'right')",0.0555048,-0.0864076,-0.1419124
34,4.900255,5.0792603,"('mean', 'honorable')",4.9002552,5.0792603,0.1790051
35,-0.53955877,-0.8701706,"('corrupt', 'incorrupt')",-0.5395588,-0.8701706,-0.3306118
36,-0.0619554,-0.3431128,"('hostile', 'amicable')",-0.0619554,-0.3431128,-0.2811574
