,match_male,match_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,1.137968,1.1773573,"('unsociable', 'sociable')",1.5585917,1.3433897,-0.51188767,-0.6797478,0.728224,0.6136665,-0.1145575
1,1.0763186,0.9826211,"('unfriendly', 'friendly')",0.4343505,0.3164143,1.9805993,1.9289368,1.1637561,1.0759907,-0.0877654
2,0.40721053,0.52572167,"('unlikable', 'likable')",1.276107,1.3499336,0.38834953,0.52379525,0.6905557,0.7998168,0.1092611
3,-0.69623625,-0.44736156,"('repellent', 'pleasant')",0.5720168,0.6698476,0.36553493,0.4238921,0.0804385,0.2154594,0.1350209
4,-0.76493007,-0.88177013,"('disliked', 'liked')",0.070725955,-0.0960467,-6.776032,-6.9169106,-2.4900786,-2.6315759,-0.1414973
5,-1.0227062,-1.0540183,"('distant', 'outgoing')",-1.357809,-1.2552674,-0.027329713,0.0075923316,-0.8026149,-0.7672311,0.0353838
6,-0.8809741,-0.8720217,"('distant', 'open')",-1.8139727,-1.6923187,0.4596888,0.5056916,-0.745086,-0.6862163,0.0588697
7,0.70758015,0.81299555,"('insensitive', 'sensitive')",0.62466645,0.69486386,0.97120565,0.94173604,0.7678174,0.8165318,0.0487144
8,0.38417697,0.3278847,"('unaffectionate', 'affectionate')",0.16825333,0.3339797,1.3095882,1.2845635,0.6206728,0.6488093,0.0281365
9,0.4780363,0.46592554,"('unaffectionate', 'caring')",0.21438888,0.27053076,1.4704801,1.4896739,0.7209684,0.7420433,0.0210749
10,0.5458765,0.7350229,"('unsympathetic', 'sympathetic')",0.37754962,0.3608288,-0.40133718,-0.4500892,0.1740297,0.2152541,0.0412244
11,0.21529756,0.35658473,"('unhelpful', 'helpful')",0.6296124,0.7213839,1.736758,1.8199568,0.860556,0.9659751,0.1054191
12,0.45465943,0.6055573,"('unsupportive', 'supportive')",1.0799373,1.2556838,-1.9288098,-1.858737,-0.1314043,0.0008347,0.132239
13,1.2095523,1.3444635,"('impolite', 'polite')",0.12212204,0.117215455,-0.9539206,-0.8760195,0.1259179,0.1952198,0.0693019
14,2.7484882,2.7236528,"('antisocial', 'social')",2.1001468,1.9368559,-0.32827666,-0.46284568,1.506786,1.3992209,-0.1075651
15,1.135687,0.9767406,"('boring', 'funny')",-0.50154686,-0.5820719,0.7809954,0.6981324,0.4717119,0.364267,-0.1074449
16,-1.6722713,-1.5761653,"('unpopular', 'popular')",-0.68268025,-0.5661894,-0.066186026,0.051046595,-0.8070458,-0.6971027,0.1099431
17,0.021430254,0.08699134,"('nasty', 'nice')",-0.50658023,-0.4560631,-0.37082535,-0.36259645,-0.2853251,-0.2438894,0.0414357
18,-0.6033521,-0.384985,"('disagreeable', 'welcoming')",-0.58594286,-0.3373319,-0.6836603,-0.61342674,-0.6243184,-0.4452479,0.1790705
19,-1.2944299,-1.1705251,"('inhospitable', 'hospitable')",-1.6003671,-1.4422572,-0.036190733,0.1019471,-0.9769959,-0.8369451,0.1400508
20,-0.4715653,-0.37644687,"('rough', 'thoughtful')",0.59182376,0.68569785,0.859522,0.7929391,0.3265935,0.3673967,0.0408032
21,0.90661776,1.1379896,"('immoral', 'moral')",0.54596186,0.6605928,-1.1208235,-1.022541,0.1105854,0.2586805,0.1480951
22,0.6932377,0.71306396,"('untrustworthy', 'trustworthy')",1.5585595,1.4823565,-0.81068504,-0.8967975,0.4803707,0.4328744,-0.0474963
23,0.3700961,0.61721504,"('insincere', 'sincere')",0.75967795,0.875242,6.1076293,6.1245966,2.4124678,2.5390178,0.12655
24,1.0722528,1.108849,"('dishonest', 'honest')",0.24987806,0.31009942,0.7698887,0.67765266,0.6973399,0.698867,0.0015271
25,0.3715415,0.29093635,"('egoistic', 'altruistic')",-0.024535082,0.08748061,1.8527267,1.8056958,0.7332443,0.7280376,-0.0052067
26,1.7532315,1.4986532,"('hardhearted', 'benevolent')",1.5224782,1.3806533,1.8846124,1.7963098,1.7201074,1.5585388,-0.1615686
