,smucker_male,smucker_female,tuple,j_male,j_female,m_male,m_female,co_male,co_female,average_male,average_female,female-male
0,-0.45715836,-0.60287106,"('unsociable', 'sociable')",0.8226927,0.6758865,0.75079495,0.6150429,0.43062297,0.335116,0.3867381,0.2557936,-0.1309445
1,-2.666581,-2.743336,"('unfriendly', 'friendly')",-1.0338565,-1.2890604,-0.8530971,-1.0470428,1.8678235,1.6218861,-0.6714277,-0.8643882,-0.1929605
2,0.16612114,0.16651098,"('unlikable', 'likable')",1.5892804,1.6626916,0.59099203,0.65295583,0.668976,0.692745,0.7538424,0.7937258,0.0398834
3,-1.1194398,-1.0733888,"('repellent', 'pleasant')",0.77411467,0.7180967,1.5790809,1.4829443,1.1902988,1.2261306,0.6060137,0.5884457,-0.017568
4,0.59447926,0.5530096,"('disliked', 'liked')",1.1409732,1.1348299,1.1338488,1.1314827,-7.0080686,-7.0564923,-1.0346918,-1.0592926,-0.0246008
5,-0.6752948,-0.61039484,"('distant', 'outgoing')",-0.7577623,-0.6875098,0.04113651,0.089273274,-0.31860566,-0.37188417,-0.4276316,-0.3951288,0.0325028
6,-1.0817198,-0.9856166,"('distant', 'open')",-1.2082599,-1.1657269,-0.40869778,-0.40366578,-0.12432666,-0.25860915,-0.7057511,-0.7034046,0.0023465
7,-0.7642576,-0.73930717,"('insensitive', 'sensitive')",-0.3380432,-0.3770333,-0.7454092,-0.71589357,0.5418914,0.6091775,-0.3264547,-0.3057641,0.0206906
8,-0.635502,-0.7466635,"('unaffectionate', 'affectionate')",-0.73856,-0.84413564,-1.2191348,-1.2254333,1.2062305,1.0247355,-0.3467416,-0.4478742,-0.1011326
9,-1.0525011,-1.1575105,"('unaffectionate', 'caring')",0.07705718,-0.024400346,-0.30077285,-0.3313325,2.071673,1.8943362,0.198864,0.0952732,-0.1035908
10,-0.8900112,-0.9463704,"('unsympathetic', 'sympathetic')",0.000884939,-0.13552038,-0.3785405,-0.4753241,0.069212005,0.10196445,-0.2996137,-0.3638126,-0.0641989
11,-0.9151059,-1.0123065,"('unhelpful', 'helpful')",0.4165379,0.35884795,-0.4801496,-0.50679773,1.6936523,1.7319664,0.1787337,0.1429276,-0.0358061
12,-0.92776126,-0.9326559,"('unsupportive', 'supportive')",0.9839095,1.0677555,-0.060399123,0.05215814,-1.565765,-1.5372155,-0.392504,-0.3374894,0.0550146
13,0.08018176,0.061803706,"('impolite', 'polite')",0.39185336,0.44225895,0.5473934,0.56713355,-0.48114666,-0.39717066,0.1345704,0.1685064,0.033936
14,-0.27571422,-0.3767769,"('antisocial', 'social')",1.5547259,1.4641068,0.67661023,0.63682836,-0.39728457,-0.3150285,0.3895844,0.3522825,-0.0373019
15,0.24309531,0.16901807,"('boring', 'funny')",0.7726489,0.7650409,0.99444455,1.051332,0.20381057,0.23551054,0.5534998,0.5552254,0.0017256
16,-0.40178588,-0.40500367,"('unpopular', 'popular')",0.036775403,0.06269723,0.6034445,0.5254015,0.76583046,0.6042264,0.2510661,0.1968304,-0.0542357
17,-0.2430784,-0.16373932,"('nasty', 'nice')",0.29846504,0.39576924,0.4751405,0.53383404,-0.57401216,-0.4679185,-0.0108712,0.0744864,0.0853576
18,-0.9899068,-1.0135509,"('disagreeable', 'welcoming')",-0.69758815,-0.6951086,-1.1395669,-1.1194583,-0.75538456,-0.8897556,-0.8956116,-0.9294684,-0.0338568
19,-0.23499514,-0.1620507,"('inhospitable', 'hospitable')",0.3500188,0.4984637,-0.02411437,0.08410982,-0.38707688,-0.41255328,-0.0740419,0.0019924,0.0760343
20,-0.18748246,-0.20629099,"('rough', 'thoughtful')",-0.5838142,-0.6751736,-0.23001523,-0.29168105,0.23270722,0.22065634,-0.1921512,-0.2381223,-0.0459711
21,-0.25809413,-0.24965864,"('immoral', 'moral')",1.6306971,1.6684227,0.5988343,0.6269596,-0.82565546,-0.6991173,0.2864454,0.3366516,0.0502062
22,0.35058343,0.29112354,"('untrustworthy', 'trustworthy')",0.77832747,0.7380379,0.15170516,0.105744176,-0.8166872,-0.79487985,0.1159822,0.0850064,-0.0309758
23,-1.1224029,-1.2726514,"('insincere', 'sincere')",0.65384823,0.50408673,0.030333282,-0.13434544,6.38421,6.2884846,1.4864972,1.3463936,-0.1401036
24,-0.95316225,-1.0127399,"('dishonest', 'honest')",-0.48655736,-0.57283664,-2.2894664,-2.3141227,0.81111556,0.775604,-0.7295176,-0.7810238,-0.0515062
25,-0.4438042,-0.43788633,"('egoistic', 'altruistic')",-0.6695764,-0.73178357,-0.26035747,-0.31395817,1.5898912,1.4651906,0.0540383,-0.0046093,-0.0586476
26,-1.0888174,-1.1964852,"('hardhearted', 'benevolent')",0.14614442,-0.050314162,0.16655123,0.10569475,1.4608519,1.4296874,0.1711825,0.0721457,-0.0990368
27,-0.5584654,-0.5919409,"('hardhearted', 'softhearted')",-1.6967484,-1.7255025,-1.1473215,-1.0858787,1.1980222,1.0977263,-0.5511283,-0.576399,-0.0252707
28,-1.0443579,-1.1907027,"('disloyal', 'loyal')",0.08606175,-0.13789518,-0.48392808,-0.6079659,1.3864088,1.1960255,-0.0139539,-0.1851346,-0.1711807
29,-0.5757467,-0.63836104,"('unfair', 'fair')",-0.3211804,-0.32421225,0.6637249,0.5949381,-0.58757514,-0.6869533,-0.2051943,-0.2636471,-0.0584528
30,0.21700557,0.1585123,"('intolerant', 'tolerant')",0.3465375,0.3205646,-0.46495086,-0.4706664,0.26568323,0.34921682,0.0910689,0.0894068,-0.0016621
31,-0.39664805,-0.2557275,"('evil', 'good')",-0.3089159,-0.116597064,0.20600654,0.33049718,-0.4103752,-0.4804042,-0.2274832,-0.1305579,0.0969253
32,-0.8753261,-1.0091895,"('unkind', 'kind')",0.82100976,0.64458686,-0.44639245,-0.49942967,0.95132464,0.85843325,0.112654,-0.0013998,-0.1140538
