,hormel_male,hormel_female,tuple,foods_male,foods_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.3478489,-1.5137622,"('unsociable', 'sociable')",0.597316,0.48318142,-0.40786585,-0.4067675,-0.3861329,-0.4791161,-0.0929832
1,-1.22995,-1.2604927,"('unfriendly', 'friendly')",0.41711327,0.28692505,1.2566264,0.95375365,0.1479299,-0.0066047,-0.1545346
2,0.46905527,0.39623627,"('unlikable', 'likable')",0.5924565,0.49608544,0.6430464,0.609629,0.568186,0.5006502,-0.0675358
3,-1.2225482,-1.1629499,"('repellent', 'pleasant')",-1.5053384,-1.3439031,0.38887632,0.52578086,-0.7796701,-0.6603574,0.1193127
4,0.49267045,0.47495323,"('disliked', 'liked')",0.078259155,0.10057437,-7.2339034,-7.455151,-2.2209913,-2.2932078,-0.0722165
5,0.26599154,0.2721692,"('distant', 'outgoing')",0.3628142,0.3386381,-0.4794471,-0.62152004,0.0497862,-0.0035709,-0.0533571
6,-0.084161915,-0.060653426,"('distant', 'open')",0.19733799,0.17713317,-0.26147643,-0.4370998,-0.0494334,-0.1068734,-0.05744
7,-1.1626108,-1.2483488,"('insensitive', 'sensitive')",-0.2594047,-0.15271534,0.2875525,0.36230057,-0.3781543,-0.3462545,0.0318998
8,-0.37826133,-0.42921233,"('unaffectionate', 'affectionate')",0.6243662,0.5527254,0.7072558,0.5033301,0.3177869,0.2089477,-0.1088392
9,-1.0367839,-1.0759434,"('unaffectionate', 'caring')",0.7493878,0.72336507,1.2688231,1.2053338,0.3271423,0.2842518,-0.0428905
10,-2.2166643,-2.3746316,"('unsympathetic', 'sympathetic')",-0.56289065,-0.55585253,-0.499046,-0.40115184,-1.092867,-1.1105454,-0.0176784
11,-1.219575,-1.2626551,"('unhelpful', 'helpful')",-0.08268282,-0.04602432,1.6214608,1.7587867,0.106401,0.1500357,0.0436347
12,-0.48952723,-0.55875236,"('unsupportive', 'supportive')",0.5101105,0.5633376,-2.2301464,-2.238298,-0.7365211,-0.7445709,-0.0080498
13,-1.2041583,-1.4338139,"('impolite', 'polite')",0.597713,0.48687696,-0.42683768,-0.30353004,-0.3444277,-0.4168224,-0.0723947
14,-0.88007987,-0.96073735,"('antisocial', 'social')",0.5769075,0.64609164,-0.38823277,-0.27830783,-0.2304684,-0.1976512,0.0328172
15,0.04457461,0.03179334,"('boring', 'funny')",0.14736801,0.08091151,-0.0019964445,-0.049594954,0.0633154,0.0210366,-0.0422788
16,-0.40356037,-0.4138355,"('unpopular', 'popular')",-0.6858966,-0.6589371,0.10281511,0.10715922,-0.3288806,-0.3218711,0.0070095
17,-0.82588845,-0.8279933,"('nasty', 'nice')",-0.8480699,-0.74409205,-0.47104692,-0.39093283,-0.7150017,-0.6543394,0.0606623
18,0.47596392,0.42833647,"('disagreeable', 'welcoming')",-0.4034112,-0.4717729,-0.6071541,-0.7194241,-0.1782004,-0.2542868,-0.0760864
19,-0.85733354,-0.80819565,"('inhospitable', 'hospitable')",-0.70997864,-0.76374704,-0.70425326,-0.7914252,-0.7571885,-0.7877893,-0.0306008
20,-1.2549444,-1.2242168,"('rough', 'thoughtful')",-0.20905925,-0.08043706,0.8036236,0.83199716,-0.2201267,-0.1575522,0.0625745
21,-0.73934436,-0.81292695,"('immoral', 'moral')",0.56794196,0.538767,-0.71860665,-0.49632785,-0.2966697,-0.2568293,0.0398404
22,-0.17724827,-0.21627417,"('untrustworthy', 'trustworthy')",-1.004571,-1.0605061,-1.2245358,-1.1529561,-0.8021183,-0.8099121,-0.0077938
23,-1.7322834,-1.8381357,"('insincere', 'sincere')",-0.2911884,-0.25396895,5.756906,5.9685326,1.2444781,1.2921426,0.0476645
24,-0.7099021,-0.87117684,"('dishonest', 'honest')",0.32850257,0.2842834,0.759499,0.8070864,0.1260332,0.0733977,-0.0526355
25,0.674439,0.69090676,"('egoistic', 'altruistic')",1.2037427,1.2107766,1.2379166,1.0744781,1.0386995,0.9920538,-0.0466457
26,-0.7671381,-0.7750317,"('hardhearted', 'benevolent')",0.6007589,0.5174326,1.268354,0.9852711,0.3673249,0.2425573,-0.1247676
27,0.14164358,0.1183902,"('hardhearted', 'softhearted')",-0.1045405,-0.14914058,1.4157679,1.285482,0.4842903,0.4182439,-0.0660464
28,-1.5196545,-1.584712,"('disloyal', 'loyal')",0.6055324,0.58367074,1.1581379,1.1738242,0.0813386,0.0575943,-0.0237443
29,-0.51439494,-0.5799058,"('unfair', 'fair')",-0.6520241,-0.65108454,-0.4127687,-0.57433546,-0.5263959,-0.6017753,-0.0753794
30,-0.7542998,-0.87613326,"('intolerant', 'tolerant')",0.50550246,0.52978706,0.9648051,0.9295327,0.2386693,0.1943955,-0.0442738
31,-0.40000537,-0.3055552,"('evil', 'good')",-0.9797671,-0.9453624,-0.8785904,-1.1167079,-0.7527876,-0.7892085,-0.0364209
32,-0.7964628,-0.935092,"('unkind', 'kind')",0.5083117,0.3559378,0.56198275,0.47175014,0.0912772,-0.0358013,-0.1270785
33,0.8167878,0.710291,"('wrong', 'right')",0.62649894,0.5115938,-0.33603865,-0.44343227,0.3690827,0.2594842,-0.1095985
34,-0.2041137,-0.18590975,"('mean', 'honorable')",0.014127608,0.063125044,5.7195683,5.931792,1.843194,1.9363357,0.0931417
35,1.1133418,1.1473736,"('corrupt', 'incorrupt')",-0.8055422,-0.8328929,-0.27113542,-0.42154345,0.0122214,-0.0356876,-0.047909
36,-0.055452984,-0.058817815,"('hostile', 'amicable')",-0.8654814,-0.9346466,-0.027931176,-0.2727929,-0.3162885,-0.4220858,-0.1057973
37,-0.9408032,-0.9666931,"('fake', 'genuine')",0.21052659,0.27393308,0.024879392,0.06932449,-0.2351324,-0.2078118,0.0273206
38,-0.9106621,-1.0121615,"('untruthful', 'truthful')",0.10984038,0.121130615,-0.12697625,-0.061445285,-0.309266,-0.3174921,-0.0082261
39,-0.1745007,-0.15855318,"('exploitative', 'cooperative')",0.7225541,0.73208654,0.24238506,0.2880597,0.2634795,0.2871977,0.0237182
40,0.36731023,0.30346018,"('stingy', 'generous')",0.37928176,0.4637426,-2.0413852,-2.1515126,-0.4315977,-0.4614366,-0.0298389
41,-0.6664705,-0.7929898,"('unforgiving', 'forgiving')",0.7242875,0.65221286,-0.081042066,-0.22095975,-0.0077417,-0.1205789,-0.1128372
42,0.10343327,0.009953788,"('unreliable', 'reliable')",0.6761017,0.6405976,-3.1420588,-3.1262732,-0.787508,-0.8252406,-0.0377326
43,-1.449343,-1.5358505,"('irresponsible', 'responsible')",0.2034795,0.20779876,0.09656721,0.12796015,-0.3830988,-0.4000305,-0.0169317
44,0.570732,0.6075536,"('prejudiced', 'unprejudiced')",-0.87946206,-0.8925656,-1.4683899,-1.4968024,-0.5923733,-0.5939382,-0.0015649
45,-1.5227592,-1.5337929,"('incompetent', 'competent')",0.1403333,0.2764558,-0.44269755,-0.4066788,-0.6083745,-0.554672,0.0537025
46,-1.6470326,-1.6922576,"('uncompetitive', 'competitive')",0.017427504,0.06814222,-1.4176165,-1.2527503,-1.0157406,-0.9589553,0.0567853
47,-0.77730167,-0.7462016,"('stupid', 'smart')",0.7148812,0.747709,5.581168,5.780399,1.8395826,1.927302,0.0877194
48,-0.9685697,-1.0659846,"('unintelligent', 'intelligent')",0.645859,0.6190691,0.6774595,0.71356577,0.1182496,0.0888834,-0.0293662
49,-0.664723,-0.5961751,"('unable', 'able')",-0.18881258,-0.09991434,-0.52526426,-0.2725794,-0.4595999,-0.3228896,0.1367103
50,0.15385437,0.19373366,"('clumsy', 'skillful')",-0.14048833,-0.14741284,-0.013185833,-0.037298087,6.01e-05,0.0030076,0.0029475
51,-1.1013986,-1.332963,"('uneducated', 'educated')",0.3236967,0.2011686,0.28740847,0.27589214,-0.1634311,-0.2853008,-0.1218697
52,-0.14878552,-0.12096539,"('irrational', 'rational')",0.20227727,0.0068281293,0.18914665,0.05907949,0.0808795,-0.0183526,-0.0992321
53,-1.1628836,-1.1579494,"('uncreative', 'creative')",-0.4425168,-0.49742812,0.09561628,0.04023973,-0.5032614,-0.5383793,-0.0351179
54,-0.7009292,-0.7316585,"('incapable', 'capable')",0.013297521,-0.06390964,0.58231723,0.5911052,-0.0351048,-0.0681543,-0.0330495
55,-0.49984583,-0.62651813,"('incompetent', 'clever')",0.4370081,0.5131216,-0.0644039,0.09115258,-0.0424139,-0.0074146,0.0349993
56,-0.62224793,-0.7793672,"('impractical', 'practical')",1.0649713,1.081527,-0.6152377,-0.43864912,-0.0575048,-0.0454964,0.0120084
57,-1.5991762,-1.618933,"('unimaginative', 'imaginative')",-0.55739343,-0.55811703,-3.7514637,-3.7983687,-1.9693445,-1.9918063,-0.0224618
58,-1.0633119,-1.0460393,"('undiscriminating', 'discriminating')",-0.8869057,-0.8196191,-0.46673837,-0.47318816,-0.8056521,-0.7796156,0.0260365
59,1.2238958,1.3139863,"('foolish', 'wise')",0.6326312,0.5587069,0.26547483,0.27675027,0.707334,0.7164811,0.0091471
60,-0.67966384,-0.7905459,"('inefficient', 'efficient')",0.9517751,1.0441728,-0.09145458,0.19409469,0.0602189,0.1492405,0.0890216
61,-1.2414546,-1.34225,"('illogical', 'logical')",0.0367853,-0.12452155,0.569305,0.4891591,-0.2117881,-0.3258708,-0.1140827
62,-0.56356895,-0.5439215,"('incompetent', 'brilliant')",0.6276732,0.7910321,0.1467135,0.40765724,0.0702726,0.218256,0.1479834
63,-1.1043798,-1.1556484,"('unperceptive', 'insightful')",0.4450633,0.48867482,0.05878029,0.21167225,-0.2001787,-0.1517671,0.0484116
64,0.38694298,0.28933787,"('shy', 'confident')",-0.34869432,-0.44578892,-6.633204,-6.668915,-2.1983185,-2.275122,-0.0768035
65,-0.94726884,-0.9711253,"('insecure', 'secure')",-0.5677208,-0.630253,-0.33059892,-0.070167996,-0.6151962,-0.5571821,0.0580141
66,-0.117683165,-0.221425,"('inactive', 'active')",-0.37179837,-0.50977486,0.687811,0.58163255,0.0661098,-0.0498558,-0.1159656
67,0.6202116,0.49288917,"('doubtful', 'determined')",0.38356897,0.32684618,-0.07214972,-0.13752398,0.3105436,0.2274038,-0.0831398
68,-0.4910407,-0.60091263,"('dependent', 'independent')",-0.9909224,-1.0189219,-0.9888301,-0.87901115,-0.8235977,-0.8329485,-0.0093508
69,1.8501432,1.8551306,"('lazy', 'industrious')",1.0172286,0.9572677,-0.45075813,-0.62434,0.8055379,0.7293527,-0.0761852
70,-0.8343044,-0.8946072,"('lethargic', 'energetic')",-0.3572382,-0.26832187,-0.19162428,-0.07608265,-0.4610556,-0.4130039,0.0480517
71,0.2173925,0.22950162,"('diffident', 'self-confident')",1.4845289,1.5052779,0.25130036,0.22031687,0.6510739,0.6516988,0.0006249
72,0.1979621,0.22355549,"('unambitious', 'ambitious')",-0.50597227,-0.46832925,-0.5656529,-0.338322,-0.291221,-0.1943653,0.0968557
73,1.2991872,1.3596722,"('helpless', 'self-reliant')",0.4819006,0.5188894,-3.6315958,-3.5903428,-0.616836,-0.5705937,0.0462423
74,-0.9071367,-0.9509987,"('undedicated', 'dedicated')",0.29409587,0.36247632,-0.5477153,-0.61519057,-0.3869187,-0.4012376,-0.0143189
75,1.089095,1.1667042,"('meek', 'impulsive')",-1.0020787,-1.0084534,-0.74644905,-0.7454344,-0.2198109,-0.1957279,0.024083
76,-0.65144664,-0.6273658,"('anxious', 'daring')",-0.37841067,-0.20846829,-0.4807703,-0.26320153,-0.5035425,-0.3663452,0.1371973
77,-1.1291425,-1.1565262,"('unmotivated', 'motivated')",-0.23930405,-0.24045156,-1.2409005,-1.0091703,-0.8697824,-0.8020493,0.0677331
78,-0.7376797,-0.6256211,"('nonresilient', 'resilient')",0.7394919,0.8749727,0.045071367,0.16199628,0.0156278,0.137116,0.1214882
79,-0.10509689,-0.121236786,"('wavering', 'unwavering')",-0.3538137,-0.43346196,-0.3324879,-0.3885381,-0.2637995,-0.3144123,-0.0506128
80,-0.46584845,-0.44822097,"('dominated', 'dominating')",0.062644735,0.18070021,-0.76896805,-0.4708903,-0.3907239,-0.246137,0.1445869
81,-0.05825368,-0.21669453,"('submissive', 'aggressive')",0.7171863,0.7077263,-0.64772856,-0.41340974,0.0037347,0.025874,0.0221393
82,-0.61521375,-0.58042157,"('poor', 'rich')",0.121994086,0.18002725,6.125156,6.313019,1.877312,1.9708748,0.0935628
83,-0.4017311,-0.4975776,"('powerless', 'powerful')",-0.09697514,-0.1154556,-1.0586613,-0.9959205,-0.5191225,-0.5363179,-0.0171954
84,-0.43505457,-0.43038526,"('inferior', 'superior')",0.21925448,0.18096116,0.8308735,0.7599271,0.2050245,0.1701677,-0.0348568
85,0.53857565,0.549488,"('insignificant', 'prestigious')",0.550916,0.38288736,-0.050037056,-0.36449048,0.3464849,0.189295,-0.1571899
86,-1.5125194,-1.7384509,"('uninfluential', 'influential')",-0.1671662,-0.27358556,-0.5349747,-0.562661,-0.7382201,-0.8582324,-0.1200123
87,-0.4162872,-0.45373246,"('unsuccessful', 'successful')",0.1746762,0.20701943,0.4573,0.6799123,0.0718963,0.1443998,0.0725035
88,-0.9802388,-1.0500654,"('low', 'eminent')",-0.24413766,-0.36574808,-0.63275546,-0.6959044,-0.619044,-0.7039059,-0.0848619
