,oi_male,oi_female,tuple,glass_male,glass_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0192201,-1.137696,"('unsociable', 'sociable')",0.6169575,0.5582085,-0.21397965,-0.31757987,-0.2054141,-0.2990225,-0.0936084
1,-1.1685586,-1.2080193,"('unfriendly', 'friendly')",0.68872064,0.68779224,1.756731,1.543543,0.425631,0.3411053,-0.0845257
2,1.0721449,1.0976748,"('unlikable', 'likable')",0.62945867,0.6842667,0.58812016,0.6554141,0.7632412,0.8124518,0.0492106
3,-0.17590123,-0.012487236,"('repellent', 'pleasant')",-0.24477187,-0.057830747,0.23778567,0.38787514,-0.0609625,0.1058524,0.1668149
4,0.6593424,0.63342124,"('disliked', 'liked')",-0.74824625,-0.7360655,-6.2629294,-6.2976594,-2.1172778,-2.1334346,-0.0161568
5,-0.23900801,-0.33523834,"('distant', 'outgoing')",-0.71978086,-0.7011442,-0.20602001,-0.31545162,-0.3882696,-0.4506114,-0.0623418
6,0.02586035,-0.04175854,"('distant', 'open')",-0.5905639,-0.53280634,0.087411754,-0.02771682,-0.1590973,-0.2007606,-0.0416633
7,-0.13943768,-0.03788801,"('insensitive', 'sensitive')",0.63125527,0.7324741,0.7703869,0.8356831,0.4207348,0.5100897,0.0893549
8,0.05856283,-0.07389958,"('unaffectionate', 'affectionate')",-0.08112267,-0.08033846,0.6554806,0.4836515,0.2109736,0.1098045,-0.1011691
9,-0.5582491,-0.6288583,"('unaffectionate', 'caring')",0.64480346,0.6843304,0.9794602,0.90527946,0.3553382,0.3202505,-0.0350877
10,-0.90040195,-0.8486624,"('unsympathetic', 'sympathetic')",-0.33161795,-0.30956927,-0.20144299,-0.1806104,-0.477821,-0.4462807,0.0315403
11,-0.19685647,-0.17313953,"('unhelpful', 'helpful')",0.42733866,0.41516167,2.0797744,2.1580265,0.7700855,0.8000162,0.0299307
12,0.1263369,0.21450728,"('unsupportive', 'supportive')",1.1494602,1.2459748,-1.7243806,-1.7108837,-0.1495278,-0.0834672,0.0660606
13,-0.062009532,-0.12457168,"('impolite', 'polite')",0.8865525,0.89071,0.14308095,0.2049371,0.3225413,0.3236918,0.0011505
14,-0.20720363,-0.09041151,"('antisocial', 'social')",1.435494,1.4725566,-0.34877706,-0.23308527,0.2931711,0.3830199,0.0898488
15,1.1695312,0.9591583,"('boring', 'funny')",0.41229454,0.30565655,0.627801,0.56042224,0.7365422,0.6084123,-0.1281299
16,-0.1768485,-0.108285554,"('unpopular', 'popular')",-0.5238839,-0.4127281,0.8527327,0.84905076,0.0506668,0.1093457,0.0586789
17,-0.22346377,-0.17799324,"('nasty', 'nice')",-0.04265669,0.03512493,0.028991777,0.03406009,-0.0790429,-0.0362694,0.0427735
18,-0.2687481,-0.19638538,"('disagreeable', 'welcoming')",-0.60693395,-0.60092175,-0.27604505,-0.32364708,-0.383909,-0.3736514,0.0102576
19,0.014778264,-0.12044628,"('inhospitable', 'hospitable')",-1.3649873,-1.3751601,0.00066773035,-0.06779058,-0.4498471,-0.5211323,-0.0712852
20,-0.038668927,-0.011104472,"('rough', 'thoughtful')",0.229708,0.26823896,1.0202414,1.0091571,0.4037602,0.4220972,0.018337
21,0.10347168,0.056038395,"('immoral', 'moral')",0.6591689,0.65480936,-0.41409206,-0.36109528,0.1161828,0.1165842,0.0004014
22,-0.57414776,-0.4667299,"('untrustworthy', 'trustworthy')",-0.52405286,-0.5326319,-1.1438717,-1.1478573,-0.7473574,-0.7157397,0.0316177
23,-0.7854628,-0.7035109,"('insincere', 'sincere')",1.3412042,1.3691769,5.9334817,5.959291,2.1630743,2.208319,0.0452447
24,0.030049924,0.042585768,"('dishonest', 'honest')",-0.021664921,-0.067316085,0.89649785,0.86540365,0.3016276,0.2802244,-0.0214032
25,-0.6323414,-0.5939643,"('egoistic', 'altruistic')",-0.12333579,-0.07871685,1.0992972,1.0562841,0.11454,0.1278676,0.0133276
26,0.005328998,-0.084906764,"('hardhearted', 'benevolent')",1.1935813,1.132704,1.367885,1.1776333,0.8555984,0.7418102,-0.1137882
27,-0.015322728,0.073688276,"('hardhearted', 'softhearted')",-0.13379756,-0.0661247,1.3501829,1.2962391,0.4003542,0.4346009,0.0342467
28,-0.725755,-0.74407554,"('disloyal', 'loyal')",-0.123634346,-0.16053319,1.0019873,0.886054,0.050866,-0.0061849,-0.0570509
29,-0.6581792,-0.68380475,"('unfair', 'fair')",-0.5538534,-0.5917352,-0.6808526,-0.8620565,-0.6309617,-0.7125321,-0.0815704
30,-0.048066333,-0.04766471,"('intolerant', 'tolerant')",1.4920958,1.479102,1.7730664,1.7373782,1.0723653,1.0562719,-0.0160934
31,-1.0242656,-0.89351416,"('evil', 'good')",-1.2095882,-1.1435356,-1.0506845,-1.1953197,-1.0948461,-1.0774565,0.0173896
32,-0.3833624,-0.4127531,"('unkind', 'kind')",0.73191625,0.6532231,0.83348227,0.7529866,0.3940121,0.3311522,-0.0628599
33,0.3428219,0.21479607,"('wrong', 'right')",0.53830296,0.5377344,-0.45594984,-0.5196184,0.141725,0.0776374,-0.0640876
34,-0.033327065,0.14680934,"('mean', 'honorable')",0.3763713,0.4154333,6.334178,6.4102564,2.2257408,2.3241663,0.0984255
35,0.20196071,0.079292834,"('corrupt', 'incorrupt')",-1.7200036,-1.7781187,-0.3052963,-0.5010224,-0.6077797,-0.7332827,-0.125503
36,0.23876381,0.18758053,"('hostile', 'amicable')",-1.3039671,-1.2734509,0.053266667,-0.17143524,-0.3373122,-0.4191018,-0.0817896
37,0.028553234,-0.025644004,"('fake', 'genuine')",-0.5603941,-0.59857863,0.19939253,0.20535049,-0.1108161,-0.139624,-0.0288079
38,-0.22695965,-0.070632175,"('untruthful', 'truthful')",0.25081772,0.26100188,0.43308747,0.48799983,0.1523152,0.2261232,0.073808
39,0.5743901,0.6100973,"('exploitative', 'cooperative')",1.384345,1.4248059,0.15618452,0.2080762,0.7049732,0.7476598,0.0426866
40,0.092612,0.17907348,"('stingy', 'generous')",0.11168422,0.20964131,-1.6572843,-1.7015389,-0.4843293,-0.437608,0.0467213
41,0.354337,0.4634964,"('unforgiving', 'forgiving')",0.6558003,0.6934435,0.2688143,0.1966063,0.4263172,0.451182,0.0248648
42,0.18966016,0.19664526,"('unreliable', 'reliable')",-0.09065867,-0.14329696,-3.419381,-3.3481417,-1.1067932,-1.0982645,0.0085287
43,0.08297113,0.15903921,"('irresponsible', 'responsible')",0.5256777,0.5104607,0.4798369,0.50701123,0.3628286,0.3921703,0.0293417
44,0.4501164,0.42651576,"('prejudiced', 'unprejudiced')",-1.0141766,-1.0581832,-1.5346462,-1.5366112,-0.6995687,-0.7227596,-0.0231909
45,-0.4559428,-0.30433428,"('incompetent', 'competent')",0.39440483,0.52743155,-0.05174953,-0.007913665,-0.0377625,0.0717279,0.1094904
46,-0.18495114,-0.10737559,"('uncompetitive', 'competitive')",0.37416795,0.5081507,-0.51953185,-0.4249468,-0.110105,-0.0080572,0.1020478
47,-0.8096285,-0.6562764,"('stupid', 'smart')",1.1194054,1.1054621,5.4570303,5.5357456,1.922269,1.9949772,0.0727082
48,-0.4472294,-0.5070138,"('unintelligent', 'intelligent')",0.7522193,0.73471713,0.7198874,0.6666683,0.3416258,0.2981239,-0.0435019
49,-0.26285547,-0.16665079,"('unable', 'able')",-0.12009132,-0.03305786,-0.10426693,0.021761565,-0.1624046,-0.0593157,0.1030889
50,0.34381348,0.39127705,"('clumsy', 'skillful')",-0.35581347,-0.31386533,0.24807797,0.25165695,0.0786927,0.1096896,0.0309969
51,-0.5102694,-0.6176412,"('uneducated', 'educated')",-0.003784459,-0.11588449,0.5696167,0.5084288,0.0185209,-0.0750323,-0.0935532
52,-0.023171667,-0.17995942,"('irrational', 'rational')",0.22256006,0.10872598,-0.038141195,-0.16353083,0.0537491,-0.0782548,-0.1320039
