,tart_male,tart_female,tuple,average_male,average_female,female-male
0,1.4445835,1.1770338,"('unsociable', 'sociable')",1.4445835,1.1770338,-0.2675497
1,-0.7751312,-0.9349257,"('unfriendly', 'friendly')",-0.7751312,-0.9349257,-0.1597945
2,0.054361984,0.06446703,"('unlikable', 'likable')",0.054362,0.064467,0.010105
3,-0.28948662,-0.14291988,"('repellent', 'pleasant')",-0.2894866,-0.1429199,0.1465667
4,-2.8796842,-2.8010535,"('disliked', 'liked')",-2.8796842,-2.8010535,0.0786307
5,-1.2942518,-1.296426,"('distant', 'outgoing')",-1.2942518,-1.2964261,-0.0021743
6,-1.3858227,-1.3990457,"('distant', 'open')",-1.3858227,-1.3990457,-0.013223
7,0.28524226,0.29564106,"('insensitive', 'sensitive')",0.2852423,0.2956411,0.0103988
8,-0.7737623,-0.8873625,"('unaffectionate', 'affectionate')",-0.7737623,-0.8873625,-0.1136002
9,-0.33335727,-0.43917817,"('unaffectionate', 'caring')",-0.3333573,-0.4391782,-0.1058209
10,0.9059886,0.8644953,"('unsympathetic', 'sympathetic')",0.9059886,0.8644953,-0.0414933
11,0.56670064,0.6246973,"('unhelpful', 'helpful')",0.5667006,0.6246973,0.0579967
12,-1.1053591,-1.089477,"('unsupportive', 'supportive')",-1.1053591,-1.0894769,0.0158822
13,0.42398643,0.27795196,"('impolite', 'polite')",0.4239864,0.277952,-0.1460344
14,0.91198087,0.8525568,"('antisocial', 'social')",0.9119809,0.8525568,-0.0594241
15,0.36551768,0.22977835,"('boring', 'funny')",0.3655177,0.2297783,-0.1357394
16,-0.66925067,-0.65106344,"('unpopular', 'popular')",-0.6692507,-0.6510634,0.0181873
17,-0.10989832,-0.08063088,"('nasty', 'nice')",-0.1098983,-0.0806309,0.0292674
18,-1.0313803,-1.0711452,"('disagreeable', 'welcoming')",-1.0313803,-1.0711452,-0.0397649
19,-1.6346277,-1.5968915,"('inhospitable', 'hospitable')",-1.6346277,-1.5968915,0.0377362
20,0.25842658,0.28318453,"('rough', 'thoughtful')",0.2584266,0.2831845,0.0247579
21,0.4591193,0.49964017,"('immoral', 'moral')",0.4591193,0.4996402,0.0405209
22,0.40214494,0.2703324,"('untrustworthy', 'trustworthy')",0.4021449,0.2703324,-0.1318125
23,2.1861658,2.126266,"('insincere', 'sincere')",2.1861658,2.126266,-0.0598998
24,0.029241353,-0.085402064,"('dishonest', 'honest')",0.0292414,-0.0854021,-0.1146435
25,-0.30127233,-0.45300654,"('egoistic', 'altruistic')",-0.3012723,-0.4530065,-0.1517342
26,0.5435056,0.3934135,"('hardhearted', 'benevolent')",0.5435056,0.3934135,-0.1500921
27,0.7857535,0.6385124,"('hardhearted', 'softhearted')",0.7857535,0.6385124,-0.1472411
28,0.034589443,0.003723275,"('disloyal', 'loyal')",0.0345894,0.0037233,-0.0308661
29,-0.70015746,-0.8357191,"('unfair', 'fair')",-0.7001575,-0.8357191,-0.1355616
30,0.8039097,0.80281806,"('intolerant', 'tolerant')",0.8039097,0.8028181,-0.0010916
31,-2.1403587,-2.0691416,"('evil', 'good')",-2.1403587,-2.0691416,0.0712171
32,0.65078914,0.50137997,"('unkind', 'kind')",0.6507891,0.50138,-0.1494091
33,-0.45613924,-0.6016355,"('wrong', 'right')",-0.4561392,-0.6016355,-0.1454963
34,1.2980292,1.4530036,"('mean', 'honorable')",1.2980292,1.4530036,0.1549744
35,-1.1612144,-1.2482892,"('corrupt', 'incorrupt')",-1.1612144,-1.2482892,-0.0870748
36,-1.2825968,-1.2542076,"('hostile', 'amicable')",-1.2825968,-1.2542076,0.0283892
37,0.6362104,0.6963872,"('fake', 'genuine')",0.6362104,0.6963872,0.0601768
38,-0.43399757,-0.4300627,"('untruthful', 'truthful')",-0.4339976,-0.4300627,0.0039349
39,0.3645818,0.3542692,"('exploitative', 'cooperative')",0.3645818,0.3542692,-0.0103126
40,-1.8129658,-1.735131,"('stingy', 'generous')",-1.8129658,-1.735131,0.0778348
41,-0.05229549,-0.052397247,"('unforgiving', 'forgiving')",-0.0522955,-0.0523972,-0.0001017
42,-0.93588775,-0.88421255,"('unreliable', 'reliable')",-0.9358878,-0.8842126,0.0516752
43,0.44850287,0.4221594,"('irresponsible', 'responsible')",0.4485029,0.4221594,-0.0263435
44,-0.26231936,-0.13905628,"('prejudiced', 'unprejudiced')",-0.2623194,-0.1390563,0.1232631
45,0.6568127,0.68979454,"('incompetent', 'competent')",0.6568127,0.6897945,0.0329818
