,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.68468416,-0.5852345,"('unsociable', 'sociable')",-0.002764158,-0.14105377,-0.3437242,-0.3631442,-0.01942
1,-1.0987049,-1.1009979,"('unfriendly', 'friendly')",0.7995785,0.6369587,-0.1495632,-0.2320196,-0.0824564
2,1.545007,1.5904471,"('unlikable', 'likable')",0.726444,0.7300269,1.1357255,1.160237,0.0245115
3,-0.45235318,-0.27993366,"('repellent', 'pleasant')",1.157115,1.2413317,0.3523809,0.480699,0.1283181
4,-0.07074326,-0.14018412,"('disliked', 'liked')",-6.78411,-6.889589,-3.4274266,-3.5148864,-0.0874598
5,-0.64423627,-0.72937095,"('distant', 'outgoing')",-1.001665,-1.0899155,-0.8229506,-0.9096432,-0.0866926
6,-0.6953826,-0.7271834,"('distant', 'open')",-0.9483004,-1.0533049,-0.8218415,-0.8902441,-0.0684026
7,-0.782925,-0.6041116,"('insensitive', 'sensitive')",0.09966775,0.15277614,-0.3416286,-0.2256677,0.1159609
8,-0.40207684,-0.54213494,"('unaffectionate', 'affectionate')",0.061161622,-0.018266158,-0.1704576,-0.2802005,-0.1097429
9,-0.62086725,-0.65413105,"('unaffectionate', 'caring')",0.31341696,0.27009305,-0.1537251,-0.192019,-0.0382939
10,-1.4420983,-1.2259815,"('unsympathetic', 'sympathetic')",-0.6126232,-0.5892067,-1.0273607,-0.9075941,0.1197666
11,-0.5640777,-0.5018699,"('unhelpful', 'helpful')",1.1185838,1.1918098,0.2772531,0.3449699,0.0677168
12,-0.49519357,-0.3674445,"('unsupportive', 'supportive')",-2.225517,-2.234431,-1.3603553,-1.3009378,0.0594175
13,-0.91333604,-0.84099704,"('impolite', 'polite')",-0.89287615,-0.83647203,-0.9031061,-0.8387345,0.0643716
14,0.3158574,0.4431305,"('antisocial', 'social')",0.55844754,0.48598635,0.4371525,0.4645584,0.0274059
15,0.621575,0.42026797,"('boring', 'funny')",0.07607786,0.043626733,0.3488264,0.2319473,-0.1168791
16,0.15961187,0.12790489,"('unpopular', 'popular')",0.3339932,0.25797865,0.2468025,0.1929418,-0.0538607
