,deposition_male,deposition_female,tuple,average_male,average_female,female-male
0,0.16788922,0.115275145,"('unsociable', 'sociable')",0.1678892,0.1152751,-0.0526141
1,1.0430918,1.0075017,"('unfriendly', 'friendly')",1.0430918,1.0075017,-0.0355901
2,-0.12033373,-0.028982028,"('unlikable', 'likable')",-0.1203337,-0.028982,0.0913517
3,0.7081188,0.84613425,"('repellent', 'pleasant')",0.7081188,0.8461342,0.1380154
4,-7.54296,-7.641772,"('disliked', 'liked')",-7.5429602,-7.6417718,-0.0988116
5,-0.50607985,-0.54974437,"('distant', 'outgoing')",-0.5060799,-0.5497444,-0.0436645
6,-0.10755578,-0.26487926,"('distant', 'open')",-0.1075558,-0.2648793,-0.1573235
7,1.3408275,1.3572071,"('insensitive', 'sensitive')",1.3408275,1.3572071,0.0163796
8,1.097757,0.99149364,"('unaffectionate', 'affectionate')",1.097757,0.9914936,-0.1062634
9,1.4717509,1.468951,"('unaffectionate', 'caring')",1.4717509,1.468951,-0.0027999
10,1.0366048,1.1077648,"('unsympathetic', 'sympathetic')",1.0366048,1.1077648,0.07116
11,1.5944933,1.7069576,"('unhelpful', 'helpful')",1.5944933,1.7069576,0.1124643
12,-1.3953995,-1.3843395,"('unsupportive', 'supportive')",-1.3953995,-1.3843395,0.01106
13,-0.20089158,-0.043918427,"('impolite', 'polite')",-0.2008916,-0.0439184,0.1569732
14,0.29708803,0.30055928,"('antisocial', 'social')",0.297088,0.3005593,0.0034713
15,0.467754,0.40101835,"('boring', 'funny')",0.467754,0.4010184,-0.0667356
16,-1.0418105,-1.0592375,"('unpopular', 'popular')",-1.0418105,-1.0592375,-0.017427
17,-0.14806706,-0.11318014,"('nasty', 'nice')",-0.1480671,-0.1131801,0.034887
18,-0.4651261,-0.3839387,"('disagreeable', 'welcoming')",-0.4651261,-0.3839387,0.0811874
19,-0.957067,-0.9577062,"('inhospitable', 'hospitable')",-0.957067,-0.9577062,-0.0006392
20,0.71413755,0.6225523,"('rough', 'thoughtful')",0.7141376,0.6225523,-0.0915853
21,-0.31680518,-0.103657484,"('immoral', 'moral')",-0.3168052,-0.1036575,0.2131477
22,-0.20867561,-0.18799311,"('untrustworthy', 'trustworthy')",-0.2086756,-0.1879931,0.0206825
23,6.391518,6.541447,"('insincere', 'sincere')",6.3915181,6.5414472,0.1499291
24,1.3800076,1.3716909,"('dishonest', 'honest')",1.3800076,1.3716909,-0.0083167
25,0.56382066,0.58505,"('egoistic', 'altruistic')",0.5638207,0.58505,0.0212293
26,1.2829775,1.0555339,"('hardhearted', 'benevolent')",1.2829775,1.0555339,-0.2274436
27,1.771461,1.5905474,"('hardhearted', 'softhearted')",1.771461,1.5905474,-0.1809136
28,1.3314286,1.160999,"('disloyal', 'loyal')",1.3314286,1.1609989,-0.1704297
29,-0.20727281,-0.40764007,"('unfair', 'fair')",-0.2072728,-0.4076401,-0.2003673
30,1.0299945,1.1322699,"('intolerant', 'tolerant')",1.0299945,1.1322699,0.1022754
31,-1.2358537,-1.352587,"('evil', 'good')",-1.2358537,-1.352587,-0.1167333
32,1.1400557,1.0758703,"('unkind', 'kind')",1.1400557,1.0758703,-0.0641854
33,-0.42066827,-0.44362205,"('wrong', 'right')",-0.4206683,-0.4436221,-0.0229538
34,4.170903,4.363598,"('mean', 'honorable')",4.1709032,4.3635979,0.1926947
35,-0.86071813,-1.2442676,"('corrupt', 'incorrupt')",-0.8607181,-1.2442676,-0.3835495
36,-0.656273,-0.93358666,"('hostile', 'amicable')",-0.656273,-0.9335867,-0.2773137
37,0.77471954,0.7756414,"('fake', 'genuine')",0.7747195,0.7756414,0.0009219
38,-0.56774694,-0.4232273,"('untruthful', 'truthful')",-0.5677469,-0.4232273,0.1445196
39,0.09862677,0.18313694,"('exploitative', 'cooperative')",0.0986268,0.1831369,0.0845101
40,-1.2692212,-1.345709,"('stingy', 'generous')",-1.2692212,-1.345709,-0.0764878
41,0.73943424,0.5780022,"('unforgiving', 'forgiving')",0.7394342,0.5780022,-0.161432
42,-2.4405644,-2.4169087,"('unreliable', 'reliable')",-2.4405644,-2.4169087,0.0236557
43,0.99015516,1.1572309,"('irresponsible', 'responsible')",0.9901552,1.1572309,0.1670757
44,-1.3460342,-1.343055,"('prejudiced', 'unprejudiced')",-1.3460342,-1.343055,0.0029792
45,0.35345888,0.1953837,"('incompetent', 'competent')",0.3534589,0.1953837,-0.1580752
46,-0.6896541,-0.6647433,"('uncompetitive', 'competitive')",-0.6896541,-0.6647433,0.0249108
47,4.8105874,4.848042,"('stupid', 'smart')",4.8105874,4.848042,0.0374546
48,0.29208836,0.369857,"('unintelligent', 'intelligent')",0.2920884,0.369857,0.0777686
49,-0.4266367,-0.3493947,"('unable', 'able')",-0.4266367,-0.3493947,0.077242
50,-0.5196206,-0.5699559,"('clumsy', 'skillful')",-0.5196206,-0.5699559,-0.0503353
51,0.24700235,0.3114194,"('uneducated', 'educated')",0.2470023,0.3114194,0.0644171
52,-0.22748953,-0.4474089,"('irrational', 'rational')",-0.2274895,-0.4474089,-0.2199194
53,0.063753136,-0.09556617,"('uncreative', 'creative')",0.0637531,-0.0955662,-0.1593193
54,0.9189378,0.8995104,"('incapable', 'capable')",0.9189378,0.8995104,-0.0194274
55,0.715283,0.86875534,"('incompetent', 'clever')",0.715283,0.8687553,0.1534723
56,0.21082905,0.27372617,"('impractical', 'practical')",0.210829,0.2737262,0.0628972
57,-2.036929,-2.1697562,"('unimaginative', 'imaginative')",-2.0369289,-2.1697562,-0.1328273
58,0.6329491,0.60870653,"('undiscriminating', 'discriminating')",0.6329491,0.6087065,-0.0242426
59,-0.23049936,-0.23176943,"('foolish', 'wise')",-0.2304994,-0.2317694,-0.00127
60,0.13097142,0.49236792,"('inefficient', 'efficient')",0.1309714,0.4923679,0.3613965
61,0.6277542,0.45618644,"('illogical', 'logical')",0.6277542,0.4561864,-0.1715678
62,0.25514728,0.49991062,"('incompetent', 'brilliant')",0.2551473,0.4999106,0.2447633
63,0.13804692,0.23386616,"('unperceptive', 'insightful')",0.1380469,0.2338662,0.0958193
64,-6.3141623,-6.1650076,"('shy', 'confident')",-6.3141623,-6.1650076,0.1491547
65,0.22707784,0.42662096,"('insecure', 'secure')",0.2270778,0.426621,0.1995432
66,-0.3952238,-0.618125,"('inactive', 'active')",-0.3952238,-0.618125,-0.2229012
67,-0.6270069,-0.53921396,"('doubtful', 'determined')",-0.6270069,-0.539214,0.0877929
68,-1.070756,-0.9699311,"('dependent', 'independent')",-1.070756,-0.9699311,0.1008249
69,-1.9755847,-2.0850112,"('lazy', 'industrious')",-1.9755847,-2.0850112,-0.1094265
70,1.376009,1.3343242,"('lethargic', 'energetic')",1.376009,1.3343242,-0.0416848
71,0.3447412,0.2694884,"('diffident', 'self-confident')",0.3447412,0.2694884,-0.0752528
72,0.6481953,0.92805415,"('unambitious', 'ambitious')",0.6481953,0.9280542,0.2798589
73,-3.0624318,-2.9621599,"('helpless', 'self-reliant')",-3.0624318,-2.9621599,0.1002719
74,0.2658573,0.1600524,"('undedicated', 'dedicated')",0.2658573,0.1600524,-0.1058049
