,canteen_male,canteen_female,tuple,average_male,average_female,female-male
0,0.28915307,0.0918843,"('unsociable', 'sociable')",0.2891531,0.0918843,-0.1972688
1,1.8826308,1.9296919,"('unfriendly', 'friendly')",1.8826308,1.9296919,0.0470611
2,0.051548067,0.14387006,"('unlikable', 'likable')",0.0515481,0.1438701,0.092322
3,0.31197083,0.44056702,"('repellent', 'pleasant')",0.3119708,0.440567,0.1285962
4,-7.1264224,-7.303873,"('disliked', 'liked')",-7.1264224,-7.3038731,-0.1774507
5,-0.22922762,-0.06329904,"('distant', 'outgoing')",-0.2292276,-0.063299,0.1659286
6,0.023224369,0.13479826,"('distant', 'open')",0.0232244,0.1347983,0.1115739
7,0.82432765,0.8004022,"('insensitive', 'sensitive')",0.8243276,0.8004022,-0.0239254
8,1.2382243,1.1915257,"('unaffectionate', 'affectionate')",1.2382243,1.1915257,-0.0466986
9,1.6988615,1.7448542,"('unaffectionate', 'caring')",1.6988615,1.7448542,0.0459927
10,0.36068112,0.36796576,"('unsympathetic', 'sympathetic')",0.3606811,0.3679658,0.0072847
11,2.0845945,2.105195,"('unhelpful', 'helpful')",2.0845945,2.105195,0.0206005
12,-1.5591688,-1.5824462,"('unsupportive', 'supportive')",-1.5591688,-1.5824462,-0.0232774
13,0.03528148,-0.026952386,"('impolite', 'polite')",0.0352815,-0.0269524,-0.0622339
14,-0.028287672,-0.13504246,"('antisocial', 'social')",-0.0282877,-0.1350425,-0.1067548
15,0.9753605,0.791118,"('boring', 'funny')",0.9753605,0.791118,-0.1842425
16,-0.24414806,-0.163012,"('unpopular', 'popular')",-0.2441481,-0.163012,0.0811361
17,0.010718387,0.06995319,"('nasty', 'nice')",0.0107184,0.0699532,0.0592348
18,-0.92629045,-0.81819427,"('disagreeable', 'welcoming')",-0.9262905,-0.8181943,0.1080962
19,0.05655016,0.000548251,"('inhospitable', 'hospitable')",0.0565502,0.0005483,-0.0560019
20,0.48727936,0.5196088,"('rough', 'thoughtful')",0.4872794,0.5196088,0.0323294
21,-0.5467368,-0.50149167,"('immoral', 'moral')",-0.5467368,-0.5014917,0.0452451
22,-1.0818641,-1.0596339,"('untrustworthy', 'trustworthy')",-1.0818641,-1.0596339,0.0222302
23,6.878516,7.032321,"('insincere', 'sincere')",6.8785162,7.032321,0.1538048
24,1.3976997,1.5190656,"('dishonest', 'honest')",1.3976997,1.5190656,0.1213659
25,1.0217582,1.0485076,"('egoistic', 'altruistic')",1.0217582,1.0485076,0.0267494
26,1.9120786,1.6559597,"('hardhearted', 'benevolent')",1.9120786,1.6559597,-0.2561189
27,1.6289014,1.5826107,"('hardhearted', 'softhearted')",1.6289014,1.5826107,-0.0462907
28,1.1160381,1.0715687,"('disloyal', 'loyal')",1.1160381,1.0715687,-0.0444694
29,-0.8570309,-1.009187,"('unfair', 'fair')",-0.8570309,-1.009187,-0.1521561
30,0.92116886,0.93709636,"('intolerant', 'tolerant')",0.9211689,0.9370964,0.0159275
31,-1.2668926,-1.1202478,"('evil', 'good')",-1.2668926,-1.1202478,0.1466448
32,1.1705471,0.9826212,"('unkind', 'kind')",1.1705471,0.9826212,-0.1879259
33,-0.25558102,-0.18298887,"('wrong', 'right')",-0.255581,-0.1829889,0.0725921
34,4.9124203,5.1990623,"('mean', 'honorable')",4.9124203,5.1990623,0.286642
35,-0.48768982,-0.66369975,"('corrupt', 'incorrupt')",-0.4876898,-0.6636997,-0.1760099
36,-0.45034453,-0.57827103,"('hostile', 'amicable')",-0.4503445,-0.578271,-0.1279265
37,0.55795944,0.6342198,"('fake', 'genuine')",0.5579594,0.6342198,0.0762604
38,0.42314902,0.54744196,"('untruthful', 'truthful')",0.423149,0.547442,0.124293
39,0.2313856,0.3346813,"('exploitative', 'cooperative')",0.2313856,0.3346813,0.1032957
40,-2.0848925,-2.0513992,"('stingy', 'generous')",-2.0848925,-2.0513992,0.0334933
41,0.2972401,0.24214858,"('unforgiving', 'forgiving')",0.2972401,0.2421486,-0.0550915
42,-3.3843913,-3.314374,"('unreliable', 'reliable')",-3.3843913,-3.314374,0.0700173
43,0.7143847,0.78475684,"('irresponsible', 'responsible')",0.7143847,0.7847568,0.0703721
44,-1.36323,-1.3615693,"('prejudiced', 'unprejudiced')",-1.36323,-1.3615693,0.0016607
45,0.23944566,0.14748767,"('incompetent', 'competent')",0.2394457,0.1474877,-0.091958
46,-1.1838114,-1.261551,"('uncompetitive', 'competitive')",-1.1838114,-1.261551,-0.0777396
47,5.215633,5.4656506,"('stupid', 'smart')",5.2156329,5.4656506,0.2500177
48,0.3776797,0.34335923,"('unintelligent', 'intelligent')",0.3776797,0.3433592,-0.0343205
49,-0.1575522,-0.07237606,"('unable', 'able')",-0.1575522,-0.0723761,0.0851761
50,-0.8734889,-0.80548793,"('clumsy', 'skillful')",-0.8734889,-0.8054879,0.068001
