,symptom_male,symptom_female,tuple,average_male,average_female,female-male
0,-0.72272724,-0.98517925,"('unsociable', 'sociable')",-0.7227272,-0.9851792,-0.262452
1,-1.7272773,-1.9099244,"('unfriendly', 'friendly')",-1.7272773,-1.9099244,-0.1826471
2,-0.46178535,-0.5540827,"('unlikable', 'likable')",-0.4617853,-0.5540827,-0.0922974
3,-0.8648515,-0.9391293,"('repellent', 'pleasant')",-0.8648515,-0.9391293,-0.0742778
4,-1.633086,-1.6310296,"('disliked', 'liked')",-1.633086,-1.6310296,0.0020564
5,-1.4500239,-1.4862465,"('distant', 'outgoing')",-1.4500239,-1.4862465,-0.0362226
6,-1.6149589,-1.6727859,"('distant', 'open')",-1.6149589,-1.6727859,-0.057827
7,-0.43599153,-0.4992633,"('insensitive', 'sensitive')",-0.4359915,-0.4992633,-0.0632718
8,-1.4843835,-1.6512809,"('unaffectionate', 'affectionate')",-1.4843835,-1.6512809,-0.1668974
9,-1.1633464,-1.3124835,"('unaffectionate', 'caring')",-1.1633464,-1.3124835,-0.1491371
10,-1.0418572,-1.2343751,"('unsympathetic', 'sympathetic')",-1.0418572,-1.2343751,-0.1925179
11,0.4825192,0.3854918,"('unhelpful', 'helpful')",0.4825192,0.3854918,-0.0970274
12,-0.7355303,-0.8270534,"('unsupportive', 'supportive')",-0.7355303,-0.8270534,-0.0915231
13,-0.31435102,-0.502688,"('impolite', 'polite')",-0.314351,-0.502688,-0.188337
14,-0.020412914,-0.23889473,"('antisocial', 'social')",-0.0204129,-0.2388947,-0.2184818
15,0.47351435,0.4187557,"('boring', 'funny')",0.4735143,0.4187557,-0.0547586
16,-0.54071134,-0.52320087,"('unpopular', 'popular')",-0.5407113,-0.5232009,0.0175104
17,-0.51098746,-0.5723679,"('nasty', 'nice')",-0.5109875,-0.5723679,-0.0613804
18,-0.69425404,-0.8236739,"('disagreeable', 'welcoming')",-0.694254,-0.8236739,-0.1294199
19,-1.8789488,-1.8564607,"('inhospitable', 'hospitable')",-1.8789488,-1.8564607,0.0224881
20,0.4387238,0.20814617,"('rough', 'thoughtful')",0.4387238,0.2081462,-0.2305776
21,0.60555416,0.51444626,"('immoral', 'moral')",0.6055542,0.5144463,-0.0911079
22,0.14805791,-0.035935387,"('untrustworthy', 'trustworthy')",0.1480579,-0.0359354,-0.1839933
23,-0.11504579,-0.35663667,"('insincere', 'sincere')",-0.1150458,-0.3566367,-0.2415909
24,-1.2682582,-1.5083816,"('dishonest', 'honest')",-1.2682582,-1.5083816,-0.2401234
25,-0.52465713,-0.6135066,"('egoistic', 'altruistic')",-0.5246571,-0.6135066,-0.0888495
26,0.451262,0.24818726,"('hardhearted', 'benevolent')",0.451262,0.2481873,-0.2030747
27,0.45798898,0.2540556,"('hardhearted', 'softhearted')",0.457989,0.2540556,-0.2039334
28,-0.7483896,-0.92529815,"('disloyal', 'loyal')",-0.7483896,-0.9252982,-0.1769086
29,-0.52518266,-0.60744685,"('unfair', 'fair')",-0.5251827,-0.6074468,-0.0822641
30,-0.6054925,-0.8111631,"('intolerant', 'tolerant')",-0.6054925,-0.8111631,-0.2056706
31,-1.5470822,-1.5812002,"('evil', 'good')",-1.5470822,-1.5812002,-0.034118
32,0.26451108,0.096432775,"('unkind', 'kind')",0.2645111,0.0964328,-0.1680783
33,-0.14191589,-0.13642566,"('wrong', 'right')",-0.1419159,-0.1364257,0.0054902
34,0.26479468,0.29330435,"('mean', 'honorable')",0.2647947,0.2933044,0.0285097
35,-0.27056396,-0.30516088,"('corrupt', 'incorrupt')",-0.270564,-0.3051609,-0.0345969
36,-1.3178332,-1.337956,"('hostile', 'amicable')",-1.3178332,-1.337956,-0.0201228
37,-0.14572874,-0.13710052,"('fake', 'genuine')",-0.1457287,-0.1371005,0.0086282
38,-0.82412994,-0.9361934,"('untruthful', 'truthful')",-0.8241299,-0.9361934,-0.1120635
39,0.37334692,0.15493381,"('exploitative', 'cooperative')",0.3733469,0.1549338,-0.2184131
40,-1.1401545,-1.2550282,"('stingy', 'generous')",-1.1401545,-1.2550282,-0.1148737
41,-0.4098006,-0.59386355,"('unforgiving', 'forgiving')",-0.4098006,-0.5938635,-0.1840629
42,-0.179613,-0.17016429,"('unreliable', 'reliable')",-0.179613,-0.1701643,0.0094487
43,-0.53988814,-0.7407994,"('irresponsible', 'responsible')",-0.5398881,-0.7407994,-0.2009113
44,0.050948232,0.0034916215,"('prejudiced', 'unprejudiced')",0.0509482,0.0034916,-0.0474566
45,-0.462381,-0.5551458,"('incompetent', 'competent')",-0.462381,-0.5551458,-0.0927648
46,-0.14516523,-0.2929901,"('uncompetitive', 'competitive')",-0.1451652,-0.2929901,-0.1478249
47,0.3703706,0.28929615,"('stupid', 'smart')",0.3703706,0.2892962,-0.0810744
48,0.5231903,0.35449696,"('unintelligent', 'intelligent')",0.5231903,0.354497,-0.1686933
49,0.31393245,0.23299582,"('unable', 'able')",0.3139324,0.2329958,-0.0809366
50,0.5626908,0.6047276,"('clumsy', 'skillful')",0.5626908,0.6047276,0.0420368
51,-0.08957404,-0.12832975,"('uneducated', 'educated')",-0.089574,-0.1283298,-0.0387558
52,-1.2978494,-1.5094382,"('irrational', 'rational')",-1.2978494,-1.5094382,-0.2115888
53,-2.3835993,-2.5887003,"('uncreative', 'creative')",-2.3835993,-2.5887003,-0.205101
54,-0.9122592,-0.95424014,"('incapable', 'capable')",-0.9122592,-0.9542401,-0.0419809
55,0.2703304,0.088332735,"('incompetent', 'clever')",0.2703304,0.0883327,-0.1819977
56,0.12621596,-0.0027482845,"('impractical', 'practical')",0.126216,-0.0027483,-0.1289643
57,-1.3181164,-1.4382975,"('unimaginative', 'imaginative')",-1.3181164,-1.4382975,-0.1201811
58,0.12019133,0.013089189,"('undiscriminating', 'discriminating')",0.1201913,0.0130892,-0.1071021
59,-0.96850795,-1.0378766,"('foolish', 'wise')",-0.9685079,-1.0378766,-0.0693687
60,0.7428772,0.5392918,"('inefficient', 'efficient')",0.7428772,0.5392918,-0.2035854
61,-0.9750486,-1.3276238,"('illogical', 'logical')",-0.9750486,-1.3276238,-0.3525752
62,0.499989,0.38067675,"('incompetent', 'brilliant')",0.499989,0.3806767,-0.1193123
63,-0.5146836,-0.65951633,"('unperceptive', 'insightful')",-0.5146836,-0.6595163,-0.1448327
