,twine_male,twine_female,tuple,average_male,average_female,female-male
0,0.23429935,-0.04581626,"('unsociable', 'sociable')",0.2342993,-0.0458163,-0.2801156
1,-0.3857302,-0.39845043,"('unfriendly', 'friendly')",-0.3857302,-0.3984504,-0.0127202
2,0.4363267,0.4604048,"('unlikable', 'likable')",0.4363267,0.4604048,0.0240781
3,-0.47991145,-0.47531253,"('repellent', 'pleasant')",-0.4799114,-0.4753125,0.0045989
4,-2.9288363,-2.8205776,"('disliked', 'liked')",-2.9288363,-2.8205776,0.1082587
5,-0.9491532,-0.73375833,"('distant', 'outgoing')",-0.9491532,-0.7337583,0.2153949
6,-1.0706908,-0.86727095,"('distant', 'open')",-1.0706908,-0.8672709,0.2034199
7,-0.37739798,-0.33968863,"('insensitive', 'sensitive')",-0.377398,-0.3396886,0.0377094
8,-0.016410898,0.06645729,"('unaffectionate', 'affectionate')",-0.0164109,0.0664573,0.0828682
9,-0.14598449,-0.11166189,"('unaffectionate', 'caring')",-0.1459845,-0.1116619,0.0343226
10,-0.36625242,-0.5003025,"('unsympathetic', 'sympathetic')",-0.3662524,-0.5003025,-0.1340501
11,0.89382136,0.830658,"('unhelpful', 'helpful')",0.8938214,0.830658,-0.0631634
12,-1.1272358,-1.0643585,"('unsupportive', 'supportive')",-1.1272358,-1.0643585,0.0628773
13,-0.40684748,-0.5771216,"('impolite', 'polite')",-0.4068475,-0.5771216,-0.1702741
14,0.4620719,0.22666852,"('antisocial', 'social')",0.4620719,0.2266685,-0.2354034
15,0.80177486,0.6742503,"('boring', 'funny')",0.8017749,0.6742503,-0.1275246
16,-0.17808217,-0.1945242,"('unpopular', 'popular')",-0.1780822,-0.1945242,-0.016442
17,-0.37190685,-0.28989303,"('nasty', 'nice')",-0.3719068,-0.289893,0.0820138
18,-1.2488286,-1.1745756,"('disagreeable', 'welcoming')",-1.2488286,-1.1745756,0.074253
19,-0.6629681,-0.56738335,"('inhospitable', 'hospitable')",-0.6629681,-0.5673833,0.0955848
20,0.0812513,0.11106712,"('rough', 'thoughtful')",0.0812513,0.1110671,0.0298158
21,-0.09459622,-0.2465765,"('immoral', 'moral')",-0.0945962,-0.2465765,-0.1519803
22,-0.6218852,-0.7268603,"('untrustworthy', 'trustworthy')",-0.6218852,-0.7268603,-0.1049751
23,2.1787257,2.0237863,"('insincere', 'sincere')",2.1787257,2.0237863,-0.1549394
24,-0.26761267,-0.34576407,"('dishonest', 'honest')",-0.2676127,-0.3457641,-0.0781514
25,0.28650007,0.25207102,"('egoistic', 'altruistic')",0.2865001,0.252071,-0.0344291
26,0.5049434,0.4217863,"('hardhearted', 'benevolent')",0.5049434,0.4217863,-0.0831571
27,-0.3443978,-0.22737487,"('hardhearted', 'softhearted')",-0.3443978,-0.2273749,0.1170229
28,0.23663525,0.13420692,"('disloyal', 'loyal')",0.2366353,0.1342069,-0.1024284
29,-0.6550216,-0.7654182,"('unfair', 'fair')",-0.6550216,-0.7654182,-0.1103966
30,0.51929206,0.42440155,"('intolerant', 'tolerant')",0.5192921,0.4244016,-0.0948905
31,-1.4623067,-1.3166801,"('evil', 'good')",-1.4623067,-1.3166801,0.1456266
32,0.76505446,0.6343916,"('unkind', 'kind')",0.7650545,0.6343916,-0.1306629
33,-0.059482053,-0.14837804,"('wrong', 'right')",-0.0594821,-0.148378,-0.0888959
34,2.1353538,2.3479714,"('mean', 'honorable')",2.1353538,2.3479714,0.2126176
35,-0.6244393,-0.56396914,"('corrupt', 'incorrupt')",-0.6244393,-0.5639691,0.0604702
36,-0.34553695,-0.3135619,"('hostile', 'amicable')",-0.3455369,-0.3135619,0.031975
37,-0.050538667,-0.052749034,"('fake', 'genuine')",-0.0505387,-0.052749,-0.0022103
38,0.19531307,0.24605653,"('untruthful', 'truthful')",0.1953131,0.2460565,0.0507434
39,0.7049287,0.7432441,"('exploitative', 'cooperative')",0.7049287,0.7432441,0.0383154
40,-2.2068574,-2.2389073,"('stingy', 'generous')",-2.2068574,-2.2389073,-0.0320499
41,-0.0015678136,0.046736956,"('unforgiving', 'forgiving')",-0.0015678,0.046737,0.0483048
42,-1.2225577,-1.2290764,"('unreliable', 'reliable')",-1.2225577,-1.2290764,-0.0065187
43,0.0026035402,-0.062079124,"('irresponsible', 'responsible')",0.0026035,-0.0620791,-0.0646826
44,-0.57939035,-0.54308087,"('prejudiced', 'unprejudiced')",-0.5793903,-0.5430809,0.0363094
45,-0.54659253,-0.6110593,"('incompetent', 'competent')",-0.5465925,-0.6110593,-0.0644668
46,-0.5231252,-0.65506905,"('uncompetitive', 'competitive')",-0.5231252,-0.6550691,-0.1319439
47,2.4485521,2.4892118,"('stupid', 'smart')",2.4485521,2.4892118,0.0406597
48,-0.16548465,-0.26623502,"('unintelligent', 'intelligent')",-0.1654847,-0.266235,-0.1007503
49,-0.2618611,-0.16771996,"('unable', 'able')",-0.2618611,-0.16772,0.0941411
50,-0.100139946,-0.073797986,"('clumsy', 'skillful')",-0.1001399,-0.073798,0.0263419
51,-0.31523955,-0.5327293,"('uneducated', 'educated')",-0.3152395,-0.5327293,-0.2174898
52,-0.38293484,-0.5378193,"('irrational', 'rational')",-0.3829348,-0.5378193,-0.1548845
53,-0.82654023,-0.9043414,"('uncreative', 'creative')",-0.8265402,-0.9043414,-0.0778012
54,-0.48514766,-0.48908973,"('incapable', 'capable')",-0.4851477,-0.4890897,-0.003942
55,-0.049357206,-0.17495199,"('incompetent', 'clever')",-0.0493572,-0.174952,-0.1255948
56,1.5328454,1.3322952,"('impractical', 'practical')",1.5328454,1.3322952,-0.2005502
57,-1.9409388,-2.129921,"('unimaginative', 'imaginative')",-1.9409388,-2.129921,-0.1889822
58,-0.29887646,-0.36398485,"('undiscriminating', 'discriminating')",-0.2988765,-0.3639849,-0.0651084
59,-0.37751663,-0.3636469,"('foolish', 'wise')",-0.3775166,-0.3636469,0.0138697
60,0.6834095,0.6154223,"('inefficient', 'efficient')",0.6834095,0.6154223,-0.0679872
61,-0.18726325,-0.42933726,"('illogical', 'logical')",-0.1872633,-0.4293373,-0.242074
62,-0.103453636,-0.08377631,"('incompetent', 'brilliant')",-0.1034536,-0.0837763,0.0196773
63,-0.41386643,-0.4141495,"('unperceptive', 'insightful')",-0.4138664,-0.4141495,-0.0002831
64,-2.9186397,-3.115354,"('shy', 'confident')",-2.9186397,-3.1153541,-0.1967144
65,0.5318988,0.25055096,"('insecure', 'secure')",0.5318988,0.250551,-0.2813478
66,-1.8102024,-1.853301,"('inactive', 'active')",-1.8102024,-1.853301,-0.0430986
67,0.3420139,0.24827819,"('doubtful', 'determined')",0.3420139,0.2482782,-0.0937357
68,-0.8339843,-0.9420691,"('dependent', 'independent')",-0.8339843,-0.9420691,-0.1080848
69,-0.44706735,-0.30619738,"('lazy', 'industrious')",-0.4470674,-0.3061974,0.14087
70,-0.65438104,-0.648917,"('lethargic', 'energetic')",-0.654381,-0.648917,0.005464
71,1.1823801,1.1833812,"('diffident', 'self-confident')",1.1823801,1.1833812,0.0010011
72,-0.71744615,-0.7456269,"('unambitious', 'ambitious')",-0.7174461,-0.7456269,-0.0281808
73,-1.3677436,-1.2881104,"('helpless', 'self-reliant')",-1.3677436,-1.2881104,0.0796332
74,-0.18330331,-0.2105501,"('undedicated', 'dedicated')",-0.1833033,-0.2105501,-0.0272468
75,-1.1784967,-0.9751975,"('meek', 'impulsive')",-1.1784967,-0.9751975,0.2032992
76,-0.26608577,-0.33624965,"('anxious', 'daring')",-0.2660858,-0.3362496,-0.0701638
77,-0.6967546,-0.8136155,"('unmotivated', 'motivated')",-0.6967546,-0.8136155,-0.1168609
78,0.021312285,0.04511035,"('nonresilient', 'resilient')",0.0213123,0.0451103,0.023798
79,-0.6250516,-0.50793517,"('wavering', 'unwavering')",-0.6250516,-0.5079352,0.1171164
80,-0.3422989,-0.44962975,"('dominated', 'dominating')",-0.3422989,-0.4496298,-0.1073309
81,-0.34467584,-0.5410616,"('submissive', 'aggressive')",-0.3446758,-0.5410616,-0.1963858
82,1.8326427,1.8034245,"('poor', 'rich')",1.8326427,1.8034245,-0.0292182
83,-0.056607835,-0.1384141,"('powerless', 'powerful')",-0.0566078,-0.1384141,-0.0818063
