,siding_male,siding_female,tuple,average_male,average_female,female-male
0,0.5025558,0.29954165,"('unsociable', 'sociable')",0.5025558,0.2995417,-0.2030141
1,1.5055391,1.569085,"('unfriendly', 'friendly')",1.5055391,1.569085,0.0635459
2,0.12628919,0.19311368,"('unlikable', 'likable')",0.1262892,0.1931137,0.0668245
3,0.39327496,0.6267872,"('repellent', 'pleasant')",0.393275,0.6267872,0.2335122
4,-7.5469565,-7.688716,"('disliked', 'liked')",-7.5469565,-7.6887159,-0.1417594
5,-0.769331,-0.62425166,"('distant', 'outgoing')",-0.769331,-0.6242517,0.1450793
6,-0.18556133,-0.115901604,"('distant', 'open')",-0.1855613,-0.1159016,0.0696597
7,1.6079684,1.7039573,"('insensitive', 'sensitive')",1.6079684,1.7039573,0.0959889
8,1.696729,1.6304047,"('unaffectionate', 'affectionate')",1.6967289,1.6304047,-0.0663242
9,1.9699314,1.8965387,"('unaffectionate', 'caring')",1.9699314,1.8965387,-0.0733927
10,0.8297153,1.0214822,"('unsympathetic', 'sympathetic')",0.8297153,1.0214822,0.1917669
11,1.5787966,1.7376215,"('unhelpful', 'helpful')",1.5787966,1.7376215,0.1588249
12,-1.3732059,-1.3444788,"('unsupportive', 'supportive')",-1.3732059,-1.3444788,0.0287271
13,-0.3381372,-0.19381951,"('impolite', 'polite')",-0.3381372,-0.1938195,0.1443177
14,0.1805015,0.23926501,"('antisocial', 'social')",0.1805015,0.239265,0.0587635
15,0.8570748,0.6916702,"('boring', 'funny')",0.8570748,0.6916702,-0.1654046
16,-0.21902004,-0.48233074,"('unpopular', 'popular')",-0.21902,-0.4823307,-0.2633107
17,-0.15120012,-0.04977498,"('nasty', 'nice')",-0.1512001,-0.049775,0.1014251
18,-0.7921867,-0.614353,"('disagreeable', 'welcoming')",-0.7921867,-0.614353,0.1778337
19,-0.5470055,-0.38765988,"('inhospitable', 'hospitable')",-0.5470055,-0.3876599,0.1593456
20,0.09707261,0.19248842,"('rough', 'thoughtful')",0.0970726,0.1924884,0.0954158
21,-0.59449095,-0.35945085,"('immoral', 'moral')",-0.5944909,-0.3594508,0.2350401
22,-0.50897205,-0.40625826,"('untrustworthy', 'trustworthy')",-0.508972,-0.4062583,0.1027137
23,6.443736,6.635528,"('insincere', 'sincere')",6.4437361,6.6355281,0.191792
24,1.2951199,1.3993899,"('dishonest', 'honest')",1.2951199,1.3993899,0.10427
25,1.3138957,1.1745775,"('egoistic', 'altruistic')",1.3138957,1.1745775,-0.1393182
26,1.8213426,1.6573162,"('hardhearted', 'benevolent')",1.8213426,1.6573162,-0.1640264
27,1.2845256,1.2901909,"('hardhearted', 'softhearted')",1.2845256,1.2901909,0.0056653
28,1.3324447,1.3671786,"('disloyal', 'loyal')",1.3324447,1.3671786,0.0347339
29,-0.16746905,-0.25170034,"('unfair', 'fair')",-0.1674691,-0.2517003,-0.0842312
30,0.6267566,0.7585607,"('intolerant', 'tolerant')",0.6267566,0.7585607,0.1318041
31,-1.1377399,-1.1099465,"('evil', 'good')",-1.1377399,-1.1099465,0.0277934
32,1.2708014,1.2310036,"('unkind', 'kind')",1.2708014,1.2310036,-0.0397978
33,0.0013872106,-0.20879251,"('wrong', 'right')",0.0013872,-0.2087925,-0.2101797
34,4.6090617,4.761018,"('mean', 'honorable')",4.6090617,4.7610178,0.1519561
35,-0.5872734,-0.9539046,"('corrupt', 'incorrupt')",-0.5872734,-0.9539046,-0.3666312
36,-0.6520063,-0.8390513,"('hostile', 'amicable')",-0.6520063,-0.8390513,-0.187045
37,0.88605344,0.96313107,"('fake', 'genuine')",0.8860534,0.9631311,0.0770777
38,-0.34002066,-0.22525452,"('untruthful', 'truthful')",-0.3400207,-0.2252545,0.1147662
39,0.17839065,0.34537715,"('exploitative', 'cooperative')",0.1783907,0.3453771,0.1669864
40,-1.6732641,-1.653552,"('stingy', 'generous')",-1.6732641,-1.6535521,0.019712
41,0.4838541,0.402565,"('unforgiving', 'forgiving')",0.4838541,0.402565,-0.0812891
42,-2.9046547,-2.7026525,"('unreliable', 'reliable')",-2.9046547,-2.7026525,0.2020022
43,1.0235643,1.1920722,"('irresponsible', 'responsible')",1.0235643,1.1920722,0.1685079
44,-1.5484511,-1.5685809,"('prejudiced', 'unprejudiced')",-1.5484511,-1.5685809,-0.0201298
45,0.6910293,0.4470806,"('incompetent', 'competent')",0.6910293,0.4470806,-0.2439487
46,-0.5210267,-0.5738697,"('uncompetitive', 'competitive')",-0.5210267,-0.5738697,-0.052843
47,4.9622054,5.1242356,"('stupid', 'smart')",4.9622054,5.1242356,0.1620302
48,0.39842606,0.5133359,"('unintelligent', 'intelligent')",0.3984261,0.5133359,0.1149098
49,-0.47412446,-0.2516393,"('unable', 'able')",-0.4741245,-0.2516393,0.2224852
50,-0.7446271,-0.6469272,"('clumsy', 'skillful')",-0.7446271,-0.6469272,0.0976999
51,0.026975721,0.23436233,"('uneducated', 'educated')",0.0269757,0.2343623,0.2073866
52,0.07305141,-0.1684071,"('irrational', 'rational')",0.0730514,-0.1684071,-0.2414585
53,0.22042838,0.13471785,"('uncreative', 'creative')",0.2204284,0.1347179,-0.0857105
54,1.0253917,1.1137244,"('incapable', 'capable')",1.0253917,1.1137244,0.0883327
55,0.78249514,0.9668599,"('incompetent', 'clever')",0.7824951,0.9668599,0.1843648
56,0.37543482,0.32804883,"('impractical', 'practical')",0.3754348,0.3280488,-0.047386
57,-2.2938354,-2.380479,"('unimaginative', 'imaginative')",-2.2938354,-2.3804791,-0.0866437
58,0.26746202,0.40964088,"('undiscriminating', 'discriminating')",0.267462,0.4096409,0.1421789
59,-0.14394988,-0.035349287,"('foolish', 'wise')",-0.1439499,-0.0353493,0.1086006
60,-0.14633037,0.1437442,"('inefficient', 'efficient')",-0.1463304,0.1437442,0.2900746
61,0.38198948,0.21657515,"('illogical', 'logical')",0.3819895,0.2165751,-0.1654144
62,0.47945693,0.56681263,"('incompetent', 'brilliant')",0.4794569,0.5668126,0.0873557
63,0.17959142,0.25614,"('unperceptive', 'insightful')",0.1795914,0.25614,0.0765486
64,-6.7679067,-6.6916456,"('shy', 'confident')",-6.7679067,-6.6916456,0.0762611
65,-0.14019987,0.08931756,"('insecure', 'secure')",-0.1401999,0.0893176,0.2295175
66,0.23444733,0.068315506,"('inactive', 'active')",0.2344473,0.0683155,-0.1661318
67,-0.3801372,-0.3511779,"('doubtful', 'determined')",-0.3801372,-0.3511779,0.0289593
68,-1.9291706,-1.6303936,"('dependent', 'independent')",-1.9291706,-1.6303936,0.298777
69,-1.710314,-1.9320664,"('lazy', 'industrious')",-1.710314,-1.9320664,-0.2217524
70,1.2939035,1.3325285,"('lethargic', 'energetic')",1.2939035,1.3325285,0.038625
71,0.6476473,0.59980774,"('diffident', 'self-confident')",0.6476473,0.5998077,-0.0478396
72,0.33368504,0.5506165,"('unambitious', 'ambitious')",0.333685,0.5506165,0.2169315
73,-3.3971438,-3.1978168,"('helpless', 'self-reliant')",-3.3971438,-3.1978168,0.199327
74,0.20943078,0.21157432,"('undedicated', 'dedicated')",0.2094308,0.2115743,0.0021435
75,-0.759695,-0.80583185,"('meek', 'impulsive')",-0.759695,-0.8058318,-0.0461368
76,-0.25022122,0.046379298,"('anxious', 'daring')",-0.2502212,0.0463793,0.2966005
77,-1.2278132,-1.1870526,"('unmotivated', 'motivated')",-1.2278132,-1.1870526,0.0407606
78,-0.76150966,-0.9487178,"('nonresilient', 'resilient')",-0.7615097,-0.9487178,-0.1872081
79,-0.23379779,-0.24542126,"('wavering', 'unwavering')",-0.2337978,-0.2454213,-0.0116235
80,0.28959572,0.1486697,"('dominated', 'dominating')",0.2895957,0.1486697,-0.140926
81,-0.44065,-0.2856958,"('submissive', 'aggressive')",-0.44065,-0.2856958,0.1549542
82,6.641328,6.6698537,"('poor', 'rich')",6.6413279,6.6698537,0.0285258
83,-0.40199542,-0.34690422,"('powerless', 'powerful')",-0.4019954,-0.3469042,0.0550912
84,0.11835981,0.25142294,"('inferior', 'superior')",0.1183598,0.2514229,0.1330631
85,-0.99832445,-1.0288371,"('insignificant', 'prestigious')",-0.9983245,-1.0288371,-0.0305126
86,0.91345596,0.7661714,"('uninfluential', 'influential')",0.913456,0.7661714,-0.1472846
87,0.30334312,0.1765608,"('unsuccessful', 'successful')",0.3033431,0.1765608,-0.1267823
88,-0.19309443,-0.09276117,"('low', 'eminent')",-0.1930944,-0.0927612,0.1003332
