,amphenol_male,amphenol_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.55545115,-0.7863953,"('unsociable', 'sociable')",0.06662142,-0.13509597,-0.2444149,-0.4607456,-0.2163307
1,-0.83721226,-1.0185772,"('unfriendly', 'friendly')",1.2612549,1.1170146,0.2120213,0.0492187,-0.1628026
2,0.9160077,0.81089914,"('unlikable', 'likable')",0.9652265,0.8694226,0.9406171,0.8401608,-0.1004563
3,-0.40835738,-0.40721375,"('repellent', 'pleasant')",1.1096584,1.1139455,0.3506505,0.3533659,0.0027154
4,0.36792657,0.29996568,"('disliked', 'liked')",-6.474639,-6.498201,-3.0533562,-3.0991175,-0.0457613
5,-0.54379547,-0.44951048,"('distant', 'outgoing')",-0.73246026,-0.55374306,-0.6381279,-0.5016268,0.1365011
6,-0.78998375,-0.68287927,"('distant', 'open')",-0.90249264,-0.7387232,-0.8462382,-0.7108012,0.135437
7,-1.3719742,-1.3756653,"('insensitive', 'sensitive')",0.35899282,0.35488525,-0.5064907,-0.51039,-0.0038993
8,-0.7335352,-0.8653927,"('unaffectionate', 'affectionate')",0.6191592,0.57586074,-0.057188,-0.144766,-0.087578
9,-1.1581045,-1.2369441,"('unaffectionate', 'caring')",0.99735844,1.018859,-0.080373,-0.1090425,-0.0286695
10,-1.2714854,-1.4038574,"('unsympathetic', 'sympathetic')",-0.47161612,-0.55338234,-0.8715508,-0.9786198,-0.107069
11,-0.5412276,-0.62348455,"('unhelpful', 'helpful')",1.7549225,1.8179805,0.6068475,0.597248,-0.0095995
12,-0.48240322,-0.48734555,"('unsupportive', 'supportive')",-2.0345104,-1.9841744,-1.2584568,-1.23576,0.0226968
13,-0.946933,-1.0634578,"('impolite', 'polite')",-0.79956716,-0.8201994,-0.8732501,-0.9418286,-0.0685785
14,-0.13497168,-0.17128268,"('antisocial', 'social')",0.5358498,0.36722687,0.2004391,0.0979721,-0.102467
15,-0.09526167,-0.19191867,"('boring', 'funny')",0.09814367,0.06870328,0.001441,-0.0616077,-0.0630487
16,-0.066574976,-0.096838936,"('unpopular', 'popular')",0.5603773,0.48056155,0.2469012,0.1918613,-0.0550399
17,0.11109595,0.14441423,"('nasty', 'nice')",-0.26818493,-0.22856213,-0.0785445,-0.042074,0.0364705
18,-0.39060125,-0.4282912,"('disagreeable', 'welcoming')",-0.45992738,-0.49513805,-0.4252643,-0.4617146,-0.0364503
19,-1.4033699,-1.468715,"('inhospitable', 'hospitable')",-0.566627,-0.49115342,-0.9849985,-0.9799342,0.0050643
20,-0.19191927,-0.1758311,"('rough', 'thoughtful')",0.6551155,0.63618916,0.2315981,0.230179,-0.0014191
21,0.06520359,-0.03936399,"('immoral', 'moral')",-0.058727503,-0.16160627,0.003238,-0.1004851,-0.1037231
22,-0.5624128,-0.62312746,"('untrustworthy', 'trustworthy')",-0.686612,-0.74217236,-0.6245124,-0.6826499,-0.0581375
23,-1.1290014,-1.2945423,"('insincere', 'sincere')",5.8102427,5.788692,2.3406205,2.2470748,-0.0935457
24,-0.8116358,-0.85148084,"('dishonest', 'honest')",0.5815119,0.58934814,-0.1150619,-0.1310664,-0.0160045
25,-0.048637263,-0.021876324,"('egoistic', 'altruistic')",1.3325876,1.3545731,0.6419752,0.6663484,0.0243732
26,-0.39603198,-0.59496653,"('hardhearted', 'benevolent')",1.8675002,1.5903866,0.7357341,0.49771,-0.2380241
