,corteva_male,corteva_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1154927,-1.1952789,"('unsociable', 'sociable')",-0.5633381,-0.68759036,-0.8394154,-0.9414346,-0.1020192
1,-1.8943151,-1.9590349,"('unfriendly', 'friendly')",1.4347476,1.2889111,-0.2297838,-0.3350619,-0.1052781
2,1.0549666,1.0624746,"('unlikable', 'likable')",0.5751689,0.70191795,0.8150678,0.8821963,0.0671285
3,0.18159142,0.38652563,"('repellent', 'pleasant')",0.41777846,0.49281147,0.2996849,0.4396685,0.1399836
4,-0.13559608,-0.19762395,"('disliked', 'liked')",-6.558701,-6.541474,-3.3471487,-3.3695488,-0.0224001
5,-1.315584,-1.4558226,"('distant', 'outgoing')",-0.35933232,-0.40464887,-0.8374581,-0.9302357,-0.0927776
6,-1.8660045,-1.9237101,"('distant', 'open')",-0.0037147887,-0.05889062,-0.9348596,-0.9913003,-0.0564407
7,-0.62460864,-0.45155972,"('insensitive', 'sensitive')",0.1764014,0.265489,-0.2241036,-0.0930354,0.1310682
8,-1.0525512,-1.2002262,"('unaffectionate', 'affectionate')",0.6898843,0.58806837,-0.1813334,-0.3060789,-0.1247455
9,-1.2615654,-1.3519711,"('unaffectionate', 'caring')",0.8563364,0.85970557,-0.2026145,-0.2461328,-0.0435183
10,-0.4855515,-0.41823527,"('unsympathetic', 'sympathetic')",-0.48070732,-0.43769166,-0.4831294,-0.4279635,0.0551659
11,-0.07969439,-0.14850146,"('unhelpful', 'helpful')",1.9195877,2.0076935,0.9199467,0.9295961,0.0096494
12,-0.53392446,-0.4636736,"('unsupportive', 'supportive')",-2.0091424,-1.909932,-1.2715335,-1.1868029,0.0847306
13,0.102475576,-0.051611073,"('impolite', 'polite')",-0.6171643,-0.5449234,-0.2573444,-0.2982672,-0.0409228
14,0.50065225,0.59436446,"('antisocial', 'social')",-0.3814912,-0.43177047,0.0595805,0.081297,0.0217165
15,0.028832976,-0.25787175,"('boring', 'funny')",0.64891493,0.58524716,0.338874,0.1636877,-0.1751863
16,-0.64661074,-0.62231517,"('unpopular', 'popular')",0.5006799,0.45413437,-0.0729654,-0.0840904,-0.011125
17,-0.187751,-0.20199543,"('nasty', 'nice')",-0.19180249,-0.19998951,-0.1897767,-0.2009925,-0.0112158
18,-0.21615613,-0.05937065,"('disagreeable', 'welcoming')",-0.40213653,-0.39476454,-0.3091463,-0.2270676,0.0820787
19,-1.0991025,-1.1482797,"('inhospitable', 'hospitable')",-0.170712,-0.10147898,-0.6349072,-0.6248793,0.0100279
20,0.26469794,0.32194224,"('rough', 'thoughtful')",1.210043,1.1392533,0.7373704,0.7305977,-0.0067727
21,0.7016586,0.69200593,"('immoral', 'moral')",-0.42218184,-0.34392288,0.1397384,0.1740415,0.0343031
22,0.5778482,0.62736595,"('untrustworthy', 'trustworthy')",-0.95067054,-1.0110545,-0.1864112,-0.1918443,-0.0054331
23,-0.6504555,-0.6225695,"('insincere', 'sincere')",5.589312,5.4986033,2.4694283,2.4380169,-0.0314114
24,-0.551849,-0.57195175,"('dishonest', 'honest')",0.8346413,0.76861984,0.1413961,0.098334,-0.0430621
25,-0.022933427,-0.24960318,"('egoistic', 'altruistic')",1.396003,1.1833402,0.6865348,0.4668685,-0.2196663
26,-0.5505459,-0.70934415,"('hardhearted', 'benevolent')",1.5067956,1.2442552,0.4781249,0.2674555,-0.2106694
27,-0.22640452,-0.24645753,"('hardhearted', 'softhearted')",1.3311538,1.2166889,0.5523746,0.4851157,-0.0672589
28,-0.6936398,-0.87661225,"('disloyal', 'loyal')",0.9443879,0.8127249,0.125374,-0.0319437,-0.1573177
29,-0.558618,-0.57660306,"('unfair', 'fair')",-0.30286324,-0.53147954,-0.4307406,-0.5540413,-0.1233007
30,0.9208883,0.9437225,"('intolerant', 'tolerant')",1.5776347,1.627658,1.2492615,1.2856903,0.0364288
31,-1.5592407,-1.3702961,"('evil', 'good')",-1.1770782,-1.3526623,-1.3681595,-1.3614793,0.0066802
32,0.24756119,0.031143483,"('unkind', 'kind')",0.9506106,0.77161366,0.5990859,0.4013786,-0.1977073
33,-0.13303193,-0.14740774,"('wrong', 'right')",-0.6297606,-0.69708735,-0.3813963,-0.4222475,-0.0408512
34,-0.44696203,-0.36482358,"('mean', 'honorable')",6.0932136,6.142691,2.8231258,2.8889337,0.0658079
35,-0.15336068,-0.32414666,"('corrupt', 'incorrupt')",-0.25200784,-0.49503848,-0.2026843,-0.4095926,-0.2069083
36,-0.9402534,-0.99432003,"('hostile', 'amicable')",0.22138657,-0.050641797,-0.3594334,-0.5224809,-0.1630475
37,-0.27037954,-0.2503836,"('fake', 'genuine')",0.12641086,0.14482662,-0.0719843,-0.0527785,0.0192058
38,-0.64086026,-0.70483685,"('untruthful', 'truthful')",0.06428804,0.11466761,-0.2882861,-0.2950846,-0.0067985
39,0.39602587,0.42606223,"('exploitative', 'cooperative')",0.23250747,0.24110743,0.3142667,0.3335848,0.0193181
40,0.24232918,0.31095085,"('stingy', 'generous')",-1.9703475,-2.1400967,-0.8640091,-0.9145729,-0.0505638
41,-0.052400548,0.092713065,"('unforgiving', 'forgiving')",0.105002485,0.11085121,0.026301,0.1017821,0.0754811
42,0.8477874,0.955195,"('unreliable', 'reliable')",-3.1489651,-2.9428453,-1.1505889,-0.9938252,0.1567637
43,-0.2525752,-0.24932444,"('irresponsible', 'responsible')",0.74978256,0.77585363,0.2486037,0.2632646,0.0146609
44,0.72610766,0.58289623,"('prejudiced', 'unprejudiced')",-1.3372447,-1.4248407,-0.3055685,-0.4209722,-0.1154037
45,-0.50841784,-0.40086755,"('incompetent', 'competent')",-0.19735062,-0.20252953,-0.3528842,-0.3016985,0.0511857
46,0.12764582,0.21664633,"('uncompetitive', 'competitive')",-0.5083315,-0.363718,-0.1903428,-0.0735358,0.116807
47,0.110398084,0.115525976,"('stupid', 'smart')",5.4633527,5.461706,2.7868755,2.7886162,0.0017407
48,-0.11034793,-0.044552594,"('unintelligent', 'intelligent')",0.7889991,0.85341156,0.3393256,0.4044295,0.0651039
49,-0.018240765,0.09400124,"('unable', 'able')",-0.1234691,0.031931445,-0.0708549,0.0629663,0.1338212
50,0.1617218,0.17339614,"('clumsy', 'skillful')",-0.05135157,0.0020053536,0.0551851,0.0877007,0.0325156
51,-0.103309765,-0.14930591,"('uneducated', 'educated')",0.2721126,0.23442432,0.0844014,0.0425592,-0.0418422
52,-0.80162984,-0.97530836,"('irrational', 'rational')",0.16340457,-0.04470349,-0.3191126,-0.510006,-0.1908934
53,-0.9567061,-0.94008815,"('uncreative', 'creative')",0.6887439,0.67150086,-0.1339811,-0.1342936,-0.0003125
54,-0.73744446,-0.7949069,"('incapable', 'capable')",1.2160127,1.2883674,0.2392841,0.2467302,0.0074461
55,0.56469446,0.7513038,"('incompetent', 'clever')",0.24588564,0.3282321,0.4052901,0.539768,0.1344779
56,0.52265257,0.40428853,"('impractical', 'practical')",0.39452928,0.5115672,0.4585909,0.4579279,-0.000663
57,-0.53575456,-0.5972472,"('unimaginative', 'imaginative')",-2.4826138,-2.4189649,-1.5091841,-1.508106,0.0010781
58,-0.407794,-0.2795089,"('undiscriminating', 'discriminating')",-0.020188697,0.01712183,-0.2139913,-0.1311935,0.0827978
59,0.23814681,0.24050112,"('foolish', 'wise')",0.2682678,0.24749145,0.2532073,0.2439963,-0.009211
60,0.56113297,0.668865,"('inefficient', 'efficient')",0.118652515,0.43118206,0.3398927,0.5500236,0.2101309
61,-0.84395754,-0.8607211,"('illogical', 'logical')",0.23798352,0.073324636,-0.302987,-0.3936982,-0.0907112
62,0.6409456,0.820434,"('incompetent', 'brilliant')",0.41015023,0.7069855,0.5255479,0.7637097,0.2381618
63,-0.6547311,-0.54832727,"('unperceptive', 'insightful')",0.4895392,0.67993534,-0.0825959,0.065804,0.1483999
64,0.4310192,0.45947644,"('shy', 'confident')",-6.5339303,-6.368353,-3.0514555,-2.9544382,0.0970173
65,0.50562817,0.4516589,"('insecure', 'secure')",-0.35768196,-0.3579449,0.0739731,0.046857,-0.0271161
66,-1.1123911,-1.1875383,"('inactive', 'active')",0.15546161,0.067650445,-0.4784648,-0.5599439,-0.0814791
67,0.4550545,0.35273317,"('doubtful', 'determined')",-0.2602819,-0.2999879,0.0973863,0.0263726,-0.0710137
68,-0.51083046,-0.42701745,"('dependent', 'independent')",-0.49582574,-0.41122094,-0.5033281,-0.4191192,0.0842089
69,-0.39787108,-0.38438168,"('lazy', 'industrious')",-0.81271666,-0.8240114,-0.6052939,-0.6041965,0.0010974
70,-0.15736105,-0.098964125,"('lethargic', 'energetic')",0.50668424,0.61535525,0.1746616,0.2581956,0.083534
71,-0.5570443,-0.60080475,"('diffident', 'self-confident')",0.20890719,0.14012998,-0.1740686,-0.2303374,-0.0562688
72,0.48084274,0.51895547,"('unambitious', 'ambitious')",-0.82097983,-0.76116854,-0.1700685,-0.1211065,0.048962
73,0.8528663,0.86396796,"('helpless', 'self-reliant')",-3.0269902,-2.91119,-1.0870619,-1.0236111,0.0634508
74,0.17713025,0.1357333,"('undedicated', 'dedicated')",0.09605633,0.025610544,0.1365933,0.0806719,-0.0559214
75,0.21758708,0.0894154,"('meek', 'impulsive')",-0.44480133,-0.39989173,-0.1136071,-0.1552382,-0.0416311
76,1.0989989,1.1348491,"('anxious', 'daring')",0.27573067,0.40114972,0.6873648,0.7679994,0.0806346
77,-0.30940518,-0.14078268,"('unmotivated', 'motivated')",-1.1844553,-0.97885,-0.7469302,-0.5598164,0.1871138
78,-0.06048467,-0.0016589179,"('nonresilient', 'resilient')",0.044254564,0.13581936,-0.0081151,0.0670802,0.0751953
79,-1.1502401,-1.2443123,"('wavering', 'unwavering')",-0.22891733,-0.23715167,-0.6895787,-0.740732,-0.0511533
80,0.3463845,0.17771055,"('dominated', 'dominating')",-1.4836152,-1.5120587,-0.5686153,-0.6671741,-0.0985588
81,0.32847792,0.2085625,"('submissive', 'aggressive')",-0.51717466,-0.3438878,-0.0943484,-0.0676627,0.0266857
82,-0.02626963,-0.019983824,"('poor', 'rich')",6.355606,6.3300643,3.1646683,3.1550403,-0.009628
83,0.33362114,0.16947694,"('powerless', 'powerful')",-0.7185005,-0.7722743,-0.1924397,-0.3013987,-0.108959
84,1.1879194,1.026351,"('inferior', 'superior')",0.93453705,0.9504894,1.0612283,0.9884202,-0.0728081
85,-0.77609366,-0.8974665,"('insignificant', 'prestigious')",0.3442405,0.19448234,-0.2159266,-0.3514921,-0.1355655
86,-1.4872867,-1.5134058,"('uninfluential', 'influential')",-0.2914439,-0.35832804,-0.8893653,-0.935867,-0.0465017
87,-0.014178582,-0.07042752,"('unsuccessful', 'successful')",0.34086218,0.34025514,0.1633418,0.1349138,-0.028428
88,-0.75061697,-0.8531338,"('low', 'eminent')",0.29703653,0.31215465,-0.2267902,-0.2704896,-0.0436994
