,underpass_male,underpass_female,tuple,average_male,average_female,female-male
25,-0.052344106,-0.14834598,"('egoistic', 'altruistic')",-0.0523441,-0.148346,-0.0960019
26,0.22205994,0.004824102,"('hardhearted', 'benevolent')",0.2220599,0.0048241,-0.2172358
27,0.5901961,0.6546902,"('hardhearted', 'softhearted')",0.5901961,0.6546902,0.0644941
28,0.029094746,-0.0894301,"('disloyal', 'loyal')",0.0290947,-0.0894301,-0.1185248
29,-1.0006323,-1.1216556,"('unfair', 'fair')",-1.0006323,-1.1216556,-0.1210233
30,1.1283352,1.0691614,"('intolerant', 'tolerant')",1.1283352,1.0691614,-0.0591738
31,-2.259236,-2.249869,"('evil', 'good')",-2.2592361,-2.2498691,0.009367
32,0.0457727,-0.1507125,"('unkind', 'kind')",0.0457727,-0.1507125,-0.1964852
33,-0.28835633,-0.35067385,"('wrong', 'right')",-0.2883563,-0.3506739,-0.0623176
34,1.9832662,2.1577659,"('mean', 'honorable')",1.9832662,2.1577659,0.1744997
35,-1.2322948,-1.3946337,"('corrupt', 'incorrupt')",-1.2322948,-1.3946337,-0.1623389
36,-1.5640467,-1.7072234,"('hostile', 'amicable')",-1.5640467,-1.7072234,-0.1431767
37,-0.46700618,-0.4220186,"('fake', 'genuine')",-0.4670062,-0.4220186,0.0449876
38,0.053600356,-0.009520201,"('untruthful', 'truthful')",0.0536004,-0.0095202,-0.0631206
39,0.21310364,0.23215503,"('exploitative', 'cooperative')",0.2131036,0.232155,0.0190514
40,-1.2704457,-1.245397,"('stingy', 'generous')",-1.2704457,-1.245397,0.0250487
41,0.09946325,0.004239479,"('unforgiving', 'forgiving')",0.0994632,0.0042395,-0.0952237
42,-1.4065034,-1.351121,"('unreliable', 'reliable')",-1.4065034,-1.3511209,0.0553825
43,0.16626954,0.20945612,"('irresponsible', 'responsible')",0.1662695,0.2094561,0.0431866
44,-0.13843317,-0.07675192,"('prejudiced', 'unprejudiced')",-0.1384332,-0.0767519,0.0616813
45,0.036286537,0.079457626,"('incompetent', 'competent')",0.0362865,0.0794576,0.0431711
46,-0.11444183,-0.058919482,"('uncompetitive', 'competitive')",-0.1144418,-0.0589195,0.0555223
47,1.9564887,2.0120604,"('stupid', 'smart')",1.9564887,2.0120604,0.0555717
48,-0.11025569,-0.119689755,"('unintelligent', 'intelligent')",-0.1102557,-0.1196898,-0.0094341
49,-0.47551143,-0.24631724,"('unable', 'able')",-0.4755114,-0.2463172,0.2291942
50,-0.8203027,-0.8534642,"('clumsy', 'skillful')",-0.8203027,-0.8534642,-0.0331615
51,-0.16828436,-0.28118873,"('uneducated', 'educated')",-0.1682844,-0.2811887,-0.1129043
52,-1.3494413,-1.5824366,"('irrational', 'rational')",-1.3494413,-1.5824366,-0.2329953
53,-1.5758511,-1.7094096,"('uncreative', 'creative')",-1.5758511,-1.7094096,-0.1335585
54,-0.62646973,-0.6451057,"('incapable', 'capable')",-0.6264697,-0.6451057,-0.018636
55,0.6887711,0.7989325,"('incompetent', 'clever')",0.6887711,0.7989325,0.1101614
56,0.9641743,0.9997181,"('impractical', 'practical')",0.9641743,0.9997181,0.0355438
57,-1.2186669,-1.2674329,"('unimaginative', 'imaginative')",-1.2186669,-1.2674329,-0.048766
58,-0.17511755,-0.2408382,"('undiscriminating', 'discriminating')",-0.1751176,-0.2408382,-0.0657206
59,-0.7329657,-0.7850358,"('foolish', 'wise')",-0.7329657,-0.7850358,-0.0520701
60,0.8851095,1.0072116,"('inefficient', 'efficient')",0.8851095,1.0072116,0.1221021
61,-0.16586047,-0.3530359,"('illogical', 'logical')",-0.1658605,-0.3530359,-0.1871754
62,0.5928348,0.7336498,"('incompetent', 'brilliant')",0.5928348,0.7336498,0.140815
63,-0.17646584,-0.14961392,"('unperceptive', 'insightful')",-0.1764658,-0.1496139,0.0268519
64,-2.5087135,-2.522867,"('shy', 'confident')",-2.5087135,-2.522867,-0.0141535
65,0.2129879,0.2425904,"('insecure', 'secure')",0.2129879,0.2425904,0.0296025
66,-0.87153673,-1.014306,"('inactive', 'active')",-0.8715367,-1.0143059,-0.1427692
67,0.38197115,0.25585896,"('doubtful', 'determined')",0.3819712,0.255859,-0.1261122
68,-0.7088666,-0.6159932,"('dependent', 'independent')",-0.7088666,-0.6159932,0.0928734
69,-1.4885691,-1.5677584,"('lazy', 'industrious')",-1.4885691,-1.5677584,-0.0791893
70,0.59729856,0.6896979,"('lethargic', 'energetic')",0.5972986,0.6896979,0.0923993
71,0.09969612,0.084048204,"('diffident', 'self-confident')",0.0996961,0.0840482,-0.0156479
72,-0.22599624,-0.24684492,"('unambitious', 'ambitious')",-0.2259962,-0.2468449,-0.0208487
73,-1.0383188,-0.9348091,"('helpless', 'self-reliant')",-1.0383188,-0.9348091,0.1035097
74,-0.5994749,-0.57470435,"('undedicated', 'dedicated')",-0.5994749,-0.5747043,0.0247706
75,-0.7680365,-0.74574476,"('meek', 'impulsive')",-0.7680365,-0.7457448,0.0222917
76,0.5912193,0.62194,"('anxious', 'daring')",0.5912193,0.62194,0.0307207
77,-1.04198,-0.97965854,"('unmotivated', 'motivated')",-1.04198,-0.9796585,0.0623215
78,-0.7703531,-0.6831002,"('nonresilient', 'resilient')",-0.7703531,-0.6831002,0.0872529
79,-1.0440059,-1.0636859,"('wavering', 'unwavering')",-1.0440059,-1.0636859,-0.01968
80,1.0055714,1.053564,"('dominated', 'dominating')",1.0055714,1.053564,0.0479926
81,1.0789716,1.0735891,"('submissive', 'aggressive')",1.0789716,1.0735891,-0.0053825
82,1.6405264,1.6920174,"('poor', 'rich')",1.6405264,1.6920174,0.051491
83,-0.3684408,-0.46680516,"('powerless', 'powerful')",-0.3684408,-0.4668052,-0.0983644
84,-0.15736473,-0.18378195,"('inferior', 'superior')",-0.1573647,-0.183782,-0.0264173
85,-1.5233128,-1.7265983,"('insignificant', 'prestigious')",-1.5233128,-1.7265983,-0.2032855
86,-0.08487469,-0.22868097,"('uninfluential', 'influential')",-0.0848747,-0.228681,-0.1438063
87,0.406887,0.3077741,"('unsuccessful', 'successful')",0.406887,0.3077741,-0.0991129
88,-0.6169834,-0.6853509,"('low', 'eminent')",-0.6169834,-0.6853509,-0.0683675
