,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,0.40916377,0.23114896,"('unsociable', 'sociable')",0.4091638,0.231149,-0.1780148
1,1.7348793,1.5371656,"('unfriendly', 'friendly')",1.7348793,1.5371656,-0.1977137
2,0.38364294,0.5116639,"('unlikable', 'likable')",0.3836429,0.5116639,0.128021
3,-0.51739275,-0.38314044,"('repellent', 'pleasant')",-0.5173928,-0.3831404,0.1342524
4,-6.3897285,-6.6144667,"('disliked', 'liked')",-6.3897285,-6.6144667,-0.2247382
5,-0.22762169,-0.15827635,"('distant', 'outgoing')",-0.2276217,-0.1582763,0.0693454
6,0.19471517,0.24306193,"('distant', 'open')",0.1947152,0.2430619,0.0483467
7,0.81262416,0.7177831,"('insensitive', 'sensitive')",0.8126242,0.7177831,-0.0948411
8,1.1488268,1.0623959,"('unaffectionate', 'affectionate')",1.1488268,1.0623959,-0.0864309
9,2.043693,1.9792103,"('unaffectionate', 'caring')",2.0436931,1.9792103,-0.0644828
10,0.48535147,0.51787865,"('unsympathetic', 'sympathetic')",0.4853515,0.5178787,0.0325272
11,2.3049128,2.2368333,"('unhelpful', 'helpful')",2.3049128,2.2368333,-0.0680795
12,-1.2421193,-1.3464133,"('unsupportive', 'supportive')",-1.2421193,-1.3464133,-0.104294
13,-0.16286725,-0.10447912,"('impolite', 'polite')",-0.1628672,-0.1044791,0.0583881
14,-0.37774986,-0.36478966,"('antisocial', 'social')",-0.3777499,-0.3647897,0.0129602
15,1.45149,1.2750291,"('boring', 'funny')",1.45149,1.2750291,-0.1764609
16,0.3809465,0.24152145,"('unpopular', 'popular')",0.3809465,0.2415214,-0.1394251
17,0.3570899,0.34329244,"('nasty', 'nice')",0.3570899,0.3432924,-0.0137975
18,-0.8593263,-0.8149509,"('disagreeable', 'welcoming')",-0.8593263,-0.8149509,0.0443754
19,-0.27856824,-0.26436,"('inhospitable', 'hospitable')",-0.2785682,-0.26436,0.0142082
20,-0.067851074,0.017923608,"('rough', 'thoughtful')",-0.0678511,0.0179236,0.0857747
21,-0.027313322,0.023757057,"('immoral', 'moral')",-0.0273133,0.0237571,0.0510704
22,-0.7276115,-0.72384083,"('untrustworthy', 'trustworthy')",-0.7276115,-0.7238408,0.0037707
23,6.2610445,6.2963824,"('insincere', 'sincere')",6.2610445,6.2963824,0.0353379
24,1.2852721,1.330436,"('dishonest', 'honest')",1.2852721,1.330436,0.0451639
25,1.2514545,1.1308528,"('egoistic', 'altruistic')",1.2514545,1.1308528,-0.1206017
26,1.5222068,1.360019,"('hardhearted', 'benevolent')",1.5222068,1.360019,-0.1621878
27,0.54270065,0.5516031,"('hardhearted', 'softhearted')",0.5427006,0.5516031,0.0089025
28,1.4338193,1.3049136,"('disloyal', 'loyal')",1.4338193,1.3049136,-0.1289057
29,-0.5628543,-0.65182513,"('unfair', 'fair')",-0.5628543,-0.6518251,-0.0889708
30,0.7482358,0.75851166,"('intolerant', 'tolerant')",0.7482358,0.7585117,0.0102759
31,-1.4457219,-1.5247205,"('evil', 'good')",-1.4457219,-1.5247205,-0.0789986
32,1.4342393,1.3542681,"('unkind', 'kind')",1.4342393,1.3542681,-0.0799712
33,0.008263797,-0.049699593,"('wrong', 'right')",0.0082638,-0.0496996,-0.0579634
34,4.4434757,4.605962,"('mean', 'honorable')",4.4434757,4.6059618,0.1624861
35,-0.5191897,-0.69437724,"('corrupt', 'incorrupt')",-0.5191897,-0.6943772,-0.1751875
36,-0.5543214,-0.7345085,"('hostile', 'amicable')",-0.5543214,-0.7345085,-0.1801871
37,0.7233954,0.6953808,"('fake', 'genuine')",0.7233954,0.6953808,-0.0280146
38,0.5289254,0.40236032,"('untruthful', 'truthful')",0.5289254,0.4023603,-0.1265651
39,-0.026346557,0.072028264,"('exploitative', 'cooperative')",-0.0263466,0.0720283,0.0983749
40,-2.1117904,-2.2666976,"('stingy', 'generous')",-2.1117904,-2.2666976,-0.1549072
41,0.32496682,0.2043694,"('unforgiving', 'forgiving')",0.3249668,0.2043694,-0.1205974
42,-2.8733013,-2.7402997,"('unreliable', 'reliable')",-2.8733013,-2.7402997,0.1330016
43,0.8140627,0.9268531,"('irresponsible', 'responsible')",0.8140627,0.9268531,0.1127904
44,-1.9039879,-1.6950897,"('prejudiced', 'unprejudiced')",-1.9039879,-1.6950897,0.2088982
45,0.18405211,0.20387664,"('incompetent', 'competent')",0.1840521,0.2038766,0.0198245
46,-0.76530313,-0.8036797,"('uncompetitive', 'competitive')",-0.7653031,-0.8036797,-0.0383766
47,5.000574,5.258528,"('stupid', 'smart')",5.0005741,5.2585282,0.2579541
48,0.5136902,0.49209777,"('unintelligent', 'intelligent')",0.5136902,0.4920978,-0.0215924
49,-0.47213423,-0.23905766,"('unable', 'able')",-0.4721342,-0.2390577,0.2330765
50,-0.62648016,-0.6364179,"('clumsy', 'skillful')",-0.6264802,-0.6364179,-0.0099377
51,-0.0013124198,-0.09661659,"('uneducated', 'educated')",-0.0013124,-0.0966166,-0.0953042
52,-0.23251194,-0.38069513,"('irrational', 'rational')",-0.2325119,-0.3806951,-0.1481832
53,0.19152312,0.1254409,"('uncreative', 'creative')",0.1915231,0.1254409,-0.0660822
54,0.3241182,0.41291687,"('incapable', 'capable')",0.3241182,0.4129169,0.0887987
55,0.041925848,0.14814523,"('incompetent', 'clever')",0.0419258,0.1481452,0.1062194
56,1.47284,1.4754776,"('impractical', 'practical')",1.47284,1.4754776,0.0026376
57,-3.089502,-3.164248,"('unimaginative', 'imaginative')",-3.0895021,-3.164248,-0.0747459
58,-0.24027166,-0.27001205,"('undiscriminating', 'discriminating')",-0.2402717,-0.2700121,-0.0297404
59,0.30486983,0.24536869,"('foolish', 'wise')",0.3048698,0.2453687,-0.0595011
60,0.22258382,0.45819038,"('inefficient', 'efficient')",0.2225838,0.4581904,0.2356066
61,-0.048946016,-0.11097488,"('illogical', 'logical')",-0.048946,-0.1109749,-0.0620289
62,0.46686956,0.6954508,"('incompetent', 'brilliant')",0.4668696,0.6954508,0.2285812
63,0.41036183,0.35289645,"('unperceptive', 'insightful')",0.4103618,0.3528965,-0.0574653
64,-5.811473,-5.8726482,"('shy', 'confident')",-5.8114729,-5.8726482,-0.0611753
