,bowler_male,bowler_female,tuple,average_male,average_female,female-male
0,-0.2468991,-0.2621707,"('unsociable', 'sociable')",-0.2468991,-0.2621707,-0.0152716
1,1.3460981,1.3374332,"('unfriendly', 'friendly')",1.3460981,1.3374332,-0.0086649
2,-0.38760656,-0.27297735,"('unlikable', 'likable')",-0.3876066,-0.2729774,0.1146292
3,0.5323169,0.53006035,"('repellent', 'pleasant')",0.5323169,0.5300604,-0.0022565
4,-7.321276,-7.430387,"('disliked', 'liked')",-7.3212762,-7.430387,-0.1091108
5,-0.554143,-0.47574288,"('distant', 'outgoing')",-0.554143,-0.4757429,0.0784001
6,0.14732431,0.14945297,"('distant', 'open')",0.1473243,0.149453,0.0021287
7,0.9740645,0.9575424,"('insensitive', 'sensitive')",0.9740645,0.9575424,-0.0165221
8,1.1338722,1.0770249,"('unaffectionate', 'affectionate')",1.1338722,1.0770249,-0.0568473
9,1.3459941,1.3668098,"('unaffectionate', 'caring')",1.3459941,1.3668098,0.0208157
10,0.9750221,0.99036956,"('unsympathetic', 'sympathetic')",0.9750221,0.9903696,0.0153475
11,1.386095,1.4100647,"('unhelpful', 'helpful')",1.386095,1.4100647,0.0239697
12,-1.9145172,-1.9314115,"('unsupportive', 'supportive')",-1.9145172,-1.9314115,-0.0168943
13,-0.20302764,-0.21172503,"('impolite', 'polite')",-0.2030276,-0.211725,-0.0086974
14,0.01719767,0.0118952915,"('antisocial', 'social')",0.0171977,0.0118953,-0.0053024
15,0.3428516,0.2741204,"('boring', 'funny')",0.3428516,0.2741204,-0.0687312
16,-0.57269466,-0.49228203,"('unpopular', 'popular')",-0.5726947,-0.492282,0.0804127
17,-0.6968356,-0.60120744,"('nasty', 'nice')",-0.6968356,-0.6012074,0.0956282
18,-0.17164864,-0.19773306,"('disagreeable', 'welcoming')",-0.1716486,-0.1977331,-0.0260845
19,-0.698545,-0.7013989,"('inhospitable', 'hospitable')",-0.698545,-0.7013989,-0.0028539
20,0.9731675,0.9303006,"('rough', 'thoughtful')",0.9731675,0.9303006,-0.0428669
21,-0.37798998,-0.33021164,"('immoral', 'moral')",-0.37799,-0.3302116,0.0477784
22,-0.53059775,-0.5257949,"('untrustworthy', 'trustworthy')",-0.5305977,-0.5257949,0.0048028
23,6.4135685,6.434105,"('insincere', 'sincere')",6.4135685,6.4341049,0.0205364
24,1.4417431,1.332525,"('dishonest', 'honest')",1.4417431,1.332525,-0.1092181
25,0.88096726,0.83965844,"('egoistic', 'altruistic')",0.8809673,0.8396584,-0.0413089
26,0.8684533,0.84658766,"('hardhearted', 'benevolent')",0.8684533,0.8465877,-0.0218656
27,1.7701042,1.6465834,"('hardhearted', 'softhearted')",1.7701042,1.6465834,-0.1235208
28,1.0694009,1.0569884,"('disloyal', 'loyal')",1.0694009,1.0569884,-0.0124125
29,-0.75841093,-0.859905,"('unfair', 'fair')",-0.7584109,-0.859905,-0.1014941
30,1.0351347,0.9936664,"('intolerant', 'tolerant')",1.0351347,0.9936664,-0.0414683
31,-1.4404839,-1.4044696,"('evil', 'good')",-1.4404839,-1.4044696,0.0360143
32,0.8886985,0.83236146,"('unkind', 'kind')",0.8886985,0.8323615,-0.056337
33,-0.69891614,-0.6834404,"('wrong', 'right')",-0.6989161,-0.6834404,0.0154757
34,4.586334,4.7136474,"('mean', 'honorable')",4.5863342,4.7136474,0.1273132
35,-0.67246866,-0.8432933,"('corrupt', 'incorrupt')",-0.6724687,-0.8432933,-0.1708246
36,-0.7922325,-0.8370196,"('hostile', 'amicable')",-0.7922325,-0.8370196,-0.0447871
37,1.0902027,1.0294673,"('fake', 'genuine')",1.0902027,1.0294673,-0.0607354
38,-0.39052328,-0.34182355,"('untruthful', 'truthful')",-0.3905233,-0.3418235,0.0486998
39,0.43656385,0.404549,"('exploitative', 'cooperative')",0.4365638,0.404549,-0.0320148
40,-1.4180049,-1.5186816,"('stingy', 'generous')",-1.4180049,-1.5186816,-0.1006767
41,-0.11233803,-0.086769365,"('unforgiving', 'forgiving')",-0.112338,-0.0867694,0.0255686
42,-2.1087615,-2.1705494,"('unreliable', 'reliable')",-2.1087615,-2.1705494,-0.0617879
43,0.8931011,0.9143311,"('irresponsible', 'responsible')",0.8931011,0.9143311,0.02123
44,-0.7941122,-0.78076833,"('prejudiced', 'unprejudiced')",-0.7941122,-0.7807683,0.0133439
45,-0.06841645,-0.07680675,"('incompetent', 'competent')",-0.0684164,-0.0768067,-0.0083903
46,-0.49616557,-0.57311434,"('uncompetitive', 'competitive')",-0.4961656,-0.5731143,-0.0769487
47,5.0088506,5.1881633,"('stupid', 'smart')",5.0088506,5.1881633,0.1793127
48,0.38303655,0.33167756,"('unintelligent', 'intelligent')",0.3830366,0.3316776,-0.051359
49,0.072211005,0.11419202,"('unable', 'able')",0.072211,0.114192,0.041981
50,-0.28825217,-0.37808797,"('clumsy', 'skillful')",-0.2882522,-0.378088,-0.0898358
51,0.6350364,0.51031685,"('uneducated', 'educated')",0.6350364,0.5103168,-0.1247196
