,oracle_male,oracle_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.53865653,-0.5613126,"('unsociable', 'sociable')",0.023874775,-0.06536827,-0.2573909,-0.3133405,-0.0559496
1,1.7194637,1.787671,"('unfriendly', 'friendly')",1.0417985,0.8855425,1.3806311,1.3366067,-0.0440244
2,1.3079578,1.3179547,"('unlikable', 'likable')",0.90329427,0.93501294,1.105626,1.1264838,0.0208578
3,-0.81725854,-0.67789006,"('repellent', 'pleasant')",1.1282772,1.168485,0.1555093,0.2452975,0.0897882
4,-0.045773987,-0.03807296,"('disliked', 'liked')",-6.2249594,-6.487439,-3.1353667,-3.2627561,-0.1273894
5,1.2537106,1.2778716,"('distant', 'outgoing')",-0.74691164,-0.776235,0.2533995,0.2508183,-0.0025812
6,1.6622981,1.7010618,"('distant', 'open')",-0.527283,-0.5570474,0.5675075,0.5720072,0.0044997
7,-0.053632293,-0.002723446,"('insensitive', 'sensitive')",0.21716301,0.2660414,0.0817654,0.131659,0.0498936
8,1.2537456,1.1555328,"('unaffectionate', 'affectionate')",-0.08261977,-0.17004527,0.5855629,0.4927438,-0.0928191
9,1.656951,1.662524,"('unaffectionate', 'caring')",0.7320926,0.6789195,1.1945218,1.1707218,-0.0238
10,-0.8569898,-0.7914781,"('unsympathetic', 'sympathetic')",0.038777173,-0.0009556934,-0.4091063,-0.3962169,0.0128894
11,-0.09585887,-0.12622881,"('unhelpful', 'helpful')",2.1261995,2.1281724,1.0151703,1.0009718,-0.0141985
12,1.1242852,1.2258722,"('unsupportive', 'supportive')",-1.6032473,-1.617254,-0.239481,-0.1956909,0.0437901
13,-1.387574,-1.4466375,"('impolite', 'polite')",-0.85030985,-0.8265644,-1.1189419,-1.136601,-0.0176591
14,0.071048975,0.053806342,"('antisocial', 'social')",0.10265624,0.049703747,0.0868526,0.051755,-0.0350976
15,0.40920788,0.19600904,"('boring', 'funny')",-0.60782003,-0.6322397,-0.0993061,-0.2181153,-0.1188092
16,0.26172343,0.29369956,"('unpopular', 'popular')",0.56828904,0.4560294,0.4150062,0.3748645,-0.0401417
17,-0.76418066,-0.72193074,"('nasty', 'nice')",-0.8208624,-0.73276633,-0.7925215,-0.7273486,0.0651729
18,0.9845733,1.0670043,"('disagreeable', 'welcoming')",-0.4487236,-0.4619425,0.2679248,0.3025309,0.0346061
19,0.10471058,0.15526482,"('inhospitable', 'hospitable')",-0.86329037,-0.778633,-0.3792899,-0.3116841,0.0676058
20,0.8747973,0.87675095,"('rough', 'thoughtful')",0.87162,0.88057834,0.8732086,0.8786646,0.005456
21,-0.10264312,-0.05561775,"('immoral', 'moral')",-0.2504759,-0.2225059,-0.1765595,-0.1390618,0.0374977
22,-0.24003468,-0.26336506,"('untrustworthy', 'trustworthy')",-0.5013603,-0.5623318,-0.3706975,-0.4128484,-0.0421509
23,0.59935015,0.61108416,"('insincere', 'sincere')",5.3761835,5.391355,2.9877667,3.0012195,0.0134528
24,0.93985236,0.94869846,"('dishonest', 'honest')",0.82388973,0.8185043,0.881871,0.8836014,0.0017304
25,0.9634726,0.9173967,"('egoistic', 'altruistic')",0.86463314,0.8204144,0.9140528,0.8689055,-0.0451473
26,2.6077876,2.577439,"('hardhearted', 'benevolent')",1.7195436,1.60217,2.1636655,2.0898046,-0.0738609
27,0.3322008,0.25057614,"('hardhearted', 'softhearted')",0.4183303,0.3988239,0.3752655,0.3247,-0.0505655
28,0.089453325,0.054851778,"('disloyal', 'loyal')",0.9575826,0.8944363,0.523518,0.474644,-0.048874
29,0.22636804,0.19290699,"('unfair', 'fair')",-0.30656365,-0.37265936,-0.0400978,-0.0898762,-0.0497784
30,0.6737949,0.66686314,"('intolerant', 'tolerant')",0.43615586,0.41254926,0.5549754,0.5397062,-0.0152692
31,-0.43459395,-0.3057168,"('evil', 'good')",-1.4022737,-1.4073275,-0.9184338,-0.8565222,0.0619116
32,0.1609106,0.16924287,"('unkind', 'kind')",0.7563551,0.6215794,0.4586329,0.3954111,-0.0632218
33,1.4640841,1.4272707,"('wrong', 'right')",-0.6112404,-0.60474735,0.4264219,0.4112616,-0.0151603
34,0.5223257,0.6979337,"('mean', 'honorable')",4.780343,5.0494604,2.6513343,2.873697,0.2223627
35,0.17655341,0.08261332,"('corrupt', 'incorrupt')",-1.0249963,-0.99478996,-0.4242214,-0.4560883,-0.0318669
36,0.6886425,0.85787344,"('hostile', 'amicable')",-0.5845463,-0.6044267,0.0520481,0.1267234,0.0746753
37,-1.083949,-1.1344682,"('fake', 'genuine')",-0.22876339,-0.16121814,-0.6563562,-0.6478432,0.008513
38,0.2093653,0.29542646,"('untruthful', 'truthful')",0.06828811,0.08918381,0.1388267,0.1923051,0.0534784
39,1.3639896,1.3570536,"('exploitative', 'cooperative')",0.33509466,0.40263674,0.8495421,0.8798452,0.0303031
40,-0.09162395,-0.03713423,"('stingy', 'generous')",-1.9575126,-2.0604844,-1.0245683,-1.0488093,-0.024241
41,-0.5510509,-0.41669202,"('unforgiving', 'forgiving')",-0.110632926,-0.16495188,-0.3308419,-0.2908219,0.04002
42,-0.47183916,-0.35488594,"('unreliable', 'reliable')",-2.6663244,-2.6956277,-1.5690818,-1.5252569,0.0438249
43,-0.072254576,-0.00076560304,"('irresponsible', 'responsible')",0.5404228,0.5793215,0.2340841,0.2892779,0.0551938
44,-2.0211785,-2.0601628,"('prejudiced', 'unprejudiced')",-1.2600192,-1.2159106,-1.6405988,-1.6380367,0.0025621
45,-1.2614282,-1.1194788,"('incompetent', 'competent')",0.14362599,0.10896246,-0.5589011,-0.5052582,0.0536429
46,-0.352312,-0.26814556,"('uncompetitive', 'competitive')",0.15735644,0.11625808,-0.0974778,-0.0759437,0.0215341
47,0.22166204,0.26515836,"('stupid', 'smart')",4.813511,4.9265847,2.5175865,2.5958714,0.0782849
48,0.4587338,0.45715424,"('unintelligent', 'intelligent')",0.5026201,0.483878,0.4806769,0.4705161,-0.0101608
49,-0.26984504,-0.26925927,"('unable', 'able')",-0.41422236,-0.34898114,-0.3420337,-0.3091202,0.0329135
50,-0.78244436,-0.75343937,"('clumsy', 'skillful')",-0.31345725,-0.3791117,-0.5479508,-0.5662755,-0.0183247
51,-0.28600222,-0.3863372,"('uneducated', 'educated')",0.4761241,0.39003345,0.0950609,0.0018481,-0.0932128
52,1.3028282,1.1622475,"('irrational', 'rational')",-0.09235645,-0.22926608,0.6052359,0.4664907,-0.1387452
53,1.6275845,1.6248546,"('uncreative', 'creative')",0.737503,0.57691926,1.1825438,1.1008869,-0.0816569
54,0.97265613,0.86621773,"('incapable', 'capable')",0.8116356,0.7729602,0.8921459,0.819589,-0.0725569
