,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.59361094,0.38562396,"('unsociable', 'sociable')",0.5936109,0.385624,-0.2079869
1,-1.0522554,-1.2079207,"('unfriendly', 'friendly')",-1.0522554,-1.2079207,-0.1556653
2,0.26012123,0.26551422,"('unlikable', 'likable')",0.2601212,0.2655142,0.005393
3,-0.09314657,0.102309726,"('repellent', 'pleasant')",-0.0931466,0.1023097,0.1954563
4,-3.2025533,-3.2528102,"('disliked', 'liked')",-3.2025533,-3.2528102,-0.0502569
5,-1.7882748,-1.815347,"('distant', 'outgoing')",-1.7882748,-1.815347,-0.0270722
6,-1.6065867,-1.6553882,"('distant', 'open')",-1.6065867,-1.6553882,-0.0488015
7,1.0241202,1.0217376,"('insensitive', 'sensitive')",1.0241202,1.0217376,-0.0023826
8,-0.5832935,-0.7248481,"('unaffectionate', 'affectionate')",-0.5832935,-0.7248481,-0.1415546
9,-0.58317125,-0.6281812,"('unaffectionate', 'caring')",-0.5831712,-0.6281812,-0.04501
10,0.5778405,0.54889107,"('unsympathetic', 'sympathetic')",0.5778405,0.5488911,-0.0289494
11,0.33848798,0.41870126,"('unhelpful', 'helpful')",0.338488,0.4187013,0.0802133
12,-0.78942233,-0.7673156,"('unsupportive', 'supportive')",-0.7894223,-0.7673156,0.0221067
13,0.30158326,0.23825988,"('impolite', 'polite')",0.3015833,0.2382599,-0.0633234
14,1.3867881,1.418135,"('antisocial', 'social')",1.3867881,1.418135,0.0313469
15,0.3215931,0.17043643,"('boring', 'funny')",0.3215931,0.1704364,-0.1511567
16,-1.2850565,-1.255793,"('unpopular', 'popular')",-1.2850565,-1.255793,0.0292635
17,0.30455706,0.32185414,"('nasty', 'nice')",0.3045571,0.3218541,0.017297
18,-0.5092669,-0.51102364,"('disagreeable', 'welcoming')",-0.5092669,-0.5110236,-0.0017567
19,-1.0749396,-1.1464181,"('inhospitable', 'hospitable')",-1.0749396,-1.1464181,-0.0714785
20,0.44078526,0.4233237,"('rough', 'thoughtful')",0.4407853,0.4233237,-0.0174616
21,0.7082194,0.7664283,"('immoral', 'moral')",0.7082194,0.7664283,0.0582089
22,0.73248273,0.6995387,"('untrustworthy', 'trustworthy')",0.7324827,0.6995387,-0.032944
23,3.6706493,3.5908537,"('insincere', 'sincere')",3.6706493,3.5908537,-0.0797956
24,0.82502496,0.703963,"('dishonest', 'honest')",0.825025,0.703963,-0.121062
25,-0.08292462,-0.2139707,"('egoistic', 'altruistic')",-0.0829246,-0.2139707,-0.1310461
26,1.3370734,1.1148093,"('hardhearted', 'benevolent')",1.3370734,1.1148093,-0.2222641
