,typewriter_male,typewriter_female,tuple,average_male,average_female,female-male
0,-0.5062801,-0.46583578,"('unsociable', 'sociable')",-0.5062801,-0.4658358,0.0404443
1,1.2752557,1.0976248,"('unfriendly', 'friendly')",1.2752557,1.0976248,-0.1776309
2,-0.17162433,-0.12016325,"('unlikable', 'likable')",-0.1716243,-0.1201632,0.0514611
3,-0.5926577,-0.45624608,"('repellent', 'pleasant')",-0.5926577,-0.4562461,0.1364116
4,-3.7957056,-3.9152808,"('disliked', 'liked')",-3.7957056,-3.9152808,-0.1195752
5,0.40539992,0.32150018,"('distant', 'outgoing')",0.4053999,0.3215002,-0.0838997
6,0.39040118,0.31065032,"('distant', 'open')",0.3904012,0.3106503,-0.0797509
7,-0.030528888,0.099560514,"('insensitive', 'sensitive')",-0.0305289,0.0995605,0.1300894
8,0.8032924,0.6956977,"('unaffectionate', 'affectionate')",0.8032924,0.6956977,-0.1075947
9,1.0661465,0.97888523,"('unaffectionate', 'caring')",1.0661465,0.9788852,-0.0872613
10,-0.7646178,-0.6071249,"('unsympathetic', 'sympathetic')",-0.7646178,-0.6071249,0.1574929
11,0.29470417,0.39646342,"('unhelpful', 'helpful')",0.2947042,0.3964634,0.1017592
12,-0.90906453,-0.8284046,"('unsupportive', 'supportive')",-0.9090645,-0.8284046,0.0806599
13,-0.46187586,-0.3106468,"('impolite', 'polite')",-0.4618759,-0.3106468,0.1512291
14,-0.8563609,-0.8418496,"('antisocial', 'social')",-0.8563609,-0.8418496,0.0145113
15,0.8995692,0.8034335,"('boring', 'funny')",0.8995692,0.8034335,-0.0961357
16,-0.25529584,-0.30531842,"('unpopular', 'popular')",-0.2552958,-0.3053184,-0.0500226
17,0.23571548,0.28875074,"('nasty', 'nice')",0.2357155,0.2887507,0.0530352
18,-0.8873859,-0.87223256,"('disagreeable', 'welcoming')",-0.8873859,-0.8722326,0.0151533
19,-0.39673582,-0.40618646,"('inhospitable', 'hospitable')",-0.3967358,-0.4061865,-0.0094507
20,0.25843072,0.28976706,"('rough', 'thoughtful')",0.2584307,0.2897671,0.0313364
21,-0.98435,-0.7565687,"('immoral', 'moral')",-0.98435,-0.7565687,0.2277813
22,-0.7831907,-0.7606676,"('untrustworthy', 'trustworthy')",-0.7831907,-0.7606676,0.0225231
23,3.1889918,3.303516,"('insincere', 'sincere')",3.1889918,3.3035159,0.1145241
24,0.72190386,0.76177245,"('dishonest', 'honest')",0.7219039,0.7617725,0.0398686
25,1.3474915,1.3068855,"('egoistic', 'altruistic')",1.3474915,1.3068855,-0.040606
26,2.261481,2.0193207,"('hardhearted', 'benevolent')",2.261481,2.0193207,-0.2421603
27,0.95065784,0.809145,"('hardhearted', 'softhearted')",0.9506578,0.809145,-0.1415128
28,0.5629331,0.4156478,"('disloyal', 'loyal')",0.5629331,0.4156478,-0.1472853
