,larch_male,larch_female,tuple,average_male,average_female,female-male
79,-0.08450624,-0.4151342,"('wavering', 'unwavering')",-0.0845062,-0.4151342,-0.330628
80,0.21656403,0.111951426,"('dominated', 'dominating')",0.216564,0.1119514,-0.1046126
81,-0.5395266,-0.2177991,"('submissive', 'aggressive')",-0.5395266,-0.2177991,0.3217275
82,2.9641273,2.9869661,"('poor', 'rich')",2.9641273,2.9869661,0.0228388
83,-0.46554992,-0.42915404,"('powerless', 'powerful')",-0.4655499,-0.429154,0.0363959
84,0.14006326,0.21738657,"('inferior', 'superior')",0.1400633,0.2173866,0.0773233
85,-0.24068913,-0.40904367,"('insignificant', 'prestigious')",-0.2406891,-0.4090437,-0.1683546
86,-0.32731238,-0.52805555,"('uninfluential', 'influential')",-0.3273124,-0.5280555,-0.2007431
87,0.023158047,0.033295736,"('unsuccessful', 'successful')",0.023158,0.0332957,0.0101377
88,-0.8586571,-0.8194103,"('low', 'eminent')",-0.8586571,-0.8194103,0.0392468
