,interject_male,interject_female,tuple,average_male,average_female,female-male
0,-0.2917013,-0.60065216,"('unsociable', 'sociable')",-0.2917013,-0.6006522,-0.3089509
1,-0.23626213,-0.3304137,"('unfriendly', 'friendly')",-0.2362621,-0.3304137,-0.0941516
2,0.5128776,0.55889624,"('unlikable', 'likable')",0.5128776,0.5588962,0.0460186
3,-0.13373624,-0.035593145,"('repellent', 'pleasant')",-0.1337362,-0.0355931,0.0981431
4,-3.9373193,-4.0684586,"('disliked', 'liked')",-3.9373193,-4.0684586,-0.1311393
5,-0.649015,-0.7722122,"('distant', 'outgoing')",-0.649015,-0.7722122,-0.1231972
6,-0.6880693,-0.7195456,"('distant', 'open')",-0.6880693,-0.7195456,-0.0314763
7,0.45017606,0.5608406,"('insensitive', 'sensitive')",0.4501761,0.5608406,0.1106645
8,-0.75599843,-0.84795064,"('unaffectionate', 'affectionate')",-0.7559984,-0.8479506,-0.0919522
9,-0.39934614,-0.49338284,"('unaffectionate', 'caring')",-0.3993461,-0.4933828,-0.0940367
10,-0.36772752,-0.28664362,"('unsympathetic', 'sympathetic')",-0.3677275,-0.2866436,0.0810839
11,1.639746,1.6624779,"('unhelpful', 'helpful')",1.639746,1.6624779,0.0227319
12,-1.3123595,-1.3593938,"('unsupportive', 'supportive')",-1.3123595,-1.3593938,-0.0470343
13,-0.23438178,-0.38027743,"('impolite', 'polite')",-0.2343818,-0.3802774,-0.1458956
14,0.5447577,0.35887066,"('antisocial', 'social')",0.5447577,0.3588707,-0.185887
15,0.2689235,0.14850225,"('boring', 'funny')",0.2689235,0.1485022,-0.1204213
16,-0.60811883,-0.63121676,"('unpopular', 'popular')",-0.6081188,-0.6312168,-0.023098
17,-0.46160027,-0.47138643,"('nasty', 'nice')",-0.4616003,-0.4713864,-0.0097861
18,-0.31788218,-0.3886922,"('disagreeable', 'welcoming')",-0.3178822,-0.3886922,-0.07081
19,-1.396936,-1.3831341,"('inhospitable', 'hospitable')",-1.3969361,-1.3831341,0.013802
20,0.6077991,0.5689871,"('rough', 'thoughtful')",0.6077991,0.5689871,-0.038812
21,0.115052834,0.09778882,"('immoral', 'moral')",0.1150528,0.0977888,-0.017264
22,0.05668102,0.0659124,"('untrustworthy', 'trustworthy')",0.056681,0.0659124,0.0092314
23,3.427297,3.3634243,"('insincere', 'sincere')",3.4272971,3.3634243,-0.0638728
24,0.79339224,0.7962164,"('dishonest', 'honest')",0.7933922,0.7962164,0.0028242
25,0.1586571,-0.014842853,"('egoistic', 'altruistic')",0.1586571,-0.0148429,-0.1735
26,0.41581783,0.28848407,"('hardhearted', 'benevolent')",0.4158178,0.2884841,-0.1273337
27,0.12244939,0.15725179,"('hardhearted', 'softhearted')",0.1224494,0.1572518,0.0348024
28,0.1921192,0.13338098,"('disloyal', 'loyal')",0.1921192,0.133381,-0.0587382
29,-0.12159951,-0.030860517,"('unfair', 'fair')",-0.1215995,-0.0308605,0.090739
30,1.0260713,0.7776272,"('intolerant', 'tolerant')",1.0260713,0.7776272,-0.2484441
31,-1.4278865,-1.4454203,"('evil', 'good')",-1.4278865,-1.4454203,-0.0175338
32,0.5136552,0.37446612,"('unkind', 'kind')",0.5136552,0.3744661,-0.1391891
33,-0.35283238,-0.4382926,"('wrong', 'right')",-0.3528324,-0.4382926,-0.0854602
34,2.8566809,2.9749868,"('mean', 'honorable')",2.8566809,2.9749868,0.1183059
35,-0.47263128,-0.52301383,"('corrupt', 'incorrupt')",-0.4726313,-0.5230138,-0.0503825
36,-0.66171616,-0.6852544,"('hostile', 'amicable')",-0.6617162,-0.6852544,-0.0235382
37,0.38778633,0.44593608,"('fake', 'genuine')",0.3877863,0.4459361,0.0581498
38,-0.005414419,-0.071618564,"('untruthful', 'truthful')",-0.0054144,-0.0716186,-0.0662042
39,0.7999013,0.7161439,"('exploitative', 'cooperative')",0.7999013,0.7161439,-0.0837574
40,-0.9659147,-1.0315976,"('stingy', 'generous')",-0.9659147,-1.0315976,-0.0656829
41,0.2718305,0.10828453,"('unforgiving', 'forgiving')",0.2718305,0.1082845,-0.163546
42,-1.010852,-0.8934448,"('unreliable', 'reliable')",-1.010852,-0.8934448,0.1174072
43,0.14174838,0.09254791,"('irresponsible', 'responsible')",0.1417484,0.0925479,-0.0492005
44,0.26391745,0.2544667,"('prejudiced', 'unprejudiced')",0.2639174,0.2544667,-0.0094507
45,-0.029834833,-0.043432634,"('incompetent', 'competent')",-0.0298348,-0.0434326,-0.0135978
46,-0.3810504,-0.36258394,"('uncompetitive', 'competitive')",-0.3810504,-0.3625839,0.0184665
47,2.9523003,3.0501802,"('stupid', 'smart')",2.9523003,3.0501802,0.0978799
48,0.91587967,0.8188292,"('unintelligent', 'intelligent')",0.9158797,0.8188292,-0.0970505
49,0.09999174,0.21663311,"('unable', 'able')",0.0999917,0.2166331,0.1166414
50,-0.043865085,0.17943017,"('clumsy', 'skillful')",-0.0438651,0.1794302,0.2232953
51,0.30722937,0.36880302,"('uneducated', 'educated')",0.3072294,0.368803,0.0615736
52,-0.32486552,-0.42159563,"('irrational', 'rational')",-0.3248655,-0.4215956,-0.0967301
53,-0.6500454,-0.5971092,"('uncreative', 'creative')",-0.6500454,-0.5971092,0.0529362
54,-0.22602141,-0.15605058,"('incapable', 'capable')",-0.2260214,-0.1560506,0.0699708
55,0.61968845,0.6310341,"('incompetent', 'clever')",0.6196885,0.6310341,0.0113456
56,0.93317163,0.79255766,"('impractical', 'practical')",0.9331716,0.7925577,-0.1406139
57,-1.9788939,-2.012194,"('unimaginative', 'imaginative')",-1.9788939,-2.0121939,-0.0333
58,0.015796818,0.0503959,"('undiscriminating', 'discriminating')",0.0157968,0.0503959,0.0345991
59,0.19332208,0.30617124,"('foolish', 'wise')",0.1933221,0.3061712,0.1128491
60,1.2899221,1.1529049,"('inefficient', 'efficient')",1.2899221,1.1529049,-0.1370172
61,0.25324386,0.10887333,"('illogical', 'logical')",0.2532439,0.1088733,-0.1443706
