,nvent_male,nvent_female,tuple,electric_male,electric_female,plc_male,plc_female,average_male,average_female,female-male
0,0.24366105,0.13712627,"('unsociable', 'sociable')",-0.57837254,-0.6296482,-0.8922218,-0.97392,-0.4089777,-0.488814,-0.0798363
1,-2.12585,-2.184918,"('unfriendly', 'friendly')",0.029725324,-0.19136722,2.041937,1.7189668,-0.0180625,-0.2191061,-0.2010436
2,-0.19501677,-0.101340935,"('unlikable', 'likable')",0.075587474,0.13596687,0.3230396,0.3861686,0.0678701,0.1402648,0.0723947
3,0.66555613,0.6885212,"('repellent', 'pleasant')",-0.6897896,-0.68035656,-0.4014933,-0.29757482,-0.1419089,-0.0964701,0.0454388
4,-0.9375488,-0.9532314,"('disliked', 'liked')",0.5562784,0.38763398,-3.1937847,-3.1234012,-1.191685,-1.2296662,-0.0379812
5,-2.1612864,-2.0391695,"('distant', 'outgoing')",0.11439791,0.060352623,0.6245791,0.4748765,-0.4741031,-0.5013135,-0.0272104
6,-2.2455964,-2.1216886,"('distant', 'open')",-0.46259603,-0.5722394,0.60574424,0.43251932,-0.700816,-0.7538029,-0.0529869
7,0.74438715,0.59611344,"('insensitive', 'sensitive')",-0.36231247,-0.35800838,0.2574534,0.19214828,0.213176,0.1434178,-0.0697582
8,-2.2576916,-2.229223,"('unaffectionate', 'affectionate')",-0.7266125,-0.8047457,0.7530172,0.50973964,-0.7437623,-0.8414097,-0.0976474
9,-1.4280744,-1.4572797,"('unaffectionate', 'caring')",-0.58595145,-0.6639304,0.985428,0.7786148,-0.3428659,-0.4475318,-0.1046659
10,1.0915873,0.9133681,"('unsympathetic', 'sympathetic')",-1.6655613,-1.7617604,-0.9465123,-0.9109396,-0.5068288,-0.5864439,-0.0796151
11,0.50162274,0.45310766,"('unhelpful', 'helpful')",-0.36509913,-0.32206666,0.5522597,0.5237194,0.2295944,0.2182535,-0.0113409
12,0.16166961,0.10215881,"('unsupportive', 'supportive')",-0.43285233,-0.46600443,-0.79071593,-0.7853153,-0.3539662,-0.3830536,-0.0290874
13,1.1533862,1.0797912,"('impolite', 'polite')",0.044406705,0.16232136,-0.94369143,-0.8808559,0.0847005,0.1204189,0.0357184
14,1.2264731,1.156229,"('antisocial', 'social')",0.43531573,0.4154242,0.38217714,0.49854416,0.681322,0.6900658,0.0087438
15,0.8448097,0.72049546,"('boring', 'funny')",0.5958635,0.5034502,0.16678092,0.07545416,0.5358181,0.4331332,-0.1026849
16,-1.5952005,-1.5282418,"('unpopular', 'popular')",-0.7488718,-0.7155043,-0.23005985,-0.28479692,-0.8580441,-0.8428477,0.0151964
17,-0.61066383,-0.6287013,"('nasty', 'nice')",-0.59735787,-0.55173033,-0.84188133,-0.8813748,-0.683301,-0.6872688,-0.0039678
18,-1.3901017,-1.2592225,"('disagreeable', 'welcoming')",-0.49629253,-0.5562308,-0.9328271,-1.0078202,-0.9397405,-0.9410912,-0.0013507
19,-1.6240014,-1.5548284,"('inhospitable', 'hospitable')",-0.6184753,-0.65490365,-0.07879598,-0.17136705,-0.7737575,-0.7936997,-0.0199422
20,-0.12394505,-0.15453568,"('rough', 'thoughtful')",-0.2586015,-0.2482952,0.9088063,0.850284,0.1754199,0.149151,-0.0262689
21,0.8352064,0.7868085,"('immoral', 'moral')",-0.5502804,-0.5547057,-1.6751482,-1.5527067,-0.4634074,-0.4402013,0.0232061
22,0.98400295,0.83670545,"('untrustworthy', 'trustworthy')",-0.42268038,-0.63177305,-0.24690536,-0.3005721,0.1048057,-0.0318799,-0.1366856
23,0.17131491,0.08846992,"('insincere', 'sincere')",-0.6908073,-0.7460579,3.3080664,3.0807607,0.9295247,0.8077242,-0.1218005
24,1.0630275,0.97937715,"('dishonest', 'honest')",-0.22199899,-0.20220774,0.43355522,0.3493553,0.4248612,0.3755082,-0.049353
25,-1.8027904,-1.7321343,"('egoistic', 'altruistic')",0.57106483,0.54422665,1.4343961,1.2905877,0.0675569,0.0342267,-0.0333302
26,0.21139774,0.07898078,"('hardhearted', 'benevolent')",1.6939524,1.5684651,2.7939482,2.6468623,1.5664328,1.4314361,-0.1349967
27,-0.7707845,-0.83602864,"('hardhearted', 'softhearted')",-0.5996787,-0.63385767,0.24282354,-0.082420945,-0.3758798,-0.5174357,-0.1415559
28,0.7233179,0.635641,"('disloyal', 'loyal')",-0.3952951,-0.4814112,0.82775915,0.6441353,0.3852607,0.2661217,-0.119139
29,0.018743865,-0.1133208,"('unfair', 'fair')",-0.7129888,-0.81232965,-0.27858883,-0.45892626,-0.3242779,-0.4615256,-0.1372477
30,1.1479857,1.1623361,"('intolerant', 'tolerant')",-0.051312406,-0.06488247,0.114305496,0.17448688,0.4036596,0.4239802,0.0203206
31,-2.443996,-2.3229666,"('evil', 'good')",-0.24103187,-0.2984758,0.6209675,0.542858,-0.6880201,-0.6928614,-0.0048413
32,0.60620016,0.5476365,"('unkind', 'kind')",-0.32069552,-0.3019582,0.16357756,-0.0032830834,0.1496941,0.0807984,-0.0688957
33,-0.43612218,-0.4614406,"('wrong', 'right')",0.3434443,0.26602212,0.54218566,0.37785032,0.1498359,0.0608106,-0.0890253
34,-0.3495311,-0.27008912,"('mean', 'honorable')",-0.500865,-0.43223757,2.8031461,2.8924594,0.6509167,0.7300442,0.0791275
35,-1.6565474,-1.6958525,"('corrupt', 'incorrupt')",-0.076301314,-0.18666275,0.16667989,-0.052401066,-0.5220563,-0.6449721,-0.1229158
36,-1.9086019,-1.9085147,"('hostile', 'amicable')",-0.08421748,-0.27742282,1.5908542,1.2894717,-0.1339884,-0.298822,-0.1648336
37,0.64041317,0.53705627,"('fake', 'genuine')",-0.33315644,-0.40189785,0.4766725,0.41202092,0.2613097,0.1823931,-0.0789166
38,-1.190907,-1.2463889,"('untruthful', 'truthful')",-0.21489549,-0.25195467,0.31061307,0.3132191,-0.3650632,-0.3950415,-0.0299783
39,0.79811245,0.8416525,"('exploitative', 'cooperative')",-0.102720276,0.12017972,0.44272274,0.48468798,0.3793716,0.4821734,0.1028018
40,0.36768058,0.32132512,"('stingy', 'generous')",-0.07636231,-0.20696723,-0.9034558,-1.0723772,-0.2040459,-0.3193398,-0.1152939
41,-0.82301605,-0.9297406,"('unforgiving', 'forgiving')",-0.9851723,-1.1691266,0.4537452,0.3923859,-0.451481,-0.5688271,-0.1173461
42,0.82917815,0.8697409,"('unreliable', 'reliable')",-1.7130294,-1.7008951,-1.81178,-1.7500702,-0.8985438,-0.8604081,0.0381357
43,0.74346316,0.71459,"('irresponsible', 'responsible')",-0.24144983,-0.22824761,0.45432374,0.48052466,0.318779,0.322289,0.00351
44,0.8817578,0.9012371,"('prejudiced', 'unprejudiced')",-0.6110295,-0.5605953,-1.5290682,-1.4883018,-0.4194466,-0.3825533,0.0368933
45,0.90887886,0.6883138,"('incompetent', 'competent')",-0.9010641,-1.1430274,1.0112404,0.989169,0.339685,0.1781518,-0.1615332
46,0.45515862,0.38179994,"('uncompetitive', 'competitive')",-0.5396455,-0.5834479,-0.6706712,-0.6270706,-0.2517194,-0.2762395,-0.0245201
47,0.007997291,0.062344324,"('stupid', 'smart')",0.08252043,0.11891266,3.5144012,3.5305486,1.2016397,1.2372685,0.0356288
48,0.23503286,0.16157816,"('unintelligent', 'intelligent')",0.05982357,0.017110527,-0.65054214,-0.6061974,-0.1185619,-0.1425029,-0.023941
49,-0.43057922,-0.36694694,"('unable', 'able')",-0.5647094,-0.48823828,-0.9772525,-0.86628735,-0.6575137,-0.5738242,0.0836895
50,-0.41178536,-0.4526957,"('clumsy', 'skillful')",-0.6759535,-0.7354604,-0.26343054,-0.41414255,-0.4503898,-0.5340996,-0.0837098
51,0.02876505,-0.06648485,"('uneducated', 'educated')",-0.20776606,-0.26714727,-0.36980042,-0.33693492,-0.1829338,-0.2235223,-0.0405885
52,-1.5576805,-1.5940421,"('irrational', 'rational')",-0.8153464,-0.9641548,0.22925557,0.009179279,-0.7145904,-0.8496725,-0.1350821
