,netapp_male,netapp_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.51041615,-0.53744894,"('unsociable', 'sociable')",-0.33396918,-0.43809623,-0.4221927,-0.4877726,-0.0655799
1,0.1915294,-0.02644135,"('unfriendly', 'friendly')",2.186757,1.9795679,1.1891432,0.9765633,-0.2125799
2,0.23884372,0.29517856,"('unlikable', 'likable')",0.5917749,0.64665794,0.4153093,0.4709182,0.0556089
3,-0.58576703,-0.31149694,"('repellent', 'pleasant')",-0.06023138,0.03224104,-0.3229992,-0.1396279,0.1833713
4,-0.5361933,-0.5829364,"('disliked', 'liked')",-6.2646227,-6.3084397,-3.400408,-3.445688,-0.04528
5,-0.09099414,-0.19047922,"('distant', 'outgoing')",0.0020981245,-0.06503117,-0.044448,-0.1277552,-0.0833072
6,-0.019501451,-0.14698976,"('distant', 'open')",0.59869486,0.5096648,0.2895967,0.1813375,-0.1082592
7,-0.21010828,0.000108896755,"('insensitive', 'sensitive')",0.719355,0.74867606,0.2546234,0.3743925,0.1197691
8,-0.3174689,-0.47234467,"('unaffectionate', 'affectionate')",1.1214089,0.96255976,0.40197,0.2451075,-0.1568625
9,-0.009582054,-0.11953967,"('unaffectionate', 'caring')",1.359697,1.2464811,0.6750575,0.5634707,-0.1115868
10,-1.3420318,-1.139325,"('unsympathetic', 'sympathetic')",-0.48338336,-0.50932825,-0.9127076,-0.8243266,0.088381
11,0.668066,0.7542196,"('unhelpful', 'helpful')",1.6217178,1.6079005,1.144892,1.1810601,0.0361681
12,-0.037058245,0.114206664,"('unsupportive', 'supportive')",-1.8688809,-1.887691,-0.9529696,-0.8867422,0.0662274
13,-0.12495071,-0.034452416,"('impolite', 'polite')",-0.48114708,-0.42373687,-0.3030489,-0.2290946,0.0739543
14,0.010162912,0.17248407,"('antisocial', 'social')",-0.54661787,-0.5158699,-0.2682275,-0.1716929,0.0965346
15,0.68057775,0.53911835,"('boring', 'funny')",0.75905395,0.6987573,0.7198159,0.6189378,-0.1008781
16,-0.15497151,-0.18508705,"('unpopular', 'popular')",0.55995536,0.6305758,0.2024919,0.2227444,0.0202525
17,-0.09691148,-0.035545968,"('nasty', 'nice')",-0.410412,-0.3929981,-0.2536618,-0.214272,0.0393898
18,-0.038799874,-0.038441762,"('disagreeable', 'welcoming')",-0.15976393,-0.21938959,-0.0992819,-0.1289157,-0.0296338
19,-0.60227084,-0.6726852,"('inhospitable', 'hospitable')",0.10983984,0.11756106,-0.2462155,-0.2775621,-0.0313466
20,-0.11538619,-0.03027356,"('rough', 'thoughtful')",0.9448381,0.9410557,0.414726,0.4553911,0.0406651
21,-0.3033741,-0.1527533,"('immoral', 'moral')",-0.88747555,-0.8201216,-0.5954248,-0.4864374,0.1089874
22,-0.33278874,-0.272079,"('untrustworthy', 'trustworthy')",-1.0410917,-1.0684068,-0.6869402,-0.6702429,0.0166973
23,0.71601796,0.8682362,"('insincere', 'sincere')",5.862903,5.7560763,3.2894607,3.3121562,0.0226955
24,-0.43438658,-0.3340977,"('dishonest', 'honest')",0.8202003,0.7723279,0.1929069,0.2191151,0.0262082
25,0.20953768,0.08254686,"('egoistic', 'altruistic')",1.9037995,1.7899206,1.0566686,0.9362337,-0.1204349
