,book_male,book_female,tuple,average_male,average_female,female-male
0,-0.19610128,-0.27683705,"('unsociable', 'sociable')",-0.1961013,-0.2768371,-0.0807358
1,1.1049352,1.1535475,"('unfriendly', 'friendly')",1.1049352,1.1535475,0.0486123
2,0.6804519,0.8247795,"('unlikable', 'likable')",0.6804519,0.8247795,0.1443276
3,0.80055684,0.9104288,"('repellent', 'pleasant')",0.8005568,0.9104288,0.109872
4,-6.8221426,-6.7162123,"('disliked', 'liked')",-6.8221426,-6.7162123,0.1059303
5,-0.1762348,-0.10747254,"('distant', 'outgoing')",-0.1762348,-0.1074725,0.0687623
6,-0.021615293,0.06269668,"('distant', 'open')",-0.0216153,0.0626967,0.084312
7,1.0605208,1.0862789,"('insensitive', 'sensitive')",1.0605208,1.0862789,0.0257581
8,0.9323491,0.9443882,"('unaffectionate', 'affectionate')",0.9323491,0.9443882,0.0120391
9,1.5940478,1.639729,"('unaffectionate', 'caring')",1.5940478,1.639729,0.0456812
10,1.2111349,1.2075207,"('unsympathetic', 'sympathetic')",1.2111349,1.2075207,-0.0036142
11,2.2992055,2.2910938,"('unhelpful', 'helpful')",2.2992055,2.2910938,-0.0081117
12,-0.8676021,-0.824835,"('unsupportive', 'supportive')",-0.8676021,-0.824835,0.0427671
13,0.04129847,-0.047517627,"('impolite', 'polite')",0.0412985,-0.0475176,-0.0888161
14,0.33133447,0.2730545,"('antisocial', 'social')",0.3313345,0.2730545,-0.05828
15,0.3115171,0.3009115,"('boring', 'funny')",0.3115171,0.3009115,-0.0106056
16,-0.2784967,-0.22910945,"('unpopular', 'popular')",-0.2784967,-0.2291095,0.0493872
17,0.09008254,0.10154043,"('nasty', 'nice')",0.0900825,0.1015404,0.0114579
18,-0.2960602,-0.26364917,"('disagreeable', 'welcoming')",-0.2960602,-0.2636492,0.032411
19,-0.0791353,-0.011881909,"('inhospitable', 'hospitable')",-0.0791353,-0.0118819,0.0672534
20,0.6073718,0.51849765,"('rough', 'thoughtful')",0.6073718,0.5184976,-0.0888742
21,0.28637552,0.35153627,"('immoral', 'moral')",0.2863755,0.3515363,0.0651608
22,0.013139632,0.003335284,"('untrustworthy', 'trustworthy')",0.0131396,0.0033353,-0.0098043
23,6.5456915,6.557948,"('insincere', 'sincere')",6.5456915,6.5579481,0.0122566
24,1.9928613,1.9860259,"('dishonest', 'honest')",1.9928613,1.9860259,-0.0068354
25,0.29604793,0.27291635,"('egoistic', 'altruistic')",0.2960479,0.2729163,-0.0231316
26,0.09967269,0.11069296,"('hardhearted', 'benevolent')",0.0996727,0.110693,0.0110203
27,1.3754783,1.2446681,"('hardhearted', 'softhearted')",1.3754783,1.2446681,-0.1308102
28,1.0152354,1.0447737,"('disloyal', 'loyal')",1.0152354,1.0447737,0.0295383
29,0.11108731,0.017670996,"('unfair', 'fair')",0.1110873,0.017671,-0.0934163
30,0.9070752,0.8732179,"('intolerant', 'tolerant')",0.9070752,0.8732179,-0.0338573
31,-1.0176369,-0.9444765,"('evil', 'good')",-1.0176369,-0.9444765,0.0731604
32,1.3533533,1.308459,"('unkind', 'kind')",1.3533533,1.308459,-0.0448943
33,-0.30412498,-0.26822025,"('wrong', 'right')",-0.304125,-0.2682202,0.0359048
34,4.436896,4.586159,"('mean', 'honorable')",4.4368958,4.5861592,0.1492634
35,-0.8101412,-0.8577487,"('corrupt', 'incorrupt')",-0.8101412,-0.8577487,-0.0476075
36,-0.63808316,-0.61520785,"('hostile', 'amicable')",-0.6380832,-0.6152079,0.0228753
37,0.62168837,0.61477566,"('fake', 'genuine')",0.6216884,0.6147757,-0.0069127
38,0.3579671,0.31154424,"('untruthful', 'truthful')",0.3579671,0.3115442,-0.0464229
39,0.08837495,0.020316292,"('exploitative', 'cooperative')",0.0883749,0.0203163,-0.0680586
40,-1.3003639,-1.3333397,"('stingy', 'generous')",-1.3003639,-1.3333397,-0.0329758
41,0.082200654,0.0853875,"('unforgiving', 'forgiving')",0.0822007,0.0853875,0.0031868
42,-1.4733043,-1.4754375,"('unreliable', 'reliable')",-1.4733043,-1.4754375,-0.0021332
43,1.2468508,1.1684197,"('irresponsible', 'responsible')",1.2468508,1.1684197,-0.0784311
44,-1.2673346,-1.4090607,"('prejudiced', 'unprejudiced')",-1.2673346,-1.4090607,-0.1417261
45,0.23757195,0.27499476,"('incompetent', 'competent')",0.237572,0.2749948,0.0374228
46,-0.631439,-0.6126481,"('uncompetitive', 'competitive')",-0.631439,-0.6126481,0.0187909
47,5.238664,5.41193,"('stupid', 'smart')",5.2386642,5.4119301,0.1732659
48,0.5445462,0.53037715,"('unintelligent', 'intelligent')",0.5445462,0.5303771,-0.0141691
49,0.20310003,0.3432333,"('unable', 'able')",0.2031,0.3432333,0.1401333
50,-0.0067966953,0.112829804,"('clumsy', 'skillful')",-0.0067967,0.1128298,0.1196265
