,ingersoll_male,ingersoll_female,tuple,rand_male,rand_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.0096445,-2.10975,"('unsociable', 'sociable')",-0.17200819,-0.2556788,-0.44196633,-0.52506906,-0.8745397,-0.9634993,-0.0889596
1,-1.8542374,-1.995074,"('unfriendly', 'friendly')",0.64793974,0.5112914,2.031626,1.7770891,0.2751095,0.0977688,-0.1773407
2,0.17351368,0.19103023,"('unlikable', 'likable')",0.679607,0.6986326,0.56241286,0.6128513,0.4718445,0.500838,0.0289935
3,-1.6573045,-1.6358403,"('repellent', 'pleasant')",-0.74171674,-0.581694,0.024446664,0.10088898,-0.7915248,-0.7055484,0.0859764
4,0.82702035,0.8183719,"('disliked', 'liked')",-0.42297706,-0.42664394,-5.99974,-6.0648904,-1.8652323,-1.8910542,-0.0258219
5,0.86556447,0.826006,"('distant', 'outgoing')",0.7805719,0.6503519,-0.13210884,-0.16511633,0.5046758,0.4370805,-0.0675953
6,0.79872227,0.7830997,"('distant', 'open')",0.6840101,0.59213537,0.7131984,0.6063785,0.7319769,0.6605379,-0.071439
7,-2.071877,-2.0686963,"('insensitive', 'sensitive')",-0.35604015,-0.26455304,0.65233314,0.6757305,-0.5918614,-0.5525063,0.0393551
8,0.09339477,-0.03827685,"('unaffectionate', 'affectionate')",1.0031769,0.9033571,0.9228058,0.6751499,0.6731258,0.5134101,-0.1597157
9,-0.35057554,-0.4764325,"('unaffectionate', 'caring')",1.6420426,1.5199811,1.1389143,0.9970338,0.8101271,0.6801941,-0.129933
10,-3.0923328,-3.1822555,"('unsympathetic', 'sympathetic')",-0.86976206,-0.8298489,0.06391709,-0.016190834,-1.2993925,-1.3427652,-0.0433727
11,-2.0625873,-2.1178627,"('unhelpful', 'helpful')",-0.5377705,-0.6127805,1.6513643,1.7261306,-0.3163311,-0.3348376,-0.0185065
12,-1.3566995,-1.4008095,"('unsupportive', 'supportive')",0.5652222,0.5383723,-1.5881859,-1.604473,-0.7932211,-0.8223035,-0.0290824
13,-1.8875102,-1.9774367,"('impolite', 'polite')",-0.76772,-0.88222027,-0.4046203,-0.30348969,-1.0199501,-1.0543822,-0.0344321
14,-1.832107,-1.7636461,"('antisocial', 'social')",-0.17431517,-0.06789012,-0.69455475,-0.5847993,-0.9003256,-0.8054452,0.0948804
15,0.19727014,0.08708689,"('boring', 'funny')",0.60756344,0.43669516,0.57026356,0.5790158,0.4583657,0.3675993,-0.0907664
16,0.85231566,0.9159938,"('unpopular', 'popular')",-0.55700946,-0.43536222,0.62397933,0.65345263,0.3064285,0.3780281,0.0715996
17,-0.29416722,-0.30598864,"('nasty', 'nice')",-0.51342255,-0.5048813,-0.4530904,-0.37670305,-0.4202267,-0.3958577,0.024369
18,-0.58753526,-0.59146863,"('disagreeable', 'welcoming')",-0.70563596,-0.69147587,-0.5262949,-0.5952534,-0.6064887,-0.626066,-0.0195773
19,-0.015498864,-0.04312583,"('inhospitable', 'hospitable')",0.13329093,0.095426105,0.0754652,0.030980512,0.0644191,0.0277603,-0.0366588
20,-0.77422965,-0.6894137,"('rough', 'thoughtful')",0.374551,0.57733023,1.2431117,1.2290425,0.2811444,0.3723197,0.0911753
21,-2.1286588,-2.1501455,"('immoral', 'moral')",-0.96915895,-0.93261606,-0.94870114,-0.8549549,-1.3488396,-1.3125722,0.0362674
22,-1.5041149,-1.5102577,"('untrustworthy', 'trustworthy')",-1.6054535,-1.5545262,-1.1363832,-1.0506821,-1.4153172,-1.371822,0.0434952
23,-2.6814125,-2.7518194,"('insincere', 'sincere')",-0.28001782,-0.28750712,5.2364535,5.244045,0.7583411,0.7349061,-0.023435
24,-1.7233081,-1.8068397,"('dishonest', 'honest')",-0.19443727,-0.1908405,0.6842474,0.6502278,-0.411166,-0.4491508,-0.0379848
25,0.6392067,0.67846465,"('egoistic', 'altruistic')",1.3000747,1.3434975,1.4897596,1.3751158,1.1430136,1.1323593,-0.0106543
26,-0.4742752,-0.5448245,"('hardhearted', 'benevolent')",1.3522311,1.1963763,1.4974248,1.260635,0.7917936,0.6373956,-0.154398
27,-1.1288021,-1.1664839,"('hardhearted', 'softhearted')",-0.37034544,-0.38711435,1.6269023,1.4496663,0.0425849,-0.034644,-0.0772289
28,-1.9514799,-2.038714,"('disloyal', 'loyal')",-0.5008108,-0.5662805,0.55780125,0.42829993,-0.6314965,-0.7255648,-0.0940683
29,-0.5935501,-0.6526282,"('unfair', 'fair')",-1.1146201,-1.1092306,-0.50941795,-0.61626524,-0.7391961,-0.792708,-0.0535119
30,-1.9471027,-2.0167167,"('intolerant', 'tolerant')",0.098426476,0.13729432,1.053101,1.0238035,-0.2651918,-0.2852063,-0.0200145
31,0.54172254,0.55486757,"('evil', 'good')",-0.037248116,-0.059620813,-0.7951036,-0.9278361,-0.0968764,-0.1441965,-0.0473201
32,-1.6767398,-1.7373527,"('unkind', 'kind')",-0.85968786,-0.8829866,0.692942,0.55535,-0.6144952,-0.6883298,-0.0738346
33,1.049135,0.99061674,"('wrong', 'right')",1.1925483,1.0888155,-0.49709615,-0.50683916,0.581529,0.5241977,-0.0573313
34,-0.56384915,-0.486896,"('mean', 'honorable')",0.06515287,0.20721886,5.9161434,6.03482,1.8058157,1.9183811,0.1125654
35,1.9735881,1.9810579,"('corrupt', 'incorrupt')",-0.5440195,-0.58941555,0.06733444,-0.076901376,0.4989676,0.438247,-0.0607206
36,0.68069315,0.61435294,"('hostile', 'amicable')",-0.091937214,-0.103052035,0.18936469,-0.008672979,0.2593735,0.1675427,-0.0918308
37,-0.115417734,-0.07390803,"('fake', 'genuine')",0.14436564,0.2163433,0.6574677,0.67849505,0.2288052,0.2736434,0.0448382
38,-0.7844663,-0.86803067,"('untruthful', 'truthful')",-0.49926406,-0.552154,0.058926485,0.101753145,-0.408268,-0.4394772,-0.0312092
39,-0.86771566,-0.7999527,"('exploitative', 'cooperative')",0.34780604,0.41175446,-0.26281428,-0.1954344,-0.260908,-0.1945442,0.0663638
