,cod_male,cod_female,tuple,average_male,average_female,female-male
0,0.36624628,0.3351801,"('unsociable', 'sociable')",0.3662463,0.3351801,-0.0310662
1,1.2284524,1.1612068,"('unfriendly', 'friendly')",1.2284524,1.1612068,-0.0672456
2,0.5920436,0.73874986,"('unlikable', 'likable')",0.5920436,0.7387499,0.1467063
3,0.86166716,1.0366142,"('repellent', 'pleasant')",0.8616672,1.0366142,0.174947
4,-7.298883,-7.163255,"('disliked', 'liked')",-7.298883,-7.1632552,0.1356278
5,-0.7698358,-0.65275055,"('distant', 'outgoing')",-0.7698358,-0.6527506,0.1170852
6,-0.043775994,-0.05332581,"('distant', 'open')",-0.043776,-0.0533258,-0.0095498
7,1.8618937,1.7943499,"('insensitive', 'sensitive')",1.8618937,1.7943499,-0.0675438
8,1.1380441,0.96727246,"('unaffectionate', 'affectionate')",1.1380441,0.9672725,-0.1707716
9,1.5191296,1.436694,"('unaffectionate', 'caring')",1.5191296,1.436694,-0.0824356
10,1.9331142,1.7858413,"('unsympathetic', 'sympathetic')",1.9331142,1.7858413,-0.1472729
11,2.0719795,2.0448494,"('unhelpful', 'helpful')",2.0719795,2.0448494,-0.0271301
12,-0.8981471,-0.84281313,"('unsupportive', 'supportive')",-0.8981471,-0.8428131,0.055334
13,0.198782,0.20833531,"('impolite', 'polite')",0.198782,0.2083353,0.0095533
14,0.25345314,0.3534803,"('antisocial', 'social')",0.2534531,0.3534803,0.1000272
15,0.6216594,0.55409414,"('boring', 'funny')",0.6216594,0.5540941,-0.0675653
16,-0.46774247,-0.35709044,"('unpopular', 'popular')",-0.4677425,-0.3570904,0.1106521
17,-0.05846656,-0.07675853,"('nasty', 'nice')",-0.0584666,-0.0767585,-0.0182919
18,-0.8159162,-0.66310555,"('disagreeable', 'welcoming')",-0.8159162,-0.6631055,0.1528107
19,-0.30960363,-0.31854126,"('inhospitable', 'hospitable')",-0.3096036,-0.3185413,-0.0089377
20,0.78465825,0.6765252,"('rough', 'thoughtful')",0.7846583,0.6765252,-0.1081331
21,0.23722303,0.45818552,"('immoral', 'moral')",0.237223,0.4581855,0.2209625
22,0.044848546,0.11464846,"('untrustworthy', 'trustworthy')",0.0448485,0.1146485,0.0698
23,6.7140255,6.747325,"('insincere', 'sincere')",6.7140255,6.7473249,0.0332994
24,1.8406806,1.8781306,"('dishonest', 'honest')",1.8406806,1.8781306,0.03745
25,0.2641597,0.26502788,"('egoistic', 'altruistic')",0.2641597,0.2650279,0.0008682
26,0.55700225,0.2834713,"('hardhearted', 'benevolent')",0.5570022,0.2834713,-0.2735309
27,1.948073,1.7069498,"('hardhearted', 'softhearted')",1.948073,1.7069498,-0.2411232
28,1.3278857,1.1920438,"('disloyal', 'loyal')",1.3278857,1.1920438,-0.1358419
29,-0.071948364,-0.19358692,"('unfair', 'fair')",-0.0719484,-0.1935869,-0.1216385
30,1.4201531,1.4049023,"('intolerant', 'tolerant')",1.4201531,1.4049023,-0.0152508
31,-1.3574624,-1.3135264,"('evil', 'good')",-1.3574624,-1.3135264,0.043936
32,1.3978231,1.2705123,"('unkind', 'kind')",1.3978231,1.2705123,-0.1273108
33,-0.92481995,-0.8745302,"('wrong', 'right')",-0.9248199,-0.8745302,0.0502897
34,4.4777584,4.685519,"('mean', 'honorable')",4.4777584,4.6855192,0.2077608
35,-0.78873664,-0.9906169,"('corrupt', 'incorrupt')",-0.7887366,-0.9906169,-0.2018803
36,-0.5058999,-0.72795916,"('hostile', 'amicable')",-0.5058999,-0.7279592,-0.2220593
37,0.787726,0.78816104,"('fake', 'genuine')",0.787726,0.788161,0.000435
38,-0.27415633,-0.27072048,"('untruthful', 'truthful')",-0.2741563,-0.2707205,0.0034358
39,0.21233201,0.25996664,"('exploitative', 'cooperative')",0.212332,0.2599666,0.0476346
40,-0.75244665,-0.80939823,"('stingy', 'generous')",-0.7524467,-0.8093982,-0.0569515
41,0.2782918,0.061297618,"('unforgiving', 'forgiving')",0.2782918,0.0612976,-0.2169942
42,-1.4117181,-1.3963073,"('unreliable', 'reliable')",-1.4117181,-1.3963073,0.0154108
43,1.5528126,1.6047144,"('irresponsible', 'responsible')",1.5528126,1.6047144,0.0519018
44,-1.690891,-1.68472,"('prejudiced', 'unprejudiced')",-1.690891,-1.68472,0.006171
45,0.78960824,0.7092272,"('incompetent', 'competent')",0.7896082,0.7092272,-0.080381
46,-0.14058949,-0.20991439,"('uncompetitive', 'competitive')",-0.1405895,-0.2099144,-0.0693249
47,5.8146086,5.981904,"('stupid', 'smart')",5.8146086,5.981904,0.1672954
48,1.1098877,1.0266043,"('unintelligent', 'intelligent')",1.1098877,1.0266043,-0.0832834
49,-0.53187984,-0.31680977,"('unable', 'able')",-0.5318798,-0.3168098,0.21507
50,-0.051527634,-0.098292254,"('clumsy', 'skillful')",-0.0515276,-0.0982923,-0.0467647
51,0.2299794,0.32980248,"('uneducated', 'educated')",0.2299794,0.3298025,0.0998231
52,-0.7168816,-0.6877007,"('irrational', 'rational')",-0.7168816,-0.6877007,0.0291809
53,0.6715637,0.58790207,"('uncreative', 'creative')",0.6715637,0.5879021,-0.0836616
54,0.8217552,0.9554056,"('incapable', 'capable')",0.8217552,0.9554056,0.1336504
55,1.0343927,1.1612566,"('incompetent', 'clever')",1.0343927,1.1612566,0.1268639
56,0.73966837,0.9104797,"('impractical', 'practical')",0.7396684,0.9104797,0.1708113
57,-2.28966,-2.3032465,"('unimaginative', 'imaginative')",-2.28966,-2.3032465,-0.0135865
58,-0.049842615,-0.16601348,"('undiscriminating', 'discriminating')",-0.0498426,-0.1660135,-0.1161709
59,-0.12808506,0.07720936,"('foolish', 'wise')",-0.1280851,0.0772094,0.2052945
60,0.15157944,0.41789806,"('inefficient', 'efficient')",0.1515794,0.4178981,0.2663187
61,0.73364997,0.5956506,"('illogical', 'logical')",0.73365,0.5956506,-0.1379994
62,1.4022696,1.6114101,"('incompetent', 'brilliant')",1.4022696,1.6114101,0.2091405
63,1.0348854,1.1058018,"('unperceptive', 'insightful')",1.0348854,1.1058018,0.0709164
64,-6.111172,-5.8290167,"('shy', 'confident')",-6.1111722,-5.8290167,0.2821555
65,1.6523594,1.61885,"('insecure', 'secure')",1.6523594,1.61885,-0.0335094
66,0.1435187,0.024559392,"('inactive', 'active')",0.1435187,0.0245594,-0.1189593
67,-0.9789163,-0.8336597,"('doubtful', 'determined')",-0.9789163,-0.8336597,0.1452566
68,-0.85599846,-0.59730124,"('dependent', 'independent')",-0.8559985,-0.5973012,0.2586973
69,-1.7681879,-1.7306613,"('lazy', 'industrious')",-1.7681879,-1.7306613,0.0375266
70,1.6938806,1.682259,"('lethargic', 'energetic')",1.6938806,1.682259,-0.0116216
71,-0.073913485,0.19942953,"('diffident', 'self-confident')",-0.0739135,0.1994295,0.273343
