,cooperation_male,cooperation_female,tuple,average_male,average_female,female-male
0,1.0813547,1.0227127,"('unsociable', 'sociable')",1.0813547,1.0227127,-0.058642
1,0.6698516,0.89137423,"('unfriendly', 'friendly')",0.6698516,0.8913742,0.2215226
2,0.54356444,0.49996424,"('unlikable', 'likable')",0.5435644,0.4999642,-0.0436002
3,0.7455605,0.9956888,"('repellent', 'pleasant')",0.7455605,0.9956888,0.2501283
4,-6.6113386,-6.816673,"('disliked', 'liked')",-6.6113386,-6.8166728,-0.2053342
5,-1.9844557,-1.6333544,"('distant', 'outgoing')",-1.9844557,-1.6333544,0.3511013
6,-1.6794896,-1.3999094,"('distant', 'open')",-1.6794896,-1.3999094,0.2795802
7,1.2866875,1.4220635,"('insensitive', 'sensitive')",1.2866875,1.4220635,0.135376
8,0.3928225,0.6066135,"('unaffectionate', 'affectionate')",0.3928225,0.6066135,0.213791
9,1.4425347,1.7897956,"('unaffectionate', 'caring')",1.4425347,1.7897956,0.3472609
10,1.7687242,1.7653859,"('unsympathetic', 'sympathetic')",1.7687242,1.7653859,-0.0033383
11,3.62057,3.4822636,"('unhelpful', 'helpful')",3.6205699,3.4822636,-0.1383063
12,-0.80593485,-0.7830296,"('unsupportive', 'supportive')",-0.8059348,-0.7830296,0.0229052
13,0.94978076,0.7725161,"('impolite', 'polite')",0.9497808,0.7725161,-0.1772647
14,1.673658,1.5156978,"('antisocial', 'social')",1.673658,1.5156978,-0.1579602
15,0.37319452,0.40301138,"('boring', 'funny')",0.3731945,0.4030114,0.0298169
16,-0.6307215,-0.63148713,"('unpopular', 'popular')",-0.6307215,-0.6314871,-0.0007656
17,0.11723107,0.03132125,"('nasty', 'nice')",0.1172311,0.0313212,-0.0859099
18,-0.85579145,-0.82149917,"('disagreeable', 'welcoming')",-0.8557914,-0.8214992,0.0342922
19,-1.1406528,-1.1020389,"('inhospitable', 'hospitable')",-1.1406528,-1.1020389,0.0386139
20,1.3733901,0.9803922,"('rough', 'thoughtful')",1.3733901,0.9803922,-0.3929979
21,1.0670729,0.9392297,"('immoral', 'moral')",1.0670729,0.9392297,-0.1278432
22,0.4980589,0.3914153,"('untrustworthy', 'trustworthy')",0.4980589,0.3914153,-0.1066436
