,cooper_male,cooper_female,tuple,industries_male,industries_female,plc_male,plc_female,average_male,average_female,female-male
0,0.46172616,0.334984,"('unsociable', 'sociable')",-0.36943072,-0.40656704,-0.6267164,-0.7138798,-0.1781403,-0.261821,-0.0836807
1,0.037936717,0.11537097,"('unfriendly', 'friendly')",-0.14775115,-0.28292027,2.3812203,2.2368305,0.7571353,0.6897604,-0.0673749
2,0.5348223,0.64374584,"('unlikable', 'likable')",-0.34365606,-0.3320279,0.15290824,0.15676852,0.1146915,0.1561621,0.0414706
3,0.20049705,0.4386075,"('repellent', 'pleasant')",-0.38885704,-0.29729545,-0.39904362,-0.30986616,-0.1958012,-0.0561847,0.1396165
4,-0.1940027,-0.19470005,"('disliked', 'liked')",0.54957,0.52192026,-4.041301,-4.1316934,-1.2285778,-1.2681577,-0.0395799
5,-0.68000257,-0.54790324,"('distant', 'outgoing')",0.2290658,0.21515264,0.5755138,0.4625137,0.0415257,0.0432544,0.0017287
6,-0.83698523,-0.6600442,"('distant', 'open')",-0.16781938,-0.19350013,0.6767811,0.5276665,-0.1093412,-0.1086259,0.0007153
7,0.67491305,0.6082767,"('insensitive', 'sensitive')",-0.103953615,-0.044156656,0.4904034,0.48840845,0.3537876,0.3508428,-0.0029448
8,0.39569083,0.43138498,"('unaffectionate', 'affectionate')",0.2272658,0.09543663,1.1436073,0.9494193,0.5888546,0.4920803,-0.0967743
9,0.83391273,0.82560515,"('unaffectionate', 'caring')",0.17113258,0.08033171,1.3342437,1.1990201,0.779763,0.7016524,-0.0781106
10,0.27941462,0.27748865,"('unsympathetic', 'sympathetic')",-0.75018096,-0.7406024,-0.71801966,-0.66988295,-0.396262,-0.3776656,0.0185964
11,-0.05547849,-0.13696489,"('unhelpful', 'helpful')",0.058129158,0.012079243,0.87709546,0.8848715,0.2932487,0.2533286,-0.0399201
12,0.57120913,0.5733948,"('unsupportive', 'supportive')",0.13998932,0.14473447,-1.153651,-1.1931547,-0.1474842,-0.1583418,-0.0108576
13,-0.49660584,-0.6778841,"('impolite', 'polite')",-0.20101741,-0.16882686,-0.9391703,-0.94735503,-0.5455979,-0.598022,-0.0524241
14,1.5453922,1.482235,"('antisocial', 'social')",0.9106436,0.9619915,0.33515152,0.37840623,0.9303957,0.9408776,0.0104819
15,0.97704047,0.8373933,"('boring', 'funny')",0.2121227,0.06915402,0.11992658,0.033563416,0.4363633,0.3133702,-0.1229931
