,illumina_male,illumina_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.92889035,-0.93815947,"('unsociable', 'sociable')",-0.24428527,-0.32798824,-0.5865878,-0.6330739,-0.0464861
1,-1.3765172,-1.4985555,"('unfriendly', 'friendly')",2.0401444,1.8853527,0.3318136,0.1933986,-0.138415
2,0.13704479,0.12459876,"('unlikable', 'likable')",0.6171902,0.6635535,0.3771175,0.3940761,0.0169586
3,-0.8602461,-0.7105751,"('repellent', 'pleasant')",0.112396896,0.19788942,-0.3739246,-0.2563428,0.1175818
4,0.03562934,-0.052773494,"('disliked', 'liked')",-6.0076733,-6.1612678,-2.986022,-3.1070206,-0.1209986
5,-1.09778,-1.1308893,"('distant', 'outgoing')",-0.07525,-0.1966031,-0.586515,-0.6637462,-0.0772312
6,-1.2904658,-1.28997,"('distant', 'open')",0.32763723,0.18943313,-0.4814143,-0.5502685,-0.0688542
7,-0.7478955,-0.61216545,"('insensitive', 'sensitive')",0.5777532,0.6689085,-0.0850711,0.0283715,0.1134426
8,-1.0392352,-1.1304288,"('unaffectionate', 'affectionate')",1.0498466,0.91935533,0.0053057,-0.1055367,-0.1108424
9,-1.3732419,-1.3891232,"('unaffectionate', 'caring')",0.98187035,0.9391184,-0.1956858,-0.2250024,-0.0293166
10,-1.5313351,-1.3444611,"('unsympathetic', 'sympathetic')",-0.647588,-0.59565437,-1.0894616,-0.9700577,0.1194039
11,-1.0439053,-0.9300542,"('unhelpful', 'helpful')",1.4165677,1.5540372,0.1863312,0.3119915,0.1256603
12,-0.796127,-0.6451565,"('unsupportive', 'supportive')",-1.745914,-1.687208,-1.2710205,-1.1661823,0.1048382
13,-1.1981627,-1.1881036,"('impolite', 'polite')",-0.862399,-0.8024312,-1.0302808,-0.9952674,0.0350134
14,-0.036280006,0.0392996,"('antisocial', 'social')",-0.36855403,-0.33896708,-0.202417,-0.1498337,0.0525833
15,0.065304875,-0.061687768,"('boring', 'funny')",0.61165816,0.49448526,0.3384815,0.2163987,-0.1220828
16,-0.49749625,-0.5492239,"('unpopular', 'popular')",0.48675323,0.41793123,-0.0053715,-0.0656463,-0.0602748
17,-0.111609824,-0.09199024,"('nasty', 'nice')",-0.09321868,-0.10309778,-0.1024143,-0.097544,0.0048703
18,-0.28183627,-0.17757058,"('disagreeable', 'welcoming')",-0.23987931,-0.30802715,-0.2608578,-0.2427989,0.0180589
19,-1.9247843,-1.9157518,"('inhospitable', 'hospitable')",-0.008222822,-0.0034514507,-0.9665036,-0.9596016,0.006902
20,0.8124397,0.82275873,"('rough', 'thoughtful')",1.4381105,1.3953338,1.1252751,1.1090462,-0.0162289
21,-0.309561,-0.20948611,"('immoral', 'moral')",-0.52334565,-0.39190263,-0.4164533,-0.3006944,0.1157589
22,-0.18312845,-0.09588948,"('untrustworthy', 'trustworthy')",-0.79190123,-0.7805517,-0.4875149,-0.4382206,0.0492943
23,-1.0656466,-0.9402435,"('insincere', 'sincere')",5.2356358,5.264184,2.0849946,2.1619701,0.0769755
24,-1.4231505,-1.4498601,"('dishonest', 'honest')",0.67497003,0.624936,-0.3740903,-0.4124621,-0.0383718
25,0.27273217,0.20363714,"('egoistic', 'altruistic')",1.8139966,1.717383,1.0433644,0.9605101,-0.0828543
26,0.58150876,0.51415277,"('hardhearted', 'benevolent')",2.180808,2.1593106,1.3811584,1.3367317,-0.0444267
27,-0.24524179,-0.22729321,"('hardhearted', 'softhearted')",1.6637862,1.4900597,0.7092722,0.6313832,-0.077889
28,-0.5062865,-0.55724555,"('disloyal', 'loyal')",1.0507401,0.96407187,0.2722268,0.2034132,-0.0688136
29,-0.392951,-0.47942084,"('unfair', 'fair')",-0.3251431,-0.5009178,-0.3590471,-0.4901693,-0.1311222
30,-0.346271,-0.26229325,"('intolerant', 'tolerant')",1.4405196,1.4374565,0.5471243,0.5875816,0.0404573
31,-1.3413794,-1.3836566,"('evil', 'good')",-0.6139933,-0.7567393,-0.9776863,-1.0701979,-0.0925116
32,-0.48727322,-0.47305888,"('unkind', 'kind')",0.6363429,0.5411803,0.0745348,0.0340607,-0.0404741
33,-0.012222547,-0.07792401,"('wrong', 'right')",-0.29966202,-0.36090687,-0.1559423,-0.2194154,-0.0634731
34,-0.62716216,-0.5334764,"('mean', 'honorable')",5.5510364,5.6636267,2.4619372,2.5650752,0.103138
35,0.82379687,0.66384387,"('corrupt', 'incorrupt')",0.18364652,-0.06538659,0.5037217,0.2992286,-0.2044931
36,-0.64228934,-0.77020323,"('hostile', 'amicable')",0.22868502,-0.017890625,-0.2068022,-0.3940469,-0.1872447
37,-0.52464384,-0.46284384,"('fake', 'genuine')",0.29356,0.32724997,-0.1155419,-0.0677969,0.047745
38,-1.0778236,-1.027957,"('untruthful', 'truthful')",-0.24790137,-0.19826357,-0.6628625,-0.6131102,0.0497523
39,0.050699495,0.10404762,"('exploitative', 'cooperative')",0.3769454,0.42581052,0.2138225,0.2649291,0.0511066
40,0.2576229,0.26459163,"('stingy', 'generous')",-1.2115809,-1.3601252,-0.476979,-0.5477668,-0.0707878
41,-0.6834263,-0.60440606,"('unforgiving', 'forgiving')",-7.79815e-05,-0.05161857,-0.3417521,-0.3280123,0.0137398
42,0.5520935,0.74789864,"('unreliable', 'reliable')",-3.143104,-3.021883,-1.2955053,-1.1369922,0.1585131
43,-1.3803105,-1.2022105,"('irresponsible', 'responsible')",0.43732572,0.485418,-0.4714924,-0.3583963,0.1130961
44,0.6659534,0.64248306,"('prejudiced', 'unprejudiced')",-1.3743418,-1.397711,-0.3541942,-0.377614,-0.0234198
45,-1.2818931,-1.0939274,"('incompetent', 'competent')",-0.24574235,-0.22238526,-0.7638177,-0.6581563,0.1056614
46,-1.2483871,-1.1181488,"('uncompetitive', 'competitive')",-0.7502254,-0.7081155,-0.9993063,-0.9131322,0.0861741
47,-0.22194973,-0.17057562,"('stupid', 'smart')",5.102944,5.2161374,2.4404972,2.5227809,0.0822837
48,-0.030614123,0.039366983,"('unintelligent', 'intelligent')",1.0211486,1.0936823,0.4952672,0.5665246,0.0712574
49,0.13418591,0.2661454,"('unable', 'able')",-0.0034784004,0.025612514,0.0653538,0.145879,0.0805252
50,0.67692345,0.7475445,"('clumsy', 'skillful')",0.10690977,0.03338545,0.3919166,0.390465,-0.0014516
51,-0.37906793,-0.41158983,"('uneducated', 'educated')",0.34969145,0.32988027,-0.0146882,-0.0408548,-0.0261666
52,-1.0185251,-1.2624055,"('irrational', 'rational')",0.307758,0.07023212,-0.3553836,-0.5960867,-0.2407031
53,-1.0616127,-1.1019154,"('uncreative', 'creative')",0.74343705,0.691899,-0.1590878,-0.2050082,-0.0459204
54,-0.5160423,-0.55101645,"('incapable', 'capable')",1.1976423,1.2169163,0.3408,0.3329499,-0.0078501
55,-0.36433023,-0.1724081,"('incompetent', 'clever')",0.39078608,0.46098658,0.0132279,0.1442892,0.1310613
56,-0.25867182,-0.1373534,"('impractical', 'practical')",-0.39864677,-0.28848833,-0.3286593,-0.2129209,0.1157384
57,-0.590801,-0.5019415,"('unimaginative', 'imaginative')",-2.3543918,-2.342572,-1.4725964,-1.4222567,0.0503397
58,-0.3713215,-0.33857343,"('undiscriminating', 'discriminating')",0.23022899,0.16725144,-0.0705463,-0.085661,-0.0151147
59,0.24637184,0.20131475,"('foolish', 'wise')",0.52079606,0.44597307,0.383584,0.3236439,-0.0599401
60,0.0023069475,0.23431349,"('inefficient', 'efficient')",-0.10393745,0.10727133,-0.0508153,0.1707924,0.2216077
61,-1.2059158,-1.3247555,"('illogical', 'logical')",0.3043856,0.13714683,-0.4507651,-0.5938044,-0.1430393
62,-0.23504598,-0.04155817,"('incompetent', 'brilliant')",0.124853484,0.30725926,-0.0550963,0.1328505,0.1879468
63,-0.86546075,-0.6481165,"('unperceptive', 'insightful')",0.52705204,0.68182904,-0.1692044,0.0168563,0.1860607
64,0.05631286,0.052309424,"('shy', 'confident')",-6.6298523,-6.613847,-3.2867696,-3.2807686,0.006001
65,0.07533468,0.13738678,"('insecure', 'secure')",-0.5906491,-0.5086544,-0.2576572,-0.1856338,0.0720234
66,-1.2049086,-1.3069559,"('inactive', 'active')",0.5985019,0.50701797,-0.3032033,-0.399969,-0.0967657
67,0.06414287,0.113903016,"('doubtful', 'determined')",-0.6104356,-0.56645614,-0.2731464,-0.2262766,0.0468698
68,-0.30483347,-0.26513022,"('dependent', 'independent')",-0.41956547,-0.4607482,-0.3621995,-0.3629392,-0.0007397
69,1.005242,0.88979805,"('lazy', 'industrious')",-0.22706452,-0.34836358,0.3890887,0.2707172,-0.1183715
70,-0.40258652,-0.20626101,"('lethargic', 'energetic')",0.19957125,0.31812397,-0.1015076,0.0559315,0.1574391
71,0.30423903,0.28204978,"('diffident', 'self-confident')",0.74478006,0.6932342,0.5245095,0.487642,-0.0368675
72,-0.04927893,-0.0037812805,"('unambitious', 'ambitious')",-0.71664846,-0.662412,-0.3829637,-0.3330966,0.0498671
73,0.7255051,0.6842093,"('helpless', 'self-reliant')",-2.5793533,-2.6341996,-0.9269241,-0.9749951,-0.048071
74,-0.07851016,0.018980153,"('undedicated', 'dedicated')",0.14462557,0.12302312,0.0330577,0.0710016,0.0379439
75,0.43470955,0.40727967,"('meek', 'impulsive')",-0.36499807,-0.36557037,0.0348557,0.0208547,-0.014001
76,0.6378708,0.80382425,"('anxious', 'daring')",0.10138568,0.22138897,0.3696283,0.5126066,0.1429783
77,-0.4384649,-0.36681917,"('unmotivated', 'motivated')",-1.2154763,-1.0651016,-0.8269706,-0.7159604,0.1110102
78,-0.2993397,-0.19542149,"('nonresilient', 'resilient')",0.24406007,0.27925313,-0.0276398,0.0419158,0.0695556
79,-0.5793051,-0.6105126,"('wavering', 'unwavering')",-0.15234551,-0.15252845,-0.3658253,-0.3815205,-0.0156952
80,0.2864867,0.30466437,"('dominated', 'dominating')",-1.4260161,-1.2998166,-0.5697647,-0.4975761,0.0721886
81,0.16298778,0.21382782,"('submissive', 'aggressive')",-0.775371,-0.5751497,-0.3061916,-0.1806609,0.1255307
82,-1.0007571,-0.93184227,"('poor', 'rich')",5.6778564,5.7450657,2.3385496,2.4066117,0.0680621
83,0.10378246,0.05783862,"('powerless', 'powerful')",-0.92386657,-0.94694144,-0.410042,-0.4445514,-0.0345094
84,0.6218327,0.50092363,"('inferior', 'superior')",1.0989084,0.99476117,0.8603706,0.7478424,-0.1125282
85,0.10675421,-0.036207058,"('insignificant', 'prestigious')",0.99161273,0.8440912,0.5491835,0.403942,-0.1452415
86,-1.4738858,-1.45561,"('uninfluential', 'influential')",-0.0035884045,-0.07774062,-0.7387371,-0.7666754,-0.0279383
87,0.053529575,-0.03658535,"('unsuccessful', 'successful')",0.7738933,0.8112615,0.4137114,0.3873381,-0.0263733
88,-0.13313833,-0.27274737,"('low', 'eminent')",0.43371227,0.39645952,0.150287,0.0618561,-0.0884309
