,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.16148052,-0.08215478,"('unsociable', 'sociable')",-0.1614805,-0.0821548,0.0793257
1,0.8684448,0.9373882,"('unfriendly', 'friendly')",0.8684448,0.9373882,0.0689434
2,-0.22354269,-0.0017745104,"('unlikable', 'likable')",-0.2235427,-0.0017745,0.2217682
3,0.7931772,0.9841169,"('repellent', 'pleasant')",0.7931772,0.9841169,0.1909397
4,-7.402672,-7.462523,"('disliked', 'liked')",-7.4026718,-7.462523,-0.0598512
5,-0.54701936,-0.55411375,"('distant', 'outgoing')",-0.5470194,-0.5541137,-0.0070943
6,-0.098733395,-0.19470131,"('distant', 'open')",-0.0987334,-0.1947013,-0.0959679
7,1.2910414,1.4428899,"('insensitive', 'sensitive')",1.2910414,1.4428899,0.1518485
8,1.3028015,1.1807257,"('unaffectionate', 'affectionate')",1.3028015,1.1807257,-0.1220758
9,1.4196224,1.4506738,"('unaffectionate', 'caring')",1.4196224,1.4506738,0.0310514
10,1.0260515,1.1763774,"('unsympathetic', 'sympathetic')",1.0260515,1.1763774,0.1503259
11,1.456143,1.5830102,"('unhelpful', 'helpful')",1.456143,1.5830102,0.1268672
12,-1.6389229,-1.4554101,"('unsupportive', 'supportive')",-1.6389229,-1.4554101,0.1835128
13,-0.3647977,-0.14070618,"('impolite', 'polite')",-0.3647977,-0.1407062,0.2240915
14,-0.05963836,0.029711131,"('antisocial', 'social')",-0.0596384,0.0297111,0.0893495
15,0.2218837,0.14665863,"('boring', 'funny')",0.2218837,0.1466586,-0.0752251
16,-0.8518549,-0.7714382,"('unpopular', 'popular')",-0.8518549,-0.7714382,0.0804167
17,-0.2752985,-0.23268795,"('nasty', 'nice')",-0.2752985,-0.232688,0.0426105
18,-0.830376,-0.63429666,"('disagreeable', 'welcoming')",-0.830376,-0.6342967,0.1960793
19,-0.6512088,-0.5892868,"('inhospitable', 'hospitable')",-0.6512088,-0.5892868,0.061922
20,0.5612839,0.5128572,"('rough', 'thoughtful')",0.5612839,0.5128572,-0.0484267
21,-0.4617104,-0.12589034,"('immoral', 'moral')",-0.4617104,-0.1258903,0.3358201
22,-0.66032773,-0.47115043,"('untrustworthy', 'trustworthy')",-0.6603277,-0.4711504,0.1891773
23,6.050751,6.3175044,"('insincere', 'sincere')",6.0507512,6.3175044,0.2667532
24,1.1898675,1.2503337,"('dishonest', 'honest')",1.1898675,1.2503337,0.0604662
25,0.5243295,0.5619601,"('egoistic', 'altruistic')",0.5243295,0.5619601,0.0376306
26,1.1568204,0.9406833,"('hardhearted', 'benevolent')",1.1568204,0.9406833,-0.2161371
27,1.7784613,1.6505975,"('hardhearted', 'softhearted')",1.7784613,1.6505975,-0.1278638
28,1.2490103,1.093905,"('disloyal', 'loyal')",1.2490103,1.093905,-0.1551053
29,-0.48618245,-0.63525903,"('unfair', 'fair')",-0.4861825,-0.635259,-0.1490765
30,0.8609998,1.0675892,"('intolerant', 'tolerant')",0.8609998,1.0675892,0.2065894
31,-1.3911989,-1.4236907,"('evil', 'good')",-1.3911989,-1.4236907,-0.0324918
32,1.1432154,1.1749088,"('unkind', 'kind')",1.1432154,1.1749088,0.0316934
33,-0.5268727,-0.5454808,"('wrong', 'right')",-0.5268727,-0.5454808,-0.0186081
34,4.4538593,4.7876983,"('mean', 'honorable')",4.4538593,4.7876983,0.333839
35,-1.0238398,-1.4251928,"('corrupt', 'incorrupt')",-1.0238398,-1.4251928,-0.401353
36,-0.6829202,-0.86114544,"('hostile', 'amicable')",-0.6829202,-0.8611454,-0.1782252
37,0.7151499,0.7198261,"('fake', 'genuine')",0.7151499,0.7198261,0.0046762
38,-0.78042203,-0.5995417,"('untruthful', 'truthful')",-0.780422,-0.5995417,0.1808803
39,-0.08463001,0.01903175,"('exploitative', 'cooperative')",-0.08463,0.0190318,0.1036618
40,-1.3607066,-1.3314672,"('stingy', 'generous')",-1.3607066,-1.3314672,0.0292394
41,0.1564555,0.14180109,"('unforgiving', 'forgiving')",0.1564555,0.1418011,-0.0146544
42,-2.3681378,-2.2890453,"('unreliable', 'reliable')",-2.3681378,-2.2890453,0.0790925
43,0.9731367,1.1973132,"('irresponsible', 'responsible')",0.9731367,1.1973132,0.2241765
44,-1.3089978,-1.3825428,"('prejudiced', 'unprejudiced')",-1.3089978,-1.3825428,-0.073545
45,0.036893234,0.014928525,"('incompetent', 'competent')",0.0368932,0.0149285,-0.0219647
46,-0.6594527,-0.56974095,"('uncompetitive', 'competitive')",-0.6594527,-0.569741,0.0897117
47,4.6160274,4.885035,"('stupid', 'smart')",4.6160274,4.885035,0.2690076
48,0.2273566,0.34394372,"('unintelligent', 'intelligent')",0.2273566,0.3439437,0.1165871
49,-0.42478612,-0.20900427,"('unable', 'able')",-0.4247861,-0.2090043,0.2157818
50,-0.61321837,-0.5848534,"('clumsy', 'skillful')",-0.6132184,-0.5848534,0.028365
51,0.2948791,0.43288875,"('uneducated', 'educated')",0.2948791,0.4328887,0.1380096
52,-0.33992532,-0.5562192,"('irrational', 'rational')",-0.3399253,-0.5562192,-0.2162939
53,-0.0049548894,-0.06182298,"('uncreative', 'creative')",-0.0049549,-0.061823,-0.0568681
54,0.7683785,0.87396723,"('incapable', 'capable')",0.7683785,0.8739672,0.1055887
55,0.6437438,0.84265685,"('incompetent', 'clever')",0.6437438,0.8426569,0.1989131
56,0.010367811,0.18792854,"('impractical', 'practical')",0.0103678,0.1879285,0.1775607
57,-1.9880025,-2.0234196,"('unimaginative', 'imaginative')",-1.9880025,-2.0234196,-0.0354171
58,0.8153519,0.7354495,"('undiscriminating', 'discriminating')",0.8153519,0.7354495,-0.0799024
59,-0.3515121,-0.26483485,"('foolish', 'wise')",-0.3515121,-0.2648349,0.0866772
60,0.076793276,0.5015364,"('inefficient', 'efficient')",0.0767933,0.5015364,0.4247431
61,0.3915888,0.28463858,"('illogical', 'logical')",0.3915888,0.2846386,-0.1069502
62,0.12457468,0.45453078,"('incompetent', 'brilliant')",0.1245747,0.4545308,0.3299561
63,-0.16627857,0.0923603,"('unperceptive', 'insightful')",-0.1662786,0.0923603,0.2586389
64,-6.689142,-6.4630613,"('shy', 'confident')",-6.6891422,-6.4630613,0.2260809
65,0.2291736,0.47489235,"('insecure', 'secure')",0.2291736,0.4748923,0.2457187
66,0.022525985,-0.17809919,"('inactive', 'active')",0.022526,-0.1780992,-0.2006252
67,-0.8954549,-0.78318924,"('doubtful', 'determined')",-0.8954549,-0.7831892,0.1122657
68,-0.94981176,-0.74801517,"('dependent', 'independent')",-0.9498118,-0.7480152,0.2017966
69,-2.2365549,-2.268689,"('lazy', 'industrious')",-2.2365549,-2.2686889,-0.032134
70,1.5640719,1.6314509,"('lethargic', 'energetic')",1.5640719,1.6314509,0.067379
71,0.09992394,0.14552379,"('diffident', 'self-confident')",0.0999239,0.1455238,0.0455999
72,0.6303705,0.9117829,"('unambitious', 'ambitious')",0.6303705,0.9117829,0.2814124
73,-2.7721415,-2.721401,"('helpless', 'self-reliant')",-2.7721415,-2.721401,0.0507405
74,0.30679962,0.24957608,"('undedicated', 'dedicated')",0.3067996,0.2495761,-0.0572235
75,-0.7374692,-0.7124516,"('meek', 'impulsive')",-0.7374692,-0.7124516,0.0250176
76,0.51127416,0.6327528,"('anxious', 'daring')",0.5112742,0.6327528,0.1214786
77,-1.5091187,-1.29628,"('unmotivated', 'motivated')",-1.5091187,-1.29628,0.2128387
