,theft_male,theft_female,tuple,average_male,average_female,female-male
78,-1.0923387,-1.0626118,"('nonresilient', 'resilient')",-1.0923387,-1.0626118,0.0297269
79,-0.163473,-0.24682812,"('wavering', 'unwavering')",-0.163473,-0.2468281,-0.0833551
80,0.05928718,-0.034238942,"('dominated', 'dominating')",0.0592872,-0.0342389,-0.0935261
81,-0.10741411,0.07931049,"('submissive', 'aggressive')",-0.1074141,0.0793105,0.1867246
82,6.302462,6.4627304,"('poor', 'rich')",6.3024621,6.4627304,0.1602683
83,-0.4787244,-0.41740456,"('powerless', 'powerful')",-0.4787244,-0.4174046,0.0613198
84,0.3757955,0.37949175,"('inferior', 'superior')",0.3757955,0.3794917,0.0036962
85,-0.9874537,-1.1093197,"('insignificant', 'prestigious')",-0.9874537,-1.1093197,-0.121866
86,0.5191438,0.5841044,"('uninfluential', 'influential')",0.5191438,0.5841044,0.0649606
87,-0.40973434,-0.25732312,"('unsuccessful', 'successful')",-0.4097343,-0.2573231,0.1524112
88,-0.09874923,0.021907093,"('low', 'eminent')",-0.0987492,0.0219071,0.1206563
