,cocoa_male,cocoa_female,tuple,average_male,average_female,female-male
0,0.12877643,0.044365667,"('unsociable', 'sociable')",0.1287764,0.0443657,-0.0844107
1,1.1594611,1.1595584,"('unfriendly', 'friendly')",1.1594611,1.1595584,9.73e-05
2,0.027271854,0.15438807,"('unlikable', 'likable')",0.0272719,0.1543881,0.1271162
3,0.9928874,1.0249563,"('repellent', 'pleasant')",0.9928874,1.0249563,0.0320689
4,-7.0673532,-7.328532,"('disliked', 'liked')",-7.0673532,-7.3285322,-0.261179
5,-0.30945396,-0.32892117,"('distant', 'outgoing')",-0.309454,-0.3289212,-0.0194672
6,0.23540545,0.14385791,"('distant', 'open')",0.2354054,0.1438579,-0.0915475
7,1.199806,1.2800912,"('insensitive', 'sensitive')",1.199806,1.2800912,0.0802852
8,1.146346,1.1023141,"('unaffectionate', 'affectionate')",1.146346,1.1023141,-0.0440319
9,1.346204,1.4305396,"('unaffectionate', 'caring')",1.346204,1.4305396,0.0843356
10,0.74547255,0.8238663,"('unsympathetic', 'sympathetic')",0.7454726,0.8238663,0.0783937
11,1.4054871,1.5134037,"('unhelpful', 'helpful')",1.4054871,1.5134037,0.1079166
12,-1.4777223,-1.4338216,"('unsupportive', 'supportive')",-1.4777223,-1.4338216,0.0439007
13,-0.1626617,-0.028285101,"('impolite', 'polite')",-0.1626617,-0.0282851,0.1343766
14,0.33740413,0.32492948,"('antisocial', 'social')",0.3374041,0.3249295,-0.0124746
15,0.62993455,0.59873116,"('boring', 'funny')",0.6299345,0.5987312,-0.0312033
16,-0.4854731,-0.51276267,"('unpopular', 'popular')",-0.4854731,-0.5127627,-0.0272896
17,0.12866402,0.13809846,"('nasty', 'nice')",0.128664,0.1380985,0.0094345
18,-0.342631,-0.26591194,"('disagreeable', 'welcoming')",-0.342631,-0.2659119,0.0767191
19,-0.59172416,-0.5124861,"('inhospitable', 'hospitable')",-0.5917242,-0.5124861,0.0792381
20,0.65772915,0.56959057,"('rough', 'thoughtful')",0.6577291,0.5695906,-0.0881385
21,-0.14258802,0.044664603,"('immoral', 'moral')",-0.142588,0.0446646,0.1872526
22,-0.20752737,-0.218034,"('untrustworthy', 'trustworthy')",-0.2075274,-0.218034,-0.0105066
23,5.9512,6.2274437,"('insincere', 'sincere')",5.9512,6.2274437,0.2762437
24,1.2240425,1.2717044,"('dishonest', 'honest')",1.2240425,1.2717044,0.0476619
25,1.1474774,1.1191227,"('egoistic', 'altruistic')",1.1474774,1.1191227,-0.0283547
26,1.2983955,1.1170057,"('hardhearted', 'benevolent')",1.2983955,1.1170057,-0.1813898
27,1.6693214,1.5156634,"('hardhearted', 'softhearted')",1.6693214,1.5156634,-0.153658
28,1.2692409,1.1394669,"('disloyal', 'loyal')",1.2692409,1.1394669,-0.129774
29,-0.36132336,-0.53019124,"('unfair', 'fair')",-0.3613234,-0.5301912,-0.1688678
30,0.86646205,0.9953721,"('intolerant', 'tolerant')",0.8664621,0.9953721,0.12891
31,-0.84848994,-0.9896269,"('evil', 'good')",-0.8484899,-0.9896269,-0.141137
32,1.0801121,1.0333732,"('unkind', 'kind')",1.0801121,1.0333732,-0.0467389
33,-0.23537852,-0.19910967,"('wrong', 'right')",-0.2353785,-0.1991097,0.0362688
34,4.0296106,4.34404,"('mean', 'honorable')",4.0296106,4.3440399,0.3144293
35,-0.7430558,-1.0714874,"('corrupt', 'incorrupt')",-0.7430558,-1.0714874,-0.3284316
36,-0.48702282,-0.6977594,"('hostile', 'amicable')",-0.4870228,-0.6977594,-0.2107366
37,1.0887297,1.0699254,"('fake', 'genuine')",1.0887297,1.0699254,-0.0188043
38,-0.6984473,-0.5677005,"('untruthful', 'truthful')",-0.6984473,-0.5677005,0.1307468
39,0.553487,0.5968316,"('exploitative', 'cooperative')",0.553487,0.5968316,0.0433446
40,-0.9187593,-1.0645211,"('stingy', 'generous')",-0.9187593,-1.0645211,-0.1457618
41,0.29162598,0.20458214,"('unforgiving', 'forgiving')",0.291626,0.2045821,-0.0870439
42,-2.0613713,-2.108922,"('unreliable', 'reliable')",-2.0613713,-2.108922,-0.0475507
43,0.767047,0.93127173,"('irresponsible', 'responsible')",0.767047,0.9312717,0.1642247
44,-1.1137519,-1.2398542,"('prejudiced', 'unprejudiced')",-1.1137519,-1.2398542,-0.1261023
45,0.20039411,0.03961292,"('incompetent', 'competent')",0.2003941,0.0396129,-0.1607812
46,-0.82137746,-0.81690466,"('uncompetitive', 'competitive')",-0.8213775,-0.8169047,0.0044728
47,4.691606,4.9387536,"('stupid', 'smart')",4.691606,4.9387536,0.2471476
48,0.35011983,0.4305476,"('unintelligent', 'intelligent')",0.3501198,0.4305476,0.0804278
49,-0.22254582,-0.090542585,"('unable', 'able')",-0.2225458,-0.0905426,0.1320032
50,-0.21838778,-0.2328376,"('clumsy', 'skillful')",-0.2183878,-0.2328376,-0.0144498
51,0.25645384,0.32078314,"('uneducated', 'educated')",0.2564538,0.3207831,0.0643293
52,0.07933634,-0.075835064,"('irrational', 'rational')",0.0793363,-0.0758351,-0.1551714
53,0.05703614,-0.01302176,"('uncreative', 'creative')",0.0570361,-0.0130218,-0.0700579
54,0.8329376,0.9868673,"('incapable', 'capable')",0.8329376,0.9868673,0.1539297
55,0.7214475,0.8343624,"('incompetent', 'clever')",0.7214475,0.8343624,0.1129149
56,-0.008027274,0.07242273,"('impractical', 'practical')",-0.0080273,0.0724227,0.08045
57,-1.84984,-2.0484517,"('unimaginative', 'imaginative')",-1.84984,-2.0484517,-0.1986117
58,0.25551885,0.2037721,"('undiscriminating', 'discriminating')",0.2555189,0.2037721,-0.0517468
59,0.23785211,0.2606875,"('foolish', 'wise')",0.2378521,0.2606875,0.0228354
60,-0.08518367,0.2067473,"('inefficient', 'efficient')",-0.0851837,0.2067473,0.291931
61,0.34216177,0.24998233,"('illogical', 'logical')",0.3421618,0.2499823,-0.0921795
62,0.37952864,0.5815876,"('incompetent', 'brilliant')",0.3795286,0.5815876,0.202059
63,0.24249464,0.35468015,"('unperceptive', 'insightful')",0.2424946,0.3546802,0.1121856
64,-6.1656976,-6.144153,"('shy', 'confident')",-6.1656976,-6.1441531,0.0215445
65,0.2934691,0.45554367,"('insecure', 'secure')",0.2934691,0.4555437,0.1620746
66,-0.014088869,-0.2172649,"('inactive', 'active')",-0.0140889,-0.2172649,-0.203176
67,-0.8834523,-0.78263974,"('doubtful', 'determined')",-0.8834523,-0.7826397,0.1008126
68,-0.8763269,-0.75021625,"('dependent', 'independent')",-0.8763269,-0.7502162,0.1261107
69,-1.6001475,-1.7033947,"('lazy', 'industrious')",-1.6001475,-1.7033947,-0.1032472
70,1.3487691,1.3002305,"('lethargic', 'energetic')",1.3487691,1.3002305,-0.0485386
71,0.52586156,0.50512856,"('diffident', 'self-confident')",0.5258616,0.5051286,-0.020733
