,webpage_male,webpage_female,tuple,average_male,average_female,female-male
0,0.15755534,-0.0189116,"('unsociable', 'sociable')",0.1575553,-0.0189116,-0.1764669
1,0.30673763,0.36281756,"('unfriendly', 'friendly')",0.3067376,0.3628176,0.05608
2,-0.4768192,-0.47525916,"('unlikable', 'likable')",-0.4768192,-0.4752592,0.00156
3,-0.12123862,-0.084952,"('repellent', 'pleasant')",-0.1212386,-0.084952,0.0362866
4,-3.306721,-3.4490256,"('disliked', 'liked')",-3.306721,-3.4490256,-0.1423046
5,0.08591998,0.23872042,"('distant', 'outgoing')",0.08592,0.2387204,0.1528004
6,0.58360285,0.7499397,"('distant', 'open')",0.5836028,0.7499397,0.1663369
7,0.6714457,0.63871646,"('insensitive', 'sensitive')",0.6714457,0.6387165,-0.0327292
8,-0.49009287,-0.5087494,"('unaffectionate', 'affectionate')",-0.4900929,-0.5087494,-0.0186565
9,-0.16459544,-0.19015288,"('unaffectionate', 'caring')",-0.1645954,-0.1901529,-0.0255575
10,-0.4743438,-0.59640074,"('unsympathetic', 'sympathetic')",-0.4743438,-0.5964007,-0.1220569
11,1.2338555,1.1965659,"('unhelpful', 'helpful')",1.2338555,1.1965659,-0.0372896
12,-0.6736706,-0.62581134,"('unsupportive', 'supportive')",-0.6736706,-0.6258113,0.0478593
13,0.053982887,-0.014771927,"('impolite', 'polite')",0.0539829,-0.0147719,-0.0687548
14,0.7590949,0.6019227,"('antisocial', 'social')",0.7590949,0.6019227,-0.1571722
15,-0.09095034,-0.18416882,"('boring', 'funny')",-0.0909503,-0.1841688,-0.0932185
16,0.36858204,0.46768916,"('unpopular', 'popular')",0.368582,0.4676892,0.0991072
17,0.021818556,0.12301732,"('nasty', 'nice')",0.0218186,0.1230173,0.1011987
18,-0.31976843,-0.22139466,"('disagreeable', 'welcoming')",-0.3197684,-0.2213947,0.0983737
19,-0.28507924,-0.19875446,"('inhospitable', 'hospitable')",-0.2850792,-0.1987545,0.0863247
20,0.63620436,0.5757753,"('rough', 'thoughtful')",0.6362044,0.5757753,-0.0604291
21,-0.27535027,-0.45182535,"('immoral', 'moral')",-0.2753503,-0.4518254,-0.1764751
22,0.76643044,0.59897935,"('untrustworthy', 'trustworthy')",0.7664304,0.5989794,-0.167451
23,2.885027,2.928994,"('insincere', 'sincere')",2.8850269,2.9289939,0.043967
24,-0.35389426,-0.42101863,"('dishonest', 'honest')",-0.3538943,-0.4210186,-0.0671243
25,0.004097592,-0.04592952,"('egoistic', 'altruistic')",0.0040976,-0.0459295,-0.0500271
26,-0.38953802,-0.40947852,"('hardhearted', 'benevolent')",-0.389538,-0.4094785,-0.0199405
27,-0.71720594,-0.7630115,"('hardhearted', 'softhearted')",-0.7172059,-0.7630115,-0.0458056
28,-0.758151,-0.8412953,"('disloyal', 'loyal')",-0.758151,-0.8412953,-0.0831443
29,-0.5800807,-0.66333884,"('unfair', 'fair')",-0.5800807,-0.6633388,-0.0832581
30,0.48193815,0.38463098,"('intolerant', 'tolerant')",0.4819382,0.384631,-0.0973072
31,-1.5353568,-1.3893198,"('evil', 'good')",-1.5353568,-1.3893198,0.146037
32,-0.016374096,-0.05652682,"('unkind', 'kind')",-0.0163741,-0.0565268,-0.0401527
33,-0.34193385,-0.294998,"('wrong', 'right')",-0.3419338,-0.294998,0.0469358
34,2.2199605,2.3494854,"('mean', 'honorable')",2.2199605,2.3494854,0.1295249
35,-0.16766082,-0.20070365,"('corrupt', 'incorrupt')",-0.1676608,-0.2007037,-0.0330429
36,-0.896651,-0.86510175,"('hostile', 'amicable')",-0.896651,-0.8651018,0.0315492
37,-0.563367,-0.5576338,"('fake', 'genuine')",-0.563367,-0.5576338,0.0057332
38,-0.028568327,-0.05069726,"('untruthful', 'truthful')",-0.0285683,-0.0506973,-0.022129
39,0.7842017,0.7211357,"('exploitative', 'cooperative')",0.7842017,0.7211357,-0.063066
40,-1.2819331,-1.2207514,"('stingy', 'generous')",-1.2819331,-1.2207514,0.0611817
41,-0.52061856,-0.5795839,"('unforgiving', 'forgiving')",-0.5206186,-0.5795839,-0.0589653
42,-0.48616916,-0.49807245,"('unreliable', 'reliable')",-0.4861692,-0.4980724,-0.0119032
