,southwestern_male,southwestern_female,tuple,energy_male,energy_female,co_male,co_female,average_male,average_female,female-male
0,0.15734732,0.08853169,"('unsociable', 'sociable')",-0.26145104,-0.37194026,-0.29420263,-0.39265826,-0.1327688,-0.2253556,-0.0925868
1,0.20292428,0.14448035,"('unfriendly', 'friendly')",0.5534518,0.3197545,1.5965327,1.5553364,0.7843029,0.6731904,-0.1111125
2,0.85258985,0.95010257,"('unlikable', 'likable')",1.253934,1.2320977,0.8434853,0.93716955,0.9833364,1.03979,0.0564536
3,-0.00810276,-0.0031880839,"('repellent', 'pleasant')",-0.14648628,-0.1050276,0.5231794,0.5677988,0.1228635,0.1531944,0.0303309
4,-0.7434109,-0.7571735,"('disliked', 'liked')",0.49137107,0.33713165,-7.1582103,-7.2237267,-2.4700834,-2.5479229,-0.0778395
5,-1.0783396,-1.0873294,"('distant', 'outgoing')",0.07970577,0.0058946162,-0.6878223,-0.6495541,-0.562152,-0.5769962,-0.0148442
6,-0.8118198,-0.82168,"('distant', 'open')",-0.3012566,-0.46439946,-0.18330559,-0.1760228,-0.4321274,-0.4873674,-0.05524
7,1.0514951,1.0527102,"('insensitive', 'sensitive')",0.7695407,0.8559347,0.26277903,0.30091146,0.694605,0.7365188,0.0419138
8,-0.53746456,-0.54723525,"('unaffectionate', 'affectionate')",-0.49693036,-0.7013981,0.5331775,0.49242932,-0.1670725,-0.252068,-0.0849955
9,0.6152565,0.593044,"('unaffectionate', 'caring')",0.38851056,0.24654429,0.96195126,0.9560177,0.6552394,0.5985353,-0.0567041
10,0.46705228,0.4486276,"('unsympathetic', 'sympathetic')",-0.62853837,-0.63333654,-0.47897816,-0.4428885,-0.2134881,-0.2091992,0.0042889
11,0.26642263,0.26240098,"('unhelpful', 'helpful')",0.33121645,0.38335273,1.6703696,1.7122529,0.7560029,0.7860022,0.0299993
12,0.7720611,0.77145493,"('unsupportive', 'supportive')",0.87413913,0.88350916,-2.0746987,-2.0661001,-0.1428328,-0.1370453,0.0057875
13,0.63092417,0.6218742,"('impolite', 'polite')",-0.19295904,-0.041420408,-0.4185912,-0.44018006,0.006458,0.0467579,0.0402999
14,0.035464756,0.0027905367,"('antisocial', 'social')",0.62081915,0.6734247,-0.36569068,-0.43709585,0.0968644,0.0797065,-0.0171579
15,0.46412206,0.45437092,"('boring', 'funny')",-0.20400043,-0.32154652,0.21395192,0.17715345,0.1580245,0.1033259,-0.0546986
16,-0.9852008,-1.0695665,"('unpopular', 'popular')",-0.16925581,-0.3391489,0.015480757,-0.08471148,-0.3796586,-0.4978089,-0.1181503
17,-0.99642426,-0.96940255,"('nasty', 'nice')",-1.0863315,-1.0176501,-0.3576522,-0.2920379,-0.8134693,-0.7596969,0.0537724
18,0.49055314,0.5155494,"('disagreeable', 'welcoming')",-0.63635784,-0.6796658,-0.62047166,-0.6441416,-0.2554255,-0.2694193,-0.0139938
19,-0.111428365,-0.06645532,"('inhospitable', 'hospitable')",-0.8094578,-0.84323066,-0.56763065,-0.4664664,-0.4961723,-0.4587175,0.0374548
20,-0.16169505,-0.17755622,"('rough', 'thoughtful')",-0.114156276,-0.037768878,0.34228033,0.3017044,0.022143,0.0287931,0.0066501
21,0.9455524,0.95024586,"('immoral', 'moral')",1.0736471,1.0921347,-0.7182175,-0.651284,0.4336607,0.4636989,0.0300382
22,-0.19333127,-0.21131763,"('untrustworthy', 'trustworthy')",-0.74145037,-0.789878,-0.6491847,-0.6283958,-0.5279888,-0.5431972,-0.0152084
23,1.2246666,1.1631197,"('insincere', 'sincere')",-0.07132252,-0.10498514,5.942097,5.877421,2.3651471,2.3118518,-0.0532953
24,1.2679954,1.2549464,"('dishonest', 'honest')",0.53633845,0.5197487,0.7341572,0.69924235,0.8461637,0.8246458,-0.0215179
25,0.62653404,0.5821323,"('egoistic', 'altruistic')",1.2064315,1.0713414,1.5474288,1.4699906,1.1267982,1.0411547,-0.0856435
26,0.38119414,0.29989815,"('hardhearted', 'benevolent')",0.6642369,0.5741206,1.622067,1.5886945,0.889166,0.8209044,-0.0682616
27,0.7537262,0.7409414,"('hardhearted', 'softhearted')",0.08531465,0.13146023,1.229768,1.128385,0.6896029,0.6669288,-0.0226741
28,0.23398253,0.106151834,"('disloyal', 'loyal')",0.02720743,-0.17591925,0.84994304,0.7366253,0.3703777,0.222286,-0.1480917
29,-0.5688873,-0.60798156,"('unfair', 'fair')",-0.49192867,-0.5246024,-0.49842626,-0.615226,-0.5197474,-0.5826033,-0.0628559
