,twitter_male,twitter_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.93265843,0.68414515,"('unsociable', 'sociable')",-0.27704474,-0.4729062,0.3278068,0.1056195,-0.2221873
1,2.0375504,2.0931787,"('unfriendly', 'friendly')",1.3331993,1.1981091,1.6853749,1.6456439,-0.039731
2,0.45357496,0.46512473,"('unlikable', 'likable')",0.6237476,0.63111794,0.5386612,0.5481213,0.0094601
3,-0.46524656,-0.43066436,"('repellent', 'pleasant')",0.05185715,0.11207048,-0.2066947,-0.1592969,0.0473978
4,-1.5310203,-1.433095,"('disliked', 'liked')",-6.1780887,-6.314919,-3.8545544,-3.874007,-0.0194526
5,1.5589535,1.748173,"('distant', 'outgoing')",-0.60198843,-0.5367369,0.4784825,0.605718,0.1272355
6,0.89477587,1.0950035,"('distant', 'open')",-0.16681479,-0.11667751,0.3639805,0.489163,0.1251825
7,0.5981872,0.60575396,"('insensitive', 'sensitive')",0.13283066,0.16385241,0.3655089,0.3848032,0.0192943
8,0.32755777,0.45622462,"('unaffectionate', 'affectionate')",0.0891545,0.08769236,0.2083561,0.2719585,0.0636024
9,1.5905102,1.7391655,"('unaffectionate', 'caring')",0.541578,0.60891616,1.0660441,1.1740408,0.1079967
10,0.4021307,0.31390142,"('unsympathetic', 'sympathetic')",-0.13891028,-0.19264427,0.1316102,0.0606286,-0.0709816
11,1.5188864,1.5179561,"('unhelpful', 'helpful')",2.6911273,2.701994,2.1050069,2.1099751,0.0049682
12,1.412633,1.5442785,"('unsupportive', 'supportive')",-1.8182558,-1.7526464,-0.2028114,-0.104184,0.0986274
13,0.7160453,0.52563536,"('impolite', 'polite')",-0.42032906,-0.46724778,0.1478581,0.0291938,-0.1186643
14,0.51882,0.31342378,"('antisocial', 'social')",-0.8506194,-0.9467706,-0.1658997,-0.3166734,-0.1507737
15,1.0398554,1.0491836,"('boring', 'funny')",0.26147062,0.167831,0.650663,0.6085073,-0.0421557
16,-1.45753,-1.3833728,"('unpopular', 'popular')",0.18329413,0.21773064,-0.6371179,-0.5828211,0.0542968
17,-0.7407218,-0.60435003,"('nasty', 'nice')",-0.5306034,-0.4336314,-0.6356626,-0.5189907,0.1166719
18,-1.1914561,-1.2709674,"('disagreeable', 'welcoming')",-0.3747861,-0.39696333,-0.7831211,-0.8339654,-0.0508443
19,0.9151672,1.0703481,"('inhospitable', 'hospitable')",-0.11133225,-0.05000534,0.4019175,0.5101714,0.1082539
20,0.92123276,0.8893404,"('rough', 'thoughtful')",1.0369494,1.0031848,0.979091,0.9462626,-0.0328284
21,1.4856132,1.4190886,"('immoral', 'moral')",-0.2762388,-0.36378545,0.6046872,0.5276515,-0.0770357
22,0.9635469,0.7581374,"('untrustworthy', 'trustworthy')",-0.9404564,-1.0763594,0.0115452,-0.159111,-0.1706562
23,2.080351,1.9802685,"('insincere', 'sincere')",6.0401564,6.065837,4.0602536,4.0230527,-0.0372009
24,1.7676213,1.7529808,"('dishonest', 'honest')",1.1006601,1.0857804,1.4341407,1.4193807,-0.01476
25,-0.6177225,-0.63811564,"('egoistic', 'altruistic')",1.2761376,1.2210809,0.3292075,0.2914826,-0.0377249
26,1.2130195,1.0487655,"('hardhearted', 'benevolent')",1.3921814,1.230794,1.3026004,1.1397798,-0.1628206
27,1.179312,1.2280159,"('hardhearted', 'softhearted')",0.9068463,0.87805074,1.0430791,1.0530334,0.0099543
28,0.09526464,0.0040564127,"('disloyal', 'loyal')",1.2271696,1.1091244,0.6612172,0.5565904,-0.1046268
29,0.17044088,0.2092762,"('unfair', 'fair')",-0.6317028,-0.82559013,-0.2306309,-0.308157,-0.0775261
30,2.1065543,2.080175,"('intolerant', 'tolerant')",1.5646933,1.504617,1.8356237,1.7923959,-0.0432278
31,-1.2146116,-1.0321172,"('evil', 'good')",-1.8025179,-1.8061154,-1.5085647,-1.4191163,0.0894484
32,1.2961458,1.2583218,"('unkind', 'kind')",1.3129741,1.1561829,1.3045599,1.2072523,-0.0973076
33,0.644771,0.65985775,"('wrong', 'right')",-1.1491256,-1.149185,-0.2521773,-0.2446636,0.0075137
34,1.4514178,1.6327522,"('mean', 'honorable')",6.2485943,6.4787965,3.8500061,4.0557742,0.2057681
35,-1.140189,-1.0779055,"('corrupt', 'incorrupt')",-0.49261987,-0.609999,-0.8164045,-0.8439523,-0.0275478
36,-0.62293285,-0.47454128,"('hostile', 'amicable')",-0.38772315,-0.4970801,-0.505328,-0.4858107,0.0195173
37,0.31750777,0.39856556,"('fake', 'genuine')",0.23764017,0.22219466,0.277574,0.3103801,0.0328061
38,0.93444365,1.0350999,"('untruthful', 'truthful')",0.27508292,0.39953333,0.6047633,0.7173166,0.1125533
39,2.1120512,1.9745781,"('exploitative', 'cooperative')",0.19729428,0.167111,1.1546727,1.0708445,-0.0838282
40,-0.7738962,-0.7511737,"('stingy', 'generous')",-2.2318547,-2.2967033,-1.5028754,-1.5239385,-0.0210631
41,0.71437293,0.7218253,"('unforgiving', 'forgiving')",-0.14708225,-0.18320109,0.2836453,0.2693121,-0.0143332
42,0.59620905,0.60033107,"('unreliable', 'reliable')",-2.7651465,-2.8013759,-1.0844687,-1.1005224,-0.0160537
43,1.221226,1.2206603,"('irresponsible', 'responsible')",0.8103441,0.798462,1.015785,1.0095612,-0.0062238
44,-1.720509,-1.6889646,"('prejudiced', 'unprejudiced')",-1.2259699,-1.262014,-1.4732394,-1.4754894,-0.00225
45,0.1291438,0.18004206,"('incompetent', 'competent')",-0.26565,-0.27762383,-0.0682531,-0.0487909,0.0194622
46,-0.07160142,-0.13688762,"('uncompetitive', 'competitive')",-0.25826356,-0.30924743,-0.1649325,-0.2230675,-0.058135
47,0.88893825,0.8122454,"('stupid', 'smart')",5.2449102,5.4837866,3.0669243,3.148016,0.0810917
48,0.8735416,0.8977424,"('unintelligent', 'intelligent')",0.9263773,0.89601636,0.8999594,0.8968794,-0.00308
49,0.12049171,0.20453249,"('unable', 'able')",-0.12122964,-0.028681196,-0.000369,0.0879256,0.0882946
50,-1.1269988,-0.9679708,"('clumsy', 'skillful')",-0.017202418,-0.0010161176,-0.5721006,-0.4844935,0.0876071
51,-0.13245866,-0.30804425,"('uneducated', 'educated')",1.2805214,1.1260952,0.5740314,0.4090255,-0.1650059
52,-0.7271424,-0.7870173,"('irrational', 'rational')",-0.44292572,-0.64409155,-0.5850341,-0.7155544,-0.1305203
53,1.4463209,1.4417801,"('uncreative', 'creative')",1.0131853,0.92981297,1.229753,1.1857965,-0.0439565
54,0.90664345,0.87575567,"('incapable', 'capable')",1.1316339,1.1388726,1.0191387,1.0073142,-0.0118245
55,1.3856561,1.3085591,"('incompetent', 'clever')",0.3210051,0.3223819,0.8533306,0.8154705,-0.0378601
56,3.1219506,3.0583682,"('impractical', 'practical')",0.72975105,0.6846197,1.9258509,1.8714939,-0.054357
57,-0.24625137,-0.29376313,"('unimaginative', 'imaginative')",-2.4370053,-2.5625143,-1.3416283,-1.4281387,-0.0865104
58,0.8764707,0.89779943,"('undiscriminating', 'discriminating')",0.16525763,0.12485966,0.5208641,0.5113295,-0.0095346
59,-0.16089919,-0.058349725,"('foolish', 'wise')",-0.034196094,-0.06516974,-0.0975476,-0.0617597,0.0357879
60,2.2705314,2.2100732,"('inefficient', 'efficient')",0.78084624,0.87018585,1.5256889,1.5401295,0.0144406
61,2.1239858,2.0500324,"('illogical', 'logical')",0.24256863,0.092028864,1.1832772,1.0710306,-0.1122466
62,0.74112326,0.77245164,"('incompetent', 'brilliant')",0.619515,0.83380306,0.6803191,0.8031273,0.1228082
63,1.1081443,1.1335001,"('unperceptive', 'insightful')",1.090892,1.1586753,1.0995181,1.1460876,0.0465695
64,-1.0118691,-1.0453974,"('shy', 'confident')",-6.350446,-6.523249,-3.6811576,-3.7843232,-0.1031656
65,0.47789484,0.24406718,"('insecure', 'secure')",-0.090252325,-0.19857207,0.1938213,0.0227476,-0.1710737
66,-1.5119553,-1.4592296,"('inactive', 'active')",0.1575605,0.0816424,-0.6771974,-0.6887936,-0.0115962
67,-0.019691247,-0.08781744,"('doubtful', 'determined')",-0.5529213,-0.54842615,-0.2863063,-0.3181218,-0.0318155
68,-0.35322744,-0.42307743,"('dependent', 'independent')",-0.3224672,-0.30609402,-0.3378473,-0.3645857,-0.0267384
69,-1.5496566,-1.3571517,"('lazy', 'industrious')",-1.2817091,-1.1837167,-1.4156828,-1.2704341,0.1452487
70,0.4575745,0.52293235,"('lethargic', 'energetic')",0.68181425,0.7794255,0.5696944,0.651179,0.0814846
71,1.485535,1.5104564,"('diffident', 'self-confident')",0.25010714,0.24703272,0.8678211,0.8787446,0.0109235
