,haunt_male,haunt_female,tuple,average_male,average_female,female-male
0,0.03525956,-0.10568912,"('unsociable', 'sociable')",0.0352596,-0.1056891,-0.1409487
1,1.0405971,0.9813433,"('unfriendly', 'friendly')",1.0405971,0.9813433,-0.0592538
2,0.2207789,0.48623377,"('unlikable', 'likable')",0.2207789,0.4862338,0.2654549
3,0.68796265,0.851409,"('repellent', 'pleasant')",0.6879627,0.851409,0.1634463
4,-7.1192393,-7.246313,"('disliked', 'liked')",-7.1192393,-7.2463131,-0.1270738
5,-0.52652013,-0.33111265,"('distant', 'outgoing')",-0.5265201,-0.3311127,0.1954074
6,-0.2133006,-0.045876376,"('distant', 'open')",-0.2133006,-0.0458764,0.1674242
7,0.7833967,0.71897745,"('insensitive', 'sensitive')",0.7833967,0.7189775,-0.0644192
8,0.87018305,0.8516259,"('unaffectionate', 'affectionate')",0.8701831,0.8516259,-0.0185572
9,1.2480724,1.3575133,"('unaffectionate', 'caring')",1.2480724,1.3575133,0.1094409
10,1.2487061,1.384464,"('unsympathetic', 'sympathetic')",1.2487061,1.384464,0.1357579
11,1.8513302,1.9343753,"('unhelpful', 'helpful')",1.8513302,1.9343753,0.0830451
12,-1.645848,-1.6732571,"('unsupportive', 'supportive')",-1.645848,-1.6732571,-0.0274091
13,0.26869008,0.31810367,"('impolite', 'polite')",0.2686901,0.3181037,0.0494136
14,-0.048992388,-0.27415252,"('antisocial', 'social')",-0.0489924,-0.2741525,-0.2251601
15,0.23799706,0.12620261,"('boring', 'funny')",0.2379971,0.1262026,-0.1117945
16,-0.5806186,-0.46424097,"('unpopular', 'popular')",-0.5806186,-0.464241,0.1163776
17,-0.15073954,-0.10940161,"('nasty', 'nice')",-0.1507395,-0.1094016,0.0413379
18,-0.72961533,-0.8006513,"('disagreeable', 'welcoming')",-0.7296153,-0.8006513,-0.071036
19,-0.71225214,-0.5703181,"('inhospitable', 'hospitable')",-0.7122521,-0.5703181,0.141934
20,0.89234436,0.6827469,"('rough', 'thoughtful')",0.8923444,0.6827469,-0.2095975
21,-0.11581022,0.15613261,"('immoral', 'moral')",-0.1158102,0.1561326,0.2719428
22,-0.43847647,-0.47948638,"('untrustworthy', 'trustworthy')",-0.4384765,-0.4794864,-0.0410099
23,5.9955277,6.079661,"('insincere', 'sincere')",5.9955277,6.0796609,0.0841332
24,1.608417,1.6184344,"('dishonest', 'honest')",1.608417,1.6184344,0.0100174
25,0.22418365,0.2445039,"('egoistic', 'altruistic')",0.2241836,0.2445039,0.0203203
26,0.4892207,0.16558637,"('hardhearted', 'benevolent')",0.4892207,0.1655864,-0.3236343
27,1.5517,1.4207433,"('hardhearted', 'softhearted')",1.5517,1.4207433,-0.1309567
28,1.0995634,1.1107984,"('disloyal', 'loyal')",1.0995634,1.1107984,0.011235
29,-0.53675354,-0.80084956,"('unfair', 'fair')",-0.5367535,-0.8008496,-0.2640961
30,0.7026478,0.807178,"('intolerant', 'tolerant')",0.7026478,0.807178,0.1045302
31,-1.7208936,-1.7793171,"('evil', 'good')",-1.7208936,-1.7793171,-0.0584235
32,1.4200752,1.3083808,"('unkind', 'kind')",1.4200752,1.3083808,-0.1116944
33,-0.5688804,-0.5069126,"('wrong', 'right')",-0.5688804,-0.5069126,0.0619678
34,4.2556467,4.5584464,"('mean', 'honorable')",4.2556467,4.5584464,0.3027997
35,-1.0781212,-1.2792182,"('corrupt', 'incorrupt')",-1.0781212,-1.2792182,-0.201097
36,-1.1554819,-1.2116295,"('hostile', 'amicable')",-1.1554819,-1.2116295,-0.0561476
37,1.0590452,1.0246453,"('fake', 'genuine')",1.0590452,1.0246453,-0.0343999
38,-0.3048259,-0.18908148,"('untruthful', 'truthful')",-0.3048259,-0.1890815,0.1157444
39,-0.05712105,-0.057139654,"('exploitative', 'cooperative')",-0.057121,-0.0571397,-1.87e-05
40,-1.5415473,-1.8779631,"('stingy', 'generous')",-1.5415473,-1.8779631,-0.3364158
41,0.08263089,0.05401307,"('unforgiving', 'forgiving')",0.0826309,0.0540131,-0.0286178
42,-1.809638,-1.840979,"('unreliable', 'reliable')",-1.809638,-1.840979,-0.031341
43,1.0778568,1.2109817,"('irresponsible', 'responsible')",1.0778568,1.2109817,0.1331249
44,-0.86638194,-0.9114294,"('prejudiced', 'unprejudiced')",-0.8663819,-0.9114294,-0.0450475
45,0.39378953,0.30094308,"('incompetent', 'competent')",0.3937895,0.3009431,-0.0928464
46,-0.35129443,-0.3470766,"('uncompetitive', 'competitive')",-0.3512944,-0.3470766,0.0042178
47,5.103414,5.3384404,"('stupid', 'smart')",5.1034141,5.3384404,0.2350263
48,0.43042397,0.4138073,"('unintelligent', 'intelligent')",0.430424,0.4138073,-0.0166167
49,0.1121549,0.37576756,"('unable', 'able')",0.1121549,0.3757676,0.2636127
50,-0.1642954,-0.155906,"('clumsy', 'skillful')",-0.1642954,-0.155906,0.0083894
51,0.659649,0.6412717,"('uneducated', 'educated')",0.659649,0.6412717,-0.0183773
52,-0.6834032,-0.64969015,"('irrational', 'rational')",-0.6834032,-0.6496902,0.033713
53,-0.15043093,-0.18351701,"('uncreative', 'creative')",-0.1504309,-0.183517,-0.0330861
54,0.98041683,1.2221276,"('incapable', 'capable')",0.9804168,1.2221276,0.2417108
55,0.81551874,0.7906811,"('incompetent', 'clever')",0.8155187,0.7906811,-0.0248376
56,0.68811697,0.6451851,"('impractical', 'practical')",0.688117,0.6451851,-0.0429319
57,-2.2974968,-2.398701,"('unimaginative', 'imaginative')",-2.2974968,-2.398701,-0.1012042
58,0.12217814,-0.096996635,"('undiscriminating', 'discriminating')",0.1221781,-0.0969966,-0.2191747
59,-0.15543178,-0.053932153,"('foolish', 'wise')",-0.1554318,-0.0539322,0.1014996
60,0.8618818,1.02461,"('inefficient', 'efficient')",0.8618818,1.02461,0.1627282
61,0.0048351847,-0.12806003,"('illogical', 'logical')",0.0048352,-0.12806,-0.1328952
62,1.0188922,1.2148352,"('incompetent', 'brilliant')",1.0188922,1.2148352,0.195943
63,0.3534308,0.43717423,"('unperceptive', 'insightful')",0.3534308,0.4371742,0.0837434
64,-5.684071,-5.6172853,"('shy', 'confident')",-5.6840711,-5.6172853,0.0667858
65,0.5342716,0.5116167,"('insecure', 'secure')",0.5342716,0.5116167,-0.0226549
66,0.080022246,-0.038405795,"('inactive', 'active')",0.0800222,-0.0384058,-0.118428
67,-0.30751145,-0.23455851,"('doubtful', 'determined')",-0.3075114,-0.2345585,0.0729529
68,-0.59247637,-0.46634316,"('dependent', 'independent')",-0.5924764,-0.4663432,0.1261332
69,-2.0696747,-2.00625,"('lazy', 'industrious')",-2.0696747,-2.0062499,0.0634248
70,1.4979961,1.4518632,"('lethargic', 'energetic')",1.4979961,1.4518632,-0.0461329
71,0.43301213,0.37678137,"('diffident', 'self-confident')",0.4330121,0.3767814,-0.0562307
72,0.8824813,0.9794405,"('unambitious', 'ambitious')",0.8824813,0.9794405,0.0969592
73,-2.82999,-2.8808918,"('helpless', 'self-reliant')",-2.8299899,-2.8808918,-0.0509019
74,0.3212965,0.07451158,"('undedicated', 'dedicated')",0.3212965,0.0745116,-0.2467849
75,-0.6212088,-0.5454825,"('meek', 'impulsive')",-0.6212088,-0.5454825,0.0757263
76,0.9142346,0.8200389,"('anxious', 'daring')",0.9142346,0.8200389,-0.0941957
77,-1.3734393,-1.1313118,"('unmotivated', 'motivated')",-1.3734393,-1.1313118,0.2421275
78,-0.78371847,-0.76652694,"('nonresilient', 'resilient')",-0.7837185,-0.7665269,0.0171916
