,entergy_male,entergy_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.63878685,-0.80327153,"('unsociable', 'sociable')",-0.2535988,-0.50204164,-0.4461928,-0.6526566,-0.2064638
1,-1.4821656,-1.495851,"('unfriendly', 'friendly')",1.3164488,1.2392498,-0.0828584,-0.1283006,-0.0454422
2,0.485369,0.50049454,"('unlikable', 'likable')",0.7981138,0.8489988,0.6417414,0.6747466,0.0330052
3,-0.746128,-0.75549465,"('repellent', 'pleasant')",0.7683134,0.67354435,0.0110927,-0.0409752,-0.0520679
4,-0.08280646,-0.090718865,"('disliked', 'liked')",-6.882509,-6.8096676,-3.4826579,-3.4501932,0.0324647
5,0.40091515,0.52841926,"('distant', 'outgoing')",-0.23244736,-0.13457856,0.0842339,0.1969204,0.1126865
6,0.107755095,0.27585956,"('distant', 'open')",-0.41256246,-0.32043397,-0.1524037,-0.0222872,0.1301165
7,-0.67178315,-0.66924936,"('insensitive', 'sensitive')",-0.08496801,-0.1299176,-0.3783756,-0.3995835,-0.0212079
8,-1.1320546,-1.1395454,"('unaffectionate', 'affectionate')",0.780162,0.79451215,-0.1759463,-0.1725166,0.0034297
9,-1.0465499,-1.0320562,"('unaffectionate', 'caring')",1.2999024,1.3636835,0.1266763,0.1658136,0.0391373
10,-1.5334728,-1.5713444,"('unsympathetic', 'sympathetic')",-0.6766201,-0.70624393,-1.1050465,-1.1387942,-0.0337477
11,0.65241694,0.5973678,"('unhelpful', 'helpful')",1.8413612,1.9005183,1.2468891,1.2489431,0.002054
12,-0.15347925,-0.09717344,"('unsupportive', 'supportive')",-2.2497804,-2.2319717,-1.2016299,-1.1645726,0.0370573
13,-0.20335332,-0.27219543,"('impolite', 'polite')",-0.5700992,-0.66185737,-0.3867263,-0.4670264,-0.0803001
14,0.2032491,0.0915844,"('antisocial', 'social')",-0.33500722,-0.61040074,-0.0658791,-0.2594082,-0.1935291
15,0.4413149,0.38601184,"('boring', 'funny')",-0.028355148,-0.06283523,0.2064799,0.1615883,-0.0448916
16,-0.5262865,-0.5299162,"('unpopular', 'popular')",0.68592155,0.62552154,0.0798175,0.0478027,-0.0320148
17,-0.49151757,-0.4279742,"('nasty', 'nice')",-0.3718533,-0.33285472,-0.4316854,-0.3804145,0.0512709
18,-0.3525259,-0.3765124,"('disagreeable', 'welcoming')",-0.45980462,-0.5705369,-0.4061652,-0.4735247,-0.0673595
19,-0.9478169,-0.8990676,"('inhospitable', 'hospitable')",-0.47041565,-0.30567512,-0.7091163,-0.6023713,0.106745
20,-0.16874371,-0.14056039,"('rough', 'thoughtful')",0.71797603,0.73241216,0.2746162,0.2959259,0.0213097
21,-0.15124972,-0.27828497,"('immoral', 'moral')",-0.49799934,-0.5471821,-0.3246245,-0.4127335,-0.088109
22,-1.060418,-1.0949069,"('untrustworthy', 'trustworthy')",-1.2634916,-1.2988242,-1.1619549,-1.1968656,-0.0349107
23,-0.29397592,-0.4335524,"('insincere', 'sincere')",5.8516564,5.6955247,2.7788403,2.6309862,-0.1478541
24,-0.3552856,-0.37598705,"('dishonest', 'honest')",0.52930367,0.5633518,0.087009,0.0936824,0.0066734
25,-0.7141561,-0.72875416,"('egoistic', 'altruistic')",1.0955547,1.0116022,0.1906993,0.141424,-0.0492753
26,0.18411323,0.06591973,"('hardhearted', 'benevolent')",1.494643,1.3759449,0.8393781,0.7209323,-0.1184458
27,-0.67592716,-0.5756097,"('hardhearted', 'softhearted')",1.0097027,0.9104158,0.1668878,0.1674031,0.0005153
28,-0.65222234,-0.7546481,"('disloyal', 'loyal')",0.9578772,0.8893404,0.1528274,0.0673462,-0.0854812
29,-0.81251776,-0.75891787,"('unfair', 'fair')",-0.73309463,-0.820163,-0.7728062,-0.7895404,-0.0167342
30,0.23291776,0.12980598,"('intolerant', 'tolerant')",0.849258,0.76246786,0.5410879,0.4461369,-0.094951
31,-1.2604768,-1.1450837,"('evil', 'good')",-0.9741727,-0.9946299,-1.1173248,-1.0698568,0.047468
32,-0.4485193,-0.5626014,"('unkind', 'kind')",0.7159191,0.5213537,0.1336999,-0.0206238,-0.1543237
33,0.49820462,0.53737843,"('wrong', 'right')",-0.50322974,-0.46851587,-0.0025126,0.0344313,0.0369439
34,0.53969616,0.60049427,"('mean', 'honorable')",5.6441846,5.822364,3.0919404,3.2114291,0.1194887
35,-0.6878112,-0.6045185,"('corrupt', 'incorrupt')",-0.44913256,-0.4163645,-0.5684719,-0.5104415,0.0580304
36,-0.9568388,-1.0116898,"('hostile', 'amicable')",-0.23665184,-0.30573007,-0.5967453,-0.6587099,-0.0619646
37,-0.52499664,-0.4626964,"('fake', 'genuine')",-0.41258168,-0.3665419,-0.4687892,-0.4146191,0.0541701
