,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
26,1.5809047,1.5339506,"('hardhearted', 'benevolent')",1.5809047,1.5339506,-0.0469541
27,0.96914864,0.9295998,"('hardhearted', 'softhearted')",0.9691486,0.9295998,-0.0395488
28,1.3888642,1.2556725,"('disloyal', 'loyal')",1.3888642,1.2556725,-0.1331917
29,-0.70370126,-0.7886227,"('unfair', 'fair')",-0.7037013,-0.7886227,-0.0849214
30,0.68250525,0.6440958,"('intolerant', 'tolerant')",0.6825052,0.6440958,-0.0384094
31,-1.3009799,-1.2501847,"('evil', 'good')",-1.3009799,-1.2501847,0.0507952
32,1.3391242,1.2538176,"('unkind', 'kind')",1.3391242,1.2538176,-0.0853066
33,0.0008415878,-0.06002788,"('wrong', 'right')",0.0008416,-0.0600279,-0.0608695
34,4.540546,4.6665025,"('mean', 'honorable')",4.5405459,4.6665025,0.1259566
35,-0.27470168,-0.37345096,"('corrupt', 'incorrupt')",-0.2747017,-0.373451,-0.0987493
36,-0.39172778,-0.47130108,"('hostile', 'amicable')",-0.3917278,-0.4713011,-0.0795733
37,1.0399182,0.9891968,"('fake', 'genuine')",1.0399182,0.9891968,-0.0507214
38,0.31951988,0.22985998,"('untruthful', 'truthful')",0.3195199,0.22986,-0.0896599
39,0.24617891,0.2829988,"('exploitative', 'cooperative')",0.2461789,0.2829988,0.0368199
40,-1.9571842,-2.0478327,"('stingy', 'generous')",-1.9571842,-2.0478327,-0.0906485
41,0.2800421,0.16456166,"('unforgiving', 'forgiving')",0.2800421,0.1645617,-0.1154804
42,-3.5135698,-3.4820569,"('unreliable', 'reliable')",-3.5135698,-3.4820569,0.0315129
43,0.6658677,0.70596546,"('irresponsible', 'responsible')",0.6658677,0.7059655,0.0400978
44,-1.8168437,-1.703533,"('prejudiced', 'unprejudiced')",-1.8168437,-1.7035331,0.1133106
45,-0.17090371,-0.18625459,"('incompetent', 'competent')",-0.1709037,-0.1862546,-0.0153509
46,-1.0987164,-1.1837184,"('uncompetitive', 'competitive')",-1.0987164,-1.1837184,-0.085002
47,5.044767,5.184862,"('stupid', 'smart')",5.0447669,5.1848621,0.1400952
48,0.29053319,0.21778251,"('unintelligent', 'intelligent')",0.2905332,0.2177825,-0.0727507
49,-0.5445169,-0.37200305,"('unable', 'able')",-0.5445169,-0.372003,0.1725139
50,-0.668528,-0.7356673,"('clumsy', 'skillful')",-0.668528,-0.7356673,-0.0671393
51,0.1335103,0.018933542,"('uneducated', 'educated')",0.1335103,0.0189335,-0.1145768
52,-0.17702506,-0.24435948,"('irrational', 'rational')",-0.1770251,-0.2443595,-0.0673344
53,0.113277584,0.068257846,"('uncreative', 'creative')",0.1132776,0.0682578,-0.0450198
54,0.5153049,0.60198605,"('incapable', 'capable')",0.5153049,0.6019861,0.0866812
55,-0.077967584,-0.08140314,"('incompetent', 'clever')",-0.0779676,-0.0814031,-0.0034355
56,1.0086993,0.96820927,"('impractical', 'practical')",1.0086993,0.9682093,-0.04049
57,-3.419502,-3.4515016,"('unimaginative', 'imaginative')",-3.419502,-3.4515016,-0.0319996
58,-0.13628167,-0.16535595,"('undiscriminating', 'discriminating')",-0.1362817,-0.165356,-0.0290743
59,0.23636061,0.22703034,"('foolish', 'wise')",0.2363606,0.2270303,-0.0093303
60,0.009321025,0.040862393,"('inefficient', 'efficient')",0.009321,0.0408624,0.0315414
61,-0.059050344,-0.14232546,"('illogical', 'logical')",-0.0590503,-0.1423255,-0.0832752
62,-0.081562966,0.016399933,"('incompetent', 'brilliant')",-0.081563,0.0163999,0.0979629
63,0.11317088,0.0795583,"('unperceptive', 'insightful')",0.1131709,0.0795583,-0.0336126
64,-6.351972,-6.405962,"('shy', 'confident')",-6.3519721,-6.405962,-0.0539899
65,-0.62581253,-0.6392444,"('insecure', 'secure')",-0.6258125,-0.6392444,-0.0134319
66,-0.20190395,-0.20807523,"('inactive', 'active')",-0.201904,-0.2080752,-0.0061712
67,0.19745949,0.2026158,"('doubtful', 'determined')",0.1974595,0.2026158,0.0051563
68,-1.5709748,-1.567878,"('dependent', 'independent')",-1.5709748,-1.567878,0.0030968
69,-1.0112717,-1.0051413,"('lazy', 'industrious')",-1.0112717,-1.0051413,0.0061304
70,0.5041331,0.52005124,"('lethargic', 'energetic')",0.5041331,0.5200512,0.0159181
71,0.88705695,0.9457361,"('diffident', 'self-confident')",0.8870569,0.9457361,0.0586792
72,0.14575945,0.22661708,"('unambitious', 'ambitious')",0.1457594,0.2266171,0.0808577
73,-3.6672912,-3.6478302,"('helpless', 'self-reliant')",-3.6672912,-3.6478302,0.019461
74,0.263916,0.1855188,"('undedicated', 'dedicated')",0.263916,0.1855188,-0.0783972
75,-0.92410994,-0.8276269,"('meek', 'impulsive')",-0.9241099,-0.8276269,0.096483
76,-0.5656321,-0.508663,"('anxious', 'daring')",-0.5656321,-0.508663,0.0569691
77,-1.2452052,-1.1910943,"('unmotivated', 'motivated')",-1.2452052,-1.1910943,0.0541109
78,-0.57413805,-0.58451617,"('nonresilient', 'resilient')",-0.574138,-0.5845162,-0.0103782
79,0.06749282,0.112273715,"('wavering', 'unwavering')",0.0674928,0.1122737,0.0447809
80,-0.40062678,-0.46146002,"('dominated', 'dominating')",-0.4006268,-0.46146,-0.0608332
81,-0.628929,-0.6144501,"('submissive', 'aggressive')",-0.628929,-0.6144501,0.0144789
82,5.9199405,6.0609274,"('poor', 'rich')",5.9199405,6.0609274,0.1409869
83,-0.32071006,-0.3501831,"('powerless', 'powerful')",-0.3207101,-0.3501831,-0.029473
84,0.4535342,0.42673862,"('inferior', 'superior')",0.4535342,0.4267386,-0.0267956
85,0.34178373,0.290632,"('insignificant', 'prestigious')",0.3417837,0.290632,-0.0511517
86,0.65991735,0.5164306,"('uninfluential', 'influential')",0.6599174,0.5164306,-0.1434868
87,-0.38017642,-0.33720455,"('unsuccessful', 'successful')",-0.3801764,-0.3372045,0.0429719
88,0.625647,0.5463357,"('low', 'eminent')",0.625647,0.5463357,-0.0793113
