,locomotive_male,locomotive_female,tuple,average_male,average_female,female-male
0,-0.08433017,-0.22247577,"('unsociable', 'sociable')",-0.0843302,-0.2224758,-0.1381456
1,1.715223,1.6267734,"('unfriendly', 'friendly')",1.715223,1.6267734,-0.0884496
2,0.17494233,0.20463434,"('unlikable', 'likable')",0.1749423,0.2046343,0.029692
3,-0.5467222,-0.48056304,"('repellent', 'pleasant')",-0.5467222,-0.480563,0.0661592
4,-6.848709,-6.97462,"('disliked', 'liked')",-6.8487091,-6.9746199,-0.1259108
5,-0.22195968,-0.13914992,"('distant', 'outgoing')",-0.2219597,-0.1391499,0.0828098
6,0.32729548,0.3811438,"('distant', 'open')",0.3272955,0.3811438,0.0538483
7,0.90957946,0.8528331,"('insensitive', 'sensitive')",0.9095795,0.8528331,-0.0567464
8,1.4147747,1.3793718,"('unaffectionate', 'affectionate')",1.4147747,1.3793718,-0.0354029
9,2.1535635,2.1161256,"('unaffectionate', 'caring')",2.1535635,2.1161256,-0.0374379
10,0.41516548,0.3909619,"('unsympathetic', 'sympathetic')",0.4151655,0.3909619,-0.0242036
11,1.9387262,1.8408202,"('unhelpful', 'helpful')",1.9387262,1.8408202,-0.097906
12,-1.4463121,-1.4979476,"('unsupportive', 'supportive')",-1.4463121,-1.4979476,-0.0516355
13,-0.6012436,-0.6720502,"('impolite', 'polite')",-0.6012436,-0.6720502,-0.0708066
14,-0.37364435,-0.39960718,"('antisocial', 'social')",-0.3736444,-0.3996072,-0.0259628
15,1.1787101,1.0481601,"('boring', 'funny')",1.1787101,1.0481601,-0.13055
16,-0.116353534,-0.17306906,"('unpopular', 'popular')",-0.1163535,-0.1730691,-0.0567156
17,0.3749863,0.36172566,"('nasty', 'nice')",0.3749863,0.3617257,-0.0132606
18,-0.7770958,-0.7599887,"('disagreeable', 'welcoming')",-0.7770958,-0.7599887,0.0171071
19,-0.11658471,-0.10092475,"('inhospitable', 'hospitable')",-0.1165847,-0.1009248,0.0156599
20,-0.036704917,-0.007979926,"('rough', 'thoughtful')",-0.0367049,-0.0079799,0.028725
21,-0.18785706,-0.2220287,"('immoral', 'moral')",-0.1878571,-0.2220287,-0.0341716
22,-0.9586389,-1.047501,"('untrustworthy', 'trustworthy')",-0.9586389,-1.047501,-0.0888621
23,6.44459,6.4236374,"('insincere', 'sincere')",6.4445901,6.4236374,-0.0209527
24,1.3106306,1.2427845,"('dishonest', 'honest')",1.3106306,1.2427845,-0.0678461
25,1.3388797,1.272778,"('egoistic', 'altruistic')",1.3388797,1.272778,-0.0661017
