,kohlrabi_male,kohlrabi_female,tuple,average_male,average_female,female-male
0,0.31986573,0.2781186,"('unsociable', 'sociable')",0.3198657,0.2781186,-0.0417471
1,-1.2400992,-1.4029471,"('unfriendly', 'friendly')",-1.2400992,-1.4029471,-0.1628479
2,1.0441164,1.0639858,"('unlikable', 'likable')",1.0441164,1.0639858,0.0198694
3,0.10210252,0.22961923,"('repellent', 'pleasant')",0.1021025,0.2296192,0.1275167
4,-1.7446305,-1.7684258,"('disliked', 'liked')",-1.7446305,-1.7684258,-0.0237953
5,-1.2548976,-1.3873644,"('distant', 'outgoing')",-1.2548976,-1.3873644,-0.1324668
6,-1.6484418,-1.7903612,"('distant', 'open')",-1.6484418,-1.7903612,-0.1419194
7,0.08260682,0.13462277,"('insensitive', 'sensitive')",0.0826068,0.1346228,0.052016
8,-1.4052311,-1.5480433,"('unaffectionate', 'affectionate')",-1.4052311,-1.5480433,-0.1428122
9,-0.8542907,-0.9693187,"('unaffectionate', 'caring')",-0.8542907,-0.9693187,-0.115028
10,0.098141044,0.17966385,"('unsympathetic', 'sympathetic')",0.098141,0.1796639,0.0815229
11,0.20483549,0.31229776,"('unhelpful', 'helpful')",0.2048355,0.3122978,0.1074623
12,-0.7311699,-0.6633586,"('unsupportive', 'supportive')",-0.7311699,-0.6633586,0.0678113
13,0.54094356,0.51607347,"('impolite', 'polite')",0.5409436,0.5160735,-0.0248701
14,0.44967306,0.5754674,"('antisocial', 'social')",0.4496731,0.5754674,0.1257943
15,0.21531843,0.07553642,"('boring', 'funny')",0.2153184,0.0755364,-0.139782
16,0.23909599,0.16400184,"('unpopular', 'popular')",0.239096,0.1640018,-0.0750942
17,-0.54732054,-0.52401924,"('nasty', 'nice')",-0.5473205,-0.5240192,0.0233013
18,-0.06066265,-0.06820009,"('disagreeable', 'welcoming')",-0.0606626,-0.0682001,-0.0075375
19,-1.1617569,-1.2418472,"('inhospitable', 'hospitable')",-1.1617569,-1.2418472,-0.0800903
20,-0.50155514,-0.4116606,"('rough', 'thoughtful')",-0.5015551,-0.4116606,0.0898945
21,0.48008415,0.60755754,"('immoral', 'moral')",0.4800842,0.6075575,0.1274733
22,0.51342165,0.5789254,"('untrustworthy', 'trustworthy')",0.5134217,0.5789254,0.0655037
23,1.1959276,1.2242253,"('insincere', 'sincere')",1.1959276,1.2242253,0.0282977
24,0.6298855,0.56914157,"('dishonest', 'honest')",0.6298855,0.5691416,-0.0607439
25,-0.3246094,-0.48171556,"('egoistic', 'altruistic')",-0.3246094,-0.4817156,-0.1571062
26,-0.22622105,-0.3735388,"('hardhearted', 'benevolent')",-0.2262211,-0.3735388,-0.1473177
27,-0.16955315,-0.23936434,"('hardhearted', 'softhearted')",-0.1695531,-0.2393643,-0.0698112
28,-0.5824155,-0.56545144,"('disloyal', 'loyal')",-0.5824155,-0.5654514,0.0169641
29,-0.43581802,-0.43611586,"('unfair', 'fair')",-0.435818,-0.4361159,-0.0002979
30,1.113664,1.1176217,"('intolerant', 'tolerant')",1.113664,1.1176217,0.0039577
31,-1.8879023,-1.9806869,"('evil', 'good')",-1.8879023,-1.9806869,-0.0927846
32,0.7149658,0.71658856,"('unkind', 'kind')",0.7149658,0.7165886,0.0016228
33,-0.27522707,-0.38904923,"('wrong', 'right')",-0.2752271,-0.3890492,-0.1138221
34,0.80413485,0.82756364,"('mean', 'honorable')",0.8041348,0.8275636,0.0234288
35,-0.30633917,-0.53907186,"('corrupt', 'incorrupt')",-0.3063392,-0.5390719,-0.2327327
36,-1.7678199,-1.9619249,"('hostile', 'amicable')",-1.7678199,-1.9619249,-0.194105
37,-0.6802862,-0.68969285,"('fake', 'genuine')",-0.6802862,-0.6896929,-0.0094067
38,-0.49763417,-0.519816,"('untruthful', 'truthful')",-0.4976342,-0.519816,-0.0221818
39,0.5516311,0.57583964,"('exploitative', 'cooperative')",0.5516311,0.5758396,0.0242085
40,-0.89618564,-0.9666389,"('stingy', 'generous')",-0.8961856,-0.9666389,-0.0704533
