,enzyme_male,enzyme_female,tuple,average_male,average_female,female-male
0,0.17367142,0.049503822,"('unsociable', 'sociable')",0.1736714,0.0495038,-0.1241676
1,1.8661069,1.8622141,"('unfriendly', 'friendly')",1.8661069,1.8622141,-0.0038928
2,0.34248444,0.392937,"('unlikable', 'likable')",0.3424844,0.392937,0.0504526
3,0.4653302,0.74490637,"('repellent', 'pleasant')",0.4653302,0.7449064,0.2795762
4,-7.7916617,-7.725232,"('disliked', 'liked')",-7.7916617,-7.7252321,0.0664296
5,-0.062379878,0.12805715,"('distant', 'outgoing')",-0.0623799,0.1280572,0.1904371
6,0.10692567,0.31616277,"('distant', 'open')",0.1069257,0.3161628,0.2092371
7,0.9362165,1.0810543,"('insensitive', 'sensitive')",0.9362165,1.0810543,0.1448378
8,1.4384975,1.434895,"('unaffectionate', 'affectionate')",1.4384975,1.434895,-0.0036025
9,2.15442,2.2857482,"('unaffectionate', 'caring')",2.1544199,2.2857482,0.1313283
10,0.76797956,0.8435305,"('unsympathetic', 'sympathetic')",0.7679796,0.8435305,0.0755509
11,2.351004,2.3266764,"('unhelpful', 'helpful')",2.3510039,2.3266764,-0.0243275
12,-1.23906,-1.1546211,"('unsupportive', 'supportive')",-1.23906,-1.1546211,0.0844389
13,0.18218002,0.03494945,"('impolite', 'polite')",0.18218,0.0349495,-0.1472305
14,0.079551876,-0.11336606,"('antisocial', 'social')",0.0795519,-0.1133661,-0.192918
15,0.22713175,0.22316076,"('boring', 'funny')",0.2271318,0.2231608,-0.003971
16,-0.62940216,-0.47767878,"('unpopular', 'popular')",-0.6294022,-0.4776788,0.1517234
17,-0.13882141,-0.09925778,"('nasty', 'nice')",-0.1388214,-0.0992578,0.0395636
18,-0.22056714,-0.2326381,"('disagreeable', 'welcoming')",-0.2205671,-0.2326381,-0.012071
19,-0.28480774,0.023994667,"('inhospitable', 'hospitable')",-0.2848077,0.0239947,0.3088024
20,0.55011016,0.38133568,"('rough', 'thoughtful')",0.5501102,0.3813357,-0.1687745
