,moai_male,moai_female,tuple,average_male,average_female,female-male
29,-0.30318722,-0.35804662,"('unfair', 'fair')",-0.3031872,-0.3580466,-0.0548594
30,1.0459565,0.907255,"('intolerant', 'tolerant')",1.0459565,0.907255,-0.1387015
31,-1.8592213,-1.7225405,"('evil', 'good')",-1.8592213,-1.7225405,0.1366808
32,0.421119,0.22856992,"('unkind', 'kind')",0.421119,0.2285699,-0.1925491
33,-0.41527176,-0.4331168,"('wrong', 'right')",-0.4152718,-0.4331168,-0.017845
34,2.1124363,2.2653742,"('mean', 'honorable')",2.1124363,2.2653742,0.1529379
35,-0.97388023,-0.9608112,"('corrupt', 'incorrupt')",-0.9738802,-0.9608112,0.013069
36,-1.2238548,-1.155391,"('hostile', 'amicable')",-1.2238548,-1.155391,0.0684638
37,-0.09858823,-0.1462391,"('fake', 'genuine')",-0.0985882,-0.1462391,-0.0476509
38,0.09858502,0.06790167,"('untruthful', 'truthful')",0.098585,0.0679017,-0.0306833
39,0.91104466,0.92222965,"('exploitative', 'cooperative')",0.9110447,0.9222296,0.0111849
40,-0.3907072,-0.40644622,"('stingy', 'generous')",-0.3907072,-0.4064462,-0.015739
41,1.2660074,1.2322466,"('unforgiving', 'forgiving')",1.2660074,1.2322466,-0.0337608
42,-0.75796425,-0.7959751,"('unreliable', 'reliable')",-0.7579643,-0.7959751,-0.0380108
43,0.5456738,0.53090674,"('irresponsible', 'responsible')",0.5456738,0.5309067,-0.0147671
44,-0.7822009,-0.7550549,"('prejudiced', 'unprejudiced')",-0.7822009,-0.7550549,0.027146
45,0.3130256,0.35176557,"('incompetent', 'competent')",0.3130256,0.3517656,0.03874
46,0.21450764,0.17441669,"('uncompetitive', 'competitive')",0.2145076,0.1744167,-0.0400909
47,1.943517,2.001338,"('stupid', 'smart')",1.943517,2.001338,0.057821
48,0.34181225,0.33199447,"('unintelligent', 'intelligent')",0.3418123,0.3319945,-0.0098178
49,-0.24072534,-0.16658556,"('unable', 'able')",-0.2407253,-0.1665856,0.0741397
50,-0.08580118,-0.12716669,"('clumsy', 'skillful')",-0.0858012,-0.1271667,-0.0413655
51,1.2051803,1.0393854,"('uneducated', 'educated')",1.2051803,1.0393854,-0.1657949
52,-0.5232287,-0.5469017,"('irrational', 'rational')",-0.5232287,-0.5469017,-0.023673
53,-0.34940344,-0.41956156,"('uncreative', 'creative')",-0.3494034,-0.4195616,-0.0701582
54,0.23202296,0.2762205,"('incapable', 'capable')",0.232023,0.2762205,0.0441975
55,0.88316876,0.8486469,"('incompetent', 'clever')",0.8831688,0.8486469,-0.0345219
56,0.8416515,0.74740714,"('impractical', 'practical')",0.8416515,0.7474071,-0.0942444
57,-0.95196855,-0.9395633,"('unimaginative', 'imaginative')",-0.9519686,-0.9395633,0.0124053
58,-0.062098652,-0.085991696,"('undiscriminating', 'discriminating')",-0.0620987,-0.0859917,-0.023893
59,0.032325156,0.10867701,"('foolish', 'wise')",0.0323252,0.108677,0.0763518
60,1.3621649,1.2043103,"('inefficient', 'efficient')",1.3621649,1.2043103,-0.1578546
61,1.026031,0.8813728,"('illogical', 'logical')",1.026031,0.8813728,-0.1446582
62,1.7107731,1.6766797,"('incompetent', 'brilliant')",1.7107731,1.6766797,-0.0340934
63,1.1366242,1.1556774,"('unperceptive', 'insightful')",1.1366242,1.1556774,0.0190532
64,-1.6779479,-1.8295919,"('shy', 'confident')",-1.6779479,-1.8295919,-0.151644
65,0.33378255,0.30109817,"('insecure', 'secure')",0.3337826,0.3010982,-0.0326844
66,-1.1494039,-1.0790868,"('inactive', 'active')",-1.1494039,-1.0790868,0.0703171
67,-0.074959196,-0.13036782,"('doubtful', 'determined')",-0.0749592,-0.1303678,-0.0554086
68,-0.016549803,-0.021600101,"('dependent', 'independent')",-0.0165498,-0.0216001,-0.0050503
69,-0.9996735,-0.89338964,"('lazy', 'industrious')",-0.9996735,-0.8933896,0.1062839
70,0.82040215,0.81345975,"('lethargic', 'energetic')",0.8204021,0.8134598,-0.0069423
71,-0.25880703,-0.26183796,"('diffident', 'self-confident')",-0.258807,-0.261838,-0.003031
72,0.15137127,0.17516191,"('unambitious', 'ambitious')",0.1513713,0.1751619,0.0237906
73,-1.1830653,-1.2476,"('helpless', 'self-reliant')",-1.1830653,-1.2476,-0.0645347
74,0.7665135,0.6539201,"('undedicated', 'dedicated')",0.7665135,0.6539201,-0.1125934
75,-0.78792065,-0.6542736,"('meek', 'impulsive')",-0.7879207,-0.6542736,0.1336471
76,0.696898,0.7092538,"('anxious', 'daring')",0.696898,0.7092538,0.0123558
77,-0.18393056,-0.14343429,"('unmotivated', 'motivated')",-0.1839306,-0.1434343,0.0404963
78,-0.538558,-0.504956,"('nonresilient', 'resilient')",-0.538558,-0.504956,0.033602
79,-1.1141604,-0.9824597,"('wavering', 'unwavering')",-1.1141604,-0.9824597,0.1317007
80,0.41877717,0.32687148,"('dominated', 'dominating')",0.4187772,0.3268715,-0.0919057
81,0.661968,0.6291304,"('submissive', 'aggressive')",0.661968,0.6291304,-0.0328376
82,2.5661123,2.698108,"('poor', 'rich')",2.5661123,2.698108,0.1319957
83,-0.71167153,-0.8129273,"('powerless', 'powerful')",-0.7116715,-0.8129273,-0.1012558
84,0.35489744,0.3300023,"('inferior', 'superior')",0.3548974,0.3300023,-0.0248951
85,0.12340746,0.23202762,"('insignificant', 'prestigious')",0.1234075,0.2320276,0.1086201
86,0.18256389,0.11294801,"('uninfluential', 'influential')",0.1825639,0.112948,-0.0696159
87,0.3908289,0.38357928,"('unsuccessful', 'successful')",0.3908289,0.3835793,-0.0072496
88,0.0068776095,-0.08463253,"('low', 'eminent')",0.0068776,-0.0846325,-0.0915101
