,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.0958343,-1.1745136,"('unsociable', 'sociable')",-0.17394352,-0.3565581,-0.6348889,-0.7655358,-0.1306469
1,-1.8010327,-1.8482466,"('unfriendly', 'friendly')",1.4656137,1.3572304,-0.1677095,-0.2455081,-0.0777986
2,0.83261096,0.6692949,"('unlikable', 'likable')",0.5634669,0.43280655,0.6980389,0.5510507,-0.1469882
3,-0.30762038,-0.15997739,"('repellent', 'pleasant')",1.0342108,1.1379132,0.3632952,0.4889679,0.1256727
4,0.13045816,0.12164025,"('disliked', 'liked')",-6.7069426,-6.715559,-3.2882421,-3.2969594,-0.0087173
5,-0.77134275,-0.7708024,"('distant', 'outgoing')",-0.2796514,-0.13527314,-0.5254971,-0.4530378,0.0724593
6,-1.4654065,-1.4481853,"('distant', 'open')",-0.3589135,-0.2706706,-0.91216,-0.8594279,0.0527321
7,-0.7231368,-0.4248353,"('insensitive', 'sensitive')",0.22960888,0.3441618,-0.2467639,-0.0403367,0.2064272
8,-1.3294355,-1.4877813,"('unaffectionate', 'affectionate')",0.76257634,0.63338476,-0.2834296,-0.4271983,-0.1437687
9,-1.5509043,-1.5509144,"('unaffectionate', 'caring')",1.013158,1.0871917,-0.2688732,-0.2318614,0.0370118
10,-1.391524,-1.3698522,"('unsympathetic', 'sympathetic')",-0.74207664,-0.85786927,-1.0668004,-1.1138607,-0.0470603
11,-0.0897288,-0.13760373,"('unhelpful', 'helpful')",1.3966,1.5453266,0.6534356,0.7038614,0.0504258
12,-0.6270638,-0.38719237,"('unsupportive', 'supportive')",-2.1518009,-2.064683,-1.3894323,-1.2259376,0.1634947
13,-0.592988,-0.7677371,"('impolite', 'polite')",-1.0077577,-1.0575453,-0.8003728,-0.9126412,-0.1122684
14,0.115175486,0.25025123,"('antisocial', 'social')",0.038567442,-0.1060569,0.0768715,0.0720972,-0.0047743
15,0.045817554,-0.1708901,"('boring', 'funny')",0.017491259,-0.070255585,0.0316544,-0.1205728,-0.1522272
16,-0.017943792,-0.07670511,"('unpopular', 'popular')",0.2552642,0.21612197,0.1186602,0.0697084,-0.0489518
17,-0.16183677,-0.1663472,"('nasty', 'nice')",-0.36593387,-0.33896184,-0.2638853,-0.2526545,0.0112308
18,-0.23465103,-0.11227459,"('disagreeable', 'welcoming')",-0.3329542,-0.33767742,-0.2838026,-0.224976,0.0588266
19,-0.8455177,-0.914345,"('inhospitable', 'hospitable')",-0.3316618,-0.25220206,-0.5885897,-0.5832735,0.0053162
20,-0.028862927,0.002783984,"('rough', 'thoughtful')",0.69612086,0.6587863,0.333629,0.3307852,-0.0028438
21,-0.18298061,-0.21436523,"('immoral', 'moral')",-0.33326158,-0.38860497,-0.2581211,-0.3014851,-0.043364
22,-0.13675402,-0.054918204,"('untrustworthy', 'trustworthy')",-0.9567851,-0.9653303,-0.5467696,-0.5101243,0.0366453
23,-0.84212214,-0.8062314,"('insincere', 'sincere')",5.6427183,5.7458725,2.4002981,2.4698205,0.0695224
24,-0.7145001,-0.7432424,"('dishonest', 'honest')",0.33608568,0.39954516,-0.1892072,-0.1718486,0.0173586
25,-0.1203363,-0.19347331,"('egoistic', 'altruistic')",1.5504445,1.4759328,0.7150541,0.6412297,-0.0738244
26,-0.47975242,-0.6060647,"('hardhearted', 'benevolent')",1.5415752,1.2259582,0.5309114,0.3099468,-0.2209646
27,-0.4763733,-0.30468005,"('hardhearted', 'softhearted')",1.2676299,1.2344593,0.3956283,0.4648896,0.0692613
28,-0.80314755,-0.8538913,"('disloyal', 'loyal')",1.006581,0.9389665,0.1017167,0.0425376,-0.0591791
29,-0.18729617,-0.09462476,"('unfair', 'fair')",-0.4696884,-0.5919595,-0.3284923,-0.3432921,-0.0147998
30,0.3677434,0.30175585,"('intolerant', 'tolerant')",0.942609,0.8729537,0.6551762,0.5873548,-0.0678214
31,-0.47969362,-0.4776514,"('evil', 'good')",-0.60969347,-0.713675,-0.5446935,-0.5956632,-0.0509697
32,-0.3060391,-0.4706157,"('unkind', 'kind')",0.6645443,0.33743185,0.1792526,-0.0665919,-0.2458445
33,0.19683667,0.114568874,"('wrong', 'right')",-0.5512639,-0.49622354,-0.1772136,-0.1908273,-0.0136137
34,0.09638435,0.22898304,"('mean', 'honorable')",5.6132402,5.8504267,2.8548124,3.0397048,0.1848924
35,0.11308399,0.0464597,"('corrupt', 'incorrupt')",-0.37779996,-0.4143094,-0.132358,-0.1839249,-0.0515669
36,-0.8297284,-0.9110643,"('hostile', 'amicable')",-0.084769845,-0.21866888,-0.4572491,-0.5648666,-0.1076175
37,-0.12038137,-0.12789977,"('fake', 'genuine')",-0.06535069,-0.02386713,-0.092866,-0.0758834,0.0169826
38,-0.65827316,-0.7055787,"('untruthful', 'truthful')",-0.22755851,-0.091384485,-0.4429158,-0.3984816,0.0444342
39,0.45233095,0.46747452,"('exploitative', 'cooperative')",0.054889325,-0.0046204235,0.2536101,0.231427,-0.0221831
40,0.2992781,0.36348337,"('stingy', 'generous')",-1.6931132,-1.7134123,-0.6969175,-0.6749644,0.0219531
41,-0.13129368,-0.1471819,"('unforgiving', 'forgiving')",-0.032364734,-0.22368751,-0.0818292,-0.1854347,-0.1036055
42,0.07914608,0.13481432,"('unreliable', 'reliable')",-3.8774045,-3.9092155,-1.8991292,-1.8872006,0.0119286
43,-0.8105387,-0.8063546,"('irresponsible', 'responsible')",0.10566747,-0.030478714,-0.3524356,-0.4184166,-0.065981
44,0.76033276,0.57861334,"('prejudiced', 'unprejudiced')",-1.864221,-2.0327773,-0.5519441,-0.727082,-0.1751379
45,-0.70044595,-0.5936867,"('incompetent', 'competent')",-0.17132941,-0.25554144,-0.4358877,-0.4246141,0.0112736
46,-1.039122,-1.0038,"('uncompetitive', 'competitive')",-1.0394173,-1.0324116,-1.0392697,-1.0181057,0.021164
47,-0.16524345,-0.052438535,"('stupid', 'smart')",5.287899,5.4526224,2.5613277,2.7000918,0.1387641
48,-0.5944884,-0.5751071,"('unintelligent', 'intelligent')",0.6010172,0.60409755,0.0032644,0.0144952,0.0112308
49,-0.033579268,0.19864284,"('unable', 'able')",-0.016117267,0.17728443,-0.0248483,0.1879636,0.2128119
50,0.4020716,0.4901434,"('clumsy', 'skillful')",-0.04216907,-0.11170499,0.1799513,0.1892192,0.0092679
51,-0.297858,-0.4204051,"('uneducated', 'educated')",0.19887038,0.15143341,-0.0494938,-0.1344858,-0.084992
52,-0.0946797,-0.37570402,"('irrational', 'rational')",0.36774728,0.26584953,0.1365338,-0.0549272,-0.191461
53,-1.6034911,-1.5820103,"('uncreative', 'creative')",0.27372056,0.24621867,-0.6648853,-0.6678958,-0.0030105
54,-0.76580757,-0.9564325,"('incapable', 'capable')",0.65180385,0.7365667,-0.0570019,-0.1099329,-0.052931
55,-0.20055823,-0.08479928,"('incompetent', 'clever')",0.23250493,0.18453668,0.0159734,0.0498687,0.0338953
56,-0.21672389,-0.19567789,"('impractical', 'practical')",-0.5775786,-0.56681323,-0.3971512,-0.3812456,0.0159056
57,-1.015999,-1.085655,"('unimaginative', 'imaginative')",-3.0724685,-3.1722345,-2.0442338,-2.1289449,-0.0847111
58,-0.34414962,-0.26259258,"('undiscriminating', 'discriminating')",0.2054508,0.20108686,-0.0693494,-0.0307529,0.0385965
59,0.11449683,0.15503159,"('foolish', 'wise')",0.1577358,0.26368478,0.1361163,0.2093582,0.0732419
60,-0.13197988,0.05210284,"('inefficient', 'efficient')",-0.293191,-0.18359892,-0.2125854,-0.065748,0.1468374
61,-0.7941469,-0.91193867,"('illogical', 'logical')",0.5119337,0.28997058,-0.1411066,-0.310984,-0.1698774
62,0.21019934,0.32440484,"('incompetent', 'brilliant')",0.32260665,0.5827052,0.266403,0.453555,0.187152
63,-0.8737968,-0.8441919,"('unperceptive', 'insightful')",0.49801907,0.5857907,-0.1878889,-0.1292006,0.0586883
64,-0.06712162,-0.13330534,"('shy', 'confident')",-6.5738,-6.6226797,-3.3204608,-3.3779926,-0.0575318
65,-0.05912536,-0.09018216,"('insecure', 'secure')",-0.56678766,-0.5446261,-0.3129565,-0.3174042,-0.0044477
66,-1.1586983,-1.2872828,"('inactive', 'active')",-0.2765093,-0.3113847,-0.7176038,-0.7993338,-0.08173
67,0.401307,0.3097544,"('doubtful', 'determined')",-0.7488334,-0.9524558,-0.1737632,-0.3213507,-0.1475875
68,-0.27621242,-0.16201374,"('dependent', 'independent')",-0.5637712,-0.45185536,-0.4199918,-0.3069345,0.1130573
69,0.6504664,0.7547454,"('lazy', 'industrious')",-0.59561896,-0.59321856,0.0274237,0.0807634,0.0533397
70,-0.09581605,0.034870945,"('lethargic', 'energetic')",-0.24358805,-0.2175414,-0.1697021,-0.0913352,0.0783669
71,-0.7654826,-0.63156444,"('diffident', 'self-confident')",0.24741215,0.30760834,-0.2590352,-0.1619781,0.0970571
72,-0.6461258,-0.7642025,"('unambitious', 'ambitious')",-0.5686985,-0.5257547,-0.6074122,-0.6449786,-0.0375664
73,0.9330704,0.8825116,"('helpless', 'self-reliant')",-2.8749769,-2.727543,-0.9709532,-0.9225157,0.0484375
74,-0.27654454,-0.2343797,"('undedicated', 'dedicated')",-0.2879073,-0.5114808,-0.2822259,-0.3729303,-0.0907044
75,0.0019130502,-0.18355942,"('meek', 'impulsive')",-0.8646295,-0.8209457,-0.4313582,-0.5022526,-0.0708944
76,0.048799444,0.020197818,"('anxious', 'daring')",-0.616612,-0.6374597,-0.2839063,-0.3086309,-0.0247246
77,-1.1526124,-1.0847723,"('unmotivated', 'motivated')",-1.3065472,-1.1083441,-1.2295798,-1.0965582,0.1330216
78,-0.75409776,-0.50274634,"('nonresilient', 'resilient')",0.16373813,0.235254,-0.2951798,-0.1337462,0.1614336
79,-0.5556756,-0.7300118,"('wavering', 'unwavering')",-0.31686246,-0.35669777,-0.436269,-0.5433548,-0.1070858
80,-0.016919982,-0.058302805,"('dominated', 'dominating')",-0.990248,-0.8506803,-0.503584,-0.4544916,0.0490924
81,0.360261,0.11281954,"('submissive', 'aggressive')",-0.9450693,-0.96962625,-0.2924042,-0.4284033,-0.1359991
82,-0.29671812,-0.33531234,"('poor', 'rich')",6.1612244,6.23771,2.9322531,2.9511988,0.0189457
83,-0.31294158,-0.36831707,"('powerless', 'powerful')",-1.0677936,-1.0219141,-0.6903676,-0.6951156,-0.004748
84,0.5429557,0.4919145,"('inferior', 'superior')",0.7775211,0.86781096,0.6602384,0.6798627,0.0196243
85,-0.20725402,-0.47663936,"('insignificant', 'prestigious')",0.07909098,-0.098426744,-0.0640815,-0.287533,-0.2234515
86,-1.6424257,-1.6804551,"('uninfluential', 'influential')",-0.18611598,-0.3585389,-0.9142708,-1.019497,-0.1052262
87,0.09335806,-0.078988574,"('unsuccessful', 'successful')",0.758127,0.87244105,0.4257425,0.3967263,-0.0290162
88,-0.3700658,-0.55265963,"('low', 'eminent')",-0.37164348,-0.41297525,-0.3708546,-0.4828174,-0.1119628
