,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7651156,-1.9105855,"('unsociable', 'sociable')",-1.7807345,-1.9597602,-0.33314112,-0.67221737,-1.2929971,-1.5141877,-0.2211906
1,-0.43009216,-0.5903353,"('unfriendly', 'friendly')",-1.0973377,-1.2373488,0.9353609,0.7287516,-0.1973563,-0.3663108,-0.1689545
2,0.774718,0.731782,"('unlikable', 'likable')",0.6038019,0.6114086,0.5931467,0.62015873,0.6572222,0.6544498,-0.0027724
3,-0.53783983,-0.5590972,"('repellent', 'pleasant')",-1.21406,-1.2641584,0.7415046,0.64520544,-0.3367984,-0.3926833,-0.0558849
4,0.15915167,0.08451018,"('disliked', 'liked')",0.27887353,0.2578053,-5.9261637,-5.874796,-1.8293796,-1.8441601,-0.0147805
5,0.38654408,0.4008612,"('distant', 'outgoing')",1.1776628,1.228816,-0.7208523,-0.60931915,0.2811182,0.3401194,0.0590012
6,0.266523,0.26291052,"('distant', 'open')",0.6373714,0.6396754,-0.8320193,-0.7570571,0.0239584,0.0485096,0.0245512
7,-0.8416923,-0.9148706,"('insensitive', 'sensitive')",-1.4066008,-1.4830382,0.021206062,-0.14235348,-0.7423623,-0.8467541,-0.1043918
8,-1.2794951,-1.3061044,"('unaffectionate', 'affectionate')",-1.9440414,-1.9562069,0.13524088,0.12486329,-1.0294319,-1.045816,-0.0163841
9,-0.669056,-0.7498504,"('unaffectionate', 'caring')",-1.448626,-1.5299374,0.8517888,0.78618073,-0.4219644,-0.497869,-0.0759046
10,-1.6652514,-1.761897,"('unsympathetic', 'sympathetic')",-2.8005888,-2.995143,-0.6848068,-0.9094758,-1.7168824,-1.8888386,-0.1719562
11,-1.2188648,-1.249354,"('unhelpful', 'helpful')",-1.8724955,-1.8900651,1.9255642,1.8961908,-0.3885987,-0.4144094,-0.0258107
12,-0.68543625,-0.75628304,"('unsupportive', 'supportive')",-1.3893847,-1.4416637,-2.0149581,-2.0547488,-1.3632596,-1.4175652,-0.0543056
13,-1.0282248,-1.0950484,"('impolite', 'polite')",-1.355229,-1.4336902,-0.7027102,-0.8680738,-1.0287213,-1.1322708,-0.1035495
14,-1.4879546,-1.5235732,"('antisocial', 'social')",-1.5047946,-1.5426468,-0.22758985,-0.436834,-1.0734464,-1.1676846,-0.0942382
15,-0.20037611,-0.29083243,"('boring', 'funny')",0.21045068,0.28441042,-0.30958277,-0.2491395,-0.0998361,-0.0851872,0.0146489
16,-0.21265426,-0.31523782,"('unpopular', 'popular')",0.962587,0.8477393,0.606346,0.4459641,0.4520929,0.3261552,-0.1259377
17,-0.68661153,-0.6042632,"('nasty', 'nice')",-0.19803005,-0.13410963,-0.5687663,-0.4864029,-0.4844693,-0.4082586,0.0762107
18,-0.86590993,-0.9610209,"('disagreeable', 'welcoming')",-0.15452737,-0.26683575,-0.93931526,-1.058281,-0.6532509,-0.7620459,-0.108795
19,-0.83399993,-0.80779773,"('inhospitable', 'hospitable')",-0.538923,-0.5403509,-0.9207914,-0.7612107,-0.7645714,-0.7031198,0.0614516
20,-0.5482656,-0.46530643,"('rough', 'thoughtful')",-0.7679655,-0.8010169,0.8536909,0.8419281,-0.15418,-0.1414651,0.0127149
21,-1.1082219,-1.2574477,"('immoral', 'moral')",-1.547142,-1.7035357,-0.75271755,-0.9463024,-1.1360272,-1.3024286,-0.1664014
22,-0.9064825,-0.97309065,"('untrustworthy', 'trustworthy')",-1.565462,-1.686086,-1.3428255,-1.4657183,-1.2715901,-1.374965,-0.1033749
23,-0.8422268,-1.0091586,"('insincere', 'sincere')",-1.431021,-1.6274434,5.418226,5.080232,1.048326,0.8145434,-0.2337826
24,0.5842788,0.5368775,"('dishonest', 'honest')",-1.2501783,-1.2993528,0.40876147,0.31598732,-0.0857127,-0.1488293,-0.0631166
25,0.018491574,-0.032048788,"('egoistic', 'altruistic')",0.7603138,0.7244129,1.0783862,1.0574719,0.6190639,0.5832787,-0.0357852
26,-0.037351493,-0.07205921,"('hardhearted', 'benevolent')",-0.0032911785,-0.09532844,1.2398072,1.0549445,0.3997215,0.2958523,-0.1038692
27,-0.23323111,-0.18948291,"('hardhearted', 'softhearted')",-1.5570529,-1.5507584,0.57572573,0.4289938,-0.4048527,-0.4370825,-0.0322298
28,-0.67704,-0.7738588,"('disloyal', 'loyal')",-1.4519727,-1.5201783,0.78726393,0.62521845,-0.4472496,-0.5562729,-0.1090233
29,-0.28523648,-0.31820917,"('unfair', 'fair')",0.3546502,0.36505622,-0.32635674,-0.35838738,-0.0856477,-0.1038468,-0.0181991
30,-1.4557228,-1.489143,"('intolerant', 'tolerant')",-1.5383936,-1.5756246,0.5834792,0.40050897,-0.8035457,-0.8880862,-0.0845405
31,-0.38675094,-0.37329507,"('evil', 'good')",0.71487635,0.74942666,-1.3826569,-1.3427755,-0.3515105,-0.3222146,0.0292959
32,-0.054417334,-0.18996628,"('unkind', 'kind')",-1.0311874,-1.080633,0.86527586,0.5426474,-0.073443,-0.2426506,-0.1692076
33,0.49625728,0.41005367,"('wrong', 'right')",1.71536,1.6610483,-0.6165276,-0.5289427,0.5316966,0.5140531,-0.0176435
34,-0.4185898,-0.37833697,"('mean', 'honorable')",-1.0370977,-1.0394067,5.12891,5.172623,1.2244075,1.2516265,0.027219
35,0.6074151,0.6587935,"('corrupt', 'incorrupt')",1.4291503,1.516617,-0.67753863,-0.48927584,0.4530089,0.5620449,0.109036
