,vestment_male,vestment_female,tuple,average_male,average_female,female-male
0,0.8394698,0.61277,"('unsociable', 'sociable')",0.8394698,0.61277,-0.2266998
1,-1.5160125,-1.6383559,"('unfriendly', 'friendly')",-1.5160125,-1.6383559,-0.1223434
2,0.24012806,0.4243619,"('unlikable', 'likable')",0.2401281,0.4243619,0.1842338
3,-0.40792933,-0.18082502,"('repellent', 'pleasant')",-0.4079293,-0.180825,0.2271043
4,-3.0509152,-3.2192917,"('disliked', 'liked')",-3.0509152,-3.2192917,-0.1683765
5,-1.7175945,-1.8448781,"('distant', 'outgoing')",-1.7175945,-1.8448781,-0.1272836
6,-1.6810043,-1.880407,"('distant', 'open')",-1.6810043,-1.880407,-0.1994027
7,0.633249,0.82800716,"('insensitive', 'sensitive')",0.633249,0.8280072,0.1947582
8,-0.7188323,-0.7593523,"('unaffectionate', 'affectionate')",-0.7188323,-0.7593523,-0.04052
9,-0.9030527,-0.82237405,"('unaffectionate', 'caring')",-0.9030527,-0.822374,0.0806787
10,0.68031245,0.65177625,"('unsympathetic', 'sympathetic')",0.6803125,0.6517763,-0.0285362
11,0.44367403,0.65119696,"('unhelpful', 'helpful')",0.443674,0.651197,0.207523
12,-1.0036483,-0.898285,"('unsupportive', 'supportive')",-1.0036483,-0.898285,0.1053633
13,0.5263636,0.5682141,"('impolite', 'polite')",0.5263636,0.5682141,0.0418505
14,0.98756975,1.2491763,"('antisocial', 'social')",0.9875697,1.2491763,0.2616066
15,0.27190116,0.1782697,"('boring', 'funny')",0.2719012,0.1782697,-0.0936315
16,-1.2526323,-1.1732559,"('unpopular', 'popular')",-1.2526323,-1.1732559,0.0793764
17,0.7004019,0.62584835,"('nasty', 'nice')",0.7004019,0.6258484,-0.0745535
18,-0.72632396,-0.6053012,"('disagreeable', 'welcoming')",-0.726324,-0.6053012,0.1210228
19,-0.7986476,-1.0374502,"('inhospitable', 'hospitable')",-0.7986476,-1.0374502,-0.2388026
20,0.21236219,0.24793023,"('rough', 'thoughtful')",0.2123622,0.2479302,0.035568
21,0.43918088,0.69827485,"('immoral', 'moral')",0.4391809,0.6982749,0.259094
22,0.62307066,0.69499815,"('untrustworthy', 'trustworthy')",0.6230707,0.6949981,0.0719274
23,3.468979,3.5309274,"('insincere', 'sincere')",3.4689789,3.5309274,0.0619485
24,0.7834114,0.7940194,"('dishonest', 'honest')",0.7834114,0.7940194,0.010608
25,-0.10425815,-0.29707035,"('egoistic', 'altruistic')",-0.1042581,-0.2970704,-0.1928123
26,1.0456643,0.8785216,"('hardhearted', 'benevolent')",1.0456643,0.8785216,-0.1671427
