,take_male,take_female,tuple,two_male,two_female,interactive_male,interactive_female,softwr_male,softwr_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.1820908,-0.17846791,"('unsociable', 'sociable')",-0.10762383,-0.07877642,-0.22972476,-0.38173306,1.0866032,1.04503,-0.062325384,-0.3152221,0.1009677,0.0181661,-0.0828016
1,-0.930048,-0.9241627,"('unfriendly', 'friendly')",-1.8614235,-1.9571815,-0.33073592,-0.56295466,-0.49768317,-0.49883175,2.308545,2.059478,-0.2622691,-0.3767305,-0.1144614
2,0.9345155,1.0469267,"('unlikable', 'likable')",-0.49002215,-0.38146842,-0.29349294,-0.25079718,0.1448051,0.2513253,0.2534214,0.44764274,0.1098454,0.2227258,0.1128804
3,-0.29465526,-0.11780216,"('repellent', 'pleasant')",-0.104403764,0.013108272,-1.34114,-1.2793133,0.52362543,0.6066286,-0.17316818,-0.10460708,-0.2779484,-0.1763971,0.1015513
4,-1.3089559,-1.3746432,"('disliked', 'liked')",-0.8913306,-0.88202953,-0.84596187,-0.85910463,-2.362445,-2.3260014,-5.9200654,-6.1782146,-2.2657516,-2.3239986,-0.058247
5,-1.3851185,-1.4173315,"('distant', 'outgoing')",-1.1349317,-1.207934,0.040822387,0.03764826,-1.7413212,-1.648011,-0.0119487615,0.008288821,-0.8464994,-0.8454679,0.0010315
6,-1.2342306,-1.24889,"('distant', 'open')",-0.8079332,-0.84240246,-0.04241513,-0.0163576,-1.4421347,-1.3298944,0.69879603,0.72341716,-0.5655836,-0.5428254,0.0227582
7,1.3014433,1.468076,"('insensitive', 'sensitive')",-0.08852799,0.042093895,-0.14962986,-0.0635539,1.1763968,1.2822964,0.28578606,0.3240637,0.5050937,0.6105952,0.1055015
8,-0.49706405,-0.5088922,"('unaffectionate', 'affectionate')",-1.331977,-1.3542551,0.7652473,0.6402127,-1.1344833,-1.1483557,1.0687917,0.9874814,-0.225897,-0.2767618,-0.0508648
9,-0.8126532,-0.7364597,"('unaffectionate', 'caring')",-1.6465541,-1.6079718,0.23940638,0.12851241,-0.25732818,-0.24262607,1.3549181,1.2833133,-0.2244422,-0.2350464,-0.0106042
