,four_male,four_female,tuple,corners_male,corners_female,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.12169993,-0.042541735,"('unsociable', 'sociable')",0.053823236,-0.14468417,-0.3252193,-0.4068432,1.2520341,1.1634805,-0.21992175,-0.42193907,0.1764832,0.0294945,-0.1469887
1,-1.8596331,-1.871857,"('unfriendly', 'friendly')",-0.47684523,-0.38858944,-0.02083769,0.023375409,0.26194632,0.23172942,2.1201162,2.0661952,0.0049493,0.0121707,0.0072214
2,-0.3096363,-0.18191166,"('unlikable', 'likable')",0.64972883,0.8155598,0.78698933,0.9352875,1.829924,1.9129049,0.54580426,0.66310626,0.700562,0.8289894,0.1284274
3,0.71089417,0.7246358,"('repellent', 'pleasant')",-0.11190434,0.048525423,-0.70647115,-0.5118654,0.7514478,0.8890688,0.21690662,0.21177053,0.1721746,0.272427,0.1002524
4,-0.427481,-0.40941173,"('disliked', 'liked')",0.2085989,0.3080444,0.8700278,0.80631965,-0.5178889,-0.53079706,-7.071681,-7.043002,-1.3876848,-1.3737694,0.0139154
5,-1.396794,-1.282864,"('distant', 'outgoing')",0.034923397,0.1891042,0.24654928,0.34103352,-0.8008571,-0.79522824,0.13906106,0.24294893,-0.3554235,-0.2610011,0.0944224
6,-2.0579832,-1.9134601,"('distant', 'open')",-0.21974453,0.031039424,0.0820812,0.21421102,-1.050599,-1.0380131,0.73694617,0.8139133,-0.5018599,-0.3784619,0.123398
7,1.6578845,1.5904142,"('insensitive', 'sensitive')",1.104415,1.1294528,0.6663564,0.7030781,1.9652249,2.0018497,0.7658353,0.6895008,1.2319432,1.2228591,-0.0090841
8,-0.8182664,-0.8146464,"('unaffectionate', 'affectionate')",-0.3142673,-0.20346211,1.0208066,1.0498712,-0.012461126,0.00434928,0.8542543,0.8533275,0.1460132,0.1778879,0.0318747
9,-0.0060976893,-0.033479877,"('unaffectionate', 'caring')",0.41909227,0.50560343,0.8975746,0.93758166,0.77529925,0.8278886,1.4363214,1.4919059,0.7044379,0.7458999,0.041462
10,2.0593607,1.9146975,"('unsympathetic', 'sympathetic')",0.75630605,0.7309551,-0.6980598,-0.5624969,0.9839668,1.0545833,-0.1091334,-0.20833582,0.598488,0.5858807,-0.0126073
11,1.3051231,1.3389426,"('unhelpful', 'helpful')",1.3346704,1.3208538,0.0053862296,0.060244396,1.2992929,1.3038474,2.1622593,2.2227857,1.2213463,1.2493347,0.0279884
12,0.3513715,0.4607414,"('unsupportive', 'supportive')",1.8150609,1.9560411,1.1931118,1.4479901,1.1823568,1.462426,-1.9279517,-1.8982514,0.5227899,0.6857893,0.1629994
13,0.7963644,0.76606596,"('impolite', 'polite')",0.8568158,0.72125435,0.18081382,0.11103087,1.7139331,1.5881066,-0.1099253,-0.22267161,0.6876004,0.5927572,-0.0948432
14,1.3704485,1.2741544,"('antisocial', 'social')",0.55966365,0.46382934,0.6735569,0.7108292,2.0960658,2.0948615,-0.7283079,-0.8427224,0.7942853,0.7401904,-0.0540949
15,-1.6303158,-1.5988041,"('boring', 'funny')",0.405084,0.26150143,0.33701026,0.23733674,0.29221806,0.111050904,0.63154376,0.58793026,0.0071081,-0.080197,-0.0873051
