,carmax_male,carmax_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.505712,0.44767138,"('unsociable', 'sociable')",-0.2622632,-0.45676515,0.1217244,-0.0045469,-0.1262713
1,-0.18357486,-0.32425958,"('unfriendly', 'friendly')",1.92006,1.7850773,0.8682426,0.7304089,-0.1378337
2,0.8467397,0.85721123,"('unlikable', 'likable')",0.49707717,0.5563772,0.6719084,0.7067942,0.0348858
3,0.142614,0.3144793,"('repellent', 'pleasant')",0.14325394,0.17246684,0.142934,0.2434731,0.1005391
4,-0.7162168,-0.8157911,"('disliked', 'liked')",-6.331385,-6.5149293,-3.5238008,-3.6653602,-0.1415594
5,-1.0529763,-1.1289184,"('distant', 'outgoing')",-0.010772355,-0.012306342,-0.5318743,-0.5706124,-0.0387381
6,-1.2328348,-1.3317671,"('distant', 'open')",0.5073975,0.49530298,-0.3627187,-0.4182321,-0.0555134
7,0.31094554,0.42098528,"('insensitive', 'sensitive')",0.6288068,0.6186514,0.4698762,0.5198183,0.0499421
8,-0.45091587,-0.5472072,"('unaffectionate', 'affectionate')",1.1592263,1.042827,0.3541552,0.2478099,-0.1063453
9,0.2641236,0.19916579,"('unaffectionate', 'caring')",1.2399012,1.1699765,0.7520124,0.6845711,-0.0674413
10,0.24143055,0.3034034,"('unsympathetic', 'sympathetic')",-0.48404828,-0.5745479,-0.1213089,-0.1355722,-0.0142633
11,0.47732168,0.5916433,"('unhelpful', 'helpful')",1.1587839,1.2604367,0.8180528,0.9260399,0.1079871
12,0.11791285,0.20002514,"('unsupportive', 'supportive')",-1.7501299,-1.8116509,-0.8161085,-0.8058128,0.0102957
13,0.30308998,0.33831903,"('impolite', 'polite')",-0.72334015,-0.7021656,-0.2101251,-0.1819233,0.0282018
14,1.2450942,1.3134017,"('antisocial', 'social')",-0.26385486,-0.36683375,0.4906197,0.473284,-0.0173357
15,0.06508466,-0.06706059,"('boring', 'funny')",0.756434,0.71446383,0.4107593,0.3237016,-0.0870577
16,-1.052252,-1.0650251,"('unpopular', 'popular')",0.09129755,0.16774704,-0.4804772,-0.448639,0.0318382
17,0.19057882,0.19999725,"('nasty', 'nice')",-0.54562706,-0.5131097,-0.1775241,-0.1565562,0.0209679
18,-0.5166261,-0.53050596,"('disagreeable', 'welcoming')",-0.27484882,-0.31446323,-0.3957375,-0.4224846,-0.0267471
19,-1.3467412,-1.3691821,"('inhospitable', 'hospitable')",0.041931488,0.097532496,-0.6524048,-0.6358248,0.01658
20,-0.04050054,-0.0120285,"('rough', 'thoughtful')",1.0277536,0.96738786,0.4936265,0.4776797,-0.0159468
21,0.8329404,0.8541937,"('immoral', 'moral')",-0.6773675,-0.70439714,0.0777864,0.0748983,-0.0028881
22,0.83999294,0.8898816,"('untrustworthy', 'trustworthy')",-0.70346665,-0.8021378,0.0682631,0.0438719,-0.0243912
23,0.53067124,0.5949638,"('insincere', 'sincere')",5.377543,5.425271,2.954107,3.0101175,0.0560105
24,0.84257233,0.84863,"('dishonest', 'honest')",0.6027717,0.53824514,0.722672,0.6934376,-0.0292344
25,-0.35641852,-0.3500833,"('egoistic', 'altruistic')",1.689724,1.651162,0.6666527,0.6505394,-0.0161133
26,0.6157909,0.500872,"('hardhearted', 'benevolent')",1.9998692,1.9114413,1.3078301,1.2061567,-0.1016734
27,-0.13139345,-0.088781625,"('hardhearted', 'softhearted')",1.6004449,1.4836104,0.7345257,0.6974144,-0.0371113
28,0.32942852,0.2255576,"('disloyal', 'loyal')",0.91626436,0.7854353,0.6228464,0.5054964,-0.11735
29,-0.055187564,-0.08310902,"('unfair', 'fair')",-0.18501823,-0.32410833,-0.1201029,-0.2036087,-0.0835058
30,1.2767482,1.3123661,"('intolerant', 'tolerant')",1.0911533,1.0459534,1.1839507,1.1791598,-0.0047909
31,-1.6430173,-1.6941259,"('evil', 'good')",-0.6360067,-0.7330065,-1.1395121,-1.2135662,-0.0740541
32,0.5625082,0.53302044,"('unkind', 'kind')",0.80355704,0.6553155,0.6830326,0.5941679,-0.0888647
33,0.33400378,0.25272077,"('wrong', 'right')",-0.17441425,-0.26972848,0.0797948,-0.0085039,-0.0882987
34,-0.30316374,-0.16027024,"('mean', 'honorable')",5.4099455,5.6826754,2.553391,2.7612026,0.2078116
35,-0.5816723,-0.7857885,"('corrupt', 'incorrupt')",0.23867708,0.104280226,-0.1714976,-0.3407541,-0.1692565
36,-1.4024854,-1.5927373,"('hostile', 'amicable')",0.49948317,0.29546177,-0.4515011,-0.6486378,-0.1971367
37,0.41617745,0.4465202,"('fake', 'genuine')",0.51209146,0.5067998,0.4641345,0.47666,0.0125255
38,0.13363087,0.120890595,"('untruthful', 'truthful')",-0.37053543,-0.32766518,-0.1184523,-0.1033873,0.015065
39,1.2243891,1.2255476,"('exploitative', 'cooperative')",0.033519864,0.040089972,0.6289545,0.6328188,0.0038643
