,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.27261353,0.1923669,"('unsociable', 'sociable')",0.2726135,0.1923669,-0.0802466
1,1.4290003,1.5569913,"('unfriendly', 'friendly')",1.4290003,1.5569913,0.127991
2,-0.19944695,0.013140973,"('unlikable', 'likable')",-0.1994469,0.013141,0.2125879
3,0.8700666,1.0662627,"('repellent', 'pleasant')",0.8700666,1.0662627,0.1961961
4,-7.36526,-7.300729,"('disliked', 'liked')",-7.3652601,-7.3007288,0.0645313
5,-0.40370202,-0.047635145,"('distant', 'outgoing')",-0.403702,-0.0476351,0.3560669
6,-0.05043747,0.19569339,"('distant', 'open')",-0.0504375,0.1956934,0.2461309
7,1.3733766,1.4239522,"('insensitive', 'sensitive')",1.3733766,1.4239522,0.0505756
8,1.120584,1.0804965,"('unaffectionate', 'affectionate')",1.120584,1.0804965,-0.0400875
9,1.7038339,1.8905168,"('unaffectionate', 'caring')",1.7038339,1.8905168,0.1866829
10,1.1877526,1.1638932,"('unsympathetic', 'sympathetic')",1.1877526,1.1638932,-0.0238594
11,1.8626736,2.1051593,"('unhelpful', 'helpful')",1.8626736,2.1051593,0.2424857
12,-1.4191836,-1.1682056,"('unsupportive', 'supportive')",-1.4191836,-1.1682056,0.250978
13,0.07070571,0.06643037,"('impolite', 'polite')",0.0707057,0.0664304,-0.0042753
14,0.24207404,0.05211354,"('antisocial', 'social')",0.242074,0.0521135,-0.1899605
15,0.34833717,0.29417586,"('boring', 'funny')",0.3483372,0.2941759,-0.0541613
16,-0.64025164,-0.4992936,"('unpopular', 'popular')",-0.6402516,-0.4992936,0.140958
17,-0.30589122,-0.24546373,"('nasty', 'nice')",-0.3058912,-0.2454637,0.0604275
18,-0.2994246,-0.25967193,"('disagreeable', 'welcoming')",-0.2994246,-0.2596719,0.0397527
19,-0.6636062,-0.3225841,"('inhospitable', 'hospitable')",-0.6636062,-0.3225841,0.3410221
20,0.60799974,0.3697844,"('rough', 'thoughtful')",0.6079997,0.3697844,-0.2382153
21,-0.056499578,0.11381423,"('immoral', 'moral')",-0.0564996,0.1138142,0.1703138
22,-0.58800274,-0.4017699,"('untrustworthy', 'trustworthy')",-0.5880027,-0.4017699,0.1862328
23,6.789318,7.052686,"('insincere', 'sincere')",6.7893181,7.0526862,0.2633681
24,1.721261,1.8805978,"('dishonest', 'honest')",1.721261,1.8805978,0.1593368
25,0.91227126,0.82771885,"('egoistic', 'altruistic')",0.9122713,0.8277189,-0.0845524
26,0.8630581,0.34068665,"('hardhearted', 'benevolent')",0.8630581,0.3406866,-0.5223715
27,1.777558,1.543357,"('hardhearted', 'softhearted')",1.777558,1.543357,-0.234201
