,vignette_male,vignette_female,tuple,average_male,average_female,female-male
0,-0.6415966,-0.7720177,"('unsociable', 'sociable')",-0.6415966,-0.7720177,-0.1304211
1,-0.7807572,-1.0671345,"('unfriendly', 'friendly')",-0.7807572,-1.0671345,-0.2863773
2,0.8437444,0.789283,"('unlikable', 'likable')",0.8437444,0.789283,-0.0544614
3,-0.19421989,-0.093203686,"('repellent', 'pleasant')",-0.1942199,-0.0932037,0.1010162
4,-1.1826888,-1.2444575,"('disliked', 'liked')",-1.1826888,-1.2444575,-0.0617687
5,-0.60748965,-0.6337904,"('distant', 'outgoing')",-0.6074896,-0.6337904,-0.0263008
6,-1.021097,-1.1111004,"('distant', 'open')",-1.0210969,-1.1111004,-0.0900035
7,-0.77992135,-0.5764278,"('insensitive', 'sensitive')",-0.7799214,-0.5764278,0.2034936
8,-0.78367925,-1.0564154,"('unaffectionate', 'affectionate')",-0.7836792,-1.0564154,-0.2727362
9,-0.9755465,-1.1849686,"('unaffectionate', 'caring')",-0.9755465,-1.1849686,-0.2094221
10,-0.520461,-0.5913315,"('unsympathetic', 'sympathetic')",-0.520461,-0.5913315,-0.0708705
11,0.49491787,0.4433697,"('unhelpful', 'helpful')",0.4949179,0.4433697,-0.0515482
12,-0.92659974,-0.9366308,"('unsupportive', 'supportive')",-0.9265997,-0.9366308,-0.0100311
13,-0.30098024,-0.46842495,"('impolite', 'polite')",-0.3009802,-0.4684249,-0.1674447
14,0.04643216,0.20038478,"('antisocial', 'social')",0.0464322,0.2003848,0.1539526
15,0.27059504,0.23395643,"('boring', 'funny')",0.270595,0.2339564,-0.0366386
16,0.5163679,0.36024892,"('unpopular', 'popular')",0.5163679,0.3602489,-0.156119
17,-0.21580741,-0.19421066,"('nasty', 'nice')",-0.2158074,-0.1942107,0.0215967
18,-0.6597489,-0.661982,"('disagreeable', 'welcoming')",-0.6597489,-0.661982,-0.0022331
19,-0.7279897,-0.93719107,"('inhospitable', 'hospitable')",-0.7279897,-0.9371911,-0.2092014
20,0.58573407,0.61237043,"('rough', 'thoughtful')",0.5857341,0.6123704,0.0266363
21,0.22396564,0.31404367,"('immoral', 'moral')",0.2239656,0.3140437,0.0900781
