,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,-0.19517627,-0.243595,"('unsociable', 'sociable')",-0.1951763,-0.243595,-0.0484187
1,1.4630362,1.3499616,"('unfriendly', 'friendly')",1.4630362,1.3499616,-0.1130746
2,0.28861374,0.39207414,"('unlikable', 'likable')",0.2886137,0.3920741,0.1034604
3,0.6413774,0.7722929,"('repellent', 'pleasant')",0.6413774,0.7722929,0.1309155
4,-7.0544105,-7.2167606,"('disliked', 'liked')",-7.0544105,-7.2167606,-0.1623501
5,-0.3186797,-0.32542405,"('distant', 'outgoing')",-0.3186797,-0.325424,-0.0067443
6,0.1016548,0.08506835,"('distant', 'open')",0.1016548,0.0850684,-0.0165864
7,0.61061525,0.67006284,"('insensitive', 'sensitive')",0.6106153,0.6700628,0.0594475
8,1.460149,1.3211484,"('unaffectionate', 'affectionate')",1.460149,1.3211484,-0.1390006
9,1.8708621,1.8488736,"('unaffectionate', 'caring')",1.8708621,1.8488736,-0.0219885
10,0.47228467,0.5829318,"('unsympathetic', 'sympathetic')",0.4722847,0.5829318,0.1106471
11,1.4937956,1.5555595,"('unhelpful', 'helpful')",1.4937956,1.5555595,0.0617639
12,-1.5939504,-1.6484454,"('unsupportive', 'supportive')",-1.5939504,-1.6484454,-0.054495
13,-0.42678112,-0.34432328,"('impolite', 'polite')",-0.4267811,-0.3443233,0.0824578
14,-0.43393496,-0.4417071,"('antisocial', 'social')",-0.433935,-0.4417071,-0.0077721
15,0.1289071,0.019995023,"('boring', 'funny')",0.1289071,0.019995,-0.1089121
16,0.043948084,0.008121416,"('unpopular', 'popular')",0.0439481,0.0081214,-0.0358267
17,-0.22528253,-0.18059579,"('nasty', 'nice')",-0.2252825,-0.1805958,0.0446867
18,-0.5435314,-0.53518987,"('disagreeable', 'welcoming')",-0.5435314,-0.5351899,0.0083415
19,-0.6961675,-0.6832959,"('inhospitable', 'hospitable')",-0.6961675,-0.6832959,0.0128716
20,1.0249612,0.9211836,"('rough', 'thoughtful')",1.0249612,0.9211836,-0.1037776
21,-0.7155032,-0.53236,"('immoral', 'moral')",-0.7155032,-0.53236,0.1831432
22,-0.738539,-0.6822357,"('untrustworthy', 'trustworthy')",-0.738539,-0.6822357,0.0563033
23,5.781247,5.889972,"('insincere', 'sincere')",5.7812471,5.8899722,0.1087251
24,1.1319295,1.108911,"('dishonest', 'honest')",1.1319295,1.108911,-0.0230185
25,0.84127104,0.794771,"('egoistic', 'altruistic')",0.841271,0.794771,-0.0465
26,1.0881966,0.8355583,"('hardhearted', 'benevolent')",1.0881966,0.8355583,-0.2526383
27,1.593387,1.4720249,"('hardhearted', 'softhearted')",1.593387,1.4720249,-0.1213621
28,1.3151622,1.2141337,"('disloyal', 'loyal')",1.3151622,1.2141337,-0.1010285
29,-0.47465342,-0.5670932,"('unfair', 'fair')",-0.4746534,-0.5670932,-0.0924398
30,0.40042272,0.47624782,"('intolerant', 'tolerant')",0.4004227,0.4762478,0.0758251
31,-0.7923804,-0.9056249,"('evil', 'good')",-0.7923804,-0.9056249,-0.1132445
32,0.945871,0.8768884,"('unkind', 'kind')",0.945871,0.8768884,-0.0689826
33,-0.014241766,-0.15825194,"('wrong', 'right')",-0.0142418,-0.1582519,-0.1440101
34,4.1997814,4.382706,"('mean', 'honorable')",4.1997814,4.3827062,0.1829248
35,-0.5061628,-0.78801554,"('corrupt', 'incorrupt')",-0.5061628,-0.7880155,-0.2818527
36,-0.09477216,-0.30297372,"('hostile', 'amicable')",-0.0947722,-0.3029737,-0.2082015
37,0.5215425,0.56577915,"('fake', 'genuine')",0.5215425,0.5657791,0.0442366
38,-0.13334963,-0.1306601,"('untruthful', 'truthful')",-0.1333496,-0.1306601,0.0026895
39,0.20637517,0.24166459,"('exploitative', 'cooperative')",0.2063752,0.2416646,0.0352894
40,-1.6188446,-1.7310597,"('stingy', 'generous')",-1.6188446,-1.7310597,-0.1122151
41,0.22885084,0.13720964,"('unforgiving', 'forgiving')",0.2288508,0.1372096,-0.0916412
42,-2.4759939,-2.4190862,"('unreliable', 'reliable')",-2.4759939,-2.4190862,0.0569077
43,0.68887657,0.8295585,"('irresponsible', 'responsible')",0.6888766,0.8295585,0.1406819
44,-1.0647987,-0.95883375,"('prejudiced', 'unprejudiced')",-1.0647987,-0.9588338,0.1059649
45,0.02378155,-0.032437827,"('incompetent', 'competent')",0.0237815,-0.0324378,-0.0562193
46,-1.2167815,-1.1352788,"('uncompetitive', 'competitive')",-1.2167815,-1.1352788,0.0815027
47,4.757786,4.907142,"('stupid', 'smart')",4.7577858,4.9071422,0.1493564
48,0.47777846,0.41956842,"('unintelligent', 'intelligent')",0.4777785,0.4195684,-0.0582101
49,-0.14175914,-0.007377699,"('unable', 'able')",-0.1417591,-0.0073777,0.1343814
50,-0.28307986,-0.3472128,"('clumsy', 'skillful')",-0.2830799,-0.3472128,-0.0641329
51,-0.21717317,-0.28230435,"('uneducated', 'educated')",-0.2171732,-0.2823043,-0.0651311
52,0.11438764,-0.10543503,"('irrational', 'rational')",0.1143876,-0.105435,-0.2198226
53,0.12484335,0.07775902,"('uncreative', 'creative')",0.1248434,0.077759,-0.0470844
54,0.8773968,0.9118672,"('incapable', 'capable')",0.8773968,0.9118672,0.0344704
55,0.24026276,0.34268862,"('incompetent', 'clever')",0.2402628,0.3426886,0.1024258
56,0.18153423,0.18631001,"('impractical', 'practical')",0.1815342,0.18631,0.0047758
57,-2.8915286,-2.940534,"('unimaginative', 'imaginative')",-2.8915286,-2.9405341,-0.0490055
58,0.030704275,-0.041105423,"('undiscriminating', 'discriminating')",0.0307043,-0.0411054,-0.0718097
59,0.2623209,0.18479584,"('foolish', 'wise')",0.2623209,0.1847958,-0.0775251
60,-0.01706773,0.24527925,"('inefficient', 'efficient')",-0.0170677,0.2452793,0.262347
61,0.24259049,0.048188914,"('illogical', 'logical')",0.2425905,0.0481889,-0.1944016
62,0.40019965,0.5683133,"('incompetent', 'brilliant')",0.4001997,0.5683133,0.1681136
63,-0.062200673,-0.008232616,"('unperceptive', 'insightful')",-0.0622007,-0.0082326,0.0539681
64,-6.442951,-6.398737,"('shy', 'confident')",-6.4429512,-6.398737,0.0442142
65,-0.3147502,-0.14443414,"('insecure', 'secure')",-0.3147502,-0.1444341,0.1703161
66,0.18149605,0.0048014596,"('inactive', 'active')",0.1814961,0.0048015,-0.1766946
