,sigma_male,sigma_female,tuple,aldrich_male,aldrich_female,corp_male,corp_female,average_male,average_female,female-male
0,1.4733018,1.088705,"('unsociable', 'sociable')",-1.2085103,-1.6277148,-0.33850023,-0.5575581,-0.0245696,-0.3655226,-0.340953
1,0.11748297,0.21100792,"('unfriendly', 'friendly')",-0.90069455,-1.035681,0.72751534,0.50918055,-0.0185654,-0.1051642,-0.0865988
2,0.97555363,1.0172197,"('unlikable', 'likable')",0.2436622,0.13155538,0.56895846,0.5076006,0.5960581,0.5521252,-0.0439329
3,0.36438,0.45440006,"('repellent', 'pleasant')",-1.3240075,-1.1382201,0.91357774,0.9609385,-0.0153499,0.0923728,0.1077227
4,-1.5087585,-1.522344,"('disliked', 'liked')",0.80274224,0.8062805,-6.5691023,-6.702892,-2.4250396,-2.4729851,-0.0479455
5,-0.9106642,-0.8736937,"('distant', 'outgoing')",0.6138077,0.66856873,-0.7951098,-0.6819063,-0.3639888,-0.2956771,0.0683117
6,-1.5471725,-1.3169224,"('distant', 'open')",0.60453963,0.8119268,-0.8178907,-0.7916597,-0.5868412,-0.4322185,0.1546227
7,0.87496376,0.9734365,"('insensitive', 'sensitive')",-1.1003577,-1.0004727,0.22417466,0.27045035,-0.0004064,0.0811381,0.0815445
8,0.31262195,0.23741618,"('unaffectionate', 'affectionate')",-0.21503597,-0.3361886,0.79373616,0.64937055,0.2971074,0.1835327,-0.1135747
9,1.4616889,1.5215261,"('unaffectionate', 'caring')",-0.49755064,-0.5019901,1.1391346,1.1239415,0.701091,0.7144925,0.0134015
10,0.9809537,0.7606513,"('unsympathetic', 'sympathetic')",-2.5091484,-2.7491655,-0.6482844,-0.83186966,-0.725493,-0.9401279,-0.2146349
11,0.24246463,0.16651213,"('unhelpful', 'helpful')",-1.0720878,-1.2599261,1.2907571,1.4080261,0.1537113,0.1048707,-0.0488406
12,1.6522487,1.7947234,"('unsupportive', 'supportive')",-0.11130382,-0.017003749,-2.0036216,-1.9970062,-0.1542255,-0.0730955,0.08113
13,-0.1474242,-0.63414437,"('impolite', 'polite')",-1.8235251,-2.0914643,-1.1250821,-1.2056448,-1.0320105,-1.3104178,-0.2784073
14,1.4795122,1.583032,"('antisocial', 'social')",-0.65253973,-0.5980378,0.24459334,0.07329215,0.3571886,0.3527621,-0.0044265
15,-0.034101523,-0.073452175,"('boring', 'funny')",0.7685507,0.55876815,0.014803,0.010012637,0.2497507,0.1651095,-0.0846412
