,run_male,run_female,tuple,average_male,average_female,female-male
78,-0.5209923,-0.63465667,"('nonresilient', 'resilient')",-0.5209923,-0.6346567,-0.1136644
79,-0.28663242,-0.1122109,"('wavering', 'unwavering')",-0.2866324,-0.1122109,0.1744215
80,0.3531186,0.14771207,"('dominated', 'dominating')",0.3531186,0.1477121,-0.2054065
81,0.96240366,0.8378701,"('submissive', 'aggressive')",0.9624037,0.8378701,-0.1245336
82,5.6322184,5.7341304,"('poor', 'rich')",5.6322184,5.7341304,0.101912
83,-0.0038173087,-0.08725651,"('powerless', 'powerful')",-0.0038173,-0.0872565,-0.0834392
84,0.28208607,0.2943971,"('inferior', 'superior')",0.2820861,0.2943971,0.012311
85,-0.95405114,-0.7954464,"('insignificant', 'prestigious')",-0.9540511,-0.7954464,0.1586047
86,0.8224049,0.62809956,"('uninfluential', 'influential')",0.8224049,0.6280996,-0.1943053
87,0.119885944,0.21372002,"('unsuccessful', 'successful')",0.1198859,0.21372,0.0938341
88,0.86944866,0.85528845,"('low', 'eminent')",0.8694487,0.8552884,-0.0141603
