,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,-0.034879275,-0.20569576,"('unsociable', 'sociable')",-0.0348793,-0.2056958,-0.1708165
1,-0.34802604,-0.41265994,"('unfriendly', 'friendly')",-0.348026,-0.4126599,-0.0646339
2,0.33956206,0.33441323,"('unlikable', 'likable')",0.3395621,0.3344132,-0.0051489
3,-0.9391899,-0.9224818,"('repellent', 'pleasant')",-0.9391899,-0.9224818,0.0167081
4,-2.5623615,-2.4154665,"('disliked', 'liked')",-2.5623615,-2.4154665,0.146895
5,-0.93954813,-0.8412186,"('distant', 'outgoing')",-0.9395481,-0.8412186,0.0983295
6,-1.1725984,-1.1040214,"('distant', 'open')",-1.1725984,-1.1040214,0.068577
7,0.5725816,0.52137136,"('insensitive', 'sensitive')",0.5725816,0.5213714,-0.0512102
8,-0.024698664,-0.13982993,"('unaffectionate', 'affectionate')",-0.0246987,-0.1398299,-0.1151312
9,0.15243441,0.004351029,"('unaffectionate', 'caring')",0.1524344,0.004351,-0.1480834
10,0.038747836,-0.09151802,"('unsympathetic', 'sympathetic')",0.0387478,-0.091518,-0.1302658
11,1.1154059,0.981591,"('unhelpful', 'helpful')",1.1154059,0.981591,-0.1338149
12,-0.89813983,-0.8662487,"('unsupportive', 'supportive')",-0.8981398,-0.8662487,0.0318911
13,0.37201422,0.19390704,"('impolite', 'polite')",0.3720142,0.193907,-0.1781072
14,0.7623958,0.6508252,"('antisocial', 'social')",0.7623958,0.6508252,-0.1115706
15,0.7862131,0.66037565,"('boring', 'funny')",0.7862131,0.6603757,-0.1258374
16,-0.40662798,-0.40909088,"('unpopular', 'popular')",-0.406628,-0.4090909,-0.0024629
17,-0.5848256,-0.57621044,"('nasty', 'nice')",-0.5848256,-0.5762104,0.0086152
18,-0.9783179,-0.9907271,"('disagreeable', 'welcoming')",-0.9783179,-0.9907271,-0.0124092
19,-1.4963195,-1.4303893,"('inhospitable', 'hospitable')",-1.4963195,-1.4303893,0.0659302
20,0.10022704,0.10410436,"('rough', 'thoughtful')",0.100227,0.1041044,0.0038774
21,0.23105524,0.18282828,"('immoral', 'moral')",0.2310552,0.1828283,-0.0482269
22,-0.51458925,-0.55388826,"('untrustworthy', 'trustworthy')",-0.5145893,-0.5538883,-0.039299
23,2.5310264,2.2979112,"('insincere', 'sincere')",2.5310264,2.2979112,-0.2331152
24,-0.07538141,-0.21111584,"('dishonest', 'honest')",-0.0753814,-0.2111158,-0.1357344
25,-0.024187436,-0.03545162,"('egoistic', 'altruistic')",-0.0241874,-0.0354516,-0.0112642
26,0.55801195,0.45602643,"('hardhearted', 'benevolent')",0.5580119,0.4560264,-0.1019855
27,0.09319411,-0.025642347,"('hardhearted', 'softhearted')",0.0931941,-0.0256423,-0.1188364
28,0.47097623,0.29124737,"('disloyal', 'loyal')",0.4709762,0.2912474,-0.1797288
29,-0.85538024,-0.90550005,"('unfair', 'fair')",-0.8553802,-0.9055001,-0.0501199
30,0.70909613,0.5512305,"('intolerant', 'tolerant')",0.7090961,0.5512305,-0.1578656
31,-1.7213166,-1.50438,"('evil', 'good')",-1.7213166,-1.50438,0.2169366
32,0.59887886,0.41244757,"('unkind', 'kind')",0.5988789,0.4124476,-0.1864313
33,0.013435245,-0.030993778,"('wrong', 'right')",0.0134352,-0.0309938,-0.044429
34,0.8784081,0.9510039,"('mean', 'honorable')",0.8784081,0.9510039,0.0725958
35,-0.41535753,-0.35812396,"('corrupt', 'incorrupt')",-0.4153575,-0.358124,0.0572335
36,-1.3824289,-1.3114436,"('hostile', 'amicable')",-1.3824289,-1.3114436,0.0709853
37,0.38247362,0.3067491,"('fake', 'genuine')",0.3824736,0.3067491,-0.0757245
38,0.6630295,0.58949137,"('untruthful', 'truthful')",0.6630295,0.5894914,-0.0735381
39,0.486394,0.507089,"('exploitative', 'cooperative')",0.486394,0.507089,0.020695
40,-1.5713954,-1.5019432,"('stingy', 'generous')",-1.5713954,-1.5019432,0.0694522
41,0.5043869,0.444271,"('unforgiving', 'forgiving')",0.5043869,0.444271,-0.0601159
42,-1.1150142,-1.1116304,"('unreliable', 'reliable')",-1.1150142,-1.1116304,0.0033838
43,0.37223372,0.27896595,"('irresponsible', 'responsible')",0.3722337,0.278966,-0.0932677
44,-0.55727017,-0.46873102,"('prejudiced', 'unprejudiced')",-0.5572702,-0.468731,0.0885392
45,0.021924807,0.021418056,"('incompetent', 'competent')",0.0219248,0.0214181,-0.0005067
46,-0.23122728,-0.28246453,"('uncompetitive', 'competitive')",-0.2312273,-0.2824645,-0.0512372
47,1.5767081,1.519362,"('stupid', 'smart')",1.5767081,1.519362,-0.0573461
48,0.2661754,0.23466496,"('unintelligent', 'intelligent')",0.2661754,0.234665,-0.0315104
49,-0.3018997,-0.21049692,"('unable', 'able')",-0.3018997,-0.2104969,0.0914028
50,-0.2878366,-0.33648705,"('clumsy', 'skillful')",-0.2878366,-0.3364871,-0.0486505
51,0.19220352,0.06857047,"('uneducated', 'educated')",0.1922035,0.0685705,-0.123633
52,-1.1385322,-1.1957824,"('irrational', 'rational')",-1.1385322,-1.1957824,-0.0572502
53,-1.2951657,-1.4059803,"('uncreative', 'creative')",-1.2951657,-1.4059803,-0.1108146
54,-0.097024396,-0.100186445,"('incapable', 'capable')",-0.0970244,-0.1001864,-0.003162
55,0.92335945,0.89101607,"('incompetent', 'clever')",0.9233595,0.8910161,-0.0323434
56,1.3512824,1.1692075,"('impractical', 'practical')",1.3512824,1.1692075,-0.1820749
57,-1.4519707,-1.4745272,"('unimaginative', 'imaginative')",-1.4519707,-1.4745272,-0.0225565
58,0.2999583,0.25513926,"('undiscriminating', 'discriminating')",0.2999583,0.2551393,-0.044819
59,-0.2659914,-0.23261133,"('foolish', 'wise')",-0.2659914,-0.2326113,0.0333801
60,1.3067905,1.2003646,"('inefficient', 'efficient')",1.3067905,1.2003646,-0.1064259
61,0.07783166,-0.08446138,"('illogical', 'logical')",0.0778317,-0.0844614,-0.1622931
62,1.0927355,1.074013,"('incompetent', 'brilliant')",1.0927355,1.074013,-0.0187225
63,0.117823675,0.1323851,"('unperceptive', 'insightful')",0.1178237,0.1323851,0.0145614
64,-2.225061,-2.1518826,"('shy', 'confident')",-2.2250609,-2.1518826,0.0731783
65,0.09870229,0.019853812,"('insecure', 'secure')",0.0987023,0.0198538,-0.0788485
66,-1.2442814,-1.1959455,"('inactive', 'active')",-1.2442814,-1.1959455,0.0483359
67,0.774159,0.72684413,"('doubtful', 'determined')",0.774159,0.7268441,-0.0473149
68,-0.6127182,-0.5835399,"('dependent', 'independent')",-0.6127182,-0.5835399,0.0291783
69,-0.52559227,-0.37280744,"('lazy', 'industrious')",-0.5255923,-0.3728074,0.1527849
70,0.02088796,-0.07312996,"('lethargic', 'energetic')",0.020888,-0.07313,-0.094018
71,-0.017340474,0.060114093,"('diffident', 'self-confident')",-0.0173405,0.0601141,0.0774546
72,-0.10279925,-0.14460291,"('unambitious', 'ambitious')",-0.1027993,-0.1446029,-0.0418036
73,-1.0605476,-1.0136626,"('helpless', 'self-reliant')",-1.0605476,-1.0136626,0.046885
74,0.17234696,0.048475873,"('undedicated', 'dedicated')",0.172347,0.0484759,-0.1238711
75,-0.7832245,-0.64722455,"('meek', 'impulsive')",-0.7832245,-0.6472245,0.136
76,0.14789754,0.10392618,"('anxious', 'daring')",0.1478975,0.1039262,-0.0439713
77,0.04582413,0.11055246,"('unmotivated', 'motivated')",0.0458241,0.1105525,0.0647284
78,-0.11126961,-0.046388112,"('nonresilient', 'resilient')",-0.1112696,-0.0463881,0.0648815
79,-1.30152,-1.268211,"('wavering', 'unwavering')",-1.30152,-1.268211,0.033309
80,0.6207962,0.5556102,"('dominated', 'dominating')",0.6207962,0.5556102,-0.065186
81,0.2825155,0.25213307,"('submissive', 'aggressive')",0.2825155,0.2521331,-0.0303824
