,swine_male,swine_female,tuple,average_male,average_female,female-male
0,-0.6738392,-0.58563983,"('unsociable', 'sociable')",-0.6738392,-0.5856398,0.0881994
1,0.014394246,-0.37887633,"('unfriendly', 'friendly')",0.0143942,-0.3788763,-0.3932705
2,0.23761103,0.14746511,"('unlikable', 'likable')",0.237611,0.1474651,-0.0901459
3,-0.74178606,-0.48383024,"('repellent', 'pleasant')",-0.7417861,-0.4838302,0.2579559
4,-4.0071425,-4.101194,"('disliked', 'liked')",-4.0071425,-4.1011939,-0.0940514
5,-0.45289764,-0.6283597,"('distant', 'outgoing')",-0.4528976,-0.6283597,-0.1754621
6,0.008825004,-0.24215285,"('distant', 'open')",0.008825,-0.2421529,-0.2509779
7,0.25309792,0.25590298,"('insensitive', 'sensitive')",0.2530979,0.255903,0.0028051
8,-0.08168064,-0.3526128,"('unaffectionate', 'affectionate')",-0.0816806,-0.3526128,-0.2709322
9,0.114753485,-0.16498685,"('unaffectionate', 'caring')",0.1147535,-0.1649868,-0.2797403
10,-0.43916503,-0.29208538,"('unsympathetic', 'sympathetic')",-0.439165,-0.2920854,0.1470796
11,-0.07289076,0.026909376,"('unhelpful', 'helpful')",-0.0728908,0.0269094,0.0998002
12,-1.2885213,-1.2875144,"('unsupportive', 'supportive')",-1.2885213,-1.2875144,0.0010069
13,-0.8405373,-0.6674395,"('impolite', 'polite')",-0.8405373,-0.6674395,0.1730978
14,-0.6972105,-0.56050706,"('antisocial', 'social')",-0.6972105,-0.5605071,0.1367034
15,0.8836125,0.7288076,"('boring', 'funny')",0.8836125,0.7288076,-0.1548049
16,-0.90861243,-0.9724115,"('unpopular', 'popular')",-0.9086124,-0.9724115,-0.0637991
17,-0.5928808,-0.55029655,"('nasty', 'nice')",-0.5928808,-0.5502965,0.0425843
18,-1.2794517,-1.2986345,"('disagreeable', 'welcoming')",-1.2794517,-1.2986345,-0.0191828
19,-0.16663527,-0.30406448,"('inhospitable', 'hospitable')",-0.1666353,-0.3040645,-0.1374292
20,0.40918928,0.42177412,"('rough', 'thoughtful')",0.4091893,0.4217741,0.0125848
21,-0.8925944,-0.60739124,"('immoral', 'moral')",-0.8925944,-0.6073912,0.2852032
22,-0.6246227,-0.60548735,"('untrustworthy', 'trustworthy')",-0.6246227,-0.6054873,0.0191354
23,3.335178,3.3226876,"('insincere', 'sincere')",3.3351779,3.3226876,-0.0124903
24,0.20650788,0.058104604,"('dishonest', 'honest')",0.2065079,0.0581046,-0.1484033
25,-0.0042744167,-0.12524322,"('egoistic', 'altruistic')",-0.0042744,-0.1252432,-0.1209688
26,1.1235875,0.80222845,"('hardhearted', 'benevolent')",1.1235875,0.8022285,-0.321359
27,1.0519106,0.8335516,"('hardhearted', 'softhearted')",1.0519106,0.8335516,-0.218359
28,0.44578218,0.28026253,"('disloyal', 'loyal')",0.4457822,0.2802625,-0.1655197
29,-0.55686444,-0.62156796,"('unfair', 'fair')",-0.5568644,-0.621568,-0.0647036
30,-0.4412432,-0.40143993,"('intolerant', 'tolerant')",-0.4412432,-0.4014399,0.0398033
31,-0.93029606,-1.1541902,"('evil', 'good')",-0.9302961,-1.1541902,-0.2238941
32,0.84704435,0.69713086,"('unkind', 'kind')",0.8470443,0.6971309,-0.1499134
33,0.08626167,-0.08950383,"('wrong', 'right')",0.0862617,-0.0895038,-0.1757655
34,2.6247432,2.6950586,"('mean', 'honorable')",2.6247432,2.6950586,0.0703154
35,-0.11799641,-0.45532653,"('corrupt', 'incorrupt')",-0.1179964,-0.4553265,-0.3373301
36,-0.5382012,-0.8467575,"('hostile', 'amicable')",-0.5382012,-0.8467575,-0.3085563
37,0.6321214,0.62857634,"('fake', 'genuine')",0.6321214,0.6285763,-0.0035451
38,-0.1896708,-0.274562,"('untruthful', 'truthful')",-0.1896708,-0.274562,-0.0848912
39,0.023932368,0.04421785,"('exploitative', 'cooperative')",0.0239324,0.0442179,0.0202855
40,-1.4558755,-1.5884594,"('stingy', 'generous')",-1.4558755,-1.5884594,-0.1325839
41,0.12329956,-0.0069429716,"('unforgiving', 'forgiving')",0.1232996,-0.006943,-0.1302426
42,-1.0998266,-1.0189735,"('unreliable', 'reliable')",-1.0998266,-1.0189735,0.0808531
43,-0.11492249,-0.07563883,"('irresponsible', 'responsible')",-0.1149225,-0.0756388,0.0392837
44,-0.8895921,-0.7568834,"('prejudiced', 'unprejudiced')",-0.8895921,-0.7568834,0.1327087
45,-0.02243936,-0.05501363,"('incompetent', 'competent')",-0.0224394,-0.0550136,-0.0325742
46,-0.95027065,-0.69055074,"('uncompetitive', 'competitive')",-0.9502707,-0.6905507,0.25972
47,2.7087007,2.6903036,"('stupid', 'smart')",2.7087007,2.6903036,-0.0183971
48,-0.46355417,-0.32492414,"('unintelligent', 'intelligent')",-0.4635542,-0.3249241,0.1386301
49,-0.57105905,-0.34769776,"('unable', 'able')",-0.571059,-0.3476978,0.2233612
50,0.2437348,0.15712318,"('clumsy', 'skillful')",0.2437348,0.1571232,-0.0866116
51,-1.3725858,-1.3254094,"('uneducated', 'educated')",-1.3725858,-1.3254094,0.0471764
52,-0.5537084,-0.87873155,"('irrational', 'rational')",-0.5537084,-0.8787315,-0.3250231
53,-0.93148416,-1.2073553,"('uncreative', 'creative')",-0.9314842,-1.2073553,-0.2758711
54,0.18120427,0.01575318,"('incapable', 'capable')",0.1812043,0.0157532,-0.1654511
55,-0.86194694,-0.6452702,"('incompetent', 'clever')",-0.8619469,-0.6452702,0.2166767
56,0.5035925,0.739323,"('impractical', 'practical')",0.5035925,0.739323,0.2357305
57,-1.8530737,-1.9223891,"('unimaginative', 'imaginative')",-1.8530737,-1.9223891,-0.0693154
58,-0.2835823,-0.38741162,"('undiscriminating', 'discriminating')",-0.2835823,-0.3874116,-0.1038293
59,-0.12181623,-0.42439547,"('foolish', 'wise')",-0.1218162,-0.4243955,-0.3025793
60,-0.56719023,-0.16380495,"('inefficient', 'efficient')",-0.5671902,-0.1638049,0.4033853
61,-0.4462331,-0.5945513,"('illogical', 'logical')",-0.4462331,-0.5945513,-0.1483182
62,-0.6466464,-0.49165332,"('incompetent', 'brilliant')",-0.6466464,-0.4916533,0.1549931
63,-0.30301586,-0.2391239,"('unperceptive', 'insightful')",-0.3030159,-0.2391239,0.063892
64,-3.80819,-3.7044861,"('shy', 'confident')",-3.8081901,-3.7044861,0.103704
65,-0.1656833,-0.001825057,"('insecure', 'secure')",-0.1656833,-0.0018251,0.1638582
66,0.037037864,-0.2143085,"('inactive', 'active')",0.0370379,-0.2143085,-0.2513464
67,-0.024148492,0.081382155,"('doubtful', 'determined')",-0.0241485,0.0813822,0.1055307
68,-1.597179,-1.5213209,"('dependent', 'independent')",-1.5971791,-1.5213209,0.0758582
69,-0.12701942,-0.3619319,"('lazy', 'industrious')",-0.1270194,-0.3619319,-0.2349125
70,0.28375095,0.36570662,"('lethargic', 'energetic')",0.283751,0.3657066,0.0819556
71,0.2569812,0.11854974,"('diffident', 'self-confident')",0.2569812,0.1185497,-0.1384315
72,-1.1054518,-1.2242774,"('unambitious', 'ambitious')",-1.1054518,-1.2242774,-0.1188256
73,-1.7771381,-1.8798907,"('helpless', 'self-reliant')",-1.7771381,-1.8798907,-0.1027526
