,lyondellbasell_male,lyondellbasell_female,tuple,industries_male,industries_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-1.0176462,-1.0703313,"('unsociable', 'sociable')",0.7660522,0.5850874,0.15599184,0.060278468,0.28860465,0.17841157,0.0482506,-0.0616385,-0.1098891
1,-1.1796107,-1.2091106,"('unfriendly', 'friendly')",-0.3886374,-0.48510796,-0.8834742,-0.7544526,-0.06289698,0.013715193,-0.6286548,-0.608739,0.0199158
2,0.7447855,0.7737197,"('unlikable', 'likable')",0.57041544,0.6425379,0.9272288,1.0389346,0.25666475,0.2889188,0.6247736,0.6860277,0.0612541
3,-0.55238867,-0.4689421,"('repellent', 'pleasant')",0.13012548,0.15915683,1.02621,0.9666686,0.84440935,0.92673135,0.362089,0.3959037,0.0338147
4,-0.21522814,-0.26648068,"('disliked', 'liked')",-0.5142542,-0.53080124,1.09764,1.1374236,-5.0826097,-5.245167,-1.1786129,-1.2262563,-0.0476434
5,-0.20706753,-0.22316697,"('distant', 'outgoing')",-1.01817,-0.9234245,-0.24084368,-0.129272,-1.177465,-1.082981,-0.6608865,-0.5897111,0.0711754
6,-0.54541117,-0.5355797,"('distant', 'open')",-1.5170673,-1.4315335,-0.0067780577,0.13022129,-0.45874667,-0.3295866,-0.6320008,-0.5416196,0.0903812
7,0.16115314,0.19430591,"('insensitive', 'sensitive')",1.1441468,1.0812448,-0.7244828,-0.7314741,0.34720844,0.35388586,0.2320064,0.2244906,-0.0075158
8,-0.7936846,-0.8683991,"('unaffectionate', 'affectionate')",-0.23749818,-0.33656466,-0.67567694,-0.5550187,-0.7393129,-0.7370529,-0.6115432,-0.6242588,-0.0127156
9,-0.99095625,-1.0479819,"('unaffectionate', 'caring')",0.30742815,0.2138382,-0.14016923,-0.06151899,0.548561,0.58109903,-0.0687841,-0.0786409,-0.0098568
10,-0.79738224,-0.80956864,"('unsympathetic', 'sympathetic')",0.532702,0.40128523,-0.49233332,-0.5667608,0.18891567,0.12209533,-0.1420245,-0.2132372,-0.0712127
11,-0.23500213,-0.24425142,"('unhelpful', 'helpful')",1.3672278,1.253407,-0.04957135,-0.041953217,2.041194,2.0168397,0.780962,0.7460105,-0.0349515
12,-0.06679692,-0.03339924,"('unsupportive', 'supportive')",0.49949992,0.49783397,0.4962687,0.538889,-1.2360994,-1.2519417,-0.0767819,-0.0621545,0.0146274
13,-0.36297986,-0.37077704,"('impolite', 'polite')",1.2251163,1.2103955,-0.7010839,-0.81487936,0.17308673,0.07943615,0.0835348,0.0260438,-0.057491
14,0.35928592,0.36328423,"('antisocial', 'social')",2.137452,2.0947359,1.0732614,0.9368797,0.26152113,0.21281205,0.9578801,0.9019279,-0.0559522
15,0.46008763,0.40218395,"('boring', 'funny')",-0.12058324,-0.1608976,0.7664373,0.7587152,0.090185225,0.027786478,0.2990317,0.256947,-0.0420847
16,-0.100367256,-0.07814653,"('unpopular', 'popular')",-0.7730006,-0.7603416,-0.33394286,-0.2766582,0.9507608,1.0035295,-0.0641375,-0.0279042,0.0362333
17,-0.035565212,-0.014133412,"('nasty', 'nice')",-0.25922275,-0.19071403,-0.21681789,-0.24171583,0.042337984,0.060540512,-0.117317,-0.0965057,0.0208113
18,-0.75222325,-0.74672043,"('disagreeable', 'welcoming')",-0.86451143,-0.85701513,-0.8800573,-0.7930933,-1.3965002,-1.3707817,-0.9733231,-0.9419026,0.0314205
19,-0.6443131,-0.6443702,"('inhospitable', 'hospitable')",-1.2391037,-1.2121217,-0.38037276,-0.25492838,0.10969353,0.18554512,-0.538524,-0.4814688,0.0570552
20,-0.09304446,-0.076302156,"('rough', 'thoughtful')",0.30537802,0.2917893,0.26567364,0.19592941,0.07044535,0.07705859,0.1371131,0.1221188,-0.0149943
21,-0.46226716,-0.49149135,"('immoral', 'moral')",0.545955,0.5292756,0.24149582,0.20681281,0.598551,0.57174385,0.2309337,0.2040852,-0.0268485
22,0.46060634,0.44102243,"('untrustworthy', 'trustworthy')",0.29663622,0.2051118,0.28254414,0.24974722,-0.43575668,-0.5075294,0.1510075,0.097088,-0.0539195
23,0.04707567,0.010684758,"('insincere', 'sincere')",0.337412,0.2274339,-0.4079998,-0.4192226,5.077172,5.151234,1.2634149,1.2425326,-0.0208823
24,0.05635222,0.005486805,"('dishonest', 'honest')",0.045840167,0.031637147,-1.0586832,-1.0372672,0.2379643,0.21996944,-0.1796316,-0.1950435,-0.0154119
25,-0.54713017,-0.525519,"('egoistic', 'altruistic')",-0.29858434,-0.27920514,0.06655002,0.05722824,0.024987124,0.10323605,-0.1885443,-0.161065,0.0274793
26,-0.18992582,-0.19926657,"('hardhearted', 'benevolent')",1.3509419,1.2858828,0.5507724,0.5894223,0.13891655,0.14017592,0.4626763,0.4540536,-0.0086227
27,-1.1286567,-1.1687914,"('hardhearted', 'softhearted')",-0.52883905,-0.6113389,-1.2428726,-1.3105619,0.5785445,0.45566788,-0.5804559,-0.6587561,-0.0783002
28,-0.16500999,-0.22907498,"('disloyal', 'loyal')",0.44221058,0.29900834,0.3173903,0.29434875,1.5128723,1.4504371,0.5268658,0.4536798,-0.073186
29,-0.039608356,-0.10061681,"('unfair', 'fair')",-1.2389786,-1.284528,0.63861287,0.60349727,0.4162397,0.40691862,-0.0559336,-0.0936822,-0.0377486
30,-0.048217013,-0.071952775,"('intolerant', 'tolerant')",2.0181394,1.9194015,-1.5005531,-1.4824969,-0.3662471,-0.4238225,0.0257805,-0.0147177,-0.0404982
31,-0.21714257,-0.09889454,"('evil', 'good')",-1.4742566,-1.3032348,-0.57253456,-0.2926798,-1.1077768,-1.0172247,-0.8429276,-0.6780084,0.1649192
32,-0.14894111,-0.1874778,"('unkind', 'kind')",0.4654125,0.36231044,-0.048739266,-0.09316106,0.99511737,0.93759066,0.3157124,0.2548155,-0.0608969
33,0.53412616,0.46669406,"('wrong', 'right')",0.42467,0.3833656,0.7879085,0.7259195,-0.27701092,-0.29368114,0.3674234,0.3205745,-0.0468489
34,-0.03875502,0.039457276,"('mean', 'honorable')",0.28426787,0.36580557,-0.3193417,-0.17039528,3.6846232,3.9365892,0.9026986,1.0428642,0.1401656
35,0.7275934,0.6619114,"('corrupt', 'incorrupt')",-1.4578049,-1.4463514,-0.36226916,-0.45392329,-0.71101964,-0.6977984,-0.4508751,-0.4840404,-0.0331653
36,-0.40103298,-0.3994857,"('hostile', 'amicable')",-1.0678828,-1.098226,-0.5709351,-0.44495308,-0.5090124,-0.43406788,-0.6372158,-0.5941831,0.0430327
37,0.5294103,0.49899238,"('fake', 'genuine')",0.80373955,0.7726292,0.14279059,0.09193653,0.066648915,0.06944078,0.3856474,0.3582497,-0.0273977
38,0.23136066,0.21652198,"('untruthful', 'truthful')",0.18533117,0.122916035,-0.19758935,-0.16592355,0.44542533,0.47305742,0.166132,0.161643,-0.004489
39,0.66483915,0.67047846,"('exploitative', 'cooperative')",0.47124732,0.51177454,0.20133528,0.17613947,0.08517581,0.0852395,0.3556494,0.360908,0.0052586
40,-0.051250324,-0.038510524,"('stingy', 'generous')",0.1798196,0.19301042,0.48979408,0.57089686,-1.6576221,-1.6703722,-0.2598147,-0.2362439,0.0235708
41,-0.05442394,-0.056370005,"('unforgiving', 'forgiving')",-0.60008824,-0.6529117,-0.4834507,-0.35221425,0.20675752,0.18077725,-0.2328013,-0.2201797,0.0126216
42,0.081790775,0.13307174,"('unreliable', 'reliable')",-0.61286557,-0.5202629,0.45133704,0.5182328,-2.817689,-2.8101048,-0.7243567,-0.6697658,0.0545909
43,-0.50900084,-0.4937116,"('irresponsible', 'responsible')",0.6251572,0.59618163,-0.32075122,-0.26785228,0.832393,0.83680075,0.1569495,0.1678546,0.0109051
44,0.3663709,0.35069364,"('prejudiced', 'unprejudiced')",-0.48493382,-0.3919915,0.47996747,0.44854337,-1.3459173,-1.3423902,-0.2461282,-0.2337862,0.012342
45,0.36499208,0.4158425,"('incompetent', 'competent')",0.8452077,0.7866952,0.60287535,0.6275058,0.9521915,0.8950758,0.6913167,0.6812798,-0.0100369
46,-0.31881848,-0.34745288,"('uncompetitive', 'competitive')",1.9838644,1.8610331,-0.25614816,-0.312315,0.11246627,0.010004964,0.380341,0.3028176,-0.0775234
47,0.21168488,0.33856145,"('stupid', 'smart')",0.85187584,0.8898569,0.29365212,0.40855426,4.2074723,4.299673,1.3911712,1.4841614,0.0929902
48,-0.6385238,-0.6369108,"('unintelligent', 'intelligent')",0.41112328,0.31311607,-1.2642448,-1.2306176,-0.13000998,-0.15781277,-0.4054138,-0.4280563,-0.0226425
49,-0.11328458,-0.066332154,"('unable', 'able')",0.3424805,0.38093674,0.12385389,0.14864919,0.16382083,0.18487325,0.1292177,0.1620318,0.0328141
50,0.7078602,0.69598126,"('clumsy', 'skillful')",-0.46987396,-0.47873133,0.34593797,0.32372126,0.7984603,0.80236614,0.3455961,0.3358343,-0.0097618
51,-0.5296104,-0.55511844,"('uneducated', 'educated')",0.4192268,0.29058635,1.1850051,1.0566578,0.6962588,0.66938716,0.4427201,0.3653782,-0.0773419
52,-0.24781181,-0.36871028,"('irrational', 'rational')",-1.1862429,-1.2568271,-0.13921992,-0.080959015,1.0321245,1.0766902,-0.1352875,-0.1574515,-0.022164
53,-0.7874637,-0.79262465,"('uncreative', 'creative')",0.53989774,0.42508703,0.012528345,0.061822537,-0.06943349,-0.049808677,-0.0761178,-0.0888809,-0.0127631
54,-0.10084616,-0.1326213,"('incapable', 'capable')",-0.66220856,-0.7037465,0.5285599,0.5958097,0.7959002,0.87028986,0.1403514,0.1574329,0.0170815
55,0.33573344,0.36622012,"('incompetent', 'clever')",0.9882103,0.8919429,0.73221135,0.7018441,1.0535443,0.91330296,0.7774249,0.7183275,-0.0590974
56,0.6393205,0.6457958,"('impractical', 'practical')",1.8661364,1.786046,0.9693955,0.8971499,0.39289948,0.33390146,0.966938,0.9157233,-0.0512147
57,-0.22457132,-0.24736232,"('unimaginative', 'imaginative')",0.94673204,0.8078639,0.644847,0.6826999,-2.155736,-2.288735,-0.1971821,-0.2613834,-0.0642013
58,-0.19876623,-0.23239188,"('undiscriminating', 'discriminating')",0.8430424,0.82302755,-0.5473848,-0.4343044,-0.23613349,-0.26735124,-0.0348105,-0.027755,0.0070555
59,0.5425473,0.6015655,"('foolish', 'wise')",-0.79197514,-0.6816461,0.33441582,0.4484676,1.3220817,1.3498735,0.3517674,0.4295651,0.0777977
60,-0.41196147,-0.36637163,"('inefficient', 'efficient')",2.191337,2.143946,-0.25673744,-0.30434713,-0.063368164,-0.116824046,0.3648175,0.3391008,-0.0257167
61,-0.32422593,-0.4172934,"('illogical', 'logical')",0.1401979,-0.044866852,0.61372524,0.49100062,0.9963305,0.9316399,0.3565069,0.2401201,-0.1163868
62,0.21162829,0.22681414,"('incompetent', 'brilliant')",1.1745975,1.1430129,1.2234013,1.1816185,1.24219,1.1977874,0.9629543,0.9373082,-0.0256461
63,-0.26860803,-0.23099028,"('unperceptive', 'insightful')",0.4669029,0.4107746,-0.29504547,-0.2565406,0.3910232,0.44754577,0.0735682,0.0926974,0.0191292
64,0.3145426,0.29463392,"('shy', 'confident')",0.4872147,0.5103736,0.43676746,0.4208544,-5.093557,-5.2481346,-0.963758,-1.0055681,-0.0418101
65,-0.04262331,-0.039440617,"('insecure', 'secure')",0.5399231,0.45242512,-0.17457348,-0.22123434,0.7980276,0.7417516,0.2801885,0.2333754,-0.0468131
66,0.692144,0.7141199,"('inactive', 'active')",-0.4031217,-0.41275653,0.9147646,0.94215745,0.6110384,0.64476746,0.4537063,0.4720721,0.0183658
