,mylan_male,mylan_female,tuple,nv_male,nv_female,average_male,average_female,female-male
0,0.6125296,0.5809747,"('unsociable', 'sociable')",0.20823085,0.08384218,0.4103802,0.3324084,-0.0779718
1,-0.87086946,-0.9831584,"('unfriendly', 'friendly')",-1.169687,-1.1721692,-1.0202782,-1.0776638,-0.0573856
2,0.74780536,0.84269947,"('unlikable', 'likable')",1.1205509,1.1641988,0.9341781,1.0034491,0.069271
3,0.2746224,0.4264174,"('repellent', 'pleasant')",1.1552418,1.1549354,0.7149321,0.7906764,0.0757443
4,0.26558942,0.24692811,"('disliked', 'liked')",-2.170264,-2.1317904,-0.9523373,-0.9424312,0.0099061
5,-1.3802853,-1.2526265,"('distant', 'outgoing')",-1.4149278,-1.2706404,-1.3976066,-1.2616334,0.1359732
6,-1.9761437,-1.8677664,"('distant', 'open')",-1.4961839,-1.2870213,-1.7361639,-1.5773938,0.1587701
7,-0.19635664,-0.21819219,"('insensitive', 'sensitive')",-0.5106336,-0.5419104,-0.3534951,-0.3800513,-0.0265562
8,-0.19429573,-0.3154767,"('unaffectionate', 'affectionate')",-1.0811927,-1.022424,-0.6377442,-0.6689503,-0.0312061
9,-0.5907088,-0.6964874,"('unaffectionate', 'caring')",-0.8145064,-0.80458504,-0.7026076,-0.7505362,-0.0479286
10,-0.6871386,-0.6866356,"('unsympathetic', 'sympathetic')",-0.30946654,-0.3769534,-0.4983026,-0.5317945,-0.0334919
11,0.7911133,0.69412166,"('unhelpful', 'helpful')",1.3993819,1.290567,1.0952476,0.9923444,-0.1029032
12,0.15654425,0.17995538,"('unsupportive', 'supportive')",-0.94399923,-0.90449244,-0.3937275,-0.3622685,0.031459
13,-0.52025294,-0.5341652,"('impolite', 'polite')",-0.095455244,-0.23447442,-0.3078541,-0.3843198,-0.0764657
14,1.1689743,1.1929674,"('antisocial', 'social')",0.43867514,0.28908378,0.8038247,0.7410256,-0.0627991
15,0.236971,0.20767838,"('boring', 'funny')",1.5147605,1.4714814,0.8758658,0.8395799,-0.0362859
16,-0.13676268,-0.19057305,"('unpopular', 'popular')",-0.07655398,-0.11173112,-0.1066583,-0.1511521,-0.0444938
17,0.49890065,0.51583946,"('nasty', 'nice')",0.022778496,0.013984284,0.2608396,0.2649119,0.0040723
18,0.59722656,0.60181135,"('disagreeable', 'welcoming')",-0.9166107,-0.89085245,-0.1596921,-0.1445206,0.0151715
19,-1.5107262,-1.3929691,"('inhospitable', 'hospitable')",-0.47658598,-0.31043884,-0.9936561,-0.851704,0.1419521
20,-0.46097726,-0.49664798,"('rough', 'thoughtful')",-0.023574542,-0.0957562,-0.2422759,-0.2962021,-0.0539262
21,0.095224455,0.07168754,"('immoral', 'moral')",0.2483905,0.14423864,0.1718075,0.1079631,-0.0638444
22,0.10504905,0.19574289,"('untrustworthy', 'trustworthy')",0.27648488,0.25013578,0.190767,0.2229393,0.0321723
23,0.3354853,0.24230592,"('insincere', 'sincere')",2.3390818,2.2459068,1.3372835,1.2441064,-0.0931771
24,-0.31197163,-0.27217472,"('dishonest', 'honest')",-0.1553682,-0.16996995,-0.2336699,-0.2210723,0.0125976
25,-0.020087637,-0.06786746,"('egoistic', 'altruistic')",-0.26352566,-0.24028578,-0.1418066,-0.1540766,-0.01227
26,0.25385028,0.21773058,"('hardhearted', 'benevolent')",0.3493127,0.35334417,0.3015815,0.2855374,-0.0160441
27,-1.078648,-1.0411795,"('hardhearted', 'softhearted')",-0.5363625,-0.5962302,-0.8075052,-0.8187048,-0.0111996
28,-0.22400633,-0.384525,"('disloyal', 'loyal')",0.34621227,0.23135751,0.061103,-0.0765837,-0.1376867
29,-0.87550175,-0.91258466,"('unfair', 'fair')",0.004300801,-0.013520313,-0.4356005,-0.4630525,-0.027452
30,0.8433217,0.85569304,"('intolerant', 'tolerant')",1.0452654,0.93075055,0.9442936,0.8932218,-0.0510718
31,-1.3779097,-1.1441033,"('evil', 'good')",-1.8195568,-1.6098185,-1.5987332,-1.3769609,0.2217723
32,0.18295285,0.025439579,"('unkind', 'kind')",0.27045363,0.06677885,0.2267032,0.0461092,-0.180594
33,-0.67550135,-0.7159219,"('wrong', 'right')",-0.33305842,-0.4030441,-0.5042799,-0.559483,-0.0552031
34,-0.64171505,-0.48084164,"('mean', 'honorable')",1.6007038,1.7285523,0.4794944,0.6238554,0.144361
35,-0.9406036,-1.0075692,"('corrupt', 'incorrupt')",-1.1275154,-1.1085612,-1.0340595,-1.0580652,-0.0240057
36,-1.1157112,-1.1226807,"('hostile', 'amicable')",-1.2101508,-1.169679,-1.162931,-1.1461799,0.0167511
37,-0.59714395,-0.65709174,"('fake', 'genuine')",-0.15928188,-0.17123136,-0.3782129,-0.4141616,-0.0359487
