,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-2.0379095,-2.1236389,"('unsociable', 'sociable')",-2.4424772,-2.554314,-2.2401934,-2.3389764,-0.098783
1,-1.0760963,-1.0892857,"('unfriendly', 'friendly')",0.015426278,-0.02928222,-0.530335,-0.559284,-0.028949
2,0.4775703,0.57868695,"('unlikable', 'likable')",1.7883887,1.7968336,1.1329795,1.1877604,0.0547809
3,-0.10299308,-0.17004931,"('repellent', 'pleasant')",-1.6416368,-1.5673188,-0.872315,-0.8686841,0.0036309
4,0.45994928,0.4707853,"('disliked', 'liked')",0.27151972,0.2288671,0.3657345,0.3498262,-0.0159083
5,-0.15726113,-0.06325528,"('distant', 'outgoing')",1.4964604,1.5825111,0.6695997,0.7596279,0.0900282
6,0.79743063,0.85621345,"('distant', 'open')",2.0964782,2.2032228,1.4469545,1.5297182,0.0827637
7,0.08541822,0.0006258935,"('insensitive', 'sensitive')",-1.5328988,-1.6132969,-0.7237403,-0.8063355,-0.0825952
8,-1.145885,-1.1546962,"('unaffectionate', 'affectionate')",0.27530766,0.2818701,-0.4352887,-0.436413,-0.0011243
9,-0.44476217,-0.48721093,"('unaffectionate', 'caring')",0.22323999,0.15843661,-0.1107611,-0.1643872,-0.0536261
10,-1.7333044,-1.842799,"('unsympathetic', 'sympathetic')",-2.2763574,-2.2948632,-2.0048308,-2.068831,-0.0640002
11,-1.299052,-1.3794746,"('unhelpful', 'helpful')",-2.4437056,-2.5545743,-1.8713788,-1.9670244,-0.0956456
12,-0.70962715,-0.72003144,"('unsupportive', 'supportive')",-1.1736927,-1.165939,-0.9416599,-0.9429852,-0.0013253
13,-0.67312175,-0.72345775,"('impolite', 'polite')",-1.9594017,-2.0546098,-1.3162618,-1.3890338,-0.072772
14,-0.704948,-0.738995,"('antisocial', 'social')",-1.530692,-1.6121547,-1.11782,-1.1755749,-0.0577549
15,0.06934166,0.064468466,"('boring', 'funny')",1.5850695,1.5538732,0.8272056,0.8091708,-0.0180348
16,0.111445375,0.11044741,"('unpopular', 'popular')",0.6516002,0.76013356,0.3815228,0.4352905,0.0537677
17,-0.0049075857,0.013107277,"('nasty', 'nice')",-0.74631256,-0.7224579,-0.3756101,-0.3546753,0.0209348
18,-0.6814211,-0.6774447,"('disagreeable', 'welcoming')",0.6028099,0.61855185,-0.0393056,-0.0294464,0.0098592
19,0.39212722,0.43849137,"('inhospitable', 'hospitable')",0.708044,0.7719791,0.5500856,0.6052352,0.0551496
20,0.1998966,0.17953557,"('rough', 'thoughtful')",0.41319212,0.44923922,0.3065444,0.3143874,0.007843
21,-0.037638623,-0.07372816,"('immoral', 'moral')",-0.3399522,-0.41015032,-0.1887954,-0.2419392,-0.0531438
22,-0.7128865,-0.77420855,"('untrustworthy', 'trustworthy')",-1.293975,-1.352165,-1.0034307,-1.0631868,-0.0597561
23,-1.6501871,-1.7501323,"('insincere', 'sincere')",-1.9355507,-2.0869262,-1.7928689,-1.9185293,-0.1256604
24,-0.20553367,-0.18312868,"('dishonest', 'honest')",-0.28261113,-0.38098985,-0.2440724,-0.2820593,-0.0379869
25,0.28624624,0.32317334,"('egoistic', 'altruistic')",0.6929444,0.76196337,0.4895953,0.5425683,0.052973
26,0.076759994,0.036475427,"('hardhearted', 'benevolent')",1.4974196,1.3953031,0.7870898,0.7158893,-0.0712005
27,-0.9317788,-0.9551884,"('hardhearted', 'softhearted')",-0.57047045,-0.54612523,-0.7511246,-0.7506568,0.0004678
28,-1.2660561,-1.3326207,"('disloyal', 'loyal')",-1.165299,-1.308544,-1.2156775,-1.3205824,-0.1049049
29,0.41259748,0.36280233,"('unfair', 'fair')",0.6154518,0.6810197,0.5140246,0.521911,0.0078864
30,-2.3613377,-2.4151785,"('intolerant', 'tolerant')",-1.138841,-1.3270757,-1.7500894,-1.8711271,-0.1210377
