,tenth_male,tenth_female,tuple,average_male,average_female,female-male
0,0.3135403,0.26579165,"('unsociable', 'sociable')",0.3135403,0.2657917,-0.0477486
1,1.0295234,1.1029139,"('unfriendly', 'friendly')",1.0295234,1.1029139,0.0733905
2,0.5438563,0.6972204,"('unlikable', 'likable')",0.5438563,0.6972204,0.1533641
3,0.9470463,0.9918723,"('repellent', 'pleasant')",0.9470463,0.9918723,0.044826
4,-7.3530674,-7.2245536,"('disliked', 'liked')",-7.3530674,-7.2245536,0.1285138
5,-0.4003653,-0.21727343,"('distant', 'outgoing')",-0.4003653,-0.2172734,0.1830919
6,-0.0095542,0.078570224,"('distant', 'open')",-0.0095542,0.0785702,0.0881244
7,1.4894218,1.4553121,"('insensitive', 'sensitive')",1.4894218,1.4553121,-0.0341097
8,1.109815,1.0087832,"('unaffectionate', 'affectionate')",1.109815,1.0087832,-0.1010318
9,1.330951,1.3305386,"('unaffectionate', 'caring')",1.330951,1.3305386,-0.0004124
10,1.822373,1.5780271,"('unsympathetic', 'sympathetic')",1.822373,1.5780271,-0.2443459
11,2.0090554,1.9915321,"('unhelpful', 'helpful')",2.0090554,1.9915321,-0.0175233
12,-1.1518427,-1.1150714,"('unsupportive', 'supportive')",-1.1518427,-1.1150714,0.0367713
13,0.28094178,0.28658584,"('impolite', 'polite')",0.2809418,0.2865858,0.005644
14,0.21486989,0.20678547,"('antisocial', 'social')",0.2148699,0.2067855,-0.0080844
15,0.20775339,0.2743899,"('boring', 'funny')",0.2077534,0.2743899,0.0666365
16,-0.75904965,-0.5879439,"('unpopular', 'popular')",-0.7590497,-0.5879439,0.1711058
17,0.10514812,0.05892619,"('nasty', 'nice')",0.1051481,0.0589262,-0.0462219
18,-0.42536944,-0.28525883,"('disagreeable', 'welcoming')",-0.4253694,-0.2852588,0.1401106
19,-0.30163178,-0.28388,"('inhospitable', 'hospitable')",-0.3016318,-0.28388,0.0177518
20,0.90425104,0.71541977,"('rough', 'thoughtful')",0.904251,0.7154198,-0.1888312
21,0.32004026,0.43775585,"('immoral', 'moral')",0.3200403,0.4377559,0.1177156
22,0.24663992,0.25272158,"('untrustworthy', 'trustworthy')",0.2466399,0.2527216,0.0060817
23,6.4608927,6.496155,"('insincere', 'sincere')",6.4608927,6.4961548,0.0352621
24,1.9293146,1.9617584,"('dishonest', 'honest')",1.9293146,1.9617584,0.0324438
25,0.08429175,0.120302066,"('egoistic', 'altruistic')",0.0842917,0.1203021,0.0360104
26,0.40334255,0.22854665,"('hardhearted', 'benevolent')",0.4033425,0.2285466,-0.1747959
27,2.0147045,1.7535735,"('hardhearted', 'softhearted')",2.0147045,1.7535735,-0.261131
28,1.278948,1.1874244,"('disloyal', 'loyal')",1.2789479,1.1874244,-0.0915235
29,-0.286613,-0.39914206,"('unfair', 'fair')",-0.286613,-0.3991421,-0.1125291
30,1.0303869,0.97796,"('intolerant', 'tolerant')",1.0303869,0.97796,-0.0524269
31,-1.2953403,-1.2066954,"('evil', 'good')",-1.2953403,-1.2066954,0.0886449
32,1.372762,1.2804881,"('unkind', 'kind')",1.372762,1.2804881,-0.0922739
33,-1.0113986,-0.8129501,"('wrong', 'right')",-1.0113986,-0.8129501,0.1984485
34,4.1947856,4.4425015,"('mean', 'honorable')",4.1947856,4.4425015,0.2477159
35,-1.0598692,-1.1678172,"('corrupt', 'incorrupt')",-1.0598692,-1.1678172,-0.107948
36,-0.8500024,-0.9970657,"('hostile', 'amicable')",-0.8500024,-0.9970657,-0.1470633
37,0.79244375,0.7277161,"('fake', 'genuine')",0.7924438,0.7277161,-0.0647277
38,-0.2024333,-0.13435721,"('untruthful', 'truthful')",-0.2024333,-0.1343572,0.0680761
39,-0.12700492,-0.055761926,"('exploitative', 'cooperative')",-0.1270049,-0.0557619,0.071243
40,-0.93824494,-1.0286025,"('stingy', 'generous')",-0.9382449,-1.0286025,-0.0903576
41,0.28899047,0.07423321,"('unforgiving', 'forgiving')",0.2889905,0.0742332,-0.2147573
42,-1.725682,-1.7722899,"('unreliable', 'reliable')",-1.725682,-1.7722899,-0.0466079
43,1.5541136,1.4834158,"('irresponsible', 'responsible')",1.5541136,1.4834158,-0.0706978
44,-1.1848339,-1.3164153,"('prejudiced', 'unprejudiced')",-1.1848339,-1.3164153,-0.1315814
45,0.82717323,0.6847797,"('incompetent', 'competent')",0.8271732,0.6847797,-0.1423935
46,-0.18475726,-0.23608841,"('uncompetitive', 'competitive')",-0.1847573,-0.2360884,-0.0513311
47,5.720059,5.8537083,"('stupid', 'smart')",5.7200589,5.8537083,0.1336494
48,1.0816749,1.0128077,"('unintelligent', 'intelligent')",1.0816749,1.0128077,-0.0688672
49,-0.31250435,-0.08352455,"('unable', 'able')",-0.3125044,-0.0835245,0.2289799
50,0.03632103,-0.03618575,"('clumsy', 'skillful')",0.036321,-0.0361857,-0.0725067
51,0.43537596,0.44454795,"('uneducated', 'educated')",0.435376,0.444548,0.009172
52,-0.6330108,-0.6037166,"('irrational', 'rational')",-0.6330108,-0.6037166,0.0292942
53,0.4039865,0.3779966,"('uncreative', 'creative')",0.4039865,0.3779966,-0.0259899
54,1.0034239,1.1615745,"('incapable', 'capable')",1.0034239,1.1615745,0.1581506
55,1.1193913,1.1451308,"('incompetent', 'clever')",1.1193913,1.1451308,0.0257395
56,0.60814893,0.71629465,"('impractical', 'practical')",0.6081489,0.7162946,0.1081457
57,-2.1819627,-2.3229067,"('unimaginative', 'imaginative')",-2.1819627,-2.3229067,-0.140944
58,0.13336375,-0.012152171,"('undiscriminating', 'discriminating')",0.1333638,-0.0121522,-0.145516
59,-0.016481612,0.08009628,"('foolish', 'wise')",-0.0164816,0.0800963,0.0965779
60,0.4904766,0.6649771,"('inefficient', 'efficient')",0.4904766,0.6649771,0.1745005
61,0.4600998,0.32617557,"('illogical', 'logical')",0.4600998,0.3261756,-0.1339242
62,1.3690368,1.5435479,"('incompetent', 'brilliant')",1.3690368,1.5435479,0.1745111
63,1.1403421,1.1853769,"('unperceptive', 'insightful')",1.1403421,1.1853769,0.0450348
64,-5.6508245,-5.5138555,"('shy', 'confident')",-5.6508245,-5.5138555,0.136969
65,1.3932617,1.281557,"('insecure', 'secure')",1.3932617,1.281557,-0.1117047
66,-0.14656746,-0.19730166,"('inactive', 'active')",-0.1465675,-0.1973017,-0.0507342
67,-1.2202184,-1.0818341,"('doubtful', 'determined')",-1.2202184,-1.0818341,0.1383843
68,-0.3675713,-0.26645783,"('dependent', 'independent')",-0.3675713,-0.2664578,0.1011135
