,dollar_male,dollar_female,tuple,tree_male,tree_female,inc_male,inc_female,average_male,average_female,female-male
0,0.057931095,-0.037863325,"('unsociable', 'sociable')",1.1342236,1.0148135,-0.30416262,-0.41200972,0.2959973,0.1883135,-0.1076838
1,0.5353328,0.3925965,"('unfriendly', 'friendly')",-0.43943018,-0.51330554,2.2581604,2.1340134,0.7846877,0.6711015,-0.1135862
2,0.76814497,0.87727123,"('unlikable', 'likable')",0.101430535,0.113624305,0.44220147,0.5287064,0.437259,0.5065339,0.0692749
3,-1.1257697,-1.0134554,"('repellent', 'pleasant')",0.2506856,0.36422753,0.024624672,0.12181446,-0.2834865,-0.1758045,0.107682
4,-0.07230712,-0.022712098,"('disliked', 'liked')",-0.89499253,-0.86986667,-6.3476872,-6.460324,-2.4383289,-2.4509675,-0.0126386
5,0.43989626,0.43194023,"('distant', 'outgoing')",-1.41091,-1.398248,0.25815606,0.23574257,-0.2376192,-0.2435217,-0.0059025
6,0.42569935,0.45772195,"('distant', 'open')",-1.7368946,-1.7160791,0.7753303,0.7559435,-0.1786216,-0.1674712,0.0111504
7,0.28644824,0.24985273,"('insensitive', 'sensitive')",0.86689305,0.9494454,0.53016406,0.62062246,0.5611684,0.6066402,0.0454718
8,0.87736136,0.756614,"('unaffectionate', 'affectionate')",-0.18613933,-0.24385916,1.2391856,1.173868,0.6434692,0.5622076,-0.0812616
9,1.5695179,1.4629763,"('unaffectionate', 'caring')",0.32411557,0.33014405,1.4332482,1.4690043,1.1089605,1.0873748,-0.0215857
10,-0.35938478,-0.4001565,"('unsympathetic', 'sympathetic')",0.7434929,0.82543117,-0.70531136,-0.6895841,-0.1070677,-0.0881031,0.0189646
11,0.36039552,0.40504682,"('unhelpful', 'helpful')",0.90716434,1.0304539,1.554644,1.668954,0.9407346,1.0348183,0.0940837
12,0.44272733,0.537049,"('unsupportive', 'supportive')",0.7846107,0.9710242,-1.9204031,-1.8293291,-0.2310217,-0.1070853,0.1239364
13,0.6092059,0.57512474,"('impolite', 'polite')",0.8543493,0.85345465,-0.94234943,-0.9343081,0.1737353,0.1647571,-0.0089782
14,0.1304626,0.07639664,"('antisocial', 'social')",1.5928217,1.5240227,-0.68625414,-0.7513982,0.3456767,0.283007,-0.0626697
15,0.8375854,0.7405525,"('boring', 'funny')",-0.09165086,-0.16310924,0.35079098,0.28920487,0.3655752,0.2888827,-0.0766925
16,-1.1451701,-1.1036357,"('unpopular', 'popular')",-1.3674369,-1.3081411,0.41989496,0.42694664,-0.6975707,-0.66161,0.0359607
17,0.19841065,0.35286823,"('nasty', 'nice')",-0.14494883,0.0018184036,-0.562435,-0.5365321,-0.1696577,-0.0606152,0.1090425
18,-0.45119268,-0.3490031,"('disagreeable', 'welcoming')",-0.3418535,-0.18606217,-0.3444321,-0.34970173,-0.3791594,-0.2949224,0.084237
19,0.12994552,0.26037705,"('inhospitable', 'hospitable')",-1.0660769,-1.003348,-0.1646649,-0.06043086,-0.3669321,-0.2678006,0.0991315
20,-0.06021727,0.037082843,"('rough', 'thoughtful')",-0.233289,-0.1776588,1.0429438,1.0103009,0.2498125,0.2899083,0.0400958
21,-0.70445526,-0.69647,"('immoral', 'moral')",1.5596156,1.6295446,-0.8454712,-0.7783046,0.0032297,0.05159,0.0483603
22,-0.42091712,-0.35867968,"('untrustworthy', 'trustworthy')",1.0095341,1.0222147,-1.1312704,-1.1938447,-0.1808845,-0.1767699,0.0041146
23,0.8485424,0.7923526,"('insincere', 'sincere')",1.0944949,1.1367987,5.516507,5.5359674,2.4865147,2.4883728,0.0018581
24,0.8588878,0.8383398,"('dishonest', 'honest')",0.5734666,0.5693486,0.5744209,0.5474936,0.6689251,0.6517273,-0.0171978
25,-0.05873867,-0.20115611,"('egoistic', 'altruistic')",-0.29232895,-0.331021,1.729882,1.6250576,0.4596048,0.3642935,-0.0953113
26,1.0812929,0.8902461,"('hardhearted', 'benevolent')",0.051325515,-0.057450783,1.9037931,1.8472105,1.0121372,0.8933353,-0.1188019
27,0.6814671,0.6604629,"('hardhearted', 'softhearted')",-0.07900219,-0.038762234,1.4639038,1.3690355,0.6887895,0.6635787,-0.0252108
28,1.0157514,0.77098197,"('disloyal', 'loyal')",-0.22616273,-0.31202808,0.9966165,0.8807244,0.5954017,0.4465594,-0.1488423
29,0.11599767,0.06521566,"('unfair', 'fair')",-0.3570444,-0.38603294,-0.13626163,-0.30881035,-0.1257695,-0.2098759,-0.0841064
30,0.5086969,0.57825667,"('intolerant', 'tolerant')",1.3817452,1.3678118,1.0380074,1.0536426,0.9761499,0.9999037,0.0237538
31,-0.3467225,-0.240754,"('evil', 'good')",-2.1585681,-1.9939442,-0.71787506,-0.82858217,-1.0743886,-1.0210934,0.0532952
32,-0.050776456,-0.029113196,"('unkind', 'kind')",1.1885142,1.2393775,0.7398926,0.65569615,0.6258768,0.6219868,-0.00389
33,0.9204908,0.8562071,"('wrong', 'right')",-0.2228958,-0.30803308,-0.2528883,-0.29845804,0.1482356,0.0832387,-0.0649969
34,-1.1293774,-0.98882914,"('mean', 'honorable')",0.63323903,0.77531886,5.6291223,5.787713,1.7109947,1.8580675,0.1470728
