,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.11115801,-0.30786076,"('unsociable', 'sociable')",-0.0061958265,-0.24328244,-0.0586769,-0.2755716,-0.2168947
1,-1.4958513,-1.6464345,"('unfriendly', 'friendly')",1.0106162,0.90468925,-0.2426175,-0.3708726,-0.1282551
2,0.5754383,0.59282935,"('unlikable', 'likable')",0.49545202,0.5349391,0.5354452,0.5638843,0.0284391
3,-0.2604493,-0.19631915,"('repellent', 'pleasant')",0.90942657,0.8309218,0.3244886,0.3173013,-0.0071873
4,0.09362238,0.024798637,"('disliked', 'liked')",-6.9069014,-6.929715,-3.4066396,-3.4524581,-0.0458185
5,-0.70290196,-0.7420727,"('distant', 'outgoing')",-0.73137754,-0.5748749,-0.7171397,-0.6584738,0.0586659
6,-1.0955323,-1.0803331,"('distant', 'open')",-0.8370472,-0.71675414,-0.9662898,-0.8985436,0.0677462
7,-0.39618734,-0.32315785,"('insensitive', 'sensitive')",0.029557385,0.04138813,-0.183315,-0.1408849,0.0424301
8,-0.6073321,-0.73149747,"('unaffectionate', 'affectionate')",0.5434922,0.58244604,-0.03192,-0.0745257,-0.0426057
9,-0.69036776,-0.78718746,"('unaffectionate', 'caring')",1.0939803,1.1405218,0.2018063,0.1766672,-0.0251391
10,-0.6597498,-0.7233344,"('unsympathetic', 'sympathetic')",-0.49974215,-0.5841895,-0.579746,-0.6537619,-0.0740159
11,-0.46837842,-0.54865754,"('unhelpful', 'helpful')",1.833018,1.922727,0.6823198,0.6870347,0.0047149
12,-0.3937518,-0.34883714,"('unsupportive', 'supportive')",-2.446368,-2.3654814,-1.4200599,-1.3571593,0.0629006
13,0.47527662,0.42321566,"('impolite', 'polite')",-0.34878302,-0.42141417,0.0632468,0.0009007,-0.0623461
14,0.3112537,0.3030361,"('antisocial', 'social')",0.05052314,-0.15854578,0.1808884,0.0722452,-0.1086432
15,0.23637177,0.113562524,"('boring', 'funny')",0.07228932,0.0064272285,0.1543306,0.0599949,-0.0943357
16,-0.4376989,-0.46872464,"('unpopular', 'popular')",0.56269604,0.48016647,0.0624986,0.0057209,-0.0567777
17,-0.7293028,-0.6236572,"('nasty', 'nice')",-0.69459206,-0.66495544,-0.7119474,-0.6443063,0.0676411
18,-0.3240866,-0.24976556,"('disagreeable', 'welcoming')",-0.91163695,-0.92971665,-0.6178617,-0.5897411,0.0281206
19,-0.4379411,-0.49515796,"('inhospitable', 'hospitable')",-0.7826944,-0.62977004,-0.6103178,-0.562464,0.0478538
20,-0.09954728,-0.08163225,"('rough', 'thoughtful')",1.0450746,1.0193893,0.4727637,0.4688785,-0.0038852
21,0.036499947,0.0015833508,"('immoral', 'moral')",-0.51615584,-0.60734415,-0.2398279,-0.3028804,-0.0630525
22,-0.09430094,-0.02642125,"('untrustworthy', 'trustworthy')",-1.1007911,-1.1339307,-0.597546,-0.580176,0.01737
23,0.043810416,-0.07255254,"('insincere', 'sincere')",5.868381,5.843517,2.9560957,2.8854821,-0.0706136
24,-0.43497503,-0.39085165,"('dishonest', 'honest')",0.56246495,0.61456764,0.063745,0.111858,0.048113
25,-0.36708686,-0.46939093,"('egoistic', 'altruistic')",0.7959407,0.7719161,0.2144269,0.1512626,-0.0631643
26,-0.63455594,-0.75432956,"('hardhearted', 'benevolent')",1.5641009,1.3873577,0.4647725,0.3165141,-0.1482584
27,-0.6828377,-0.5158689,"('hardhearted', 'softhearted')",0.6833439,0.7038487,0.0002531,0.0939899,0.0937368
28,-1.2329053,-1.397124,"('disloyal', 'loyal')",1.2015761,1.0378044,-0.0156646,-0.1796598,-0.1639952
29,-1.142263,-1.0832775,"('unfair', 'fair')",-0.6257192,-0.6465041,-0.8839911,-0.8648908,0.0191003
30,0.64396226,0.6375489,"('intolerant', 'tolerant')",1.1329626,1.0448346,0.8884624,0.8411918,-0.0472706
31,-1.1308112,-1.0817289,"('evil', 'good')",-1.3022089,-1.2824383,-1.2165101,-1.1820836,0.0344265
32,-0.2756493,-0.39381248,"('unkind', 'kind')",0.6907203,0.47781467,0.2075355,0.0420011,-0.1655344
33,0.0023383535,-0.0795971,"('wrong', 'right')",-0.6933782,-0.67123944,-0.3455199,-0.3754183,-0.0298984
