,teledyne_male,teledyne_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-1.6785922,-1.8192472,"('unsociable', 'sociable')",-0.5184177,-0.72945046,-1.098505,-1.2743489,-0.1758439
1,-1.7084194,-1.7989192,"('unfriendly', 'friendly')",0.17906542,-0.06863278,-0.764677,-0.933776,-0.169099
2,0.46306792,0.45174906,"('unlikable', 'likable')",0.49537003,0.48137116,0.479219,0.4665601,-0.0126589
3,-1.1129513,-1.0370667,"('repellent', 'pleasant')",0.37424728,0.45280945,-0.369352,-0.2921286,0.0772234
4,0.4227548,0.3493676,"('disliked', 'liked')",-4.6175237,-4.448628,-2.0973845,-2.0496302,0.0477543
5,-0.39648086,-0.3926664,"('distant', 'outgoing')",-1.0102525,-0.9783095,-0.7033666,-0.685488,0.0178786
6,-0.6808603,-0.6404272,"('distant', 'open')",-1.3243397,-1.3617685,-1.0026,-1.0010978,0.0015022
7,-1.7268513,-1.624182,"('insensitive', 'sensitive')",-0.005708128,0.14575902,-0.8662797,-0.7392115,0.1270682
8,-0.21584716,-0.2754467,"('unaffectionate', 'affectionate')",0.09804864,-0.06989629,-0.0588993,-0.1726715,-0.1137722
9,-1.1735724,-1.1877052,"('unaffectionate', 'caring')",0.77783173,0.65583,-0.1978703,-0.2659376,-0.0680673
10,-3.1288602,-3.112999,"('unsympathetic', 'sympathetic')",-0.51939386,-0.52956754,-1.8241271,-1.8212832,0.0028439
11,-0.8658087,-0.8414498,"('unhelpful', 'helpful')",2.0977962,2.1249287,0.6159937,0.6417395,0.0257458
12,-0.77310264,-0.66451216,"('unsupportive', 'supportive')",-1.0155222,-0.84842074,-0.8943124,-0.7564664,0.137846
13,-1.6127058,-1.6785034,"('impolite', 'polite')",-0.3658527,-0.45802456,-0.9892793,-1.068264,-0.0789847
14,-0.36923423,-0.33646852,"('antisocial', 'social')",0.24467634,0.32828122,-0.0622789,-0.0040936,0.0581853
15,0.8734916,0.7490771,"('boring', 'funny')",0.0069219116,-0.077544495,0.4402067,0.3357663,-0.1044404
16,0.5103795,0.5045998,"('unpopular', 'popular')",0.5068226,0.45405927,0.5086011,0.4793295,-0.0292716
17,0.17708279,0.19362727,"('nasty', 'nice')",-0.25424066,-0.2303624,-0.0385789,-0.0183676,0.0202113
18,0.070340164,0.11458331,"('disagreeable', 'welcoming')",-0.472849,-0.48510683,-0.2012544,-0.1852618,0.0159926
19,-0.814966,-0.80852747,"('inhospitable', 'hospitable')",-0.8298697,-0.9181782,-0.8224179,-0.8633528,-0.0409349
20,-0.45593268,-0.40138078,"('rough', 'thoughtful')",0.9541921,0.98360556,0.2491297,0.2911124,0.0419827
21,-0.99127865,-1.0200409,"('immoral', 'moral')",-0.055547528,-0.08931278,-0.5234131,-0.5546768,-0.0312637
22,-1.4459018,-1.353348,"('untrustworthy', 'trustworthy')",-1.3051918,-1.3222201,-1.3755467,-1.3377841,0.0377626
23,-1.6991241,-1.7224422,"('insincere', 'sincere')",3.893788,3.7165618,1.097332,0.9970598,-0.1002722
24,-1.4982935,-1.519868,"('dishonest', 'honest')",-0.59580815,-0.662275,-1.0470508,-1.0910715,-0.0440207
25,-0.35621652,-0.41744685,"('egoistic', 'altruistic')",0.42762315,0.3923633,0.0357033,-0.0125418,-0.0482451
26,-0.037556227,-0.13847923,"('hardhearted', 'benevolent')",0.47200775,0.34336695,0.2172258,0.1024439,-0.1147819
27,-0.7567422,-0.6205238,"('hardhearted', 'softhearted')",0.2065616,0.18590619,-0.2750903,-0.2173088,0.0577815
28,-1.5062578,-1.6202004,"('disloyal', 'loyal')",0.3225174,0.23556814,-0.5918702,-0.6923161,-0.1004459
29,-0.34160772,-0.2892293,"('unfair', 'fair')",-1.1455125,-1.1796122,-0.7435601,-0.7344207,0.0091394
30,-0.5645952,-0.5930457,"('intolerant', 'tolerant')",1.4033883,1.3324465,0.4193965,0.3697004,-0.0496961
31,0.17123188,0.1917389,"('evil', 'good')",-1.3801287,-1.4581891,-0.6044484,-0.6332251,-0.0287767
32,-0.87569493,-0.9299706,"('unkind', 'kind')",0.47842708,0.3499084,-0.1986339,-0.2900311,-0.0913972
33,0.42003587,0.27972376,"('wrong', 'right')",-0.035074934,-0.15315315,0.1924805,0.0632853,-0.1291952
34,-0.5304518,-0.40919507,"('mean', 'honorable')",3.5298781,3.5014088,1.4997132,1.5461068,0.0463936
35,0.76488864,0.7002959,"('corrupt', 'incorrupt')",-0.578018,-0.62292314,0.0934353,0.0386864,-0.0547489
36,-0.0070654135,-0.099427,"('hostile', 'amicable')",-0.36086917,-0.60788673,-0.1839673,-0.3536569,-0.1696896
37,-0.73096156,-0.69826984,"('fake', 'genuine')",-0.38008505,-0.418551,-0.5555233,-0.5584104,-0.0028871
38,-1.103064,-1.11684,"('untruthful', 'truthful')",0.23301168,0.28810182,-0.4350261,-0.4143691,0.020657
39,0.25859743,0.2536187,"('exploitative', 'cooperative')",0.08949541,0.12877569,0.1740464,0.1911972,0.0171508
40,0.10887825,0.19569859,"('stingy', 'generous')",-1.5282397,-1.4017891,-0.7096807,-0.6030452,0.1066355
41,-0.6117753,-0.59343505,"('unforgiving', 'forgiving')",-0.096105,-0.17484507,-0.3539401,-0.3841401,-0.0302
42,-0.24925566,-0.137571,"('unreliable', 'reliable')",-3.4682233,-3.29379,-1.8587395,-1.7156806,0.1430589
43,-1.8722527,-1.8529527,"('irresponsible', 'responsible')",-0.42762792,-0.47686917,-1.1499403,-1.1649109,-0.0149706
44,0.6783261,0.6079538,"('prejudiced', 'unprejudiced')",-0.90894103,-0.84450734,-0.1153075,-0.1182768,-0.0029693
45,-2.066684,-1.9494318,"('incompetent', 'competent')",-0.6722417,-0.64672947,-1.3694628,-1.2980807,0.0713821
46,-1.8552564,-1.8046358,"('uncompetitive', 'competitive')",-0.56299764,-0.4938986,-1.2091271,-1.1492672,0.0598599
47,-0.08269563,0.03379308,"('stupid', 'smart')",4.0442348,3.976806,1.9807695,2.0052996,0.0245301
48,-0.15314555,-0.14938234,"('unintelligent', 'intelligent')",1.4208593,1.4554747,0.6338569,0.6530462,0.0191893
49,-0.16775958,0.015717477,"('unable', 'able')",0.24302731,0.41004646,0.0376339,0.212882,0.1752481
50,0.6481148,0.75581145,"('clumsy', 'skillful')",0.075094216,0.13246001,0.3616045,0.4441357,0.0825312
51,-0.9289325,-0.96094435,"('uneducated', 'educated')",0.30945507,0.28940126,-0.3097387,-0.3357716,-0.0260329
52,1.030517,0.82696205,"('irrational', 'rational')",0.0068730153,-0.244066,0.518695,0.291448,-0.227247
53,-1.3557998,-1.4059418,"('uncreative', 'creative')",0.29379553,0.17268574,-0.5310022,-0.6166281,-0.0856259
54,-1.2349954,-1.3121271,"('incapable', 'capable')",0.5840318,0.4642643,-0.3254818,-0.4239314,-0.0984496
55,-1.1383379,-1.0855286,"('incompetent', 'clever')",0.41437292,0.44748604,-0.3619825,-0.3190213,0.0429612
56,-0.4740094,-0.516491,"('impractical', 'practical')",-0.062321447,-0.05546147,-0.2681654,-0.2859762,-0.0178108
57,-1.3361802,-1.4012524,"('unimaginative', 'imaginative')",-1.9986563,-2.0156586,-1.6674182,-1.7084556,-0.0410374
58,-0.8586173,-0.83510876,"('undiscriminating', 'discriminating')",-0.4168843,-0.44797382,-0.6377508,-0.6415413,-0.0037905
59,0.9657741,1.03075,"('foolish', 'wise')",-0.07231408,-0.03428734,0.44673,0.4982314,0.0515014
60,-1.3213453,-1.159555,"('inefficient', 'efficient')",0.5351582,0.7037781,-0.3930936,-0.2278884,0.1652052
61,-0.96082604,-1.0794387,"('illogical', 'logical')",-0.111387394,-0.29897812,-0.5361067,-0.6892084,-0.1531017
62,-0.8352679,-0.7046004,"('incompetent', 'brilliant')",0.43028986,0.6757001,-0.202489,-0.0144501,0.1880389
63,-1.6956514,-1.5744828,"('unperceptive', 'insightful')",0.08823671,0.17139459,-0.8037074,-0.7015441,0.1021633
64,0.1410588,0.15400034,"('shy', 'confident')",-4.2305574,-4.0451775,-2.0447493,-1.9455886,0.0991607
65,-0.9449769,-0.97909594,"('insecure', 'secure')",-0.2348008,-0.20147648,-0.5898889,-0.5902862,-0.0003973
66,-0.17783676,-0.2905994,"('inactive', 'active')",-0.22003436,-0.29154035,-0.1989356,-0.2910699,-0.0921343
67,0.65657735,0.56476146,"('doubtful', 'determined')",-0.01066016,-0.014379397,0.3229586,0.275191,-0.0477676
68,-0.5571939,-0.5312275,"('dependent', 'independent')",-0.6018019,-0.54946774,-0.5794979,-0.5403476,0.0391503
69,1.6271336,1.5788915,"('lazy', 'industrious')",-0.18942769,-0.046107665,0.7188529,0.7663919,0.047539
70,-1.9004928,-1.8169953,"('lethargic', 'energetic')",-0.6857166,-0.6202869,-1.2931046,-1.218641,0.0744636
71,0.07613884,0.07119487,"('diffident', 'self-confident')",0.43538985,0.45801318,0.2557643,0.264604,0.0088397
72,-0.67146206,-0.67780507,"('unambitious', 'ambitious')",-0.67142123,-0.6181376,-0.6714417,-0.6479713,0.0234704
73,0.8997984,0.83032185,"('helpless', 'self-reliant')",-2.7672632,-2.7320235,-0.9337324,-0.9508508,-0.0171184
74,-1.2884228,-1.2382636,"('undedicated', 'dedicated')",-0.68106866,-0.7025125,-0.9847457,-0.9703881,0.0143576
75,0.9663725,0.97865564,"('meek', 'impulsive')",-0.293726,-0.24673419,0.3363233,0.3659607,0.0296374
76,-0.82651556,-0.73562634,"('anxious', 'daring')",-0.28229955,-0.19102095,-0.5544075,-0.4633237,0.0910838
77,-1.1523455,-1.1358162,"('unmotivated', 'motivated')",-0.051030643,0.05735457,-0.6016881,-0.5392308,0.0624573
78,-1.1031668,-0.92594963,"('nonresilient', 'resilient')",0.62344575,0.7978102,-0.2398605,-0.0640697,0.1757908
79,-0.13951193,-0.1587062,"('wavering', 'unwavering')",-0.629326,-0.68292356,-0.384419,-0.4208149,-0.0363959
80,-0.6574612,-0.6086782,"('dominated', 'dominating')",-0.21692264,0.024741985,-0.4371919,-0.2919681,0.1452238
81,-0.6312984,-0.63565254,"('submissive', 'aggressive')",0.27884138,0.46217012,-0.1762285,-0.0867412,0.0894873
82,-0.7321935,-0.69365597,"('poor', 'rich')",3.8114138,3.7030096,1.5396101,1.5046768,-0.0349333
83,0.06048558,0.008061342,"('powerless', 'powerful')",-0.0020297095,-0.014074262,0.0292279,-0.0030065,-0.0322344
84,0.20620026,0.16876099,"('inferior', 'superior')",0.06811861,0.1562071,0.1371594,0.162484,0.0253246
85,0.8652678,0.7777715,"('insignificant', 'prestigious')",-0.1737611,-0.29282153,0.3457534,0.242475,-0.1032784
86,-1.9184396,-2.0344942,"('uninfluential', 'influential')",-0.38178438,-0.55037546,-1.150112,-1.2924348,-0.1423228
87,-0.36644757,-0.46309984,"('unsuccessful', 'successful')",-0.29649156,-0.19648805,-0.3314696,-0.3297939,0.0016757
88,-0.4854025,-0.61756706,"('low', 'eminent')",0.18639798,0.10695477,-0.1495022,-0.2553062,-0.105804
