,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.18693832,-0.3820876,"('unsociable', 'sociable')",0.54810417,0.25969803,0.86057353,0.63762766,-0.45856273,-0.6390534,0.1907942,-0.0309538,-0.221748
1,0.12090851,0.16048865,"('unfriendly', 'friendly')",-0.60578007,-0.5427086,-0.31205195,-0.32506981,1.5140578,1.4207772,0.1792836,0.1783719,-0.0009117
2,-0.09941588,-0.12802252,"('unlikable', 'likable')",0.3723725,0.45383096,1.5936633,1.5778894,0.83288914,0.95302284,0.6748773,0.7141802,0.0393029
3,0.2899623,0.4330863,"('repellent', 'pleasant')",0.23604617,0.3049315,0.90531814,0.9668466,0.32607156,0.37260112,0.4393495,0.5193664,0.0800169
4,-0.8663159,-0.890695,"('disliked', 'liked')",1.1658394,1.1009183,-0.21682313,-0.30592263,-6.0791874,-6.04851,-1.4991218,-1.5360523,-0.0369305
5,-1.2626337,-1.1521775,"('distant', 'outgoing')",-0.2518227,0.07219963,-1.9123609,-1.5980252,-0.57691014,-0.37425795,-1.0009319,-0.7630653,0.2378666
6,-1.584461,-1.4005729,"('distant', 'open')",-0.44366345,-0.042920373,-2.3860373,-2.0124624,-0.08539929,0.12913267,-1.1248902,-0.8317057,0.2931845
7,0.71484584,0.71932316,"('insensitive', 'sensitive')",0.96865815,0.9333162,0.28907654,0.3493612,0.5308886,0.48795855,0.6258673,0.6224898,-0.0033775
8,0.5788833,0.5776301,"('unaffectionate', 'affectionate')",-0.0208307,0.03344105,-0.103511766,-0.036950782,0.36538473,0.34676468,0.2049814,0.2302213,0.0252399
9,0.6120615,0.65041584,"('unaffectionate', 'caring')",-0.03760606,0.029016182,-0.40391988,-0.3150762,0.8376703,0.84876955,0.2520515,0.3032813,0.0512298
10,0.12801872,0.086132385,"('unsympathetic', 'sympathetic')",0.5445029,0.5585479,0.031774886,-0.0063991137,-0.23916848,-0.33467686,0.116282,0.0759011,-0.0403809
11,0.42544964,0.37533867,"('unhelpful', 'helpful')",0.5323174,0.4772511,0.6689331,0.56658375,2.2229362,2.1078382,0.9624091,0.8817529,-0.0806562
12,1.2189873,1.3583009,"('unsupportive', 'supportive')",1.2896736,1.6252769,0.89338493,1.2288743,-1.8550218,-1.735454,0.386756,0.6192495,0.2324935
13,-0.40736175,-0.5883067,"('impolite', 'polite')",1.0170089,0.87614197,0.2832473,0.16835305,-0.16222301,-0.28808764,0.1826679,0.0420252,-0.1406427
14,-0.09372999,-0.19117539,"('antisocial', 'social')",1.4514415,1.3188225,1.7921342,1.668842,-0.32970062,-0.47394833,0.7050362,0.5806352,-0.124401
